Orthogroup	Auxenochlorella_protothecoides	Chlorella_VariabilisNC64A
OG0004770	RMZ56328.1 hypothetical protein APUTEX25_000568_ partial [Auxenochlorella protothecoides]	XP_005848913.1 hypothetical protein CHLNCDRAFT_51586 [Chlorella variabilis]
OG0004771	RMZ56346.1 hypothetical protein APUTEX25_004703 [Auxenochlorella protothecoides]	XP_005850210.1 hypothetical protein CHLNCDRAFT_20445 [Chlorella variabilis]
OG0004772	RMZ56381.1 hypothetical protein APUTEX25_004738 [Auxenochlorella protothecoides]	XP_005843516.1 hypothetical protein CHLNCDRAFT_140968 [Chlorella variabilis]
OG0004773	RMZ56389.1 hypothetical protein APUTEX25_004772_ partial [Auxenochlorella protothecoides]	XP_005847011.1 hypothetical protein CHLNCDRAFT_52890 [Chlorella variabilis]
OG0004775	RMZ56400.1 hypothetical protein APUTEX25_004623 [Auxenochlorella protothecoides]	XP_005845325.1 hypothetical protein CHLNCDRAFT_137103 [Chlorella variabilis]
OG0004776	RMZ56404.1 hypothetical protein APUTEX25_004627 [Auxenochlorella protothecoides]	XP_005845489.1 hypothetical protein CHLNCDRAFT_137170 [Chlorella variabilis], XP_005845490.1 hypothetical protein CHLNCDRAFT_12569_ partial [Chlorella variabilis]
OG0004777	RMZ56408.1 hypothetical protein APUTEX25_004631_ partial [Auxenochlorella protothecoides]	XP_005850373.1 expressed protein [Chlorella variabilis]
OG0004778	RMZ56417.1 hypothetical protein APUTEX25_004640_ partial [Auxenochlorella protothecoides]	XP_005850375.1 hypothetical protein CHLNCDRAFT_30113 [Chlorella variabilis]
OG0004779	RMZ56420.1 hypothetical protein APUTEX25_004643 [Auxenochlorella protothecoides]	XP_005845360.1 hypothetical protein CHLNCDRAFT_25864 [Chlorella variabilis]
OG0004780	RMZ56440.1 hypothetical protein APUTEX25_004663 [Auxenochlorella protothecoides]	XP_005850361.1 hypothetical protein CHLNCDRAFT_142203 [Chlorella variabilis]
OG0004782	RMZ56452.1 hypothetical protein APUTEX25_004675 [Auxenochlorella protothecoides]	XP_005850104.1 hypothetical protein CHLNCDRAFT_142175 [Chlorella variabilis]
OG0004783	RMZ56460.1 hypothetical protein APUTEX25_004683 [Auxenochlorella protothecoides]	XP_005850108.1 hypothetical protein CHLNCDRAFT_142183 [Chlorella variabilis]
OG0004784	RMZ56489.1 hypothetical protein APUTEX25_001336 [Auxenochlorella protothecoides]	XP_005851903.1 expressed protein [Chlorella variabilis]
OG0004785	RMZ56495.1 hypothetical protein APUTEX25_001342 [Auxenochlorella protothecoides]	XP_005847871.1 hypothetical protein CHLNCDRAFT_145206 [Chlorella variabilis]
OG0004786	RMZ56521.1 hypothetical protein APUTEX25_001368 [Auxenochlorella protothecoides]	XP_005851968.1 hypothetical protein CHLNCDRAFT_49741 [Chlorella variabilis]
OG0004787	RMZ56526.1 hypothetical protein APUTEX25_001373 [Auxenochlorella protothecoides]	XP_005848455.1 hypothetical protein CHLNCDRAFT_144835 [Chlorella variabilis]
OG0004788	RMZ56533.1 hypothetical protein APUTEX25_001380 [Auxenochlorella protothecoides]	XP_005843297.1 hypothetical protein CHLNCDRAFT_59317 [Chlorella variabilis]
OG0004789	RMZ56556.1 hypothetical protein APUTEX25_001403 [Auxenochlorella protothecoides]	XP_005851955.1 hypothetical protein CHLNCDRAFT_49708 [Chlorella variabilis]
OG0004791	RMZ56561.1 hypothetical protein APUTEX25_001408 [Auxenochlorella protothecoides]	XP_005851943.1 hypothetical protein CHLNCDRAFT_56616 [Chlorella variabilis]
OG0004792	RMZ56575.1 hypothetical protein APUTEX25_001422 [Auxenochlorella protothecoides]	XP_005850985.1 hypothetical protein CHLNCDRAFT_50409 [Chlorella variabilis]
OG0004793	RMZ56578.1 hypothetical protein APUTEX25_001425_ partial [Auxenochlorella protothecoides]	XP_005843541.1 expressed protein [Chlorella variabilis], XP_005843540.1 expressed protein [Chlorella variabilis]
OG0004795	RMZ56619.1 hypothetical protein APUTEX25_002708 [Auxenochlorella protothecoides]	XP_005846453.1 hypothetical protein CHLNCDRAFT_135612 [Chlorella variabilis]
OG0004796	RMZ56623.1 hypothetical protein APUTEX25_002712 [Auxenochlorella protothecoides]	XP_005845748.1 hypothetical protein CHLNCDRAFT_136365 [Chlorella variabilis]
OG0004797	RMZ56671.1 hypothetical protein APUTEX25_002760 [Auxenochlorella protothecoides]	XP_005846470.1 hypothetical protein CHLNCDRAFT_135651 [Chlorella variabilis]
OG0004798	RMZ56675.1 hypothetical protein APUTEX25_002764 [Auxenochlorella protothecoides]	XP_005850193.1 hypothetical protein CHLNCDRAFT_15082_ partial [Chlorella variabilis]
OG0004799	RMZ56686.1 hypothetical protein APUTEX25_002775 [Auxenochlorella protothecoides]	XP_005849469.1 hypothetical protein CHLNCDRAFT_142748 [Chlorella variabilis]
OG0004800	RMZ56692.1 hypothetical protein APUTEX25_002781_ partial [Auxenochlorella protothecoides]	XP_005850438.1 hypothetical protein CHLNCDRAFT_20761 [Chlorella variabilis]
OG0004801	RMZ56734.1 hypothetical protein APUTEX25_002823_ partial [Auxenochlorella protothecoides]	XP_005847574.1 hypothetical protein CHLNCDRAFT_133827 [Chlorella variabilis]
OG0004802	RMZ56748.1 hypothetical protein APUTEX25_002837_ partial [Auxenochlorella protothecoides]	XP_005850827.1 hypothetical protein CHLNCDRAFT_140398 [Chlorella variabilis]
OG0004803	RMZ56750.1 hypothetical protein APUTEX25_002839_ partial [Auxenochlorella protothecoides]	XP_005846471.1 hypothetical protein CHLNCDRAFT_58271 [Chlorella variabilis]
OG0004804	RMZ56755.1 hypothetical protein APUTEX25_002844 [Auxenochlorella protothecoides]	XP_005852229.1 hypothetical protein CHLNCDRAFT_133495 [Chlorella variabilis]
OG0004805	RMZ56779.1 hypothetical protein APUTEX25_002868 [Auxenochlorella protothecoides]	XP_005846253.1 hypothetical protein CHLNCDRAFT_53140 [Chlorella variabilis]
OG0004806	RMZ56782.1 hypothetical protein APUTEX25_002871 [Auxenochlorella protothecoides]	XP_005851888.1 hypothetical protein CHLNCDRAFT_133479 [Chlorella variabilis]
OG0004807	RMZ56799.1 hypothetical protein APUTEX25_002888 [Auxenochlorella protothecoides]	XP_005847624.1 hypothetical protein CHLNCDRAFT_133947 [Chlorella variabilis]
OG0004808	RMZ56848.1 hypothetical protein APUTEX25_002937 [Auxenochlorella protothecoides]	XP_005850443.1 hypothetical protein CHLNCDRAFT_142390 [Chlorella variabilis]
OG0004809	RMZ56850.1 hypothetical protein APUTEX25_002939 [Auxenochlorella protothecoides]	XP_005848572.1 hypothetical protein CHLNCDRAFT_145140 [Chlorella variabilis]
OG0004810	RMZ56860.1 hypothetical protein APUTEX25_002949 [Auxenochlorella protothecoides], RMZ57139.1 hypothetical protein APUTEX25_003596 [Auxenochlorella protothecoides]	XP_005845687.1 hypothetical protein CHLNCDRAFT_136791 [Chlorella variabilis]
OG0004811	RMZ56866.1 hypothetical protein APUTEX25_002955_ partial [Auxenochlorella protothecoides]	XP_005849141.1 hypothetical protein CHLNCDRAFT_143751 [Chlorella variabilis]
OG0004812	RMZ56870.1 hypothetical protein APUTEX25_002959 [Auxenochlorella protothecoides]	XP_005849037.1 hypothetical protein CHLNCDRAFT_143468 [Chlorella variabilis]
OG0004813	RMZ56872.1 hypothetical protein APUTEX25_002961_ partial [Auxenochlorella protothecoides]	XP_005850531.1 hypothetical protein CHLNCDRAFT_140389 [Chlorella variabilis]
OG0004814	RMZ56874.1 hypothetical protein APUTEX25_002963 [Auxenochlorella protothecoides]	XP_005845027.1 hypothetical protein CHLNCDRAFT_137250 [Chlorella variabilis]
OG0004815	RMZ56892.1 hypothetical protein APUTEX25_002981_ partial [Auxenochlorella protothecoides]	XP_005844651.1 expressed protein [Chlorella variabilis]
OG0004816	RMZ56896.1 hypothetical protein APUTEX25_002985 [Auxenochlorella protothecoides]	XP_005849470.1 hypothetical protein CHLNCDRAFT_56064 [Chlorella variabilis]
OG0004818	RMZ56955.1 hypothetical protein APUTEX25_005017 [Auxenochlorella protothecoides]	XP_005847398.1 hypothetical protein CHLNCDRAFT_134246 [Chlorella variabilis]
OG0004820	RMZ56972.1 hypothetical protein APUTEX25_005034_ partial [Auxenochlorella protothecoides]	XP_005847036.1 hypothetical protein CHLNCDRAFT_52708 [Chlorella variabilis]
OG0004821	RMZ56991.1 hypothetical protein APUTEX25_005053 [Auxenochlorella protothecoides]	XP_005848579.1 expressed protein [Chlorella variabilis]
OG0004822	RMZ57052.1 hypothetical protein APUTEX25_002284_ partial [Auxenochlorella protothecoides]	XP_005845090.1 hypothetical protein CHLNCDRAFT_11954_ partial [Chlorella variabilis]
OG0004823	RMZ57059.1 hypothetical protein APUTEX25_002291 [Auxenochlorella protothecoides]	XP_005845178.1 hypothetical protein CHLNCDRAFT_36644 [Chlorella variabilis]
OG0004824	RMZ57061.1 hypothetical protein APUTEX25_002293_ partial [Auxenochlorella protothecoides]	XP_005845092.1 hypothetical protein CHLNCDRAFT_12745_ partial [Chlorella variabilis]
OG0004825	RMZ57064.1 hypothetical protein APUTEX25_002296_ partial [Auxenochlorella protothecoides]	XP_005846188.1 hypothetical protein CHLNCDRAFT_136208 [Chlorella variabilis]
OG0004826	RMZ57073.1 hypothetical protein APUTEX25_002305 [Auxenochlorella protothecoides]	XP_005845167.1 hypothetical protein CHLNCDRAFT_58681 [Chlorella variabilis]
OG0004827	RMZ57088.1 hypothetical protein APUTEX25_002320 [Auxenochlorella protothecoides]	XP_005848477.1 hypothetical protein CHLNCDRAFT_144895 [Chlorella variabilis]
OG0004828	RMZ57092.1 hypothetical protein APUTEX25_002324 [Auxenochlorella protothecoides]	XP_005849352.1 hypothetical protein CHLNCDRAFT_143782 [Chlorella variabilis]
OG0004829	RMZ57103.1 hypothetical protein APUTEX25_002335_ partial [Auxenochlorella protothecoides]	XP_005845188.1 expressed protein [Chlorella variabilis]
OG0004830	RMZ57112.1 hypothetical protein APUTEX25_002344 [Auxenochlorella protothecoides]	XP_005849587.1 hypothetical protein CHLNCDRAFT_143013 [Chlorella variabilis]
OG0004831	RMZ57117.1 hypothetical protein APUTEX25_002349 [Auxenochlorella protothecoides]	XP_005845189.1 hypothetical protein CHLNCDRAFT_26186_ partial [Chlorella variabilis]
OG0004832	RMZ57129.1 hypothetical protein APUTEX25_002361 [Auxenochlorella protothecoides]	XP_005845196.1 hypothetical protein CHLNCDRAFT_26223_ partial [Chlorella variabilis]
OG0004833	RMZ57130.1 hypothetical protein APUTEX25_002362 [Auxenochlorella protothecoides]	XP_005849845.1 hypothetical protein CHLNCDRAFT_17952_ partial [Chlorella variabilis]
OG0004834	RMZ57151.1 hypothetical protein APUTEX25_003985 [Auxenochlorella protothecoides]	XP_005845874.1 hypothetical protein CHLNCDRAFT_53568 [Chlorella variabilis]
OG0004835	RMZ57173.1 hypothetical protein APUTEX25_004007 [Auxenochlorella protothecoides]	XP_005843608.1 hypothetical protein CHLNCDRAFT_55083 [Chlorella variabilis]
OG0004836	RMZ57182.1 hypothetical protein APUTEX25_004016 [Auxenochlorella protothecoides]	XP_005850878.1 hypothetical protein CHLNCDRAFT_29783 [Chlorella variabilis]
OG0004838	RMZ57200.1 hypothetical protein APUTEX25_004034 [Auxenochlorella protothecoides]	XP_005845864.1 hypothetical protein CHLNCDRAFT_136378 [Chlorella variabilis]
OG0004839	RMZ57205.1 hypothetical protein APUTEX25_004039 [Auxenochlorella protothecoides]	XP_005848308.1 hypothetical protein CHLNCDRAFT_51862 [Chlorella variabilis]
OG0004840	RMZ57217.1 hypothetical protein APUTEX25_004051 [Auxenochlorella protothecoides]	XP_005851180.1 hypothetical protein CHLNCDRAFT_49909 [Chlorella variabilis]
OG0004841	RMZ57233.1 hypothetical protein APUTEX25_004067 [Auxenochlorella protothecoides]	XP_005848534.1 hypothetical protein CHLNCDRAFT_145059 [Chlorella variabilis]
OG0004842	RMZ57234.1 hypothetical protein APUTEX25_004068 [Auxenochlorella protothecoides]	XP_005846411.1 hypothetical protein CHLNCDRAFT_24956_ partial [Chlorella variabilis]
OG0004843	RMZ57237.1 hypothetical protein APUTEX25_004071 [Auxenochlorella protothecoides]	XP_005844119.1 hypothetical protein CHLNCDRAFT_27369_ partial [Chlorella variabilis]
OG0004844	RMZ57243.1 hypothetical protein APUTEX25_004077 [Auxenochlorella protothecoides]	XP_005845766.1 hypothetical protein CHLNCDRAFT_25497 [Chlorella variabilis]
OG0004845	RMZ57284.1 hypothetical protein APUTEX25_004118 [Auxenochlorella protothecoides]	XP_005848052.1 hypothetical protein CHLNCDRAFT_52003 [Chlorella variabilis]
OG0004846	RMZ57287.1 hypothetical protein APUTEX25_004121_ partial [Auxenochlorella protothecoides]	XP_005850172.1 hypothetical protein CHLNCDRAFT_50770 [Chlorella variabilis]
OG0004847	RMZ57289.1 hypothetical protein APUTEX25_004123 [Auxenochlorella protothecoides]	XP_005851675.1 hypothetical protein CHLNCDRAFT_29132 [Chlorella variabilis]
OG0004848	RMZ57310.1 hypothetical protein APUTEX25_004144 [Auxenochlorella protothecoides]	XP_005842761.1 hypothetical protein CHLNCDRAFT_144051 [Chlorella variabilis]
OG0004850	RMZ57316.1 hypothetical protein APUTEX25_004150 [Auxenochlorella protothecoides]	XP_005842926.1 hypothetical protein CHLNCDRAFT_141776 [Chlorella variabilis]
OG0004851	RMZ57322.1 hypothetical protein APUTEX25_004156_ partial [Auxenochlorella protothecoides]	XP_005852069.1 hypothetical protein CHLNCDRAFT_133074 [Chlorella variabilis]
OG0004853	RMZ57365.1 hypothetical protein APUTEX25_004199_ partial [Auxenochlorella protothecoides]	XP_005844032.1 hypothetical protein CHLNCDRAFT_12025_ partial [Chlorella variabilis]
OG0004854	RMZ57369.1 hypothetical protein APUTEX25_004203 [Auxenochlorella protothecoides]	XP_005850040.1 hypothetical protein CHLNCDRAFT_57044 [Chlorella variabilis]
OG0004856	RMZ57384.1 hypothetical protein APUTEX25_004218_ partial [Auxenochlorella protothecoides]	XP_005852037.1 hypothetical protein CHLNCDRAFT_7300_ partial [Chlorella variabilis]
OG0004857	RMZ57404.1 hypothetical protein APUTEX25_004238 [Auxenochlorella protothecoides]	XP_005847590.1 hypothetical protein CHLNCDRAFT_133862 [Chlorella variabilis]
OG0004858	RMZ57415.1 hypothetical protein APUTEX25_004249 [Auxenochlorella protothecoides]	XP_005846481.1 hypothetical protein CHLNCDRAFT_135678 [Chlorella variabilis]
OG0004859	RMZ57422.1 hypothetical protein APUTEX25_004256 [Auxenochlorella protothecoides]	XP_005845533.1 hypothetical protein CHLNCDRAFT_136664 [Chlorella variabilis]
OG0004860	RMZ57430.1 hypothetical protein APUTEX25_004264 [Auxenochlorella protothecoides]	XP_005851718.1 expressed protein [Chlorella variabilis]
OG0004861	RMZ57461.1 hypothetical protein APUTEX25_004295_ partial [Auxenochlorella protothecoides]	XP_005851453.1 hypothetical protein CHLNCDRAFT_137796 [Chlorella variabilis]
OG0004862	RMZ57467.1 hypothetical protein APUTEX25_004301_ partial [Auxenochlorella protothecoides]	XP_005852060.1 expressed protein [Chlorella variabilis]
OG0004863	RMZ57514.1 hypothetical protein APUTEX25_003757 [Auxenochlorella protothecoides]	XP_005851415.1 hypothetical protein CHLNCDRAFT_137684 [Chlorella variabilis]
OG0004864	RMZ57535.1 hypothetical protein APUTEX25_001735 [Auxenochlorella protothecoides]	XP_005849823.1 hypothetical protein CHLNCDRAFT_59632 [Chlorella variabilis]
OG0004867	RMZ57588.1 hypothetical protein APUTEX25_001788 [Auxenochlorella protothecoides]	XP_005842751.1 hypothetical protein CHLNCDRAFT_59475 [Chlorella variabilis]
OG0004868	RMZ57606.1 hypothetical protein APUTEX25_001806 [Auxenochlorella protothecoides]	XP_005851370.1 hypothetical protein CHLNCDRAFT_19318_ partial [Chlorella variabilis]
OG0004869	RMZ57613.1 hypothetical protein APUTEX25_001813 [Auxenochlorella protothecoides]	XP_005848337.1 expressed protein [Chlorella variabilis]
OG0004870	RMZ57623.1 hypothetical protein APUTEX25_001823 [Auxenochlorella protothecoides]	XP_005849563.1 hypothetical protein CHLNCDRAFT_51004 [Chlorella variabilis]
OG0004871	RMZ57624.1 hypothetical protein APUTEX25_001824 [Auxenochlorella protothecoides]	XP_005849308.1 hypothetical protein CHLNCDRAFT_11969_ partial [Chlorella variabilis]
OG0004872	RMZ57630.1 hypothetical protein APUTEX25_001830 [Auxenochlorella protothecoides]	XP_005851368.1 hypothetical protein CHLNCDRAFT_137573 [Chlorella variabilis]
OG0004873	RMZ57635.1 hypothetical protein APUTEX25_001835 [Auxenochlorella protothecoides]	XP_005844058.1 hypothetical protein CHLNCDRAFT_139630 [Chlorella variabilis]
OG0004874	RMZ57684.1 hypothetical protein APUTEX25_001884 [Auxenochlorella protothecoides]	XP_005847393.1 hypothetical protein CHLNCDRAFT_134230 [Chlorella variabilis]
OG0004875	RMZ57689.1 hypothetical protein APUTEX25_001889 [Auxenochlorella protothecoides]	XP_005848522.1 hypothetical protein CHLNCDRAFT_145022 [Chlorella variabilis]
OG0004876	RMZ57698.1 hypothetical protein APUTEX25_001898 [Auxenochlorella protothecoides]	XP_005852115.1 hypothetical protein CHLNCDRAFT_133185 [Chlorella variabilis]
OG0004877	RMZ57704.1 hypothetical protein APUTEX25_001904_ partial [Auxenochlorella protothecoides]	XP_005845104.1 hypothetical protein CHLNCDRAFT_26122 [Chlorella variabilis]
OG0004879	RMZ57821.1 hypothetical protein APUTEX25_003614_ partial [Auxenochlorella protothecoides]	XP_005848760.1 hypothetical protein CHLNCDRAFT_144506 [Chlorella variabilis]
OG0005278	RMZ52058.1 hypothetical protein APUTEX25_001252 [Auxenochlorella protothecoides]	XP_005842874.1 hypothetical protein CHLNCDRAFT_142490 [Chlorella variabilis]
OG0005279	RMZ52064.1 hypothetical protein APUTEX25_001258 [Auxenochlorella protothecoides]	XP_005847081.1 hypothetical protein CHLNCDRAFT_134769 [Chlorella variabilis]
OG0005280	RMZ52134.1 hypothetical protein APUTEX25_001524_ partial [Auxenochlorella protothecoides]	XP_005850166.1 hypothetical protein CHLNCDRAFT_142330 [Chlorella variabilis]
OG0005281	RMZ52151.1 hypothetical protein APUTEX25_001541 [Auxenochlorella protothecoides]	XP_005849605.1 hypothetical protein CHLNCDRAFT_143078 [Chlorella variabilis]
OG0005282	RMZ52160.1 hypothetical protein APUTEX25_001550_ partial [Auxenochlorella protothecoides]	XP_005842845.1 hypothetical protein CHLNCDRAFT_55609 [Chlorella variabilis]
OG0005283	RMZ52224.1 hypothetical protein APUTEX25_001614_ partial [Auxenochlorella protothecoides]	XP_005850415.1 hypothetical protein CHLNCDRAFT_142327 [Chlorella variabilis]
OG0005284	RMZ52272.1 hypothetical protein APUTEX25_001662 [Auxenochlorella protothecoides]	XP_005844191.1 hypothetical protein CHLNCDRAFT_139358 [Chlorella variabilis]
OG0005285	RMZ52275.1 hypothetical protein APUTEX25_001665_ partial [Auxenochlorella protothecoides]	XP_005845017.1 hypothetical protein CHLNCDRAFT_26331_ partial [Chlorella variabilis]
OG0005287	RMZ52291.1 hypothetical protein APUTEX25_001681_ partial [Auxenochlorella protothecoides]	XP_005845019.1 hypothetical protein CHLNCDRAFT_26326 [Chlorella variabilis]
OG0005288	RMZ52312.1 hypothetical protein APUTEX25_005065_ partial [Auxenochlorella protothecoides]	XP_005850979.1 hypothetical protein CHLNCDRAFT_140772 [Chlorella variabilis]
OG0005289	RMZ56281.1 hypothetical protein APUTEX25_002471 [Auxenochlorella protothecoides], RMZ52331.1 hypothetical protein APUTEX25_005084_ partial [Auxenochlorella protothecoides]	XP_005850583.1 hypothetical protein CHLNCDRAFT_50250 [Chlorella variabilis]
OG0005290	RMZ52375.1 hypothetical protein APUTEX25_000650_ partial [Auxenochlorella protothecoides]	XP_005844075.1 hypothetical protein CHLNCDRAFT_139469 [Chlorella variabilis]
OG0005292	RMZ52409.1 hypothetical protein APUTEX25_000684_ partial [Auxenochlorella protothecoides]	XP_005850495.1 hypothetical protein CHLNCDRAFT_55993 [Chlorella variabilis]
