Orthogroup	Auxenochlorella_protothecoides	Scenedesmus_PABB004
OG0003570	RMZ53659.1 hypothetical protein APUTEX25_003193 [Auxenochlorella protothecoides]	KAF8057884.1 GLN1 [Scenedesmus sp. PABB004]
OG0003571	RMZ53662.1 hypothetical protein APUTEX25_003196 [Auxenochlorella protothecoides]	KAF8072946.1 rplT [Scenedesmus sp. PABB004]
OG0003572	RMZ53664.1 hypothetical protein APUTEX25_003198 [Auxenochlorella protothecoides]	KAF8066279.1 wdr48 [Scenedesmus sp. PABB004]
OG0003574	RMZ53683.1 hypothetical protein APUTEX25_003217_ partial [Auxenochlorella protothecoides]	KAF8062764.1 ribulose-phosphate 3-epimerase [Scenedesmus sp. PABB004]
OG0003575	RMZ53687.1 hypothetical protein APUTEX25_003221 [Auxenochlorella protothecoides]	KAF8057921.1 sdhb [Scenedesmus sp. PABB004]
OG0003576	RMZ53701.1 hypothetical protein APUTEX25_003235 [Auxenochlorella protothecoides]	KAF8069388.1 hypothetical protein HT031_001503 [Scenedesmus sp. PABB004]
OG0003577	RMZ53704.1 hypothetical protein APUTEX25_003238_ partial [Auxenochlorella protothecoides]	KAF8060598.1 hypothetical protein HT031_004775 [Scenedesmus sp. PABB004]
OG0003578	RMZ53710.1 hypothetical protein APUTEX25_003244 [Auxenochlorella protothecoides]	KAF8071178.1 zinc finger CCCH domain-containing protein 23 [Scenedesmus sp. PABB004]
OG0003580	RMZ53714.1 hypothetical protein APUTEX25_003248 [Auxenochlorella protothecoides]	KAF8060016.1 hypothetical protein HT031_004954 [Scenedesmus sp. PABB004]
OG0003582	RMZ53763.1 hypothetical protein APUTEX25_003902_ partial [Auxenochlorella protothecoides]	KAF8058131.1 Thioredoxin F-type [Scenedesmus sp. PABB004]
OG0003584	RMZ53789.1 hypothetical protein APUTEX25_003928 [Auxenochlorella protothecoides]	KAF8065572.1 DHPS1 [Scenedesmus sp. PABB004]
OG0003586	RMZ53808.1 hypothetical protein APUTEX25_003947_ partial [Auxenochlorella protothecoides]	KAF8056750.1 hypothetical protein HT031_006248 [Scenedesmus sp. PABB004]
OG0003588	RMZ53836.1 hypothetical protein APUTEX25_003975 [Auxenochlorella protothecoides]	KAF8068445.1 extracellular metalloprotease [Scenedesmus sp. PABB004]
OG0003591	RMZ53904.1 hypothetical protein APUTEX25_004747_ partial [Auxenochlorella protothecoides]	KAF8062735.1 hypothetical protein HT031_004065 [Scenedesmus sp. PABB004]
OG0003594	RMZ53937.1 hypothetical protein APUTEX25_004962 [Auxenochlorella protothecoides]	KAF8068209.1 hypothetical protein HT031_001895 [Scenedesmus sp. PABB004]
OG0003595	RMZ53959.1 hypothetical protein APUTEX25_002536 [Auxenochlorella protothecoides]	KAF8071153.1 hypothetical protein HT031_001235 [Scenedesmus sp. PABB004]
OG0003596	RMZ53975.1 hypothetical protein APUTEX25_002552_ partial [Auxenochlorella protothecoides]	KAF8072941.1 Cysteine--tRNA ligase [Scenedesmus sp. PABB004]
OG0003599	RMZ54015.1 hypothetical protein APUTEX25_002592_ partial [Auxenochlorella protothecoides]	KAF8067231.1 hypothetical protein HT031_002278 [Scenedesmus sp. PABB004]
OG0003600	RMZ54022.1 hypothetical protein APUTEX25_002599 [Auxenochlorella protothecoides]	KAF8069504.1 VPS33 [Scenedesmus sp. PABB004]
OG0003601	RMZ54034.1 hypothetical protein APUTEX25_002611 [Auxenochlorella protothecoides]	KAF8063037.1 trappc6b [Scenedesmus sp. PABB004]
OG0003602	RMZ54037.1 hypothetical protein APUTEX25_002614_ partial [Auxenochlorella protothecoides]	KAF8062077.1 LTA3 [Scenedesmus sp. PABB004]
OG0003603	RMZ54047.1 hypothetical protein APUTEX25_002624 [Auxenochlorella protothecoides]	KAF8058040.1 tRNA _guanine_37_-N1_-methyltransferase [Scenedesmus sp. PABB004]
OG0003604	RMZ54050.1 hypothetical protein APUTEX25_002627_ partial [Auxenochlorella protothecoides]	KAF8064647.1 hypothetical protein HT031_003448 [Scenedesmus sp. PABB004]
OG0003605	RMZ54066.1 hypothetical protein APUTEX25_002643 [Auxenochlorella protothecoides]	KAF8061289.1 hypothetical protein HT031_004379 [Scenedesmus sp. PABB004]
OG0003606	RMZ54074.1 hypothetical protein APUTEX25_002651_ partial [Auxenochlorella protothecoides]	KAF8070854.1 HPT1 [Scenedesmus sp. PABB004]
OG0003607	RMZ54076.1 hypothetical protein APUTEX25_002653 [Auxenochlorella protothecoides]	KAF8056392.1 etfB [Scenedesmus sp. PABB004]
OG0003608	RMZ54077.1 hypothetical protein APUTEX25_002654_ partial [Auxenochlorella protothecoides]	KAF8056454.1 hypothetical protein HT031_006311 [Scenedesmus sp. PABB004]
OG0003609	RMZ54087.1 hypothetical protein APUTEX25_002664 [Auxenochlorella protothecoides]	KAF8063752.1 atpA [Scenedesmus sp. PABB004]
OG0003610	RMZ54090.1 hypothetical protein APUTEX25_002667 [Auxenochlorella protothecoides]	KAF8066332.1 LSM11 [Scenedesmus sp. PABB004]
OG0003611	RMZ54095.1 hypothetical protein APUTEX25_002672 [Auxenochlorella protothecoides]	KAF8067266.1 LSM7 [Scenedesmus sp. PABB004]
OG0003615	RMZ54127.1 hypothetical protein APUTEX25_005283 [Auxenochlorella protothecoides]	KAF8063094.1 QCR6-1 [Scenedesmus sp. PABB004]
OG0003616	RMZ54129.1 hypothetical protein APUTEX25_005285 [Auxenochlorella protothecoides]	KAF8066186.1 hypothetical protein HT031_002508 [Scenedesmus sp. PABB004]
OG0003617	RMZ54139.1 hypothetical protein APUTEX25_005295 [Auxenochlorella protothecoides]	KAF8073204.1 PUX10 [Scenedesmus sp. PABB004]
OG0003618	RMZ54143.1 hypothetical protein APUTEX25_005299 [Auxenochlorella protothecoides]	KAF8068400.1 2-oxoisovalerate dehydrogenase subunit alpha 2 [Scenedesmus sp. PABB004]
OG0003619	RMZ54144.1 hypothetical protein APUTEX25_005300 [Auxenochlorella protothecoides]	KAF8073087.1 RPL12B [Scenedesmus sp. PABB004]
OG0003620	RMZ54154.1 hypothetical protein APUTEX25_005310_ partial [Auxenochlorella protothecoides]	KAF8069483.1 hypothetical protein HT031_001599 [Scenedesmus sp. PABB004]
OG0003621	RMZ54160.1 hypothetical protein APUTEX25_005316 [Auxenochlorella protothecoides]	KAF8059172.1 hypothetical protein HT031_005344 [Scenedesmus sp. PABB004]
OG0003622	RMZ54165.1 hypothetical protein APUTEX25_005321 [Auxenochlorella protothecoides]	KAF8069514.1 NIFU2 [Scenedesmus sp. PABB004]
OG0003624	RMZ54188.1 hypothetical protein APUTEX25_005344_ partial [Auxenochlorella protothecoides]	KAF8069402.1 Gemin5 [Scenedesmus sp. PABB004], KAF8056857.1 hypothetical protein HT031_006201 [Scenedesmus sp. PABB004]
OG0003626	RMZ54199.1 hypothetical protein APUTEX25_005355_ partial [Auxenochlorella protothecoides]	KAF8068386.1 PGPS1 [Scenedesmus sp. PABB004]
OG0003628	RMZ54205.1 hypothetical protein APUTEX25_005361 [Auxenochlorella protothecoides]	KAF8073070.1 tbl1xr1-a [Scenedesmus sp. PABB004]
OG0003629	RMZ54207.1 hypothetical protein APUTEX25_005363_ partial [Auxenochlorella protothecoides]	KAF8064597.1 BIG3 [Scenedesmus sp. PABB004]
OG0003630	RMZ54208.1 hypothetical protein APUTEX25_005364 [Auxenochlorella protothecoides]	KAF8072585.1 hypothetical protein HT031_000245 [Scenedesmus sp. PABB004]
OG0003631	RMZ54215.1 hypothetical protein APUTEX25_005371 [Auxenochlorella protothecoides]	KAF8069559.1 hypothetical protein HT031_001676 [Scenedesmus sp. PABB004]
OG0003632	RMZ54235.1 hypothetical protein APUTEX25_000586 [Auxenochlorella protothecoides]	KAF8054984.1 Sccpdh [Scenedesmus sp. PABB004]
OG0003633	RMZ54256.1 hypothetical protein APUTEX25_000607 [Auxenochlorella protothecoides]	KAF8057125.1 glk [Scenedesmus sp. PABB004]
OG0003634	RMZ54258.1 hypothetical protein APUTEX25_000609_ partial [Auxenochlorella protothecoides]	KAF8056435.1 hypothetical protein HT031_006292 [Scenedesmus sp. PABB004]
OG0003635	RMZ54261.1 hypothetical protein APUTEX25_000612 [Auxenochlorella protothecoides]	KAF8067183.1 SUB1 [Scenedesmus sp. PABB004]
OG0003636	RMZ54275.1 hypothetical protein APUTEX25_001433 [Auxenochlorella protothecoides]	KAF8068260.1 hypothetical protein HT031_001947 [Scenedesmus sp. PABB004]
OG0003637	RMZ54289.1 hypothetical protein APUTEX25_001447 [Auxenochlorella protothecoides]	KAF8065786.1 glucosidase 2 subunit beta [Scenedesmus sp. PABB004]
OG0003639	RMZ54303.1 hypothetical protein APUTEX25_001461 [Auxenochlorella protothecoides]	KAF8055091.1 rbm42 [Scenedesmus sp. PABB004]
OG0003641	RMZ54315.1 hypothetical protein APUTEX25_001473 [Auxenochlorella protothecoides]	KAF8072922.1 Rrp7a [Scenedesmus sp. PABB004]
OG0003642	RMZ54318.1 hypothetical protein APUTEX25_001476 [Auxenochlorella protothecoides]	KAF8057638.1 hypothetical protein HT031_005987 [Scenedesmus sp. PABB004]
OG0003644	RMZ54330.1 hypothetical protein APUTEX25_001488_ partial [Auxenochlorella protothecoides]	KAF8056132.1 RAD23B [Scenedesmus sp. PABB004]
OG0003645	RMZ54333.1 hypothetical protein APUTEX25_001491 [Auxenochlorella protothecoides]	KAF8065793.1 OTU5 [Scenedesmus sp. PABB004]
OG0003646	RMZ54342.1 hypothetical protein APUTEX25_001500 [Auxenochlorella protothecoides]	KAF8062959.1 HMA1 [Scenedesmus sp. PABB004]
OG0003647	RMZ54354.1 hypothetical protein APUTEX25_001930 [Auxenochlorella protothecoides]	KAF8066241.1 hypothetical protein HT031_002564 [Scenedesmus sp. PABB004]
OG0003648	RMZ54359.1 hypothetical protein APUTEX25_001935 [Auxenochlorella protothecoides]	KAF8060554.1 CGLD27 [Scenedesmus sp. PABB004]
OG0003650	RMZ54378.1 hypothetical protein APUTEX25_001954_ partial [Auxenochlorella protothecoides]	KAF8071273.1 Tyrosine--tRNA ligase [Scenedesmus sp. PABB004]
OG0003653	RMZ54412.1 hypothetical protein APUTEX25_001988_ partial [Auxenochlorella protothecoides]	KAF8066192.1 TRMT13 [Scenedesmus sp. PABB004]
OG0003654	RMZ54419.1 hypothetical protein APUTEX25_001995 [Auxenochlorella protothecoides]	KAF8058839.1 hypothetical protein HT031_005407 [Scenedesmus sp. PABB004]
OG0003656	RMZ54424.1 hypothetical protein APUTEX25_002000 [Auxenochlorella protothecoides]	KAF8060046.1 hypothetical protein HT031_004984 [Scenedesmus sp. PABB004]
OG0003657	RMZ54427.1 hypothetical protein APUTEX25_002003_ partial [Auxenochlorella protothecoides]	KAF8072547.1 bdp1 [Scenedesmus sp. PABB004]
OG0003658	RMZ54433.1 hypothetical protein APUTEX25_002009 [Auxenochlorella protothecoides]	KAF8055817.1 hypothetical protein HT031_006592 [Scenedesmus sp. PABB004]
OG0003659	RMZ54447.1 hypothetical protein APUTEX25_002023 [Auxenochlorella protothecoides]	KAF8071025.1 hypothetical protein HT031_001107 [Scenedesmus sp. PABB004]
OG0003660	RMZ54478.1 hypothetical protein APUTEX25_002054 [Auxenochlorella protothecoides]	KAF8069546.1 hypothetical protein HT031_001663 [Scenedesmus sp. PABB004]
OG0003661	RMZ54479.1 hypothetical protein APUTEX25_002055 [Auxenochlorella protothecoides]	KAF8064522.1 viaA [Scenedesmus sp. PABB004]
OG0003662	RMZ54489.1 hypothetical protein APUTEX25_002065 [Auxenochlorella protothecoides]	KAF8065951.1 TOP6A [Scenedesmus sp. PABB004]
OG0003663	RMZ54492.1 hypothetical protein APUTEX25_002068_ partial [Auxenochlorella protothecoides]	KAF8069556.1 RPAP3 [Scenedesmus sp. PABB004]
OG0003664	RMZ54503.1 hypothetical protein APUTEX25_002079 [Auxenochlorella protothecoides]	KAF8058094.1 NDC1 [Scenedesmus sp. PABB004]
OG0003665	RMZ54506.1 hypothetical protein APUTEX25_002082_ partial [Auxenochlorella protothecoides]	KAF8065657.1 NFYC4 [Scenedesmus sp. PABB004]
OG0003668	RMZ54517.1 hypothetical protein APUTEX25_002093 [Auxenochlorella protothecoides]	KAF8062623.1 glutamine-dependent NAD_+_ synthetase [Scenedesmus sp. PABB004]
OG0003669	RMZ54521.1 hypothetical protein APUTEX25_002097 [Auxenochlorella protothecoides]	KAF8058321.1 rplW [Scenedesmus sp. PABB004]
OG0003670	RMZ54529.1 hypothetical protein APUTEX25_002105 [Auxenochlorella protothecoides]	KAF8062087.1 UBE2T [Scenedesmus sp. PABB004]
OG0003674	RMZ54548.1 hypothetical protein APUTEX25_002123 [Auxenochlorella protothecoides]	KAF8072918.1 DCP2 [Scenedesmus sp. PABB004]
OG0003675	RMZ54565.1 hypothetical protein APUTEX25_002140 [Auxenochlorella protothecoides]	KAF8061172.1 PAT17 [Scenedesmus sp. PABB004]
OG0003676	RMZ54577.1 hypothetical protein APUTEX25_002152 [Auxenochlorella protothecoides]	KAF8066206.1 mrnC [Scenedesmus sp. PABB004], KAF8069626.1 mrnC [Scenedesmus sp. PABB004]
OG0003678	RMZ54594.1 hypothetical protein APUTEX25_002180 [Auxenochlorella protothecoides]	KAF8065591.1 hypothetical protein HT031_003192 [Scenedesmus sp. PABB004]
OG0003680	RMZ54613.1 hypothetical protein APUTEX25_002199 [Auxenochlorella protothecoides]	KAF8066412.1 GLE1 [Scenedesmus sp. PABB004]
OG0003682	RMZ54624.1 hypothetical protein APUTEX25_003002 [Auxenochlorella protothecoides]	KAF8059129.1 PAO1 [Scenedesmus sp. PABB004]
OG0003683	RMZ54625.1 hypothetical protein APUTEX25_003003 [Auxenochlorella protothecoides]	KAF8060543.1 SAMC1 [Scenedesmus sp. PABB004]
OG0003684	RMZ54629.1 hypothetical protein APUTEX25_003007_ partial [Auxenochlorella protothecoides]	KAF8066286.1 AIP2 [Scenedesmus sp. PABB004]
OG0003685	RMZ54635.1 hypothetical protein APUTEX25_003013_ partial [Auxenochlorella protothecoides]	KAF8072412.1 CLPR2 [Scenedesmus sp. PABB004]
OG0003688	RMZ54651.1 hypothetical protein APUTEX25_003029 [Auxenochlorella protothecoides]	KAF8066387.1 PYRP2 [Scenedesmus sp. PABB004]
OG0003689	RMZ54654.1 hypothetical protein APUTEX25_003032 [Auxenochlorella protothecoides]	KAF8067168.1 Atg7 [Scenedesmus sp. PABB004]
OG0003690	RMZ54668.1 hypothetical protein APUTEX25_003046 [Auxenochlorella protothecoides]	KAF8068313.1 Nsdhl [Scenedesmus sp. PABB004]
OG0003691	RMZ54671.1 hypothetical protein APUTEX25_003049_ partial [Auxenochlorella protothecoides]	KAF8064657.1 Rnf14 [Scenedesmus sp. PABB004]
OG0003692	RMZ54677.1 hypothetical protein APUTEX25_003055 [Auxenochlorella protothecoides]	KAF8073015.1 isoc2 [Scenedesmus sp. PABB004]
OG0003694	RMZ54682.1 hypothetical protein APUTEX25_003060 [Auxenochlorella protothecoides]	KAF8067198.1 pir-1 [Scenedesmus sp. PABB004]
OG0003696	RMZ54698.1 hypothetical protein APUTEX25_003076 [Auxenochlorella protothecoides]	KAF8059460.1 SYP81 [Scenedesmus sp. PABB004]
OG0003697	RMZ54712.1 hypothetical protein APUTEX25_003090 [Auxenochlorella protothecoides]	KAF8067263.1 RH22 [Scenedesmus sp. PABB004]
OG0003698	RMZ54716.1 hypothetical protein APUTEX25_003094 [Auxenochlorella protothecoides]	KAF8058100.1 hypothetical protein HT031_005760 [Scenedesmus sp. PABB004]
OG0003699	RMZ54724.1 hypothetical protein APUTEX25_003102 [Auxenochlorella protothecoides]	KAF8072969.1 tmco1 [Scenedesmus sp. PABB004]
OG0003700	RMZ54732.1 hypothetical protein APUTEX25_003110 [Auxenochlorella protothecoides]	KAF8072428.1 Low molecular mass early light-inducible protein HV90 [Scenedesmus sp. PABB004]
OG0003701	RMZ54737.1 hypothetical protein APUTEX25_003115_ partial [Auxenochlorella protothecoides]	KAF8063837.1 SR45 [Scenedesmus sp. PABB004]
OG0003705	RMZ54773.1 hypothetical protein APUTEX25_000290 [Auxenochlorella protothecoides]	KAF8055760.1 NDUFS4 [Scenedesmus sp. PABB004]
OG0003706	RMZ54788.1 hypothetical protein APUTEX25_000305 [Auxenochlorella protothecoides]	KAF8064668.1 hypothetical protein HT031_003470 [Scenedesmus sp. PABB004]
OG0003707	RMZ54798.1 hypothetical protein APUTEX25_000315 [Auxenochlorella protothecoides]	KAF8061096.1 LUT2 [Scenedesmus sp. PABB004]
OG0003708	RMZ54802.1 hypothetical protein APUTEX25_000319_ partial [Auxenochlorella protothecoides]	KAF8065428.1 MgtE [Scenedesmus sp. PABB004]
OG0003709	RMZ54816.1 hypothetical protein APUTEX25_000333 [Auxenochlorella protothecoides]	KAF8055337.1 CBP3 [Scenedesmus sp. PABB004]
OG0003713	RMZ54836.1 hypothetical protein APUTEX25_000353 [Auxenochlorella protothecoides]	KAF8069418.1 TRM112B [Scenedesmus sp. PABB004]
OG0003714	RMZ54843.1 hypothetical protein APUTEX25_000360 [Auxenochlorella protothecoides]	KAF8056227.1 RSH2 [Scenedesmus sp. PABB004]
OG0003716	RMZ54860.1 hypothetical protein APUTEX25_000377 [Auxenochlorella protothecoides]	KAF8065956.1 pnp [Scenedesmus sp. PABB004]
OG0003717	RMZ54881.1 hypothetical protein APUTEX25_000398_ partial [Auxenochlorella protothecoides]	KAF8069522.1 hypothetical protein HT031_001639 [Scenedesmus sp. PABB004]
OG0003718	RMZ54890.1 hypothetical protein APUTEX25_000407_ partial [Auxenochlorella protothecoides]	KAF8065582.1 hypothetical protein HT031_003183 [Scenedesmus sp. PABB004]
OG0003719	RMZ54892.1 hypothetical protein APUTEX25_000409 [Auxenochlorella protothecoides]	KAF8066305.1 pcyA [Scenedesmus sp. PABB004]
OG0003720	RMZ54894.1 hypothetical protein APUTEX25_000411_ partial [Auxenochlorella protothecoides]	KAF8073187.1 CNOT4 [Scenedesmus sp. PABB004]
OG0003721	RMZ54900.1 hypothetical protein APUTEX25_000417 [Auxenochlorella protothecoides]	KAF8059450.1 uridine kinase [Scenedesmus sp. PABB004]
OG0003723	RMZ54908.1 hypothetical protein APUTEX25_000425 [Auxenochlorella protothecoides]	KAF8057679.1 NPC1 [Scenedesmus sp. PABB004]
OG0003724	RMZ54912.1 hypothetical protein APUTEX25_000429_ partial [Auxenochlorella protothecoides]	KAF8065902.1 ptlI [Scenedesmus sp. PABB004]
OG0003725	RMZ54914.1 hypothetical protein APUTEX25_000431 [Auxenochlorella protothecoides]	KAF8064690.1 redA [Scenedesmus sp. PABB004]
OG0003728	RMZ54935.1 hypothetical protein APUTEX25_000452 [Auxenochlorella protothecoides]	KAF8063052.1 Srprb [Scenedesmus sp. PABB004]
OG0003729	RMZ54942.1 hypothetical protein APUTEX25_000459 [Auxenochlorella protothecoides]	KAF8072500.1 hypothetical protein HT031_000159 [Scenedesmus sp. PABB004]
OG0003730	RMZ54943.1 hypothetical protein APUTEX25_000460 [Auxenochlorella protothecoides]	KAF8071053.1 ctpA [Scenedesmus sp. PABB004]
OG0003732	RMZ54956.1 hypothetical protein APUTEX25_000473 [Auxenochlorella protothecoides]	KAF8059737.1 DRT111 [Scenedesmus sp. PABB004]
OG0003734	RMZ54970.1 hypothetical protein APUTEX25_000487 [Auxenochlorella protothecoides]	KAF8070955.1 OSB4 [Scenedesmus sp. PABB004]
OG0003735	RMZ55016.1 hypothetical protein APUTEX25_005642 [Auxenochlorella protothecoides]	KAF8064612.1 ftsH [Scenedesmus sp. PABB004]
OG0003737	RMZ55026.1 hypothetical protein APUTEX25_005652_ partial [Auxenochlorella protothecoides]	KAF8064631.1 KIN14M [Scenedesmus sp. PABB004]
OG0003738	RMZ55032.1 hypothetical protein APUTEX25_005658 [Auxenochlorella protothecoides]	KAF8061081.1 hypothetical protein HT031_004541 [Scenedesmus sp. PABB004]
OG0003739	RMZ55036.1 hypothetical protein APUTEX25_005662 [Auxenochlorella protothecoides]	KAF8056144.1 clpP [Scenedesmus sp. PABB004]
OG0003742	RMZ55053.1 hypothetical protein APUTEX25_005679 [Auxenochlorella protothecoides]	KAF8057277.1 NFXL2 [Scenedesmus sp. PABB004]
OG0003743	RMZ55055.1 hypothetical protein APUTEX25_005681 [Auxenochlorella protothecoides]	KAF8055736.1 hypothetical protein HT031_006640 [Scenedesmus sp. PABB004]
OG0003747	RMZ55079.1 hypothetical protein APUTEX25_005705 [Auxenochlorella protothecoides]	KAF8060480.1 SKIP16 [Scenedesmus sp. PABB004]
OG0003749	RMZ55092.1 hypothetical protein APUTEX25_005718_ partial [Auxenochlorella protothecoides]	KAF8072662.1 hypothetical protein HT031_000322 [Scenedesmus sp. PABB004]
OG0003750	RMZ55094.1 hypothetical protein APUTEX25_005720 [Auxenochlorella protothecoides]	KAF8063087.1 RAD51B [Scenedesmus sp. PABB004]
OG0003751	RMZ55099.1 hypothetical protein APUTEX25_005725 [Auxenochlorella protothecoides]	KAF8065436.1 hypothetical protein HT031_003037 [Scenedesmus sp. PABB004]
OG0003752	RMZ55103.1 hypothetical protein APUTEX25_005381 [Auxenochlorella protothecoides]	KAF8058068.1 TVP38/TMEM64 family protein [Scenedesmus sp. PABB004]
OG0003754	RMZ55108.1 hypothetical protein APUTEX25_005386 [Auxenochlorella protothecoides]	KAF8062921.1 KTI12 [Scenedesmus sp. PABB004]
OG0003755	RMZ55112.1 hypothetical protein APUTEX25_005390_ partial [Auxenochlorella protothecoides]	KAF8069597.1 hypothetical protein HT031_001714 [Scenedesmus sp. PABB004]
OG0003756	RMZ55123.1 hypothetical protein APUTEX25_005401_ partial [Auxenochlorella protothecoides]	KAF8067380.1 BTAF1 [Scenedesmus sp. PABB004]
OG0003757	RMZ55130.1 hypothetical protein APUTEX25_005408 [Auxenochlorella protothecoides]	KAF8072514.1 hypothetical protein HT031_000174 [Scenedesmus sp. PABB004]
OG0003759	RMZ55141.1 hypothetical protein APUTEX25_005419 [Auxenochlorella protothecoides]	KAF8057654.1 hypothetical protein HT031_006003 [Scenedesmus sp. PABB004]
OG0003761	RMZ55155.1 hypothetical protein APUTEX25_005433 [Auxenochlorella protothecoides]	KAF8057621.1 VPS9A [Scenedesmus sp. PABB004]
OG0003762	RMZ55159.1 hypothetical protein APUTEX25_005437 [Auxenochlorella protothecoides]	KAF8068442.1 TPX2 [Scenedesmus sp. PABB004]
OG0003765	RMZ55208.1 hypothetical protein APUTEX25_005486 [Auxenochlorella protothecoides]	KAF8072997.1 ywrF [Scenedesmus sp. PABB004]
