Orthogroup	Auxenochlorella_protothecoides	Micractinium_SAG24180
OG0003833	RMZ55757.1 hypothetical protein APUTEX25_005798 [Auxenochlorella protothecoides]	PSC70198.1 Xylulokinase [Micractinium conductrix]
OG0003834	RMZ55760.1 hypothetical protein APUTEX25_005801 [Auxenochlorella protothecoides]	PSC70276.1 hypothetical protein C2E20_6343 [Micractinium conductrix]
OG0003835	RMZ55761.1 hypothetical protein APUTEX25_005802_ partial [Auxenochlorella protothecoides]	PSC74576.1 Zinc finger CCCH-type with G patch domain-containing isoform A [Micractinium conductrix], PSC74577.1 Zinc finger CCCH-type with G patch domain-containing isoform B [Micractinium conductrix]
OG0003836	RMZ55762.1 hypothetical protein APUTEX25_005803 [Auxenochlorella protothecoides]	PSC70217.1 asparagine synthetase domain-containing 1 [Micractinium conductrix]
OG0003837	RMZ55780.1 hypothetical protein APUTEX25_005821 [Auxenochlorella protothecoides]	PSC74593.1 Swr1 complex bromodomain subunit Brf1 isoform B [Micractinium conductrix], PSC74594.1 Swr1 complex bromodomain subunit Brf1 isoform A [Micractinium conductrix]
OG0003838	RMZ55784.1 hypothetical protein APUTEX25_005825 [Auxenochlorella protothecoides]	PSC70203.1 Cwf15 Cwc15 cell cycle control [Micractinium conductrix]
OG0003839	RMZ55786.1 hypothetical protein APUTEX25_005827 [Auxenochlorella protothecoides]	PSC74999.1 Haloalkane dehalogenase [Micractinium conductrix]
OG0003841	RMZ55795.1 hypothetical protein APUTEX25_005836 [Auxenochlorella protothecoides]	PSC70145.1 Chaperone binding_ATPase activator [Micractinium conductrix]
OG0003843	RMZ55808.1 hypothetical protein APUTEX25_005849 [Auxenochlorella protothecoides]	PSC74861.1 hypothetical protein C2E20_2059 [Micractinium conductrix]
OG0003844	RMZ55815.1 hypothetical protein APUTEX25_003781 [Auxenochlorella protothecoides]	PSC71863.1 Thymidine kinase [Micractinium conductrix]
OG0003845	RMZ55822.1 hypothetical protein APUTEX25_003788_ partial [Auxenochlorella protothecoides]	PSC71866.1 Ethanolamine-phosphate cytidylyltransferase [Micractinium conductrix]
OG0003846	RMZ55830.1 hypothetical protein APUTEX25_003796 [Auxenochlorella protothecoides]	PSC67622.1 Elongator complex 1 [Micractinium conductrix]
OG0003847	RMZ55831.1 hypothetical protein APUTEX25_003797 [Auxenochlorella protothecoides]	PSC71949.1 YIPF6-like protein [Micractinium conductrix]
OG0003848	RMZ55839.1 hypothetical protein APUTEX25_003805 [Auxenochlorella protothecoides]	PSC72019.1 Sucrose-phosphatase 2 [Micractinium conductrix]
OG0003849	RMZ55842.1 hypothetical protein APUTEX25_003808 [Auxenochlorella protothecoides]	PSC71543.1 s-isoprenylcysteine o-methyltransferase [Micractinium conductrix]
OG0003850	RMZ55843.1 hypothetical protein APUTEX25_003809 [Auxenochlorella protothecoides]	PSC67611.1 NADH dehydrogenase [ubiquinone] complex assembly factor 7-like protein [Micractinium conductrix]
OG0003851	RMZ55846.1 hypothetical protein APUTEX25_003812 [Auxenochlorella protothecoides]	PSC71883.1 DUF3119 family [Micractinium conductrix]
OG0003852	RMZ55851.1 hypothetical protein APUTEX25_003817 [Auxenochlorella protothecoides]	PSC67625.1 Small nuclear ribonucleo E [Micractinium conductrix]
OG0003853	RMZ55856.1 hypothetical protein APUTEX25_003822 [Auxenochlorella protothecoides]	PSC71906.1 tRNA-splicing endonuclease subunit Sen34 isoform A [Micractinium conductrix], PSC71907.1 tRNA-splicing endonuclease subunit Sen34 isoform B [Micractinium conductrix]
OG0003854	RMZ55890.1 hypothetical protein APUTEX25_003856 [Auxenochlorella protothecoides]	PSC71972.1 peptidyl-prolyl cis-trans isomerase-like 1 [Micractinium conductrix]
OG0003855	RMZ55893.1 hypothetical protein APUTEX25_003859_ partial [Auxenochlorella protothecoides]	PSC71971.1 integral membrane single C2 domain [Micractinium conductrix]
OG0003856	RMZ55894.1 hypothetical protein APUTEX25_003860 [Auxenochlorella protothecoides]	PSC71958.1 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1 isoform X1 [Micractinium conductrix]
OG0003857	RMZ55911.1 hypothetical protein APUTEX25_004335_ partial [Auxenochlorella protothecoides]	PSC72239.1 tRNA-dihydrouridine synthase A [Micractinium conductrix]
OG0003858	RMZ55914.1 hypothetical protein APUTEX25_004338 [Auxenochlorella protothecoides]	PSC75405.1 glutamine cyclotransferase [Micractinium conductrix]
OG0003859	RMZ55917.1 hypothetical protein APUTEX25_004341_ partial [Auxenochlorella protothecoides]	PSC72162.1 Exonuclease 1 [Micractinium conductrix]
OG0003860	RMZ55920.1 hypothetical protein APUTEX25_004344_ partial [Auxenochlorella protothecoides]	PSC75289.1 putative anion transporter 5 [Micractinium conductrix]
OG0003861	RMZ55926.1 hypothetical protein APUTEX25_004350 [Auxenochlorella protothecoides]	PSC74348.1 C-5 sterol desaturase [Micractinium conductrix]
OG0003863	RMZ55937.1 hypothetical protein APUTEX25_004361 [Auxenochlorella protothecoides]	PSC76545.1 Kinesin KIF19 [Micractinium conductrix]
OG0003864	RMZ55950.1 hypothetical protein APUTEX25_004374 [Auxenochlorella protothecoides]	PSC73621.1 FAD-dependent oxidoreductase [Micractinium conductrix]
OG0003865	RMZ55951.1 hypothetical protein APUTEX25_004375_ partial [Auxenochlorella protothecoides]	PSC72362.1 Very-long-chain enoyl-reductase [Micractinium conductrix]
OG0003866	RMZ55958.1 hypothetical protein APUTEX25_004382_ partial [Auxenochlorella protothecoides]	PSC68886.1 PLP-dependent threonine dehydratase [Micractinium conductrix], PSC68834.1 hypothetical protein C2E20_7598 isoform X2 [Micractinium conductrix]
OG0003867	RMZ55978.1 hypothetical protein APUTEX25_004402 [Auxenochlorella protothecoides]	PSC72575.1 plastidial pyruvate kinase 2-like [Micractinium conductrix]
OG0003868	RMZ55982.1 hypothetical protein APUTEX25_004406_ partial [Auxenochlorella protothecoides]	PSC69189.1 quinone oxidoreductase 2-like protein [Micractinium conductrix]
OG0003870	RMZ56010.1 hypothetical protein APUTEX25_004434_ partial [Auxenochlorella protothecoides]	PSC69247.1 aminotransferase class IV [Micractinium conductrix]
OG0003871	RMZ56012.1 hypothetical protein APUTEX25_004436 [Auxenochlorella protothecoides]	PSC70590.1 Photosystem II stability assembly factor chloroplastic [Micractinium conductrix]
OG0003873	RMZ56023.1 hypothetical protein APUTEX25_004447_ partial [Auxenochlorella protothecoides]	PSC74563.1 centrosomal of 104 kDa [Micractinium conductrix]
OG0003874	RMZ56031.1 hypothetical protein APUTEX25_004455 [Auxenochlorella protothecoides]	PSC72532.1 Gamma carbonic anhydrase-like mitochondrial [Micractinium conductrix]
OG0003875	RMZ56041.1 hypothetical protein APUTEX25_004465 [Auxenochlorella protothecoides]	PSC72197.1 hypothetical protein C2E20_4380 [Micractinium conductrix]
OG0003876	RMZ56045.1 hypothetical protein APUTEX25_004469 [Auxenochlorella protothecoides]	PSC68894.1 RNA methyltransferase At5g10620 [Micractinium conductrix]
OG0003877	RMZ56053.1 hypothetical protein APUTEX25_004477 [Auxenochlorella protothecoides]	PSC76245.1 WD repeat-containing 74 [Micractinium conductrix]
OG0003878	RMZ56055.1 hypothetical protein APUTEX25_004479 [Auxenochlorella protothecoides]	PSC69289.1 plant F14N23-31 [Micractinium conductrix]
OG0003879	RMZ56059.1 hypothetical protein APUTEX25_004483 [Auxenochlorella protothecoides]	PSC77028.1 phosphoserine chloroplastic [Micractinium conductrix]
OG0003880	RMZ56065.1 hypothetical protein APUTEX25_004489 [Auxenochlorella protothecoides]	PSC68275.1 Rhomboid protease [Micractinium conductrix]
OG0003881	RMZ56076.1 hypothetical protein APUTEX25_004500 [Auxenochlorella protothecoides]	PSC72420.1 adenine nucleotide alpha hydrolase [Micractinium conductrix]
OG0003882	RMZ56077.1 hypothetical protein APUTEX25_004501 [Auxenochlorella protothecoides]	PSC73842.1 28S ribosomal mitochondrial [Micractinium conductrix]
OG0003883	RMZ56078.1 hypothetical protein APUTEX25_004502 [Auxenochlorella protothecoides]	PSC76612.1 3-hydroxyisobutyrate dehydrogenase family isoform B [Micractinium conductrix], PSC76613.1 3-hydroxyisobutyrate dehydrogenase family isoform A [Micractinium conductrix]
OG0003884	RMZ56101.1 hypothetical protein APUTEX25_004525 [Auxenochlorella protothecoides]	PSC76025.1 fatty acid desaturase [Micractinium conductrix]
OG0003885	RMZ56104.1 hypothetical protein APUTEX25_004528_ partial [Auxenochlorella protothecoides]	PSC71932.1 transport Sec61 subunit beta [Micractinium conductrix]
OG0003886	RMZ56135.1 hypothetical protein APUTEX25_004559 [Auxenochlorella protothecoides]	PSC68241.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Micractinium conductrix]
OG0003887	RMZ56157.1 hypothetical protein APUTEX25_004581 [Auxenochlorella protothecoides]	PSC72592.1 ATP binding [Micractinium conductrix]
OG0003888	RMZ56160.1 hypothetical protein APUTEX25_004584_ partial [Auxenochlorella protothecoides]	PSC74785.1 pectin lyase [Micractinium conductrix]
OG0003889	RMZ56165.1 hypothetical protein APUTEX25_004589 [Auxenochlorella protothecoides]	PSC72409.1 transcription initiation factor TFIID subunit 15-like [Micractinium conductrix]
OG0003890	RMZ56166.1 hypothetical protein APUTEX25_004590_ partial [Auxenochlorella protothecoides]	PSC73700.1 PAB-dependent poly_A_-specific ribonuclease subunit 3 [Micractinium conductrix]
OG0003891	RMZ56179.1 hypothetical protein APUTEX25_004603 [Auxenochlorella protothecoides]	PSC70621.1 pre-rRNA-processing TSR2-like protein [Micractinium conductrix]
OG0003892	RMZ56181.1 hypothetical protein APUTEX25_005729_ partial [Auxenochlorella protothecoides]	PSC71991.1 Cold shock domain-containing [Micractinium conductrix]
OG0003893	RMZ56187.1 hypothetical protein APUTEX25_002377_ partial [Auxenochlorella protothecoides]	PSC69355.1 tRNA-splicing endonuclease subunit Sen54 [Micractinium conductrix]
OG0003894	RMZ56192.1 hypothetical protein APUTEX25_002382 [Auxenochlorella protothecoides]	PSC70827.1 coiled-coil domain-containing 94-like protein isoform B [Micractinium conductrix], PSC70828.1 coiled-coil domain-containing 94-like protein isoform A [Micractinium conductrix]
OG0003895	RMZ56201.1 hypothetical protein APUTEX25_002391 [Auxenochlorella protothecoides]	PSC68005.1 DEAD-box ATP-dependent RNA helicase 1 [Micractinium conductrix]
OG0003896	RMZ56213.1 hypothetical protein APUTEX25_002403 [Auxenochlorella protothecoides]	PSC69863.1 tetratricopeptide repeat 9B [Micractinium conductrix], PSC69848.1 hypothetical protein C2E20_6606 [Micractinium conductrix]
OG0003897	RMZ56221.1 hypothetical protein APUTEX25_002411 [Auxenochlorella protothecoides]	PSC69865.1 methyltransferase 16 isoform X1 [Micractinium conductrix]
OG0003898	RMZ56222.1 hypothetical protein APUTEX25_002412_ partial [Auxenochlorella protothecoides]	PSC69940.1 major facilitator superfamily [Micractinium conductrix]
OG0003900	RMZ56225.1 hypothetical protein APUTEX25_002415 [Auxenochlorella protothecoides]	PSC70007.1 fanciful K+ uptake-b family transporter [Micractinium conductrix]
OG0003901	RMZ56236.1 hypothetical protein APUTEX25_002426_ partial [Auxenochlorella protothecoides]	PSC68246.1 gamma-glutamyltransferase 5 [Micractinium conductrix], PSC68298.1 hypothetical protein C2E20_8142 [Micractinium conductrix], PSC75521.1 hypothetical protein C2E20_1298 [Micractinium conductrix]
OG0003902	RMZ56242.1 hypothetical protein APUTEX25_002432 [Auxenochlorella protothecoides]	PSC70023.1 THO complex subunit 7B-like isoform B [Micractinium conductrix], PSC70022.1 THO complex subunit 7B-like isoform A [Micractinium conductrix]
OG0003903	RMZ56244.1 hypothetical protein APUTEX25_002434 [Auxenochlorella protothecoides]	PSC69843.1 aspartyl glutamyl-tRNA amidotransferase subunit B [Micractinium conductrix]
OG0003905	RMZ56269.1 hypothetical protein APUTEX25_002459 [Auxenochlorella protothecoides]	PSC76053.1 Cell division protease ftsH isoform 1 [Micractinium conductrix]
OG0003906	RMZ56278.1 hypothetical protein APUTEX25_002468 [Auxenochlorella protothecoides]	PSC73492.1 photosystem I reaction center subunit IV [Micractinium conductrix]
OG0003908	RMZ56286.1 hypothetical protein APUTEX25_002476 [Auxenochlorella protothecoides]	PSC70998.1 zinc finger _C3HC4 RING finger_ [Micractinium conductrix]
OG0003909	RMZ56293.1 hypothetical protein APUTEX25_000532 [Auxenochlorella protothecoides]	PSC73057.1 mitochondrial import inner membrane translocase subunit TIM14-1 [Micractinium conductrix]
OG0003910	RMZ56296.1 hypothetical protein APUTEX25_000535 [Auxenochlorella protothecoides]	PSC73027.1 Ubiquitin-conjugating enzyme E2 5 isoform B [Micractinium conductrix]
OG0003911	RMZ56297.1 hypothetical protein APUTEX25_000536_ partial [Auxenochlorella protothecoides]	PSC73176.1 RING finger and CHY zinc finger domain-containing 1 [Micractinium conductrix]
OG0003912	RMZ56303.1 hypothetical protein APUTEX25_000542_ partial [Auxenochlorella protothecoides]	PSC73175.1 UDP-glucuronic acid decarboxylase 1 [Micractinium conductrix]
OG0003913	RMZ56306.1 hypothetical protein APUTEX25_000545 [Auxenochlorella protothecoides]	PSC75252.1 UBX domain-containing 6 [Micractinium conductrix]
OG0003914	RMZ56319.1 hypothetical protein APUTEX25_000558 [Auxenochlorella protothecoides]	PSC73071.1 chromatin modification-related MEAF6 isoform B [Micractinium conductrix], PSC73070.1 chromatin modification-related MEAF6 isoform A [Micractinium conductrix]
OG0003915	RMZ56330.1 hypothetical protein APUTEX25_003490 [Auxenochlorella protothecoides]	PSC75472.1 50S ribosomal L31_ chloroplastic-like [Micractinium conductrix]
OG0003917	RMZ56349.1 hypothetical protein APUTEX25_004706_ partial [Auxenochlorella protothecoides]	PSC74258.1 nitric oxide synthase [Micractinium conductrix]
OG0003918	RMZ56358.1 hypothetical protein APUTEX25_004715 [Auxenochlorella protothecoides]	PSC74294.1 tetratricopeptide repeat 14-like [Micractinium conductrix]
OG0003919	RMZ56367.1 hypothetical protein APUTEX25_004724 [Auxenochlorella protothecoides]	PSC76306.1 hydroxymethylglutaryl-synthase [Micractinium conductrix]
OG0003920	RMZ56371.1 hypothetical protein APUTEX25_004728 [Auxenochlorella protothecoides]	PSC75219.1 ribosome biogenesis BRX1-like [Micractinium conductrix]
OG0003921	RMZ56377.1 hypothetical protein APUTEX25_004734 [Auxenochlorella protothecoides]	PSC73271.1 anthranilate phosphoribosyltransferase [Micractinium conductrix]
OG0003922	RMZ56382.1 hypothetical protein APUTEX25_004739_ partial [Auxenochlorella protothecoides]	PSC74350.1 putative UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase SPINDLY [Micractinium conductrix]
OG0003923	RMZ56398.1 hypothetical protein APUTEX25_004621 [Auxenochlorella protothecoides]	PSC76948.1 50S ribosomal L9 [Micractinium conductrix]
OG0003924	RMZ56407.1 hypothetical protein APUTEX25_004630 [Auxenochlorella protothecoides]	PSC76185.1 developmentally-regulated G-2 [Micractinium conductrix]
OG0003925	RMZ56410.1 hypothetical protein APUTEX25_004633_ partial [Auxenochlorella protothecoides]	PSC72824.1 SOUL heme-binding [Micractinium conductrix]
OG0003926	RMZ56411.1 hypothetical protein APUTEX25_004634 [Auxenochlorella protothecoides]	PSC72760.1 hypothetical protein C2E20_3943 [Micractinium conductrix]
OG0003927	RMZ56416.1 hypothetical protein APUTEX25_004639 [Auxenochlorella protothecoides]	PSC72771.1 ecotropic viral integration site 5-like protein isoform X3 [Micractinium conductrix], PSC76997.1 LRR receptor-like kinase family [Micractinium conductrix]
OG0003928	RMZ56422.1 hypothetical protein APUTEX25_004645 [Auxenochlorella protothecoides]	PSC76675.1 hypothetical protein C2E20_0643 [Micractinium conductrix]
OG0003929	RMZ56424.1 hypothetical protein APUTEX25_004647 [Auxenochlorella protothecoides]	PSC71115.1 asparagine synthase _glutamine-hydrolyzing_ [Micractinium conductrix]
OG0003930	RMZ56429.1 hypothetical protein APUTEX25_004652 [Auxenochlorella protothecoides]	PSC71206.1 trimethylguanosine synthase [Micractinium conductrix]
OG0003931	RMZ56439.1 hypothetical protein APUTEX25_004662 [Auxenochlorella protothecoides]	PSC71552.1 NAD+ synthase _glutamine-hydrolysing_ [Micractinium conductrix], PSC71558.1 NAD+ synthase _glutamine-hydrolysing_ [Micractinium conductrix]
OG0003932	RMZ56442.1 hypothetical protein APUTEX25_004665 [Auxenochlorella protothecoides]	PSC71037.1 HVA22 g [Micractinium conductrix]
OG0003933	RMZ56446.1 hypothetical protein APUTEX25_004669 [Auxenochlorella protothecoides]	PSC72906.1 transport SFT2-like [Micractinium conductrix]
OG0003934	RMZ56459.1 hypothetical protein APUTEX25_004682_ partial [Auxenochlorella protothecoides]	PSC71102.1 peregrin isoform X2 [Micractinium conductrix]
OG0003935	RMZ56461.1 hypothetical protein APUTEX25_004684 [Auxenochlorella protothecoides]	PSC76417.1 flagellar associated [Micractinium conductrix]
OG0003936	RMZ56465.1 hypothetical protein APUTEX25_004688 [Auxenochlorella protothecoides]	PSC76342.1 huntingtin-interacting K [Micractinium conductrix]
OG0003937	RMZ56477.1 hypothetical protein APUTEX25_001324 [Auxenochlorella protothecoides]	PSC69942.1 Triose-phosphate transporter domain isoform B [Micractinium conductrix], PSC69943.1 Triose-phosphate transporter domain isoform A [Micractinium conductrix]
OG0003938	RMZ56490.1 hypothetical protein APUTEX25_001337_ partial [Auxenochlorella protothecoides]	PSC68550.1 E3 ubiquitin-ligase synoviolin [Micractinium conductrix]
OG0003939	RMZ56500.1 hypothetical protein APUTEX25_001347 [Auxenochlorella protothecoides]	PSC70729.1 ENTH VHS [Micractinium conductrix]
OG0003940	RMZ56501.1 hypothetical protein APUTEX25_001348_ partial [Auxenochlorella protothecoides]	PSC74140.1 mago nashi-like protein [Micractinium conductrix]
OG0003941	RMZ56515.1 hypothetical protein APUTEX25_001362_ partial [Auxenochlorella protothecoides]	PSC68495.1 Golgi SNAP receptor complex member 1-2 [Micractinium conductrix], PSC68494.1 Charged multivesicular body 1 [Micractinium conductrix]
OG0003942	RMZ56517.1 hypothetical protein APUTEX25_001364_ partial [Auxenochlorella protothecoides]	PSC70735.1 peptidase S41 family [Micractinium conductrix]
