Orthogroup	Auxenochlorella_protothecoides	Chlorella_Vulgaris2111P
OG0003845	RMZ55822.1 hypothetical protein APUTEX25_003788_ partial [Auxenochlorella protothecoides]	KAI3431328.1 hypothetical protein D9Q98_004386 [Chlorella vulgaris]
OG0003846	RMZ55830.1 hypothetical protein APUTEX25_003796 [Auxenochlorella protothecoides]	KAI3431287.1 hypothetical protein D9Q98_004348 [Chlorella vulgaris]
OG0003847	RMZ55831.1 hypothetical protein APUTEX25_003797 [Auxenochlorella protothecoides]	KAI3431400.1 hypothetical protein D9Q98_004453 [Chlorella vulgaris]
OG0003848	RMZ55839.1 hypothetical protein APUTEX25_003805 [Auxenochlorella protothecoides]	KAI3431372.1 hypothetical protein D9Q98_004427 [Chlorella vulgaris]
OG0003849	RMZ55842.1 hypothetical protein APUTEX25_003808 [Auxenochlorella protothecoides]	KAI3436694.1 hypothetical protein D9Q98_006109 [Chlorella vulgaris]
OG0003850	RMZ55843.1 hypothetical protein APUTEX25_003809 [Auxenochlorella protothecoides]	KAI3431285.1 hypothetical protein D9Q98_004346 [Chlorella vulgaris]
OG0003851	RMZ55846.1 hypothetical protein APUTEX25_003812 [Auxenochlorella protothecoides]	KAI3431403.1 hypothetical protein D9Q98_004456 [Chlorella vulgaris]
OG0003852	RMZ55851.1 hypothetical protein APUTEX25_003817 [Auxenochlorella protothecoides]	KAI3431284.1 hypothetical protein D9Q98_004345 [Chlorella vulgaris]
OG0003853	RMZ55856.1 hypothetical protein APUTEX25_003822 [Auxenochlorella protothecoides]	KAI3431466.1 hypothetical protein D9Q98_004518 [Chlorella vulgaris]
OG0003854	RMZ55890.1 hypothetical protein APUTEX25_003856 [Auxenochlorella protothecoides]	KAI3431301.1 hypothetical protein D9Q98_004360 [Chlorella vulgaris]
OG0003855	RMZ55893.1 hypothetical protein APUTEX25_003859_ partial [Auxenochlorella protothecoides]	KAI3431375.1 hypothetical protein D9Q98_004429 [Chlorella vulgaris], KAI3431374.1 hypothetical protein D9Q98_004429 [Chlorella vulgaris]
OG0003856	RMZ55894.1 hypothetical protein APUTEX25_003860 [Auxenochlorella protothecoides]	KAI3431475.1 hypothetical protein D9Q98_004527 [Chlorella vulgaris]
OG0003857	RMZ55911.1 hypothetical protein APUTEX25_004335_ partial [Auxenochlorella protothecoides]	KAI3438293.1 hypothetical protein D9Q98_000727 [Chlorella vulgaris]
OG0003858	RMZ55914.1 hypothetical protein APUTEX25_004338 [Auxenochlorella protothecoides]	KAI3427117.1 hypothetical protein D9Q98_007054 [Chlorella vulgaris]
OG0003859	RMZ55917.1 hypothetical protein APUTEX25_004341_ partial [Auxenochlorella protothecoides]	KAI3438285.1 hypothetical protein D9Q98_000720 [Chlorella vulgaris]
OG0003860	RMZ55920.1 hypothetical protein APUTEX25_004344_ partial [Auxenochlorella protothecoides]	KAI3427103.1 hypothetical protein D9Q98_007042 [Chlorella vulgaris]
OG0003861	RMZ55926.1 hypothetical protein APUTEX25_004350 [Auxenochlorella protothecoides]	KAI3432603.1 hypothetical protein D9Q98_004150 [Chlorella vulgaris]
OG0003862	RMZ55928.1 hypothetical protein APUTEX25_004352 [Auxenochlorella protothecoides]	KAI3431862.1 hypothetical protein D9Q98_010613 [Chlorella vulgaris]
OG0003863	RMZ55937.1 hypothetical protein APUTEX25_004361 [Auxenochlorella protothecoides]	KAI3438404.1 hypothetical protein D9Q98_000836 [Chlorella vulgaris]
OG0003864	RMZ55950.1 hypothetical protein APUTEX25_004374 [Auxenochlorella protothecoides]	KAI3433505.1 hypothetical protein D9Q98_003317 [Chlorella vulgaris]
OG0003865	RMZ55951.1 hypothetical protein APUTEX25_004375_ partial [Auxenochlorella protothecoides]	KAI3428068.1 hypothetical protein D9Q98_006452 [Chlorella vulgaris]
OG0003866	RMZ55958.1 hypothetical protein APUTEX25_004382_ partial [Auxenochlorella protothecoides]	KAI3433643.1 hypothetical protein D9Q98_003452 [Chlorella vulgaris]
OG0003867	RMZ55978.1 hypothetical protein APUTEX25_004402 [Auxenochlorella protothecoides]	KAI3428092.1 hypothetical protein D9Q98_006475 [Chlorella vulgaris]
OG0003868	RMZ55982.1 hypothetical protein APUTEX25_004406_ partial [Auxenochlorella protothecoides]	KAI3431798.1 hypothetical protein D9Q98_010551 [Chlorella vulgaris]
OG0003869	RMZ55994.1 hypothetical protein APUTEX25_004418_ partial [Auxenochlorella protothecoides]	KAI3433638.1 hypothetical protein D9Q98_003447 [Chlorella vulgaris]
OG0003870	RMZ56010.1 hypothetical protein APUTEX25_004434_ partial [Auxenochlorella protothecoides]	KAI3431784.1 hypothetical protein D9Q98_010538 [Chlorella vulgaris], KAI3431785.1 hypothetical protein D9Q98_010538 [Chlorella vulgaris]
OG0003871	RMZ56012.1 hypothetical protein APUTEX25_004436 [Auxenochlorella protothecoides]	KAI3432377.1 hypothetical protein D9Q98_003934 [Chlorella vulgaris]
OG0003872	RMZ56020.1 hypothetical protein APUTEX25_004444 [Auxenochlorella protothecoides]	KAI3431759.1 hypothetical protein D9Q98_004801 [Chlorella vulgaris]
OG0003873	RMZ56023.1 hypothetical protein APUTEX25_004447_ partial [Auxenochlorella protothecoides]	KAI3425846.1 hypothetical protein D9Q98_007820 [Chlorella vulgaris]
OG0003874	RMZ56031.1 hypothetical protein APUTEX25_004455 [Auxenochlorella protothecoides]	KAI3428094.1 hypothetical protein D9Q98_006477 [Chlorella vulgaris]
OG0003875	RMZ56041.1 hypothetical protein APUTEX25_004465 [Auxenochlorella protothecoides]	KAI3438310.1 hypothetical protein D9Q98_000744 [Chlorella vulgaris]
OG0003876	RMZ56045.1 hypothetical protein APUTEX25_004469 [Auxenochlorella protothecoides]	KAI3433624.1 hypothetical protein D9Q98_003433 [Chlorella vulgaris]
OG0003877	RMZ56053.1 hypothetical protein APUTEX25_004477 [Auxenochlorella protothecoides]	KAI3438930.1 hypothetical protein D9Q98_001344 [Chlorella vulgaris]
OG0003878	RMZ56055.1 hypothetical protein APUTEX25_004479 [Auxenochlorella protothecoides]	KAI3431758.1 hypothetical protein D9Q98_004800 [Chlorella vulgaris]
OG0003879	RMZ56059.1 hypothetical protein APUTEX25_004483 [Auxenochlorella protothecoides]	KAI3438925.1 hypothetical protein D9Q98_001339 [Chlorella vulgaris]
OG0003880	RMZ56065.1 hypothetical protein APUTEX25_004489 [Auxenochlorella protothecoides]	KAI3433552.1 hypothetical protein D9Q98_003363 [Chlorella vulgaris]
OG0003881	RMZ56076.1 hypothetical protein APUTEX25_004500 [Auxenochlorella protothecoides]	KAI3428123.1 hypothetical protein D9Q98_006506 [Chlorella vulgaris]
OG0003882	RMZ56077.1 hypothetical protein APUTEX25_004501 [Auxenochlorella protothecoides]	KAI3433486.1 hypothetical protein D9Q98_003298 [Chlorella vulgaris]
OG0003883	RMZ56078.1 hypothetical protein APUTEX25_004502 [Auxenochlorella protothecoides]	KAI3438405.1 hypothetical protein D9Q98_000837 [Chlorella vulgaris]
OG0003884	RMZ56101.1 hypothetical protein APUTEX25_004525 [Auxenochlorella protothecoides]	KAI3434847.1 hypothetical protein D9Q98_002901 [Chlorella vulgaris]
OG0003885	RMZ56104.1 hypothetical protein APUTEX25_004528_ partial [Auxenochlorella protothecoides]	KAI3431373.1 hypothetical protein D9Q98_004428 [Chlorella vulgaris]
OG0003886	RMZ56135.1 hypothetical protein APUTEX25_004559 [Auxenochlorella protothecoides]	KAI3433554.1 hypothetical protein D9Q98_003365 [Chlorella vulgaris]
OG0003887	RMZ56157.1 hypothetical protein APUTEX25_004581 [Auxenochlorella protothecoides]	KAI3428067.1 hypothetical protein D9Q98_006451 [Chlorella vulgaris]
OG0003888	RMZ56160.1 hypothetical protein APUTEX25_004584_ partial [Auxenochlorella protothecoides]	KAI3423599.1 hypothetical protein D9Q98_010783_ partial _chloroplast_ [Chlorella vulgaris], KAI3425847.1 hypothetical protein D9Q98_007821 [Chlorella vulgaris]
OG0003889	RMZ56165.1 hypothetical protein APUTEX25_004589 [Auxenochlorella protothecoides]	KAI3428107.1 hypothetical protein D9Q98_006490 [Chlorella vulgaris]
OG0003890	RMZ56166.1 hypothetical protein APUTEX25_004590_ partial [Auxenochlorella protothecoides]	KAI3433530.1 hypothetical protein D9Q98_003340 [Chlorella vulgaris]
OG0003891	RMZ56179.1 hypothetical protein APUTEX25_004603 [Auxenochlorella protothecoides]	KAI3432605.1 hypothetical protein D9Q98_004152 [Chlorella vulgaris]
OG0003892	RMZ56181.1 hypothetical protein APUTEX25_005729_ partial [Auxenochlorella protothecoides]	KAI3431474.1 hypothetical protein D9Q98_004526 [Chlorella vulgaris]
OG0003893	RMZ56187.1 hypothetical protein APUTEX25_002377_ partial [Auxenochlorella protothecoides]	KAI3425099.1 hypothetical protein D9Q98_008477 [Chlorella vulgaris]
OG0003894	RMZ56192.1 hypothetical protein APUTEX25_002382 [Auxenochlorella protothecoides]	KAI3428526.1 hypothetical protein D9Q98_007349 [Chlorella vulgaris]
OG0003895	RMZ56201.1 hypothetical protein APUTEX25_002391 [Auxenochlorella protothecoides]	KAI3430318.1 hypothetical protein D9Q98_004914 [Chlorella vulgaris]
OG0003896	RMZ56213.1 hypothetical protein APUTEX25_002403 [Auxenochlorella protothecoides]	KAI3428511.1 hypothetical protein D9Q98_007335 [Chlorella vulgaris]
OG0003897	RMZ56221.1 hypothetical protein APUTEX25_002411 [Auxenochlorella protothecoides]	KAI3428519.1 hypothetical protein D9Q98_007342 [Chlorella vulgaris]
OG0003898	RMZ56222.1 hypothetical protein APUTEX25_002412_ partial [Auxenochlorella protothecoides]	KAI3428509.1 hypothetical protein D9Q98_007333 [Chlorella vulgaris]
OG0003899	RMZ56223.1 hypothetical protein APUTEX25_002413_ partial [Auxenochlorella protothecoides]	KAI3428529.1 hypothetical protein D9Q98_007352 [Chlorella vulgaris], KAI3428528.1 hypothetical protein D9Q98_007351 [Chlorella vulgaris]
OG0003900	RMZ56225.1 hypothetical protein APUTEX25_002415 [Auxenochlorella protothecoides]	KAI3430364.1 hypothetical protein D9Q98_004959 [Chlorella vulgaris]
OG0003901	RMZ56236.1 hypothetical protein APUTEX25_002426_ partial [Auxenochlorella protothecoides]	KAI3427095.1 hypothetical protein D9Q98_007034 [Chlorella vulgaris]
OG0003902	RMZ56242.1 hypothetical protein APUTEX25_002432 [Auxenochlorella protothecoides]	KAI3430346.1 hypothetical protein D9Q98_004941 [Chlorella vulgaris]
OG0003903	RMZ56244.1 hypothetical protein APUTEX25_002434 [Auxenochlorella protothecoides]	KAI3428539.1 hypothetical protein D9Q98_007361 [Chlorella vulgaris]
OG0003904	RMZ56265.1 hypothetical protein APUTEX25_002455 [Auxenochlorella protothecoides]	KAI3425062.1 hypothetical protein D9Q98_008439 [Chlorella vulgaris]
OG0003905	RMZ56269.1 hypothetical protein APUTEX25_002459 [Auxenochlorella protothecoides]	KAI3438823.1 hypothetical protein D9Q98_001240 [Chlorella vulgaris]
OG0003906	RMZ56278.1 hypothetical protein APUTEX25_002468 [Auxenochlorella protothecoides]	KAI3432397.1 hypothetical protein D9Q98_003953 [Chlorella vulgaris]
OG0003907	RMZ56279.1 hypothetical protein APUTEX25_002469_ partial [Auxenochlorella protothecoides]	KAI3432873.1 hypothetical protein D9Q98_010456 [Chlorella vulgaris]
OG0003908	RMZ56286.1 hypothetical protein APUTEX25_002476 [Auxenochlorella protothecoides]	KAI3428535.1 hypothetical protein D9Q98_007358 [Chlorella vulgaris]
OG0003909	RMZ56293.1 hypothetical protein APUTEX25_000532 [Auxenochlorella protothecoides]	KAI3434717.1 hypothetical protein D9Q98_002778 [Chlorella vulgaris]
OG0003910	RMZ56296.1 hypothetical protein APUTEX25_000535 [Auxenochlorella protothecoides]	KAI3434685.1 hypothetical protein D9Q98_002748 [Chlorella vulgaris]
OG0003911	RMZ56297.1 hypothetical protein APUTEX25_000536_ partial [Auxenochlorella protothecoides]	KAI3434711.1 hypothetical protein D9Q98_002772 [Chlorella vulgaris]
OG0003912	RMZ56303.1 hypothetical protein APUTEX25_000542_ partial [Auxenochlorella protothecoides]	KAI3434692.1 hypothetical protein D9Q98_002755 [Chlorella vulgaris]
OG0003913	RMZ56306.1 hypothetical protein APUTEX25_000545 [Auxenochlorella protothecoides]	KAI3438695.1 hypothetical protein D9Q98_001115 [Chlorella vulgaris]
OG0003914	RMZ56319.1 hypothetical protein APUTEX25_000558 [Auxenochlorella protothecoides]	KAI3434713.1 hypothetical protein D9Q98_002774 [Chlorella vulgaris]
OG0003915	RMZ56330.1 hypothetical protein APUTEX25_003490 [Auxenochlorella protothecoides]	KAI3427165.1 hypothetical protein D9Q98_007102 [Chlorella vulgaris]
OG0003917	RMZ56349.1 hypothetical protein APUTEX25_004706_ partial [Auxenochlorella protothecoides]	KAI3432691.1 hypothetical protein D9Q98_004234 [Chlorella vulgaris]
OG0003918	RMZ56358.1 hypothetical protein APUTEX25_004715 [Auxenochlorella protothecoides]	KAI3432693.1 hypothetical protein D9Q98_004236 [Chlorella vulgaris]
OG0003919	RMZ56367.1 hypothetical protein APUTEX25_004724 [Auxenochlorella protothecoides]	KAI3433351.1 hypothetical protein D9Q98_003169 [Chlorella vulgaris]
OG0003920	RMZ56371.1 hypothetical protein APUTEX25_004728 [Auxenochlorella protothecoides]	KAI3432773.1 hypothetical protein D9Q98_004313 [Chlorella vulgaris]
OG0003921	RMZ56377.1 hypothetical protein APUTEX25_004734 [Auxenochlorella protothecoides]	KAI3432275.1 hypothetical protein D9Q98_003835 [Chlorella vulgaris]
OG0003922	RMZ56382.1 hypothetical protein APUTEX25_004739_ partial [Auxenochlorella protothecoides]	KAI3432719.1 hypothetical protein D9Q98_004262 [Chlorella vulgaris]
OG0003923	RMZ56398.1 hypothetical protein APUTEX25_004621 [Auxenochlorella protothecoides]	KAI3436156.1 hypothetical protein D9Q98_002213 [Chlorella vulgaris]
OG0003924	RMZ56407.1 hypothetical protein APUTEX25_004630 [Auxenochlorella protothecoides]	KAI3436154.1 hypothetical protein D9Q98_002211 [Chlorella vulgaris]
OG0003925	RMZ56410.1 hypothetical protein APUTEX25_004633_ partial [Auxenochlorella protothecoides]	KAI3428178.1 hypothetical protein D9Q98_006558 [Chlorella vulgaris]
OG0003926	RMZ56411.1 hypothetical protein APUTEX25_004634 [Auxenochlorella protothecoides]	KAI3428192.1 hypothetical protein D9Q98_006572 [Chlorella vulgaris]
OG0003927	RMZ56416.1 hypothetical protein APUTEX25_004639 [Auxenochlorella protothecoides]	KAI3428174.1 hypothetical protein D9Q98_006554 [Chlorella vulgaris]
OG0003928	RMZ56422.1 hypothetical protein APUTEX25_004645 [Auxenochlorella protothecoides]	KAI3436089.1 hypothetical protein D9Q98_002147 [Chlorella vulgaris], KAI3436088.1 hypothetical protein D9Q98_002146 [Chlorella vulgaris]
OG0003929	RMZ56424.1 hypothetical protein APUTEX25_004647 [Auxenochlorella protothecoides]	KAI3436034.1 hypothetical protein D9Q98_002091 [Chlorella vulgaris]
OG0003930	RMZ56429.1 hypothetical protein APUTEX25_004652 [Auxenochlorella protothecoides]	KAI3436024.1 hypothetical protein D9Q98_002081 [Chlorella vulgaris]
OG0003931	RMZ56439.1 hypothetical protein APUTEX25_004662 [Auxenochlorella protothecoides]	KAI3428239.1 hypothetical protein D9Q98_006619 [Chlorella vulgaris]
OG0003932	RMZ56442.1 hypothetical protein APUTEX25_004665 [Auxenochlorella protothecoides]	KAI3436056.1 hypothetical protein D9Q98_002115 [Chlorella vulgaris]
OG0003933	RMZ56446.1 hypothetical protein APUTEX25_004669 [Auxenochlorella protothecoides]	KAI3428191.1 hypothetical protein D9Q98_006571 [Chlorella vulgaris]
OG0003934	RMZ56459.1 hypothetical protein APUTEX25_004682_ partial [Auxenochlorella protothecoides]	KAI3436061.1 hypothetical protein D9Q98_002119 [Chlorella vulgaris]
OG0003935	RMZ56461.1 hypothetical protein APUTEX25_004684 [Auxenochlorella protothecoides]	KAI3436070.1 hypothetical protein D9Q98_002128 [Chlorella vulgaris]
OG0003936	RMZ56465.1 hypothetical protein APUTEX25_004688 [Auxenochlorella protothecoides]	KAI3436158.1 hypothetical protein D9Q98_002215 [Chlorella vulgaris], KAI3436157.1 hypothetical protein D9Q98_002214 [Chlorella vulgaris]
OG0003937	RMZ56477.1 hypothetical protein APUTEX25_001324 [Auxenochlorella protothecoides]	KAI3428502.1 hypothetical protein D9Q98_007326 [Chlorella vulgaris]
OG0003938	RMZ56490.1 hypothetical protein APUTEX25_001337_ partial [Auxenochlorella protothecoides]	KAI3429895.1 hypothetical protein D9Q98_010206 [Chlorella vulgaris]
OG0003939	RMZ56500.1 hypothetical protein APUTEX25_001347 [Auxenochlorella protothecoides]	KAI3437904.1 hypothetical protein D9Q98_000349 [Chlorella vulgaris]
OG0003940	RMZ56501.1 hypothetical protein APUTEX25_001348_ partial [Auxenochlorella protothecoides]	KAI3429759.1 hypothetical protein D9Q98_010072 [Chlorella vulgaris]
OG0003941	RMZ56515.1 hypothetical protein APUTEX25_001362_ partial [Auxenochlorella protothecoides]	KAI3429851.1 hypothetical protein D9Q98_010163 [Chlorella vulgaris]
OG0003942	RMZ56517.1 hypothetical protein APUTEX25_001364_ partial [Auxenochlorella protothecoides]	KAI3437907.1 hypothetical protein D9Q98_000352 [Chlorella vulgaris]
OG0003943	RMZ56536.1 hypothetical protein APUTEX25_001383 [Auxenochlorella protothecoides]	KAI3429849.1 hypothetical protein D9Q98_010161 [Chlorella vulgaris]
OG0003944	RMZ56541.1 hypothetical protein APUTEX25_001388 [Auxenochlorella protothecoides]	KAI3437940.1 hypothetical protein D9Q98_000384 [Chlorella vulgaris]
OG0003945	RMZ56543.1 hypothetical protein APUTEX25_001390 [Auxenochlorella protothecoides]	KAI3434911.1 hypothetical protein D9Q98_002965 [Chlorella vulgaris]
OG0003946	RMZ56555.1 hypothetical protein APUTEX25_001402_ partial [Auxenochlorella protothecoides]	KAI3429779.1 hypothetical protein D9Q98_010092 [Chlorella vulgaris]
OG0003947	RMZ56565.1 hypothetical protein APUTEX25_001412 [Auxenochlorella protothecoides]	KAI3434486.1 hypothetical protein D9Q98_002562 [Chlorella vulgaris]
OG0003948	RMZ56568.1 hypothetical protein APUTEX25_001415 [Auxenochlorella protothecoides]	KAI3429740.1 hypothetical protein D9Q98_010055 [Chlorella vulgaris]
OG0003949	RMZ56573.1 hypothetical protein APUTEX25_001420 [Auxenochlorella protothecoides]	KAI3429756.1 hypothetical protein D9Q98_010069 [Chlorella vulgaris]
OG0003950	RMZ56580.1 hypothetical protein APUTEX25_001427 [Auxenochlorella protothecoides]	KAI3434518.1 hypothetical protein D9Q98_002591 [Chlorella vulgaris]
OG0003951	RMZ56581.1 hypothetical protein APUTEX25_001428 [Auxenochlorella protothecoides]	KAI3430977.1 hypothetical protein D9Q98_009381 [Chlorella vulgaris]
OG0003952	RMZ56584.1 hypothetical protein APUTEX25_001431 [Auxenochlorella protothecoides]	KAI3438468.1 hypothetical protein D9Q98_000897 [Chlorella vulgaris], KAI3436327.1 hypothetical protein D9Q98_002380 [Chlorella vulgaris]
OG0003953	RMZ56586.1 hypothetical protein APUTEX25_003496 [Auxenochlorella protothecoides]	KAI3427041.1 hypothetical protein D9Q98_006982 [Chlorella vulgaris]
OG0003954	RMZ56592.1 hypothetical protein APUTEX25_004756 [Auxenochlorella protothecoides]	KAI3437923.1 hypothetical protein D9Q98_000368 [Chlorella vulgaris]
OG0003955	RMZ56597.1 hypothetical protein APUTEX25_004761 [Auxenochlorella protothecoides]	KAI3437929.1 hypothetical protein D9Q98_000373 [Chlorella vulgaris]
OG0003956	RMZ56616.1 hypothetical protein APUTEX25_002705 [Auxenochlorella protothecoides]	KAI3434850.1 hypothetical protein D9Q98_002904 [Chlorella vulgaris]
OG0003957	RMZ56639.1 hypothetical protein APUTEX25_002728 [Auxenochlorella protothecoides]	KAI3425294.1 hypothetical protein D9Q98_009060 [Chlorella vulgaris], KAI3425293.1 hypothetical protein D9Q98_009059 [Chlorella vulgaris]
OG0003958	RMZ56648.1 hypothetical protein APUTEX25_002737 [Auxenochlorella protothecoides]	KAI3425314.1 hypothetical protein D9Q98_009079 [Chlorella vulgaris]
OG0003959	RMZ56649.1 hypothetical protein APUTEX25_002738_ partial [Auxenochlorella protothecoides]	KAI3435880.1 hypothetical protein D9Q98_001938 [Chlorella vulgaris]
OG0003960	RMZ56660.1 hypothetical protein APUTEX25_002749 [Auxenochlorella protothecoides]	KAI3428382.1 hypothetical protein D9Q98_006762 [Chlorella vulgaris]
