Orthogroup	Auxenochlorella_protothecoides	Coccomyxa_SubellipsoideaC169
OG0004475	RMZ52730.1 hypothetical protein APUTEX25_000849_ partial [Auxenochlorella protothecoides]	EIE18220.1 glycosyl transferase_ partial [Coccomyxa subellipsoidea C-169]
OG0004476	RMZ52735.1 hypothetical protein APUTEX25_000854 [Auxenochlorella protothecoides]	EIE19992.1 DCP1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004477	RMZ52769.1 hypothetical protein APUTEX25_000888_ partial [Auxenochlorella protothecoides]	EIE24706.1 Rubredoxin-like protein [Coccomyxa subellipsoidea C-169]
OG0004478	RMZ52770.1 hypothetical protein APUTEX25_000889 [Auxenochlorella protothecoides]	EIE20282.1 UPF0041-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004479	RMZ52772.1 hypothetical protein APUTEX25_000891_ partial [Auxenochlorella protothecoides]	EIE19954.1 SMAD/FHA domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004480	RMZ52804.1 hypothetical protein APUTEX25_000923 [Auxenochlorella protothecoides]	EIE20832.1 hypothetical protein COCSUDRAFT_57381 [Coccomyxa subellipsoidea C-169]
OG0004481	RMZ52806.1 hypothetical protein APUTEX25_000925_ partial [Auxenochlorella protothecoides]	EIE23214.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0004482	RMZ52811.1 hypothetical protein APUTEX25_000930_ partial [Auxenochlorella protothecoides]	EIE21195.1 hypothetical protein COCSUDRAFT_57107 [Coccomyxa subellipsoidea C-169]
OG0004483	RMZ52813.1 hypothetical protein APUTEX25_000932_ partial [Auxenochlorella protothecoides]	EIE25163.1 casein kinase I_ partial [Coccomyxa subellipsoidea C-169]
OG0004484	RMZ52836.1 hypothetical protein APUTEX25_000955_ partial [Auxenochlorella protothecoides]	EIE23025.1 hypothetical protein COCSUDRAFT_15978_ partial [Coccomyxa subellipsoidea C-169]
OG0004485	RMZ52865.1 hypothetical protein APUTEX25_000984 [Auxenochlorella protothecoides]	EIE21376.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]
OG0004486	RMZ52868.1 hypothetical protein APUTEX25_000987 [Auxenochlorella protothecoides]	EIE19746.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]
OG0004488	RMZ52881.1 hypothetical protein APUTEX25_001000 [Auxenochlorella protothecoides]	EIE20813.1 nagb/rpia/CoA transferase-like protein [Coccomyxa subellipsoidea C-169]
OG0004489	RMZ52891.1 hypothetical protein APUTEX25_001010_ partial [Auxenochlorella protothecoides]	EIE22244.1 Ribokinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004490	RMZ52896.1 hypothetical protein APUTEX25_001015_ partial [Auxenochlorella protothecoides]	EIE23133.1 nucleic acid-binding protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004491	RMZ52899.1 hypothetical protein APUTEX25_001018 [Auxenochlorella protothecoides]	EIE26773.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004492	RMZ52906.1 hypothetical protein APUTEX25_001025_ partial [Auxenochlorella protothecoides]	EIE21575.1 hypothetical protein COCSUDRAFT_66951 [Coccomyxa subellipsoidea C-169]
OG0004494	RMZ52963.1 hypothetical protein APUTEX25_001082 [Auxenochlorella protothecoides]	EIE26561.1 cupin 4 [Coccomyxa subellipsoidea C-169]
OG0004495	RMZ52964.1 hypothetical protein APUTEX25_001083_ partial [Auxenochlorella protothecoides]	EIE20725.1 hypothetical protein COCSUDRAFT_57289 [Coccomyxa subellipsoidea C-169]
OG0004496	RMZ52973.1 hypothetical protein APUTEX25_001092_ partial [Auxenochlorella protothecoides]	EIE26838.1 hypothetical protein COCSUDRAFT_52473 [Coccomyxa subellipsoidea C-169]
OG0004497	RMZ53017.1 hypothetical protein APUTEX25_001136 [Auxenochlorella protothecoides]	EIE27626.1 hypothetical protein COCSUDRAFT_52226 [Coccomyxa subellipsoidea C-169]
OG0004498	RMZ53040.1 hypothetical protein APUTEX25_001159 [Auxenochlorella protothecoides]	EIE27815.1 glutaredoxin [Coccomyxa subellipsoidea C-169]
OG0004500	RMZ53057.1 hypothetical protein APUTEX25_001176_ partial [Auxenochlorella protothecoides]	EIE24408.1 pseudouridine synthase [Coccomyxa subellipsoidea C-169]
OG0004501	RMZ53061.1 hypothetical protein APUTEX25_001180_ partial [Auxenochlorella protothecoides]	EIE20009.1 UBC-like protein [Coccomyxa subellipsoidea C-169]
OG0004502	RMZ53064.1 hypothetical protein APUTEX25_001183_ partial [Auxenochlorella protothecoides]	EIE19465.1 Frataxin [Coccomyxa subellipsoidea C-169]
OG0004503	RMZ53097.1 hypothetical protein APUTEX25_002506 [Auxenochlorella protothecoides]	EIE27197.1 auxin efflux carrier [Coccomyxa subellipsoidea C-169]
OG0004504	RMZ53099.1 hypothetical protein APUTEX25_002508_ partial [Auxenochlorella protothecoides]	EIE22873.1 hypothetical protein COCSUDRAFT_66433 [Coccomyxa subellipsoidea C-169]
OG0004506	RMZ53188.1 hypothetical protein APUTEX25_005177_ partial [Auxenochlorella protothecoides]	EIE21158.1 DNA-binding TFAR19-related protein [Coccomyxa subellipsoidea C-169]
OG0004507	RMZ53196.1 hypothetical protein APUTEX25_005185 [Auxenochlorella protothecoides]	EIE22230.1 hypothetical protein COCSUDRAFT_66513 [Coccomyxa subellipsoidea C-169]
OG0004509	RMZ53221.1 hypothetical protein APUTEX25_005210_ partial [Auxenochlorella protothecoides]	EIE26889.1 pseudouridine synthase_ partial [Coccomyxa subellipsoidea C-169]
OG0004510	RMZ53233.1 hypothetical protein APUTEX25_005222 [Auxenochlorella protothecoides]	EIE20650.1 putative tRNA pseudouridine synthase [Coccomyxa subellipsoidea C-169]
OG0004511	RMZ53234.1 hypothetical protein APUTEX25_005223 [Auxenochlorella protothecoides]	EIE25484.1 SBF-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE24614.1 SBF-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004512	RMZ53261.1 hypothetical protein APUTEX25_005250_ partial [Auxenochlorella protothecoides]	EIE21981.1 hypothetical protein COCSUDRAFT_66773 [Coccomyxa subellipsoidea C-169]
OG0004513	RMZ53276.1 hypothetical protein APUTEX25_005265 [Auxenochlorella protothecoides]	EIE23386.1 hypothetical protein COCSUDRAFT_53324 [Coccomyxa subellipsoidea C-169]
OG0004514	RMZ53292.1 hypothetical protein APUTEX25_004780 [Auxenochlorella protothecoides]	EIE25634.1 hypothetical protein COCSUDRAFT_83641_ partial [Coccomyxa subellipsoidea C-169]
OG0004515	RMZ53297.1 hypothetical protein APUTEX25_004785 [Auxenochlorella protothecoides]	EIE22744.1 hypothetical protein COCSUDRAFT_16318 [Coccomyxa subellipsoidea C-169]
OG0004516	RMZ53310.1 hypothetical protein APUTEX25_004798 [Auxenochlorella protothecoides]	EIE19658.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004517	RMZ53317.1 hypothetical protein APUTEX25_004805_ partial [Auxenochlorella protothecoides]	EIE22975.1 hypothetical protein COCSUDRAFT_29043 [Coccomyxa subellipsoidea C-169]
OG0004520	RMZ53332.1 hypothetical protein APUTEX25_004820 [Auxenochlorella protothecoides]	EIE18201.1 DUF607-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004521	RMZ53335.1 hypothetical protein APUTEX25_004823 [Auxenochlorella protothecoides]	EIE23425.1 small arf-related GTPase ARFRP1 [Coccomyxa subellipsoidea C-169]
OG0004522	RMZ53365.1 hypothetical protein APUTEX25_004853 [Auxenochlorella protothecoides]	EIE27016.1 hypothetical protein COCSUDRAFT_83575 [Coccomyxa subellipsoidea C-169]
OG0004523	RMZ53369.1 hypothetical protein APUTEX25_004857 [Auxenochlorella protothecoides]	EIE20931.1 cleavage and polyadenylation specificity factor_ 25 kDa subunit [Coccomyxa subellipsoidea C-169]
OG0004524	RMZ53391.1 hypothetical protein APUTEX25_004879_ partial [Auxenochlorella protothecoides]	EIE24604.1 hypothetical protein COCSUDRAFT_62036 [Coccomyxa subellipsoidea C-169]
OG0004525	RMZ53392.1 hypothetical protein APUTEX25_004880 [Auxenochlorella protothecoides]	EIE26640.1 hypothetical protein COCSUDRAFT_59159 [Coccomyxa subellipsoidea C-169]
OG0004527	RMZ53412.1 hypothetical protein APUTEX25_004900_ partial [Auxenochlorella protothecoides]	EIE26507.1 ribonuclease HII [Coccomyxa subellipsoidea C-169]
OG0004528	RMZ53416.1 hypothetical protein APUTEX25_004904 [Auxenochlorella protothecoides]	EIE26697.1 RRS1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004529	RMZ53418.1 hypothetical protein APUTEX25_004906 [Auxenochlorella protothecoides]	EIE26684.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0004530	RMZ53422.1 hypothetical protein APUTEX25_004910 [Auxenochlorella protothecoides]	EIE20373.1 hypothetical protein COCSUDRAFT_67334 [Coccomyxa subellipsoidea C-169]
OG0004534	RMZ53453.1 hypothetical protein APUTEX25_003275_ partial [Auxenochlorella protothecoides]	EIE25794.1 hypothetical protein COCSUDRAFT_13100 [Coccomyxa subellipsoidea C-169]
OG0004535	RMZ53461.1 hypothetical protein APUTEX25_003283_ partial [Auxenochlorella protothecoides]	EIE18911.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004536	RMZ53477.1 hypothetical protein APUTEX25_003299_ partial [Auxenochlorella protothecoides]	EIE27623.1 hypothetical protein COCSUDRAFT_26821 [Coccomyxa subellipsoidea C-169]
OG0004537	RMZ53483.1 hypothetical protein APUTEX25_003305 [Auxenochlorella protothecoides]	EIE24030.1 DUF788-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004538	RMZ53486.1 hypothetical protein APUTEX25_003308 [Auxenochlorella protothecoides]	EIE22991.1 hypothetical protein COCSUDRAFT_53478 [Coccomyxa subellipsoidea C-169]
OG0004539	RMZ53495.1 hypothetical protein APUTEX25_003317 [Auxenochlorella protothecoides]	EIE19522.1 Mg2+ transporter protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004540	RMZ53502.1 hypothetical protein APUTEX25_003324_ partial [Auxenochlorella protothecoides]	EIE25549.1 hypothetical protein COCSUDRAFT_65296 [Coccomyxa subellipsoidea C-169]
OG0004542	RMZ53527.1 hypothetical protein APUTEX25_003349 [Auxenochlorella protothecoides]	EIE21663.1 PfkB-type carbohydrate kinase_ partial [Coccomyxa subellipsoidea C-169]
OG0004543	RMZ53536.1 hypothetical protein APUTEX25_003358 [Auxenochlorella protothecoides]	EIE25939.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]
OG0004544	RMZ53560.1 hypothetical protein APUTEX25_003382 [Auxenochlorella protothecoides]	EIE21629.1 Ribokinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004546	RMZ53570.1 hypothetical protein APUTEX25_003392 [Auxenochlorella protothecoides]	EIE24062.1 hypothetical protein COCSUDRAFT_14819_ partial [Coccomyxa subellipsoidea C-169]
OG0004547	RMZ53594.1 hypothetical protein APUTEX25_003416 [Auxenochlorella protothecoides]	EIE27733.1 hypothetical protein COCSUDRAFT_45967 [Coccomyxa subellipsoidea C-169]
OG0004548	RMZ53605.1 hypothetical protein APUTEX25_003139_ partial [Auxenochlorella protothecoides]	EIE23607.1 FKBP-like protein [Coccomyxa subellipsoidea C-169]
OG0004549	RMZ53608.1 hypothetical protein APUTEX25_003142_ partial [Auxenochlorella protothecoides]	EIE23954.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0004550	RMZ53612.1 hypothetical protein APUTEX25_003146 [Auxenochlorella protothecoides]	EIE22134.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0004551	RMZ53621.1 hypothetical protein APUTEX25_003155 [Auxenochlorella protothecoides]	EIE21942.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004552	RMZ53625.1 hypothetical protein APUTEX25_003159 [Auxenochlorella protothecoides]	EIE19581.1 N-terminal nucleophile aminohydrolase [Coccomyxa subellipsoidea C-169]
OG0004553	RMZ53632.1 hypothetical protein APUTEX25_003166 [Auxenochlorella protothecoides]	EIE26316.1 organellar elongation factor P [Coccomyxa subellipsoidea C-169]
OG0004555	RMZ53646.1 hypothetical protein APUTEX25_003180 [Auxenochlorella protothecoides]	EIE20658.1 hypothetical protein COCSUDRAFT_48353 [Coccomyxa subellipsoidea C-169]
OG0004556	RMZ53650.1 hypothetical protein APUTEX25_003184 [Auxenochlorella protothecoides]	EIE24105.1 CreA-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004557	RMZ53660.1 hypothetical protein APUTEX25_003194 [Auxenochlorella protothecoides]	EIE23555.1 GTP-binding protein Era [Coccomyxa subellipsoidea C-169]
OG0004559	RMZ53695.1 hypothetical protein APUTEX25_003229 [Auxenochlorella protothecoides]	EIE27782.1 hypothetical protein COCSUDRAFT_52268 [Coccomyxa subellipsoidea C-169]
OG0004560	RMZ53708.1 hypothetical protein APUTEX25_003242_ partial [Auxenochlorella protothecoides]	EIE27481.1 Ribokinase-like protein [Coccomyxa subellipsoidea C-169]
OG0004561	RMZ53718.1 hypothetical protein APUTEX25_003252_ partial [Auxenochlorella protothecoides]	EIE22126.1 ubiquitin-like protein [Coccomyxa subellipsoidea C-169]
OG0004563	RMZ53739.1 hypothetical protein APUTEX25_003878 [Auxenochlorella protothecoides]	EIE27463.1 tRNA guanosine-2'-O-methyltransferase [Coccomyxa subellipsoidea C-169]
OG0004564	RMZ53740.1 hypothetical protein APUTEX25_003879 [Auxenochlorella protothecoides]	EIE21891.1 hypothetical protein COCSUDRAFT_56338 [Coccomyxa subellipsoidea C-169]
OG0004565	RMZ53745.1 hypothetical protein APUTEX25_003884 [Auxenochlorella protothecoides]	EIE19033.1 hypothetical protein COCSUDRAFT_67942 [Coccomyxa subellipsoidea C-169]
OG0004567	RMZ53778.1 hypothetical protein APUTEX25_003917 [Auxenochlorella protothecoides]	EIE24068.1 GroES-like protein [Coccomyxa subellipsoidea C-169]
OG0004570	RMZ53812.1 hypothetical protein APUTEX25_003951_ partial [Auxenochlorella protothecoides]	EIE19906.1 hypothetical protein COCSUDRAFT_58140 [Coccomyxa subellipsoidea C-169]
OG0004571	RMZ53819.1 hypothetical protein APUTEX25_003958 [Auxenochlorella protothecoides]	EIE19098.1 TFIID-31kDa-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004572	RMZ53828.1 hypothetical protein APUTEX25_003967 [Auxenochlorella protothecoides]	EIE22624.1 hypothetical protein COCSUDRAFT_63768 [Coccomyxa subellipsoidea C-169]
OG0004574	RMZ53845.1 hypothetical protein APUTEX25_005591 [Auxenochlorella protothecoides]	EIE20896.1 NECAP endocytosis associated 2_ isoform CRA_b_ partial [Coccomyxa subellipsoidea C-169]
OG0004576	RMZ53882.1 hypothetical protein APUTEX25_005628_ partial [Auxenochlorella protothecoides]	EIE18977.1 hypothetical protein COCSUDRAFT_59902 [Coccomyxa subellipsoidea C-169]
OG0004577	RMZ53888.1 hypothetical protein APUTEX25_005570 [Auxenochlorella protothecoides]	EIE24172.1 hypothetical protein COCSUDRAFT_53249 [Coccomyxa subellipsoidea C-169]
OG0004578	RMZ53896.1 hypothetical protein APUTEX25_005578 [Auxenochlorella protothecoides]	EIE23974.1 periplasmic binding protein-like II_ partial [Coccomyxa subellipsoidea C-169]
OG0004579	RMZ53919.1 hypothetical protein APUTEX25_004944 [Auxenochlorella protothecoides]	EIE26996.1 hypothetical protein COCSUDRAFT_46310 [Coccomyxa subellipsoidea C-169]
OG0004580	RMZ53920.1 hypothetical protein APUTEX25_004945 [Auxenochlorella protothecoides]	EIE21918.1 Mog1p/PsbP-like protein [Coccomyxa subellipsoidea C-169]
OG0004581	RMZ53921.1 hypothetical protein APUTEX25_004946_ partial [Auxenochlorella protothecoides]	EIE27000.1 peptidyl-tRNA hydrolase II [Coccomyxa subellipsoidea C-169]
OG0004582	RMZ53929.1 hypothetical protein APUTEX25_004954 [Auxenochlorella protothecoides]	EIE26894.1 hypothetical protein COCSUDRAFT_27303 [Coccomyxa subellipsoidea C-169]
OG0004583	RMZ53932.1 hypothetical protein APUTEX25_004957 [Auxenochlorella protothecoides]	EIE25464.1 hypothetical protein COCSUDRAFT_52875 [Coccomyxa subellipsoidea C-169]
OG0004584	RMZ53952.1 hypothetical protein APUTEX25_002529 [Auxenochlorella protothecoides]	EIE25974.1 hypothetical protein COCSUDRAFT_46447 [Coccomyxa subellipsoidea C-169]
OG0004585	RMZ53953.1 hypothetical protein APUTEX25_002530 [Auxenochlorella protothecoides]	EIE21371.1 mitochondrial tRNA-nucleotidyltransferase_ partial [Coccomyxa subellipsoidea C-169]
OG0004586	RMZ53956.1 hypothetical protein APUTEX25_002533 [Auxenochlorella protothecoides]	EIE20637.1 archaeal type cofactor-independent phosphoglycerate mutase [Coccomyxa subellipsoidea C-169]
OG0004587	RMZ53968.1 hypothetical protein APUTEX25_002545 [Auxenochlorella protothecoides]	EIE23815.1 hypothetical protein COCSUDRAFT_83690 [Coccomyxa subellipsoidea C-169]
OG0004589	RMZ53990.1 hypothetical protein APUTEX25_002567_ partial [Auxenochlorella protothecoides]	EIE27563.1 GCFC-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004590	RMZ54001.1 hypothetical protein APUTEX25_002578_ partial [Auxenochlorella protothecoides]	EIE22478.1 ARM repeat-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004591	RMZ54005.1 hypothetical protein APUTEX25_002582 [Auxenochlorella protothecoides]	EIE20527.1 hypothetical protein COCSUDRAFT_18573_ partial [Coccomyxa subellipsoidea C-169]
OG0004592	RMZ54011.1 hypothetical protein APUTEX25_002588 [Auxenochlorella protothecoides]	EIE24757.1 Mog1p/PsbP-like protein [Coccomyxa subellipsoidea C-169]
OG0004593	RMZ54030.1 hypothetical protein APUTEX25_002607 [Auxenochlorella protothecoides]	EIE21412.1 hypothetical protein COCSUDRAFT_43149 [Coccomyxa subellipsoidea C-169]
OG0004594	RMZ54053.1 hypothetical protein APUTEX25_002630 [Auxenochlorella protothecoides]	EIE20579.1 hypothetical protein COCSUDRAFT_57723 [Coccomyxa subellipsoidea C-169]
OG0004597	RMZ54073.1 hypothetical protein APUTEX25_002650 [Auxenochlorella protothecoides]	EIE22234.1 hypothetical protein COCSUDRAFT_8819_ partial [Coccomyxa subellipsoidea C-169]
OG0004598	RMZ54091.1 hypothetical protein APUTEX25_002668 [Auxenochlorella protothecoides]	EIE27433.1 hypothetical protein COCSUDRAFT_39101 [Coccomyxa subellipsoidea C-169]
OG0004600	RMZ54097.1 hypothetical protein APUTEX25_002674_ partial [Auxenochlorella protothecoides]	EIE24231.1 hypothetical protein COCSUDRAFT_65803 [Coccomyxa subellipsoidea C-169]
OG0004602	RMZ54126.1 hypothetical protein APUTEX25_005282_ partial [Auxenochlorella protothecoides]	EIE19044.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0004604	RMZ54140.1 hypothetical protein APUTEX25_005296_ partial [Auxenochlorella protothecoides]	EIE20246.1 maleylpyruvate isomerase [Coccomyxa subellipsoidea C-169]
OG0004605	RMZ54163.1 hypothetical protein APUTEX25_005319 [Auxenochlorella protothecoides]	EIE19543.1 hypothetical protein COCSUDRAFT_67693 [Coccomyxa subellipsoidea C-169]
OG0004606	RMZ54185.1 hypothetical protein APUTEX25_005341_ partial [Auxenochlorella protothecoides]	EIE20166.1 fructose-1_ 6-bisphosphatase [Coccomyxa subellipsoidea C-169]
OG0004607	RMZ54192.1 hypothetical protein APUTEX25_005348 [Auxenochlorella protothecoides]	EIE22464.1 ATP-dependent Clp protease proteolytic subunit [Coccomyxa subellipsoidea C-169]
OG0004608	RMZ54202.1 hypothetical protein APUTEX25_005358 [Auxenochlorella protothecoides]	EIE21724.1 hypothetical protein COCSUDRAFT_83513 [Coccomyxa subellipsoidea C-169]
OG0004609	RMZ54212.1 hypothetical protein APUTEX25_005368 [Auxenochlorella protothecoides]	EIE22194.1 transmembrane ATPase [Coccomyxa subellipsoidea C-169]
OG0004610	RMZ54214.1 hypothetical protein APUTEX25_005370 [Auxenochlorella protothecoides]	EIE22466.1 F1F0 ATP synthase subunit C_ partial [Coccomyxa subellipsoidea C-169]
OG0004613	RMZ54234.1 hypothetical protein APUTEX25_000585 [Auxenochlorella protothecoides]	EIE18258.1 phosphatidylserine decarboxylase like protein [Coccomyxa subellipsoidea C-169]
OG0004614	RMZ54268.1 hypothetical protein APUTEX25_000619 [Auxenochlorella protothecoides]	EIE24653.1 hypothetical protein COCSUDRAFT_14459_ partial [Coccomyxa subellipsoidea C-169]
OG0004615	RMZ54283.1 hypothetical protein APUTEX25_001441 [Auxenochlorella protothecoides]	EIE18854.1 hypothetical protein COCSUDRAFT_59782 [Coccomyxa subellipsoidea C-169]
