Orthogroup	Auxenochlorella_protothecoides	Chlorella_Sorokiniana1602
OG0003699	RMZ54724.1 hypothetical protein APUTEX25_003102 [Auxenochlorella protothecoides]	PRW56536.1 Transmembrane and coiled-coil domain-containing 1 [Chlorella sorokiniana]
OG0003700	RMZ54732.1 hypothetical protein APUTEX25_003110 [Auxenochlorella protothecoides]	PRW58689.1 hypothetical protein C2E21_2848 [Chlorella sorokiniana]
OG0003701	RMZ54737.1 hypothetical protein APUTEX25_003115_ partial [Auxenochlorella protothecoides]	PRW20539.1 serine arginine-rich splicing factor SR45-like [Chlorella sorokiniana]
OG0003702	RMZ54744.1 hypothetical protein APUTEX25_003122 [Auxenochlorella protothecoides]	PRW20169.1 hypothetical protein C2E21_9247 [Chlorella sorokiniana]
OG0003703	RMZ54758.1 hypothetical protein APUTEX25_000275 [Auxenochlorella protothecoides]	PRW59512.1 RING-2 [Chlorella sorokiniana]
OG0003704	RMZ54764.1 hypothetical protein APUTEX25_000281 [Auxenochlorella protothecoides]	PRW55967.1 Conserved alpha-helical _ISS_ [Chlorella sorokiniana]
OG0003705	RMZ54773.1 hypothetical protein APUTEX25_000290 [Auxenochlorella protothecoides]	PRW57825.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Chlorella sorokiniana]
OG0003706	RMZ54788.1 hypothetical protein APUTEX25_000305 [Auxenochlorella protothecoides]	PRW57665.1 putative dihydrofolate synthetase isoform X2 [Chlorella sorokiniana]
OG0003707	RMZ54798.1 hypothetical protein APUTEX25_000315 [Auxenochlorella protothecoides]	PRW56341.1 lycopene epsilon cyclase [Chlorella sorokiniana]
OG0003708	RMZ54802.1 hypothetical protein APUTEX25_000319_ partial [Auxenochlorella protothecoides]	PRW55900.1 Magnesium transporter [Chlorella sorokiniana]
OG0003709	RMZ54816.1 hypothetical protein APUTEX25_000333 [Auxenochlorella protothecoides]	PRW33769.1 Serine carboxypeptidase [Chlorella sorokiniana]
OG0003710	RMZ54817.1 hypothetical protein APUTEX25_000334 [Auxenochlorella protothecoides]	PRW33670.1 hydroxyethylthiazole kinase [Chlorella sorokiniana]
OG0003711	RMZ54818.1 hypothetical protein APUTEX25_000335_ partial [Auxenochlorella protothecoides]	PRW56614.1 2-C-methyl-D-erythritol 4-phosphate chloroplastic [Chlorella sorokiniana]
OG0003712	RMZ54829.1 hypothetical protein APUTEX25_000346 [Auxenochlorella protothecoides]	PRW57983.1 Mitochondrial substrate carrier family ucpB [Chlorella sorokiniana]
OG0003713	RMZ54836.1 hypothetical protein APUTEX25_000353 [Auxenochlorella protothecoides]	PRW33595.1 multifunctional methyltransferase subunit TRM112 At1g22270 [Chlorella sorokiniana]
OG0003714	RMZ54843.1 hypothetical protein APUTEX25_000360 [Auxenochlorella protothecoides]	PRW34085.1 putative GTP diphosphokinase chloroplastic [Chlorella sorokiniana]
OG0003715	RMZ54846.1 hypothetical protein APUTEX25_000363 [Auxenochlorella protothecoides]	PRW59637.1 2103290Aanti-phytochrome antibody reactive [Chlorella sorokiniana]
OG0003716	RMZ54860.1 hypothetical protein APUTEX25_000377 [Auxenochlorella protothecoides]	PRW59799.1 maternal effect embryo arrest 18 [Chlorella sorokiniana]
OG0003717	RMZ54881.1 hypothetical protein APUTEX25_000398_ partial [Auxenochlorella protothecoides]	PRW50930.1 melanoma-associated antigen G1 [Chlorella sorokiniana]
OG0003718	RMZ54890.1 hypothetical protein APUTEX25_000407_ partial [Auxenochlorella protothecoides]	PRW57762.1 isopentenyldiphosphate delta-isomerase [Chlorella sorokiniana]
OG0003719	RMZ54892.1 hypothetical protein APUTEX25_000409 [Auxenochlorella protothecoides]	PRW57904.1 Phycocyanobilin_ferredoxin oxidoreductase [Chlorella sorokiniana]
OG0003720	RMZ54894.1 hypothetical protein APUTEX25_000411_ partial [Auxenochlorella protothecoides]	PRW56180.1 CCR4-NOT transcription complex subunit 4 [Chlorella sorokiniana]
OG0003721	RMZ54900.1 hypothetical protein APUTEX25_000417 [Auxenochlorella protothecoides]	PRW59822.1 uridine kinase isoform X2 [Chlorella sorokiniana]
OG0003722	RMZ54904.1 hypothetical protein APUTEX25_000421 [Auxenochlorella protothecoides]	PRW57710.1 translation factor SUI1-like protein 2 [Chlorella sorokiniana]
OG0003723	RMZ54908.1 hypothetical protein APUTEX25_000425 [Auxenochlorella protothecoides]	PRW56197.1 Niemann-Pick C1 [Chlorella sorokiniana]
OG0003724	RMZ54912.1 hypothetical protein APUTEX25_000429_ partial [Auxenochlorella protothecoides]	PRW32626.1 cytochrome p450 isoform B [Chlorella sorokiniana], PRW32625.1 cytochrome p450 isoform A [Chlorella sorokiniana]
OG0003725	RMZ54914.1 hypothetical protein APUTEX25_000431 [Auxenochlorella protothecoides]	PRW33944.1 NADPH-cytochrome-P450 oxidoreductase [Chlorella sorokiniana]
OG0003726	RMZ54920.1 hypothetical protein APUTEX25_000437 [Auxenochlorella protothecoides]	PRW56196.1 lipid transfer [Chlorella sorokiniana]
OG0003727	RMZ54934.1 hypothetical protein APUTEX25_000451 [Auxenochlorella protothecoides]	PRW57997.1 E3 ubiquitin- ligase [Chlorella sorokiniana]
OG0003728	RMZ54935.1 hypothetical protein APUTEX25_000452 [Auxenochlorella protothecoides]	PRW45401.1 signal recognition particle receptor subunit beta-like [Chlorella sorokiniana]
OG0003729	RMZ54942.1 hypothetical protein APUTEX25_000459 [Auxenochlorella protothecoides]	PRW33564.1 thyroid adenoma-associated-like protein [Chlorella sorokiniana]
OG0003730	RMZ54943.1 hypothetical protein APUTEX25_000460 [Auxenochlorella protothecoides]	PRW34015.1 carboxyl-terminal-processing peptidase chloroplastic isoform X1 [Chlorella sorokiniana]
OG0003731	RMZ54946.1 hypothetical protein APUTEX25_000463 [Auxenochlorella protothecoides]	PRW58681.1 p21-carboxy-terminal region-binding [Chlorella sorokiniana]
OG0003732	RMZ54956.1 hypothetical protein APUTEX25_000473 [Auxenochlorella protothecoides]	PRW45436.1 DNA-damage-repair toleration chloroplastic-like [Chlorella sorokiniana]
OG0003733	RMZ54958.1 hypothetical protein APUTEX25_000475 [Auxenochlorella protothecoides]	PRW56211.1 TIC chloroplastic [Chlorella sorokiniana]
OG0003734	RMZ54970.1 hypothetical protein APUTEX25_000487 [Auxenochlorella protothecoides]	PRW59517.1 nuclear snf4 [Chlorella sorokiniana]
OG0003735	RMZ55016.1 hypothetical protein APUTEX25_005642 [Auxenochlorella protothecoides]	PRW60565.1 ATP-dependent metalloprotease [Chlorella sorokiniana]
OG0003736	RMZ55023.1 hypothetical protein APUTEX25_005649 [Auxenochlorella protothecoides]	PRW05875.1 putative mitochondrial-processing peptidase subunit beta isoform A [Chlorella sorokiniana]
OG0003737	RMZ55026.1 hypothetical protein APUTEX25_005652_ partial [Auxenochlorella protothecoides]	PRW56860.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]
OG0003739	RMZ55036.1 hypothetical protein APUTEX25_005662 [Auxenochlorella protothecoides]	PRW58768.1 ATP-dependent Clp protease proteolytic subunit [Chlorella sorokiniana]
OG0003741	RMZ55040.1 hypothetical protein APUTEX25_005666 [Auxenochlorella protothecoides]	PRW58732.1 ultraviolet-B receptor UVR8 isoform A [Chlorella sorokiniana], PRW58731.1 ultraviolet-B receptor UVR8 isoform B [Chlorella sorokiniana]
OG0003742	RMZ55053.1 hypothetical protein APUTEX25_005679 [Auxenochlorella protothecoides]	PRW05874.1 putative mitochondrial-processing peptidase subunit beta isoform B [Chlorella sorokiniana]
OG0003743	RMZ55055.1 hypothetical protein APUTEX25_005681 [Auxenochlorella protothecoides]	PRW61368.1 HAD-like domain [Chlorella sorokiniana]
OG0003744	RMZ55061.1 hypothetical protein APUTEX25_005687 [Auxenochlorella protothecoides]	PRW59177.1 hypothetical protein C2E21_2638 [Chlorella sorokiniana]
OG0003745	RMZ55074.1 hypothetical protein APUTEX25_005700 [Auxenochlorella protothecoides]	PRW60065.1 pterin-4-alpha-carbinolamine dehydratase [Chlorella sorokiniana]
OG0003746	RMZ55078.1 hypothetical protein APUTEX25_005704_ partial [Auxenochlorella protothecoides]	PRW59680.1 TPR [Chlorella sorokiniana]
OG0003747	RMZ55079.1 hypothetical protein APUTEX25_005705 [Auxenochlorella protothecoides]	PRW59703.1 F-box SKIP16 [Chlorella sorokiniana]
OG0003748	RMZ55084.1 hypothetical protein APUTEX25_005710 [Auxenochlorella protothecoides]	PRW05842.1 ultraviolet-B receptor UVR8 [Chlorella sorokiniana]
OG0003749	RMZ55092.1 hypothetical protein APUTEX25_005718_ partial [Auxenochlorella protothecoides]	PRW33553.1 PHD finger 3 [Chlorella sorokiniana]
OG0003750	RMZ55094.1 hypothetical protein APUTEX25_005720 [Auxenochlorella protothecoides]	PRW58945.1 putative ADP-ribosylation factor GTPase-activating AGD8 [Chlorella sorokiniana]
OG0003751	RMZ55099.1 hypothetical protein APUTEX25_005725 [Auxenochlorella protothecoides]	PRW56847.1 hypothetical protein C2E21_4787 [Chlorella sorokiniana]
OG0003752	RMZ55103.1 hypothetical protein APUTEX25_005381 [Auxenochlorella protothecoides]	PRW18356.1 SNARE associated Golgi [Chlorella sorokiniana]
OG0003753	RMZ55106.1 hypothetical protein APUTEX25_005384 [Auxenochlorella protothecoides]	PRW18373.1 low molecular weight phosphotyrosine phosphatase [Chlorella sorokiniana]
OG0003754	RMZ55108.1 hypothetical protein APUTEX25_005386 [Auxenochlorella protothecoides]	PRW32563.1 KTI12-like protein [Chlorella sorokiniana]
OG0003755	RMZ55112.1 hypothetical protein APUTEX25_005390_ partial [Auxenochlorella protothecoides]	PRW61076.1 short-chain dehydrogenase reductase SDR [Chlorella sorokiniana]
OG0003756	RMZ55123.1 hypothetical protein APUTEX25_005401_ partial [Auxenochlorella protothecoides]	PRW18335.1 TATA-binding -associated factor 172 [Chlorella sorokiniana]
OG0003757	RMZ55130.1 hypothetical protein APUTEX25_005408 [Auxenochlorella protothecoides]	PRW58694.1 hypothetical protein C2E21_3280 [Chlorella sorokiniana]
OG0003758	RMZ55138.1 hypothetical protein APUTEX25_005416 [Auxenochlorella protothecoides]	PRW20593.1 major lipid droplet [Chlorella sorokiniana]
OG0003759	RMZ55141.1 hypothetical protein APUTEX25_005419 [Auxenochlorella protothecoides]	PRW18317.1 hypothetical protein C2E21_9299 [Chlorella sorokiniana]
OG0003760	RMZ55146.1 hypothetical protein APUTEX25_005424_ partial [Auxenochlorella protothecoides]	PRW18412.1 beclin 1 [Chlorella sorokiniana]
OG0003761	RMZ55155.1 hypothetical protein APUTEX25_005433 [Auxenochlorella protothecoides]	PRW18299.1 vacuolar sorting-associated 9A-like [Chlorella sorokiniana]
OG0003762	RMZ55159.1 hypothetical protein APUTEX25_005437 [Auxenochlorella protothecoides]	PRW18368.1 TPX2-like isoform X2 [Chlorella sorokiniana]
OG0003763	RMZ55160.1 hypothetical protein APUTEX25_005438_ partial [Auxenochlorella protothecoides]	PRW58845.1 aminotransferase class V [Chlorella sorokiniana]
OG0003764	RMZ55526.1 hypothetical protein APUTEX25_000109_ partial [Auxenochlorella protothecoides], RMZ55196.1 hypothetical protein APUTEX25_005474_ partial [Auxenochlorella protothecoides]	PRW56503.1 O-acetyl-ADP-ribose deacetylase MACROD2 isoform X2 [Chlorella sorokiniana]
OG0003765	RMZ55208.1 hypothetical protein APUTEX25_005486 [Auxenochlorella protothecoides]	PRW59220.1 flavo oxygenase [Chlorella sorokiniana]
OG0003766	RMZ55223.1 hypothetical protein APUTEX25_005501 [Auxenochlorella protothecoides]	PRW58675.1 Intron-binding aquarius [Chlorella sorokiniana]
OG0003767	RMZ55237.1 hypothetical protein APUTEX25_005515_ partial [Auxenochlorella protothecoides]	PRW18298.1 50S ribosomal L24 [Chlorella sorokiniana]
OG0003768	RMZ55238.1 hypothetical protein APUTEX25_005516_ partial [Auxenochlorella protothecoides]	PRW57127.1 DNA-3-methyladenine glycosylase 1 [Chlorella sorokiniana], PRW56994.1 DNA-3-methyladenine glycosylase 1 [Chlorella sorokiniana]
OG0003769	RMZ55250.1 hypothetical protein APUTEX25_005528_ partial [Auxenochlorella protothecoides]	PRW18314.1 exocyst complex component sec10 [Chlorella sorokiniana]
OG0003770	RMZ55264.1 hypothetical protein APUTEX25_005542 [Auxenochlorella protothecoides]	PRW18390.1 Transcription elongation factor B polypeptide 2 [Chlorella sorokiniana]
OG0003771	RMZ55279.1 hypothetical protein APUTEX25_005557 [Auxenochlorella protothecoides]	PRW33095.1 hypothetical protein C2E21_7871 [Chlorella sorokiniana]
OG0003772	RMZ55308.1 hypothetical protein APUTEX25_003446 [Auxenochlorella protothecoides]	PRW57609.1 hemerythrin isoform B [Chlorella sorokiniana], PRW57610.1 hemerythrin isoform A [Chlorella sorokiniana], PRW57159.1 hemerythrin [Chlorella sorokiniana]
OG0003773	RMZ55316.1 hypothetical protein APUTEX25_003454 [Auxenochlorella protothecoides]	PRW57351.1 signal recognition particle 19 kDa -like [Chlorella sorokiniana]
OG0003774	RMZ55332.1 hypothetical protein APUTEX25_003470 [Auxenochlorella protothecoides]	PRW56943.1 peroxisome biogenesis 1 isoform X1 [Chlorella sorokiniana]
OG0003775	RMZ55335.1 hypothetical protein APUTEX25_003473 [Auxenochlorella protothecoides]	PRW57435.1 vacuolar sorting-associated 24-like protein 1-like [Chlorella sorokiniana]
OG0003776	RMZ55336.1 hypothetical protein APUTEX25_003474_ partial [Auxenochlorella protothecoides]	PRW57178.1 putative plastid-lipid-associated chloroplastic [Chlorella sorokiniana]
OG0003777	RMZ55340.1 hypothetical protein APUTEX25_003478_ partial [Auxenochlorella protothecoides]	PRW56933.1 tRNA dimethylallyltransferase isoform B [Chlorella sorokiniana], PRW56934.1 tRNA dimethylallyltransferase isoform A [Chlorella sorokiniana]
OG0003778	RMZ55342.1 hypothetical protein APUTEX25_003480_ partial [Auxenochlorella protothecoides]	PRW56941.1 1-acyl-sn-glycerol-3-phosphate acyltransferase delta isoform 1 [Chlorella sorokiniana]
OG0003779	RMZ55353.1 hypothetical protein APUTEX25_002211_ partial [Auxenochlorella protothecoides]	PRW59102.1 ubiquitin-conjugating enzyme E2 22-like [Chlorella sorokiniana]
OG0003780	RMZ55355.1 hypothetical protein APUTEX25_002213 [Auxenochlorella protothecoides]	PRW59211.1 BI1 [Chlorella sorokiniana]
OG0003781	RMZ55363.1 hypothetical protein APUTEX25_002221 [Auxenochlorella protothecoides]	PRW59124.1 suppression of tumorigenicity 5 -like [Chlorella sorokiniana]
OG0003782	RMZ55386.1 hypothetical protein APUTEX25_003510 [Auxenochlorella protothecoides]	PRW56754.1 Ran-binding 10 [Chlorella sorokiniana]
OG0003784	RMZ55422.1 hypothetical protein APUTEX25_003546 [Auxenochlorella protothecoides]	PRW20692.1 50S ribosomal chloroplastic [Chlorella sorokiniana]
OG0003785	RMZ55432.1 hypothetical protein APUTEX25_003556_ partial [Auxenochlorella protothecoides]	PRW56452.1 hypothetical protein C2E21_4617 [Chlorella sorokiniana]
OG0003786	RMZ55441.1 hypothetical protein APUTEX25_003565 [Auxenochlorella protothecoides]	PRW59806.1 microtubule-associated Asp [Chlorella sorokiniana]
OG0003787	RMZ55444.1 hypothetical protein APUTEX25_003568 [Auxenochlorella protothecoides]	PRW56494.1 thiol-disulfide oxidoreductase LTO1 [Chlorella sorokiniana]
OG0003788	RMZ55453.1 hypothetical protein APUTEX25_003577 [Auxenochlorella protothecoides]	PRW61127.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]
OG0003789	RMZ55470.1 hypothetical protein APUTEX25_000053 [Auxenochlorella protothecoides]	PRW59404.1 hypothetical protein C2E21_2307 [Chlorella sorokiniana], PRW58998.1 Proteasome assembly chaperone 2 [Chlorella sorokiniana]
OG0003790	RMZ55481.1 hypothetical protein APUTEX25_000064 [Auxenochlorella protothecoides]	PRW59148.1 GPI-anchor transamidase [Chlorella sorokiniana]
OG0003791	RMZ55500.1 hypothetical protein APUTEX25_000083_ partial [Auxenochlorella protothecoides]	PRW61423.1 exosome complex component rrp40 isoform A [Chlorella sorokiniana], PRW61422.1 exosome complex component rrp40 isoform B [Chlorella sorokiniana]
OG0003792	RMZ55502.1 hypothetical protein APUTEX25_000085_ partial [Auxenochlorella protothecoides]	PRW50998.1 pyruvate dehydrogenase kinase [Chlorella sorokiniana]
OG0003794	RMZ55517.1 hypothetical protein APUTEX25_000100_ partial [Auxenochlorella protothecoides]	PRW58734.1 phosphoserine aminotransferase [Chlorella sorokiniana]
OG0003795	RMZ55521.1 hypothetical protein APUTEX25_000104 [Auxenochlorella protothecoides]	PRW60514.1 hypothetical protein C2E21_1065 [Chlorella sorokiniana], PRW60460.1 hypothetical protein C2E21_1064 [Chlorella sorokiniana]
OG0003796	RMZ55524.1 hypothetical protein APUTEX25_000107_ partial [Auxenochlorella protothecoides]	PRW33128.1 CCA-adding enzyme-like [Chlorella sorokiniana]
OG0003797	RMZ55525.1 hypothetical protein APUTEX25_000108 [Auxenochlorella protothecoides]	PRW60075.1 rab9 effector with kelch motifs [Chlorella sorokiniana]
OG0003798	RMZ55530.1 hypothetical protein APUTEX25_000113 [Auxenochlorella protothecoides]	PRW58873.1 EKC KEOPS complex subunit bud32-like isoform X1 [Chlorella sorokiniana]
OG0003799	RMZ55541.1 hypothetical protein APUTEX25_000124 [Auxenochlorella protothecoides]	PRW56015.1 Thioredoxin-like 1- chloroplastic [Chlorella sorokiniana]
OG0003800	RMZ55547.1 hypothetical protein APUTEX25_000130_ partial [Auxenochlorella protothecoides]	PRW61302.1 mini-chromosome maintenance complex-binding [Chlorella sorokiniana]
OG0003801	RMZ55548.1 hypothetical protein APUTEX25_000131 [Auxenochlorella protothecoides]	PRW60701.1 coenzyme Q-binding COQ10 mitochondrial-like [Chlorella sorokiniana]
OG0003802	RMZ55553.1 hypothetical protein APUTEX25_000136 [Auxenochlorella protothecoides]	PRW59399.1 acetyltransferase NSI isoform X2 [Chlorella sorokiniana]
OG0003803	RMZ55572.1 hypothetical protein APUTEX25_000155 [Auxenochlorella protothecoides]	PRW34048.1 CPLD43 required for cyt b6 assembly [Chlorella sorokiniana]
OG0003804	RMZ55573.1 hypothetical protein APUTEX25_000156 [Auxenochlorella protothecoides]	PRW33809.1 mitochondrial cytochrome c oxidase subunit 13 kD [Chlorella sorokiniana]
OG0003805	RMZ55588.1 hypothetical protein APUTEX25_000171 [Auxenochlorella protothecoides]	PRW59153.1 ATP-dependent RNA helicase HAS1 [Chlorella sorokiniana]
OG0003806	RMZ55596.1 hypothetical protein APUTEX25_000179 [Auxenochlorella protothecoides]	PRW32996.1 acyl- oxidase [Chlorella sorokiniana]
OG0003807	RMZ55599.1 hypothetical protein APUTEX25_000182 [Auxenochlorella protothecoides]	PRW33866.1 hemolysin A [Chlorella sorokiniana]
OG0003808	RMZ55608.1 hypothetical protein APUTEX25_000191_ partial [Auxenochlorella protothecoides]	PRW58628.1 chloroplastic isoform X3 [Chlorella sorokiniana]
OG0003809	RMZ55616.1 hypothetical protein APUTEX25_000199 [Auxenochlorella protothecoides]	PRW33111.1 RING FYVE PHD zinc finger [Chlorella sorokiniana]
OG0003810	RMZ55621.1 hypothetical protein APUTEX25_000204 [Auxenochlorella protothecoides]	PRW33021.1 DHS-like NAD FAD-binding domain-containing [Chlorella sorokiniana]
OG0003811	RMZ55625.1 hypothetical protein APUTEX25_000208_ partial [Auxenochlorella protothecoides]	PRW58532.1 hemK methyltransferase family member 1 [Chlorella sorokiniana]
OG0003812	RMZ55626.1 hypothetical protein APUTEX25_000209 [Auxenochlorella protothecoides]	PRW44978.1 Regulator of telomere elongation helicase 1 [Chlorella sorokiniana]
OG0003813	RMZ55639.1 hypothetical protein APUTEX25_000222 [Auxenochlorella protothecoides]	PRW60585.1 Outer envelope of 80 kDa isoform 2 [Chlorella sorokiniana]
OG0003814	RMZ55641.1 hypothetical protein APUTEX25_000224 [Auxenochlorella protothecoides]	PRW34006.1 60S acidic ribosomal P2 [Chlorella sorokiniana]
