Orthogroup	Chlorella_Vulgaris2111P	Auxenochlorella_protothecoides
OG0004010	KAI3428681.1 hypothetical protein D9Q98_007504 [Chlorella vulgaris]	RMZ56988.1 hypothetical protein APUTEX25_005050_ partial [Auxenochlorella protothecoides]
OG0004011	KAI3428758.1 hypothetical protein D9Q98_007580 [Chlorella vulgaris]	RMZ56989.1 hypothetical protein APUTEX25_005051_ partial [Auxenochlorella protothecoides]
OG0004012	KAI3438281.1 hypothetical protein D9Q98_000716 [Chlorella vulgaris]	RMZ56992.1 hypothetical protein APUTEX25_005054 [Auxenochlorella protothecoides]
OG0004013	KAI3428686.1 hypothetical protein D9Q98_007509 [Chlorella vulgaris]	RMZ56994.1 hypothetical protein APUTEX25_005056 [Auxenochlorella protothecoides]
OG0004014	KAI3436771.1 hypothetical protein D9Q98_006183 [Chlorella vulgaris]	RMZ57000.1 hypothetical protein APUTEX25_002232_ partial [Auxenochlorella protothecoides]
OG0004015	KAI3424778.1 hypothetical protein D9Q98_008166 [Chlorella vulgaris]	RMZ57009.1 hypothetical protein APUTEX25_002241 [Auxenochlorella protothecoides]
OG0004016	KAI3431306.1 hypothetical protein D9Q98_004365 [Chlorella vulgaris]	RMZ57012.1 hypothetical protein APUTEX25_002244_ partial [Auxenochlorella protothecoides]
OG0004017	KAI3436756.1 hypothetical protein D9Q98_006168 [Chlorella vulgaris]	RMZ57022.1 hypothetical protein APUTEX25_002254 [Auxenochlorella protothecoides]
OG0004018	KAI3424829.1 hypothetical protein D9Q98_008215 [Chlorella vulgaris]	RMZ57029.1 hypothetical protein APUTEX25_002261 [Auxenochlorella protothecoides]
OG0004019	KAI3434893.1 hypothetical protein D9Q98_002947 [Chlorella vulgaris]	RMZ57047.1 hypothetical protein APUTEX25_002279 [Auxenochlorella protothecoides]
OG0004020	KAI3434904.1 hypothetical protein D9Q98_002958 [Chlorella vulgaris]	RMZ57050.1 hypothetical protein APUTEX25_002282 [Auxenochlorella protothecoides]
OG0004021	KAI3434513.1 hypothetical protein D9Q98_002586 [Chlorella vulgaris]	RMZ57056.1 hypothetical protein APUTEX25_002288 [Auxenochlorella protothecoides]
OG0004022	KAI3436707.1 hypothetical protein D9Q98_006122 [Chlorella vulgaris]	RMZ57070.1 hypothetical protein APUTEX25_002302 [Auxenochlorella protothecoides]
OG0004023	KAI3438668.1 hypothetical protein D9Q98_001089 [Chlorella vulgaris]	RMZ57071.1 hypothetical protein APUTEX25_002303 [Auxenochlorella protothecoides]
OG0004024	KAI3428579.1 hypothetical protein D9Q98_007401 [Chlorella vulgaris], KAI3423532.1 hypothetical protein D9Q98_010712 [Chlorella vulgaris]	RMZ57074.1 hypothetical protein APUTEX25_002306_ partial [Auxenochlorella protothecoides]
OG0004025	KAI3424811.1 hypothetical protein D9Q98_008197 [Chlorella vulgaris]	RMZ57079.1 hypothetical protein APUTEX25_002311 [Auxenochlorella protothecoides]
OG0004026	KAI3436700.1 hypothetical protein D9Q98_006115 [Chlorella vulgaris]	RMZ57085.1 hypothetical protein APUTEX25_002317 [Auxenochlorella protothecoides]
OG0004027	KAI3424827.1 hypothetical protein D9Q98_008213 [Chlorella vulgaris]	RMZ57090.1 hypothetical protein APUTEX25_002322 [Auxenochlorella protothecoides]
OG0004028	KAI3424790.1 hypothetical protein D9Q98_008177 [Chlorella vulgaris]	RMZ57114.1 hypothetical protein APUTEX25_002346_ partial [Auxenochlorella protothecoides]
OG0004029	KAI3425841.1 hypothetical protein D9Q98_007815 [Chlorella vulgaris]	RMZ57115.1 hypothetical protein APUTEX25_002347 [Auxenochlorella protothecoides]
OG0004030	KAI3436764.1 hypothetical protein D9Q98_006176 [Chlorella vulgaris]	RMZ57122.1 hypothetical protein APUTEX25_002354 [Auxenochlorella protothecoides]
OG0004031	KAI3438674.1 hypothetical protein D9Q98_001095 [Chlorella vulgaris]	RMZ57123.1 hypothetical protein APUTEX25_002355_ partial [Auxenochlorella protothecoides]
OG0004032	KAI3424826.1 hypothetical protein D9Q98_008212 [Chlorella vulgaris]	RMZ57126.1 hypothetical protein APUTEX25_002358_ partial [Auxenochlorella protothecoides], RMZ57726.1 hypothetical protein APUTEX25_001725_ partial [Auxenochlorella protothecoides]
OG0004033	KAI3438070.1 hypothetical protein D9Q98_000512 [Chlorella vulgaris], KAI3438071.1 hypothetical protein D9Q98_000513 [Chlorella vulgaris]	RMZ57141.1 hypothetical protein APUTEX25_003598_ partial [Auxenochlorella protothecoides]
OG0004034	KAI3433659.1 hypothetical protein D9Q98_003468 [Chlorella vulgaris]	RMZ57156.1 hypothetical protein APUTEX25_003990 [Auxenochlorella protothecoides]
OG0004035	KAI3429266.1 hypothetical protein D9Q98_005363 [Chlorella vulgaris]	RMZ57181.1 hypothetical protein APUTEX25_004015_ partial [Auxenochlorella protothecoides]
OG0004036	KAI3432615.1 hypothetical protein D9Q98_004161 [Chlorella vulgaris]	RMZ57186.1 hypothetical protein APUTEX25_004020 [Auxenochlorella protothecoides]
OG0004037	KAI3433649.1 hypothetical protein D9Q98_003458 [Chlorella vulgaris]	RMZ57193.1 hypothetical protein APUTEX25_004027 [Auxenochlorella protothecoides]
OG0004038	KAI3429333.1 hypothetical protein D9Q98_005428 [Chlorella vulgaris]	RMZ57194.1 hypothetical protein APUTEX25_004028 [Auxenochlorella protothecoides]
OG0004039	KAI3424990.1 hypothetical protein D9Q98_008371 [Chlorella vulgaris]	RMZ57195.1 hypothetical protein APUTEX25_004029 [Auxenochlorella protothecoides]
OG0004040	KAI3428751.1 hypothetical protein D9Q98_007573 [Chlorella vulgaris]	RMZ57207.1 hypothetical protein APUTEX25_004041 [Auxenochlorella protothecoides]
OG0004041	KAI3424981.1 hypothetical protein D9Q98_008362 [Chlorella vulgaris]	RMZ57208.1 hypothetical protein APUTEX25_004042 [Auxenochlorella protothecoides]
OG0004042	KAI3429268.1 hypothetical protein D9Q98_005365 [Chlorella vulgaris]	RMZ57225.1 hypothetical protein APUTEX25_004059_ partial [Auxenochlorella protothecoides]
OG0004043	KAI3429342.1 hypothetical protein D9Q98_005437 [Chlorella vulgaris]	RMZ57227.1 hypothetical protein APUTEX25_004061 [Auxenochlorella protothecoides]
OG0004044	KAI3429420.1 hypothetical protein D9Q98_005515 [Chlorella vulgaris]	RMZ57230.1 hypothetical protein APUTEX25_004064_ partial [Auxenochlorella protothecoides]
OG0004045	KAI3432566.1 hypothetical protein D9Q98_004115 [Chlorella vulgaris]	RMZ57245.1 hypothetical protein APUTEX25_004079 [Auxenochlorella protothecoides]
OG0004046	KAI3430632.1 hypothetical protein D9Q98_005225 [Chlorella vulgaris]	RMZ57246.1 hypothetical protein APUTEX25_004080 [Auxenochlorella protothecoides]
OG0004047	KAI3435820.1 hypothetical protein D9Q98_001878 [Chlorella vulgaris]	RMZ57247.1 hypothetical protein APUTEX25_004081 [Auxenochlorella protothecoides]
OG0004048	KAI3430419.1 hypothetical protein D9Q98_005014 [Chlorella vulgaris]	RMZ57258.1 hypothetical protein APUTEX25_004092_ partial [Auxenochlorella protothecoides]
OG0004049	KAI3428040.1 hypothetical protein D9Q98_006426 [Chlorella vulgaris]	RMZ57266.1 hypothetical protein APUTEX25_004100_ partial [Auxenochlorella protothecoides]
OG0004050	KAI3435817.1 hypothetical protein D9Q98_001875 [Chlorella vulgaris]	RMZ57274.1 hypothetical protein APUTEX25_004108 [Auxenochlorella protothecoides]
OG0004051	KAI3430423.1 hypothetical protein D9Q98_005018 [Chlorella vulgaris]	RMZ57300.1 hypothetical protein APUTEX25_004134_ partial [Auxenochlorella protothecoides]
OG0004052	KAI3433691.1 hypothetical protein D9Q98_003500 [Chlorella vulgaris]	RMZ57305.1 hypothetical protein APUTEX25_004139 [Auxenochlorella protothecoides]
OG0004053	KAI3432816.1 hypothetical protein D9Q98_010400 [Chlorella vulgaris]	RMZ57315.1 hypothetical protein APUTEX25_004149 [Auxenochlorella protothecoides]
OG0004054	KAI3429376.1 hypothetical protein D9Q98_005471 [Chlorella vulgaris]	RMZ57323.1 hypothetical protein APUTEX25_004157 [Auxenochlorella protothecoides]
OG0004055	KAI3429391.1 hypothetical protein D9Q98_005486 [Chlorella vulgaris]	RMZ57335.1 hypothetical protein APUTEX25_004169_ partial [Auxenochlorella protothecoides]
OG0004056	KAI3429808.1 hypothetical protein D9Q98_010121 [Chlorella vulgaris]	RMZ57340.1 hypothetical protein APUTEX25_004174_ partial [Auxenochlorella protothecoides]
OG0004057	KAI3435960.1 hypothetical protein D9Q98_002018 [Chlorella vulgaris]	RMZ57364.1 hypothetical protein APUTEX25_004198 [Auxenochlorella protothecoides]
OG0004058	KAI3439113.1 hypothetical protein D9Q98_001522 [Chlorella vulgaris]	RMZ57366.1 hypothetical protein APUTEX25_004200 [Auxenochlorella protothecoides]
OG0004059	KAI3428088.1 hypothetical protein D9Q98_006471 [Chlorella vulgaris], KAI3428087.1 hypothetical protein D9Q98_006471 [Chlorella vulgaris]	RMZ57379.1 hypothetical protein APUTEX25_004213 [Auxenochlorella protothecoides]
OG0004060	KAI3430433.1 hypothetical protein D9Q98_005028 [Chlorella vulgaris]	RMZ57380.1 hypothetical protein APUTEX25_004214 [Auxenochlorella protothecoides]
OG0004061	KAI3426239.1 hypothetical protein D9Q98_008615 [Chlorella vulgaris]	RMZ57381.1 hypothetical protein APUTEX25_004215_ partial [Auxenochlorella protothecoides]
OG0004063	KAI3431838.1 hypothetical protein D9Q98_010590 [Chlorella vulgaris]	RMZ57391.1 hypothetical protein APUTEX25_004225 [Auxenochlorella protothecoides]
OG0004064	KAI3428053.1 hypothetical protein D9Q98_006438 [Chlorella vulgaris]	RMZ57395.1 hypothetical protein APUTEX25_004229 [Auxenochlorella protothecoides]
OG0004065	KAI3434483.1 hypothetical protein D9Q98_002559 [Chlorella vulgaris]	RMZ57401.1 hypothetical protein APUTEX25_004235 [Auxenochlorella protothecoides]
OG0004066	KAI3428497.1 hypothetical protein D9Q98_007321 [Chlorella vulgaris]	RMZ57412.1 hypothetical protein APUTEX25_004246_ partial [Auxenochlorella protothecoides]
OG0004067	KAI3429427.1 hypothetical protein D9Q98_005521 [Chlorella vulgaris]	RMZ57418.1 hypothetical protein APUTEX25_004252_ partial [Auxenochlorella protothecoides]
OG0004068	KAI3425228.1 hypothetical protein D9Q98_008996 [Chlorella vulgaris]	RMZ57426.1 hypothetical protein APUTEX25_004260 [Auxenochlorella protothecoides]
OG0004069	KAI3425012.1 hypothetical protein D9Q98_008394 [Chlorella vulgaris]	RMZ57433.1 hypothetical protein APUTEX25_004267_ partial [Auxenochlorella protothecoides]
OG0004070	KAI3430648.1 hypothetical protein D9Q98_005241 [Chlorella vulgaris]	RMZ57435.1 hypothetical protein APUTEX25_004269 [Auxenochlorella protothecoides]
OG0004071	KAI3425271.1 hypothetical protein D9Q98_009038 [Chlorella vulgaris], KAI3425272.1 hypothetical protein D9Q98_009039 [Chlorella vulgaris], KAI3425280.1 hypothetical protein D9Q98_009047 [Chlorella vulgaris]	RMZ57442.1 hypothetical protein APUTEX25_004276_ partial [Auxenochlorella protothecoides]
OG0004072	KAI3425287.1 hypothetical protein D9Q98_009054 [Chlorella vulgaris]	RMZ57445.1 hypothetical protein APUTEX25_004279 [Auxenochlorella protothecoides]
OG0004073	KAI3428044.1 hypothetical protein D9Q98_006430 [Chlorella vulgaris]	RMZ57464.1 hypothetical protein APUTEX25_004298 [Auxenochlorella protothecoides]
OG0004074	KAI3425253.1 hypothetical protein D9Q98_009021 [Chlorella vulgaris]	RMZ57471.1 hypothetical protein APUTEX25_004305 [Auxenochlorella protothecoides]
OG0004075	KAI3433818.1 hypothetical protein D9Q98_003622 [Chlorella vulgaris]	RMZ57485.1 hypothetical protein APUTEX25_003728_ partial [Auxenochlorella protothecoides]
OG0004076	KAI3433803.1 hypothetical protein D9Q98_003607 [Chlorella vulgaris]	RMZ57488.1 hypothetical protein APUTEX25_003731 [Auxenochlorella protothecoides]
OG0004077	KAI3433814.1 hypothetical protein D9Q98_003618 [Chlorella vulgaris]	RMZ57494.1 hypothetical protein APUTEX25_003737_ partial [Auxenochlorella protothecoides]
OG0004078	KAI3433861.1 hypothetical protein D9Q98_003664 [Chlorella vulgaris]	RMZ57518.1 hypothetical protein APUTEX25_003761 [Auxenochlorella protothecoides]
OG0004079	KAI3433813.1 hypothetical protein D9Q98_003617 [Chlorella vulgaris]	RMZ57519.1 hypothetical protein APUTEX25_003762 [Auxenochlorella protothecoides]
OG0004080	KAI3433888.1 hypothetical protein D9Q98_003690 [Chlorella vulgaris]	RMZ57524.1 hypothetical protein APUTEX25_003767 [Auxenochlorella protothecoides]
OG0004081	KAI3426073.1 hypothetical protein D9Q98_008041 [Chlorella vulgaris]	RMZ57541.1 hypothetical protein APUTEX25_001741 [Auxenochlorella protothecoides]
OG0004082	KAI3424881.1 hypothetical protein D9Q98_008265 [Chlorella vulgaris], KAI3424882.1 hypothetical protein D9Q98_008266 [Chlorella vulgaris]	RMZ57666.1 hypothetical protein APUTEX25_001866_ partial [Auxenochlorella protothecoides], RMZ57543.1 hypothetical protein APUTEX25_001743 [Auxenochlorella protothecoides]
OG0004083	KAI3426118.1 hypothetical protein D9Q98_008497 [Chlorella vulgaris]	RMZ57551.1 hypothetical protein APUTEX25_001751 [Auxenochlorella protothecoides]
OG0004084	KAI3438653.1 hypothetical protein D9Q98_001075 [Chlorella vulgaris]	RMZ57567.1 hypothetical protein APUTEX25_001767 [Auxenochlorella protothecoides]
OG0004085	KAI3424901.1 hypothetical protein D9Q98_008285 [Chlorella vulgaris], KAI3424904.1 hypothetical protein D9Q98_008288 [Chlorella vulgaris], KAI3424902.1 hypothetical protein D9Q98_008286 [Chlorella vulgaris]	RMZ57576.1 hypothetical protein APUTEX25_001776_ partial [Auxenochlorella protothecoides]
OG0004086	KAI3424969.1 hypothetical protein D9Q98_008350 [Chlorella vulgaris]	RMZ57601.1 hypothetical protein APUTEX25_001801 [Auxenochlorella protothecoides]
OG0004087	KAI3426354.1 hypothetical protein D9Q98_008726 [Chlorella vulgaris]	RMZ57602.1 hypothetical protein APUTEX25_001802_ partial [Auxenochlorella protothecoides]
OG0004088	KAI3426388.1 hypothetical protein D9Q98_008759 [Chlorella vulgaris]	RMZ57616.1 hypothetical protein APUTEX25_001816 [Auxenochlorella protothecoides]
OG0004089	KAI3426092.1 hypothetical protein D9Q98_008060 [Chlorella vulgaris]	RMZ57619.1 hypothetical protein APUTEX25_001819 [Auxenochlorella protothecoides]
OG0004091	KAI3424878.1 hypothetical protein D9Q98_008262 [Chlorella vulgaris]	RMZ57655.1 hypothetical protein APUTEX25_001855 [Auxenochlorella protothecoides]
OG0004092	KAI3424905.1 hypothetical protein D9Q98_008289 [Chlorella vulgaris]	RMZ57657.1 hypothetical protein APUTEX25_001857 [Auxenochlorella protothecoides]
OG0004093	KAI3434930.1 hypothetical protein D9Q98_002984 [Chlorella vulgaris]	RMZ57660.1 hypothetical protein APUTEX25_001860 [Auxenochlorella protothecoides]
OG0004094	KAI3438685.1 hypothetical protein D9Q98_001105 [Chlorella vulgaris]	RMZ57673.1 hypothetical protein APUTEX25_001873 [Auxenochlorella protothecoides]
OG0004095	KAI3438627.1 hypothetical protein D9Q98_001049 [Chlorella vulgaris]	RMZ57676.1 hypothetical protein APUTEX25_001876 [Auxenochlorella protothecoides]
OG0004096	KAI3426413.1 hypothetical protein D9Q98_008782 [Chlorella vulgaris]	RMZ57687.1 hypothetical protein APUTEX25_001887 [Auxenochlorella protothecoides]
OG0004097	KAI3426358.1 hypothetical protein D9Q98_008730 [Chlorella vulgaris]	RMZ57694.1 hypothetical protein APUTEX25_001894 [Auxenochlorella protothecoides]
OG0004098	KAI3424971.1 hypothetical protein D9Q98_008352 [Chlorella vulgaris]	RMZ57703.1 hypothetical protein APUTEX25_001903_ partial [Auxenochlorella protothecoides]
OG0004099	KAI3426482.1 hypothetical protein D9Q98_008848 [Chlorella vulgaris]	RMZ57718.1 hypothetical protein APUTEX25_001918 [Auxenochlorella protothecoides]
OG0004100	KAI3432885.1 hypothetical protein D9Q98_010467 [Chlorella vulgaris]	RMZ57720.1 hypothetical protein APUTEX25_002110_ partial [Auxenochlorella protothecoides]
OG0004101	KAI3425777.1 hypothetical protein D9Q98_007752 [Chlorella vulgaris]	RMZ57752.1 hypothetical protein APUTEX25_002999_ partial [Auxenochlorella protothecoides]
OG0004102	KAI3432268.1 hypothetical protein D9Q98_003828 [Chlorella vulgaris]	RMZ57843.1 hypothetical protein APUTEX25_004610_ partial [Auxenochlorella protothecoides]
OG0004418	KAI3438180.1 hypothetical protein D9Q98_000617 [Chlorella vulgaris]	RMZ52025.1 hypothetical protein APUTEX25_001219 [Auxenochlorella protothecoides]
OG0004419	KAI3426922.1 hypothetical protein D9Q98_006866 [Chlorella vulgaris]	RMZ52036.1 hypothetical protein APUTEX25_001230 [Auxenochlorella protothecoides]
OG0004421	KAI3434668.1 hypothetical protein D9Q98_002732 [Chlorella vulgaris]	RMZ52099.1 hypothetical protein APUTEX25_001293_ partial [Auxenochlorella protothecoides]
OG0004422	KAI3423918.1 hypothetical protein D9Q98_009752 [Chlorella vulgaris]	RMZ52105.1 hypothetical protein APUTEX25_001299 [Auxenochlorella protothecoides]
OG0004423	KAI3423936.1 hypothetical protein D9Q98_009770 [Chlorella vulgaris]	RMZ52107.1 hypothetical protein APUTEX25_001301 [Auxenochlorella protothecoides]
OG0004424	KAI3438197.1 hypothetical protein D9Q98_000634 [Chlorella vulgaris]	RMZ52110.1 hypothetical protein APUTEX25_001304 [Auxenochlorella protothecoides]
OG0004425	KAI3430980.1 hypothetical protein D9Q98_009384 [Chlorella vulgaris]	RMZ52127.1 hypothetical protein APUTEX25_001517 [Auxenochlorella protothecoides]
OG0004426	KAI3431545.1 hypothetical protein D9Q98_004594 [Chlorella vulgaris]	RMZ52129.1 hypothetical protein APUTEX25_001519 [Auxenochlorella protothecoides]
OG0004427	KAI3424137.1 hypothetical protein D9Q98_009497 [Chlorella vulgaris]	RMZ52139.1 hypothetical protein APUTEX25_001529 [Auxenochlorella protothecoides]
OG0004428	KAI3432298.1 hypothetical protein D9Q98_003858 [Chlorella vulgaris]	RMZ52154.1 hypothetical protein APUTEX25_001544 [Auxenochlorella protothecoides]
OG0004429	KAI3427969.1 hypothetical protein D9Q98_006359 [Chlorella vulgaris]	RMZ52171.1 hypothetical protein APUTEX25_001561 [Auxenochlorella protothecoides]
OG0004430	KAI3424256.1 hypothetical protein D9Q98_009610 [Chlorella vulgaris]	RMZ52183.1 hypothetical protein APUTEX25_001573 [Auxenochlorella protothecoides]
OG0004431	KAI3431512.1 hypothetical protein D9Q98_004562 [Chlorella vulgaris]	RMZ52195.1 hypothetical protein APUTEX25_001585_ partial [Auxenochlorella protothecoides]
OG0004432	KAI3424131.1 hypothetical protein D9Q98_009491 [Chlorella vulgaris]	RMZ52204.1 hypothetical protein APUTEX25_001594 [Auxenochlorella protothecoides]
OG0004433	KAI3424111.1 hypothetical protein D9Q98_009472 [Chlorella vulgaris]	RMZ52213.1 hypothetical protein APUTEX25_001603 [Auxenochlorella protothecoides]
OG0004434	KAI3424243.1 hypothetical protein D9Q98_009599 [Chlorella vulgaris]	RMZ52222.1 hypothetical protein APUTEX25_001612 [Auxenochlorella protothecoides]
OG0004435	KAI3423408.1 hypothetical protein D9Q98_010625 [Chlorella vulgaris]	RMZ52230.1 hypothetical protein APUTEX25_001620 [Auxenochlorella protothecoides]
OG0004436	KAI3430874.1 hypothetical protein D9Q98_009283 [Chlorella vulgaris], KAI3430875.1 hypothetical protein D9Q98_009283 [Chlorella vulgaris]	RMZ52241.1 hypothetical protein APUTEX25_001631 [Auxenochlorella protothecoides]
OG0004437	KAI3423428.1 hypothetical protein D9Q98_010644 [Chlorella vulgaris]	RMZ52244.1 hypothetical protein APUTEX25_001634 [Auxenochlorella protothecoides]
OG0004438	KAI3423435.1 hypothetical protein D9Q98_010651 [Chlorella vulgaris]	RMZ52256.1 hypothetical protein APUTEX25_001646 [Auxenochlorella protothecoides]
OG0004439	KAI3432256.1 hypothetical protein D9Q98_003817 [Chlorella vulgaris]	RMZ52257.1 hypothetical protein APUTEX25_001647_ partial [Auxenochlorella protothecoides]
OG0004440	KAI3424273.1 hypothetical protein D9Q98_009627 [Chlorella vulgaris]	RMZ52276.1 hypothetical protein APUTEX25_001666_ partial [Auxenochlorella protothecoides]
OG0004441	KAI3433389.1 hypothetical protein D9Q98_003205 [Chlorella vulgaris]	RMZ52285.1 hypothetical protein APUTEX25_001675 [Auxenochlorella protothecoides]
