Orthogroup	Chlorella_Vulgaris2111P	Scenedesmus_PABB004
OG0004905	KAI3425914.1 hypothetical protein D9Q98_007886 [Chlorella vulgaris]	KAF8062073.1 srpC [Scenedesmus sp. PABB004]
OG0004907	KAI3438145.1 hypothetical protein D9Q98_000586 [Chlorella vulgaris]	KAF8056466.1 hypothetical protein HT031_006323 [Scenedesmus sp. PABB004]
OG0004908	KAI3438131.1 hypothetical protein D9Q98_000572 [Chlorella vulgaris]	KAF8069549.1 WHY1 [Scenedesmus sp. PABB004]
OG0004914	KAI3434574.1 hypothetical protein D9Q98_002645 [Chlorella vulgaris]	KAF8062069.1 HCF173 [Scenedesmus sp. PABB004]
OG0004915	KAI3429689.1 hypothetical protein D9Q98_005774 [Chlorella vulgaris]	KAF8058130.1 Dnttip2 [Scenedesmus sp. PABB004]
OG0004918	KAI3435691.1 hypothetical protein D9Q98_001749 [Chlorella vulgaris]	KAF8060025.1 hypothetical protein HT031_004963 [Scenedesmus sp. PABB004]
OG0004921	KAI3438851.1 hypothetical protein D9Q98_001268 [Chlorella vulgaris]	KAF8069394.1 quercetin 2_3-dioxygenase [Scenedesmus sp. PABB004]
OG0004924	KAI3428620.1 hypothetical protein D9Q98_007443 [Chlorella vulgaris]	KAF8065473.1 fabG [Scenedesmus sp. PABB004]
OG0004928	KAI3439064.1 hypothetical protein D9Q98_001474 [Chlorella vulgaris]	KAF8063068.1 hslO [Scenedesmus sp. PABB004]
OG0004930	KAI3438599.1 hypothetical protein D9Q98_001022 [Chlorella vulgaris]	KAF8064497.1 PAP8 [Scenedesmus sp. PABB004]
OG0004931	KAI3431272.1 hypothetical protein D9Q98_004333 [Chlorella vulgaris]	KAF8056011.1 CYP23 [Scenedesmus sp. PABB004]
OG0004932	KAI3428831.1 hypothetical protein D9Q98_007648 [Chlorella vulgaris]	KAF8062076.1 SRT1 [Scenedesmus sp. PABB004]
OG0004936	KAI3434733.1 hypothetical protein D9Q98_002794 [Chlorella vulgaris]	KAF8069554.1 PTRH2 [Scenedesmus sp. PABB004]
OG0004937	KAI3429482.1 hypothetical protein D9Q98_005573 [Chlorella vulgaris]	KAF8067289.1 RRP45A [Scenedesmus sp. PABB004]
OG0004941	KAI3436414.1 hypothetical protein D9Q98_005831 [Chlorella vulgaris]	KAF8071352.1 gpn1 [Scenedesmus sp. PABB004]
OG0004947	KAI3431255.1 hypothetical protein D9Q98_004318 [Chlorella vulgaris]	KAF8067215.1 N-acylphosphatidylethanolamine synthase [Scenedesmus sp. PABB004]
OG0004950	KAI3427433.1 hypothetical protein D9Q98_010348 [Chlorella vulgaris]	KAF8060464.1 N6a [Scenedesmus sp. PABB004]
OG0004952	KAI3427300.1 hypothetical protein D9Q98_010219 [Chlorella vulgaris]	KAF8071379.1 FAX5 [Scenedesmus sp. PABB004]
OG0004953	KAI3435556.1 hypothetical protein D9Q98_001621 [Chlorella vulgaris]	KAF8058125.1 SPBPB2B2.09c [Scenedesmus sp. PABB004]
OG0004954	KAI3425718.1 hypothetical protein D9Q98_007694 [Chlorella vulgaris]	KAF8055994.1 hypothetical protein HT031_006515 [Scenedesmus sp. PABB004]
OG0004956	KAI3430723.1 hypothetical protein D9Q98_005309 [Chlorella vulgaris]	KAF8064514.1 DEGP7 [Scenedesmus sp. PABB004]
OG0004957	KAI3430699.1 hypothetical protein D9Q98_005288 [Chlorella vulgaris]	KAF8057241.1 DRC11 [Scenedesmus sp. PABB004]
OG0004958	KAI3430652.1 hypothetical protein D9Q98_005244 [Chlorella vulgaris]	KAF8067348.1 hypothetical protein HT031_002396 [Scenedesmus sp. PABB004]
OG0004961	KAI3434377.1 hypothetical protein D9Q98_002455 [Chlorella vulgaris]	KAF8071372.1 APUM23 [Scenedesmus sp. PABB004]
OG0004962	KAI3434432.1 hypothetical protein D9Q98_002509 [Chlorella vulgaris]	KAF8072909.1 PEX19-2 [Scenedesmus sp. PABB004]
OG0004966	KAI3437649.1 hypothetical protein D9Q98_000099 [Chlorella vulgaris], KAI3437648.1 hypothetical protein D9Q98_000099 [Chlorella vulgaris]	KAF8065660.1 RNA pseudouridine synthase [Scenedesmus sp. PABB004]
OG0004967	KAI3437622.1 hypothetical protein D9Q98_000074 [Chlorella vulgaris]	KAF8055320.1 hypothetical protein HT031_006775 [Scenedesmus sp. PABB004]
OG0004968	KAI3430848.1 hypothetical protein D9Q98_009258 [Chlorella vulgaris]	KAF8057111.1 AGD4 [Scenedesmus sp. PABB004]
OG0004970	KAI3430792.1 hypothetical protein D9Q98_009204 [Chlorella vulgaris]	KAF8062656.1 coq7 [Scenedesmus sp. PABB004]
OG0004971	KAI3430791.1 hypothetical protein D9Q98_009203 [Chlorella vulgaris]	KAF8062670.1 IFT46 [Scenedesmus sp. PABB004]
OG0004974	KAI3424813.1 hypothetical protein D9Q98_008199 [Chlorella vulgaris]	KAF8062675.1 hypothetical protein HT031_004004 [Scenedesmus sp. PABB004]
OG0004975	KAI3423829.1 hypothetical protein D9Q98_009665 [Chlorella vulgaris]	KAF8060361.1 hypothetical protein HT031_004897 [Scenedesmus sp. PABB004]
OG0004978	KAI3430402.1 hypothetical protein D9Q98_004997 [Chlorella vulgaris]	KAF8064517.1 AKR2A [Scenedesmus sp. PABB004]
OG0004979	KAI3430435.1 hypothetical protein D9Q98_005030 [Chlorella vulgaris]	KAF8064524.1 PPD4 [Scenedesmus sp. PABB004]
OG0004980	KAI3431637.1 hypothetical protein D9Q98_004684 [Chlorella vulgaris]	KAF8061918.1 DPE2 [Scenedesmus sp. PABB004]
OG0004983	KAI3431650.1 hypothetical protein D9Q98_004697 [Chlorella vulgaris]	KAF8071186.1 TAF12 [Scenedesmus sp. PABB004]
OG0004984	KAI3431800.1 hypothetical protein D9Q98_010553 [Chlorella vulgaris]	KAF8068302.1 F-box protein [Scenedesmus sp. PABB004]
OG0004985	KAI3425809.1 hypothetical protein D9Q98_007784 [Chlorella vulgaris]	KAF8067180.1 hypothetical protein HT031_002227 [Scenedesmus sp. PABB004], KAF8067177.1 hypothetical protein HT031_002224 [Scenedesmus sp. PABB004]
OG0004986	KAI3425372.1 hypothetical protein D9Q98_009136 [Chlorella vulgaris]	KAF8072697.1 hypothetical protein HT031_000357 [Scenedesmus sp. PABB004]
OG0004988	KAI3425123.1 hypothetical protein D9Q98_008895 [Chlorella vulgaris]	KAF8055731.1 Alkbh6 [Scenedesmus sp. PABB004]
OG0004989	KAI3425257.1 hypothetical protein D9Q98_009025 [Chlorella vulgaris]	KAF8063737.1 PPD5 [Scenedesmus sp. PABB004]
OG0004990	KAI3438978.1 hypothetical protein D9Q98_001392 [Chlorella vulgaris]	KAF8056022.1 MED10B [Scenedesmus sp. PABB004]
OG0004991	KAI3425254.1 hypothetical protein D9Q98_009022 [Chlorella vulgaris]	KAF8072739.1 NAD-ME2 [Scenedesmus sp. PABB004]
OG0004992	KAI3425235.1 hypothetical protein D9Q98_009003 [Chlorella vulgaris]	KAF8068348.1 _S_-coclaurine N-methyltransferase [Scenedesmus sp. PABB004]
OG0004993	KAI3425219.1 hypothetical protein D9Q98_008987 [Chlorella vulgaris]	KAF8058126.1 hypothetical protein HT031_005786 [Scenedesmus sp. PABB004]
OG0004995	KAI3426081.1 hypothetical protein D9Q98_008049 [Chlorella vulgaris]	KAF8061138.1 hypothetical protein HT031_004599 [Scenedesmus sp. PABB004]
OG0004998	KAI3434875.1 hypothetical protein D9Q98_002929 [Chlorella vulgaris]	KAF8067219.1 hypothetical protein HT031_002266 [Scenedesmus sp. PABB004]
OG0005000	KAI3425974.1 hypothetical protein D9Q98_007942 [Chlorella vulgaris]	KAF8056241.1 hypothetical protein HT031_006429 [Scenedesmus sp. PABB004]
OG0005001	KAI3434908.1 hypothetical protein D9Q98_002962 [Chlorella vulgaris]	KAF8071097.1 cdc123 [Scenedesmus sp. PABB004]
OG0005002	KAI3431447.1 hypothetical protein D9Q98_004499 [Chlorella vulgaris]	KAF8061061.1 tmem97 [Scenedesmus sp. PABB004]
OG0005003	KAI3431585.1 hypothetical protein D9Q98_004635 [Chlorella vulgaris]	KAF8073001.1 Ppc2 [Scenedesmus sp. PABB004]
OG0005005	KAI3431319.1 hypothetical protein D9Q98_004377 [Chlorella vulgaris]	KAF8073078.1 GC1 [Scenedesmus sp. PABB004]
OG0005006	KAI3431351.1 hypothetical protein D9Q98_004409 [Chlorella vulgaris]	KAF8057943.1 hypothetical protein HT031_005889 [Scenedesmus sp. PABB004]
OG0005007	KAI3431548.1 hypothetical protein D9Q98_004597 [Chlorella vulgaris]	KAF8068190.1 Atad5 [Scenedesmus sp. PABB004]
OG0005008	KAI3431488.1 hypothetical protein D9Q98_004539 [Chlorella vulgaris]	KAF8060503.1 Mettl20 [Scenedesmus sp. PABB004]
OG0005009	KAI3428710.1 hypothetical protein D9Q98_007534 [Chlorella vulgaris]	KAF8060329.1 RPL44 [Scenedesmus sp. PABB004]
OG0005012	KAI3428542.1 hypothetical protein D9Q98_007364 [Chlorella vulgaris]	KAF8073117.1 KAB1 [Scenedesmus sp. PABB004]
OG0005013	KAI3428575.1 hypothetical protein D9Q98_007397 [Chlorella vulgaris]	KAF8071157.1 NTF2A [Scenedesmus sp. PABB004]
OG0005014	KAI3428514.1 hypothetical protein D9Q98_007337 [Chlorella vulgaris]	KAF8055921.1 STR16 [Scenedesmus sp. PABB004]
OG0005018	KAI3426245.1 hypothetical protein D9Q98_008621 [Chlorella vulgaris]	KAF8067139.1 der [Scenedesmus sp. PABB004]
OG0005019	KAI3426456.1 hypothetical protein D9Q98_008823 [Chlorella vulgaris]	KAF8069400.1 Clasrp [Scenedesmus sp. PABB004]
OG0005021	KAI3426511.1 hypothetical protein D9Q98_008876 [Chlorella vulgaris]	KAF8071258.1 UPL6 [Scenedesmus sp. PABB004]
OG0005023	KAI3426397.1 hypothetical protein D9Q98_008767 [Chlorella vulgaris]	KAF8071112.1 hypothetical protein HT031_001194 [Scenedesmus sp. PABB004]
OG0005025	KAI3429469.1 hypothetical protein D9Q98_005561 [Chlorella vulgaris], KAI3429470.1 hypothetical protein D9Q98_005562 [Chlorella vulgaris]	KAF8063708.1 TL17 [Scenedesmus sp. PABB004]
OG0005026	KAI3426290.1 hypothetical protein D9Q98_008663 [Chlorella vulgaris]	KAF8055651.1 STR6 [Scenedesmus sp. PABB004]
OG0005027	KAI3426507.1 hypothetical protein D9Q98_008872 [Chlorella vulgaris]	KAF8060079.1 MLH3 [Scenedesmus sp. PABB004]
OG0005028	KAI3426360.1 hypothetical protein D9Q98_008732 [Chlorella vulgaris]	KAF8055741.1 ppt-1 [Scenedesmus sp. PABB004]
OG0005029	KAI3426402.1 hypothetical protein D9Q98_008772 [Chlorella vulgaris]	KAF8065484.1 zinc protease [Scenedesmus sp. PABB004]
OG0005030	KAI3426234.1 hypothetical protein D9Q98_008610 [Chlorella vulgaris]	KAF8055665.1 hypothetical protein HT031_006687 [Scenedesmus sp. PABB004]
OG0005031	KAI3426283.1 hypothetical protein D9Q98_008656 [Chlorella vulgaris]	KAF8066413.1 AFG1L [Scenedesmus sp. PABB004]
OG0005032	KAI3426352.1 hypothetical protein D9Q98_008724 [Chlorella vulgaris], KAI3426351.1 hypothetical protein D9Q98_008724 [Chlorella vulgaris]	KAF8062810.1 hypothetical protein HT031_004140 [Scenedesmus sp. PABB004]
OG0005034	KAI3426363.1 hypothetical protein D9Q98_008735 [Chlorella vulgaris]	KAF8069654.1 Histone H2A-IV [Scenedesmus sp. PABB004]
OG0005036	KAI3425052.1 hypothetical protein D9Q98_008430 [Chlorella vulgaris]	KAF8068443.1 PSA2 [Scenedesmus sp. PABB004]
OG0005037	KAI3424781.1 hypothetical protein D9Q98_008169 [Chlorella vulgaris]	KAF8072648.1 Glutaredoxin [Scenedesmus sp. PABB004]
OG0005038	KAI3424185.1 hypothetical protein D9Q98_009543 [Chlorella vulgaris]	KAF8056384.1 hypothetical protein HT031_006384 [Scenedesmus sp. PABB004]
OG0005039	KAI3425007.1 hypothetical protein D9Q98_008389 [Chlorella vulgaris]	KAF8055739.1 iron-sulfur assembly protein IscA-like protein 2 [Scenedesmus sp. PABB004]
OG0005040	KAI3424713.1 hypothetical protein D9Q98_008102 [Chlorella vulgaris]	KAF8069698.1 gpkow [Scenedesmus sp. PABB004]
OG0005042	KAI3424977.1 hypothetical protein D9Q98_008358 [Chlorella vulgaris]	KAF8072605.1 UCH2 [Scenedesmus sp. PABB004]
OG0005044	KAI3424947.1 hypothetical protein D9Q98_008329 [Chlorella vulgaris]	KAF8058363.1 AMI1 [Scenedesmus sp. PABB004]
OG0005046	KAI3432797.1 hypothetical protein D9Q98_010381 [Chlorella vulgaris]	KAF8067294.1 hypothetical protein HT031_002342 [Scenedesmus sp. PABB004]
OG0005047	KAI3425028.1 hypothetical protein D9Q98_008406 [Chlorella vulgaris]	KAF8055749.1 METTL21A [Scenedesmus sp. PABB004]
OG0005048	KAI3424973.1 hypothetical protein D9Q98_008354 [Chlorella vulgaris]	KAF8072771.1 OTU9 [Scenedesmus sp. PABB004]
OG0005052	KAI3427234.1 hypothetical protein D9Q98_007169 [Chlorella vulgaris]	KAF8066406.1 Trf4-1 [Scenedesmus sp. PABB004]
OG0005053	KAI3426947.1 hypothetical protein D9Q98_006891 [Chlorella vulgaris]	KAF8068365.1 CYP18-1 [Scenedesmus sp. PABB004]
OG0005057	KAI3426961.1 hypothetical protein D9Q98_006905 [Chlorella vulgaris]	KAF8065759.1 hypothetical protein HT031_002819 [Scenedesmus sp. PABB004]
OG0005060	KAI3426918.1 hypothetical protein D9Q98_006862 [Chlorella vulgaris]	KAF8069609.1 COG2 [Scenedesmus sp. PABB004]
OG0005063	KAI3426971.1 hypothetical protein D9Q98_006915 [Chlorella vulgaris]	KAF8070881.1 nphp4 [Scenedesmus sp. PABB004]
OG0005064	KAI3426905.1 hypothetical protein D9Q98_006849 [Chlorella vulgaris]	KAF8069411.1 hypothetical protein HT031_001526 [Scenedesmus sp. PABB004]
OG0005066	KAI3436773.1 hypothetical protein D9Q98_006185 [Chlorella vulgaris]	KAF8071090.1 hypothetical protein HT031_001172 [Scenedesmus sp. PABB004]
OG0005068	KAI3436616.1 hypothetical protein D9Q98_006033 [Chlorella vulgaris]	KAF8061082.1 ANTR6 [Scenedesmus sp. PABB004]
OG0005070	KAI3436702.1 hypothetical protein D9Q98_006117 [Chlorella vulgaris]	KAF8068271.1 ABD1 [Scenedesmus sp. PABB004]
OG0005071	KAI3436469.1 hypothetical protein D9Q98_005886 [Chlorella vulgaris]	KAF8058926.1 msrA [Scenedesmus sp. PABB004]
OG0005072	KAI3436590.1 hypothetical protein D9Q98_006007 [Chlorella vulgaris]	KAF8063869.1 ALT4 [Scenedesmus sp. PABB004]
OG0005073	KAI3436583.1 hypothetical protein D9Q98_005999 [Chlorella vulgaris]	KAF8067205.1 Espnl [Scenedesmus sp. PABB004]
OG0005074	KAI3436499.1 hypothetical protein D9Q98_005916 [Chlorella vulgaris]	KAF8066179.1 D-cysteine desulfhydrase 1 [Scenedesmus sp. PABB004]
OG0005075	KAI3436735.1 hypothetical protein D9Q98_006150 [Chlorella vulgaris]	KAF8073120.1 dnaK [Scenedesmus sp. PABB004]
OG0005076	KAI3436767.1 hypothetical protein D9Q98_006179 [Chlorella vulgaris]	KAF8065449.1 hypothetical protein HT031_003050 [Scenedesmus sp. PABB004]
OG0005077	KAI3436830.1 hypothetical protein D9Q98_006240 [Chlorella vulgaris]	KAF8064565.1 CID11 [Scenedesmus sp. PABB004]
OG0005078	KAI3436532.1 hypothetical protein D9Q98_005949 [Chlorella vulgaris]	KAF8063807.1 hypothetical protein HT031_003664 [Scenedesmus sp. PABB004]
OG0005079	KAI3436670.1 hypothetical protein D9Q98_006086 [Chlorella vulgaris]	KAF8068230.1 hypothetical protein HT031_001916 [Scenedesmus sp. PABB004]
OG0005080	KAI3436639.1 hypothetical protein D9Q98_006055 [Chlorella vulgaris]	KAF8061346.1 Ferredoxin-thioredoxin reductase [Scenedesmus sp. PABB004]
OG0005082	KAI3428264.1 hypothetical protein D9Q98_006643 [Chlorella vulgaris]	KAF8063096.1 SLP2 [Scenedesmus sp. PABB004]
OG0005085	KAI3428232.1 hypothetical protein D9Q98_006612 [Chlorella vulgaris]	KAF8062058.1 GTPase ERA-like [Scenedesmus sp. PABB004]
OG0005087	KAI3428180.1 hypothetical protein D9Q98_006560 [Chlorella vulgaris]	KAF8067293.1 Rexo2 [Scenedesmus sp. PABB004]
OG0005089	KAI3428246.1 hypothetical protein D9Q98_006626 [Chlorella vulgaris]	KAF8058075.1 zinc finger CCCH domain-containing protein 50 [Scenedesmus sp. PABB004]
OG0005090	KAI3428138.1 hypothetical protein D9Q98_006521 [Chlorella vulgaris]	KAF8068458.1 hypothetical protein HT031_002147 [Scenedesmus sp. PABB004]
OG0005093	KAI3424124.1 hypothetical protein D9Q98_009485 [Chlorella vulgaris]	KAF8055329.1 PAT16 [Scenedesmus sp. PABB004]
OG0005094	KAI3428231.1 hypothetical protein D9Q98_006611 [Chlorella vulgaris]	KAF8063004.1 hypothetical protein HT031_003843 [Scenedesmus sp. PABB004]
OG0005096	KAI3437814.1 hypothetical protein D9Q98_000261 [Chlorella vulgaris]	KAF8061941.1 menG [Scenedesmus sp. PABB004]
OG0005097	KAI3438214.1 hypothetical protein D9Q98_000651 [Chlorella vulgaris]	KAF8071377.1 PGLP2 [Scenedesmus sp. PABB004]
OG0005098	KAI3438403.1 hypothetical protein D9Q98_000835 [Chlorella vulgaris]	KAF8065505.1 NADH dehydrogenase [ubiquinone] iron-sulfur protein 7 [Scenedesmus sp. PABB004]
OG0005100	KAI3437868.1 hypothetical protein D9Q98_000314 [Chlorella vulgaris]	KAF8058417.1 URM1 [Scenedesmus sp. PABB004]
OG0005101	KAI3438234.1 hypothetical protein D9Q98_000671 [Chlorella vulgaris]	KAF8069517.1 IPO13 [Scenedesmus sp. PABB004]
OG0005102	KAI3438165.1 hypothetical protein D9Q98_000602 [Chlorella vulgaris]	KAF8072717.1 PIMT1 [Scenedesmus sp. PABB004]
OG0005103	KAI3438108.1 hypothetical protein D9Q98_000549 [Chlorella vulgaris]	KAF8063821.1 satP [Scenedesmus sp. PABB004]
OG0005104	KAI3437979.1 hypothetical protein D9Q98_000423 [Chlorella vulgaris]	KAF8066350.1 hypothetical protein HT031_002674 [Scenedesmus sp. PABB004]
OG0005105	KAI3437943.1 hypothetical protein D9Q98_000387 [Chlorella vulgaris]	KAF8064686.1 gpmB [Scenedesmus sp. PABB004]
OG0005106	KAI3437792.1 hypothetical protein D9Q98_000239 [Chlorella vulgaris]	KAF8070859.1 hypothetical protein HT031_000940 [Scenedesmus sp. PABB004]
OG0005107	KAI3438338.1 hypothetical protein D9Q98_000771 [Chlorella vulgaris]	KAF8062928.1 hypothetical protein HT031_003767 [Scenedesmus sp. PABB004]
OG0005108	KAI3437971.1 hypothetical protein D9Q98_000415 [Chlorella vulgaris]	KAF8056430.1 SPBC19G7.04 [Scenedesmus sp. PABB004]
OG0005110	KAI3438244.1 hypothetical protein D9Q98_000681 [Chlorella vulgaris]	KAF8064523.1 Cbr1 [Scenedesmus sp. PABB004]
OG0005111	KAI3438206.1 hypothetical protein D9Q98_000643 [Chlorella vulgaris]	KAF8073105.1 hypothetical protein HT031_000766 [Scenedesmus sp. PABB004]
OG0005112	KAI3438207.1 hypothetical protein D9Q98_000644 [Chlorella vulgaris]	KAF8066408.1 hypothetical protein HT031_002732 [Scenedesmus sp. PABB004]
OG0005113	KAI3437771.1 hypothetical protein D9Q98_000218 [Chlorella vulgaris]	KAF8059179.1 Gtpbp2 [Scenedesmus sp. PABB004]
OG0005114	KAI3437999.1 hypothetical protein D9Q98_000442 [Chlorella vulgaris]	KAF8072725.1 hypothetical protein HT031_000385 [Scenedesmus sp. PABB004]
OG0005116	KAI3434661.1 hypothetical protein D9Q98_002725 [Chlorella vulgaris]	KAF8065631.1 renalase [Scenedesmus sp. PABB004]
OG0005117	KAI3425872.1 hypothetical protein D9Q98_007845 [Chlorella vulgaris]	KAF8063797.1 hypothetical protein HT031_003654 [Scenedesmus sp. PABB004]
OG0005118	KAI3434799.1 hypothetical protein D9Q98_002857 [Chlorella vulgaris]	KAF8071194.1 TMEM69 [Scenedesmus sp. PABB004]
OG0005120	KAI3434768.1 hypothetical protein D9Q98_002828 [Chlorella vulgaris]	KAF8071246.1 hypothetical protein HT031_001329 [Scenedesmus sp. PABB004]
OG0005123	KAI3423590.1 hypothetical protein D9Q98_010772 _chloroplast_ [Chlorella vulgaris], KAI3425721.1 hypothetical protein D9Q98_007697 [Chlorella vulgaris]	KAF8054463.1 rpl36 _chloroplast_ [Scenedesmus sp. PABB004]
OG0005124	KAI3425782.1 hypothetical protein D9Q98_007757 [Chlorella vulgaris]	KAF8055841.1 MOV10L1 [Scenedesmus sp. PABB004]
OG0005126	KAI3425806.1 hypothetical protein D9Q98_007781 [Chlorella vulgaris]	KAF8066432.1 rpmI [Scenedesmus sp. PABB004]
OG0005127	KAI3425695.1 hypothetical protein D9Q98_007672 [Chlorella vulgaris]	KAF8065604.1 UBFD1 [Scenedesmus sp. PABB004]
OG0005128	KAI3423798.1 hypothetical protein D9Q98_009635 [Chlorella vulgaris]	KAF8066260.1 hypothetical protein HT031_002583 [Scenedesmus sp. PABB004]
OG0005129	KAI3433720.1 hypothetical protein D9Q98_003528 [Chlorella vulgaris]	KAF8067111.1 sys1 [Scenedesmus sp. PABB004]
OG0005130	KAI3433668.1 hypothetical protein D9Q98_003477 [Chlorella vulgaris]	KAF8066244.1 truA1 [Scenedesmus sp. PABB004]
OG0005133	KAI3433903.1 hypothetical protein D9Q98_003705 [Chlorella vulgaris]	KAF8057906.1 DEGP5 [Scenedesmus sp. PABB004]
OG0005134	KAI3433571.1 hypothetical protein D9Q98_003382 [Chlorella vulgaris]	KAF8063689.1 hypothetical protein HT031_003544 [Scenedesmus sp. PABB004]
OG0005135	KAI3433635.1 hypothetical protein D9Q98_003444 [Chlorella vulgaris]	KAF8065638.1 hypothetical protein HT031_003239 [Scenedesmus sp. PABB004]
OG0005136	KAI3424359.1 hypothetical protein D9Q98_009912 [Chlorella vulgaris]	KAF8058404.1 hypothetical protein HT031_005528 [Scenedesmus sp. PABB004]
OG0005137	KAI3433948.1 hypothetical protein D9Q98_003750 [Chlorella vulgaris]	KAF8068163.1 midA [Scenedesmus sp. PABB004]
OG0005139	KAI3433956.1 hypothetical protein D9Q98_003758 [Chlorella vulgaris]	KAF8072485.1 SPBP35G2.12 [Scenedesmus sp. PABB004]
OG0005142	KAI3433575.1 hypothetical protein D9Q98_003386 [Chlorella vulgaris]	KAF8061347.1 Fancl [Scenedesmus sp. PABB004]
OG0005143	KAI3433891.1 hypothetical protein D9Q98_003693 [Chlorella vulgaris]	KAF8062081.1 hypothetical protein HT031_004341 [Scenedesmus sp. PABB004]
OG0005146	KAI3438854.1 hypothetical protein D9Q98_001271 [Chlorella vulgaris]	KAF8060535.1 DRC2 [Scenedesmus sp. PABB004]
OG0005147	KAI3439091.1 hypothetical protein D9Q98_001501 [Chlorella vulgaris]	KAF8057778.1 LOG7 [Scenedesmus sp. PABB004]
OG0005148	KAI3438750.1 hypothetical protein D9Q98_001169 [Chlorella vulgaris]	KAF8066328.1 CPK24 [Scenedesmus sp. PABB004]
OG0005150	KAI3438567.1 hypothetical protein D9Q98_000994 [Chlorella vulgaris]	KAF8068398.1 kin-1 [Scenedesmus sp. PABB004]
OG0005151	KAI3438659.1 hypothetical protein D9Q98_001080 [Chlorella vulgaris]	KAF8072861.1 hypothetical protein HT031_000521 [Scenedesmus sp. PABB004]
OG0005152	KAI3439046.1 hypothetical protein D9Q98_001456 [Chlorella vulgaris]	KAF8060465.1 hypothetical protein HT031_004641 [Scenedesmus sp. PABB004], KAF8060286.1 kinesin-associated protein 3 [Scenedesmus sp. PABB004]
OG0005156	KAI3424443.1 hypothetical protein D9Q98_009995 [Chlorella vulgaris]	KAF8072464.1 ABC1K3 [Scenedesmus sp. PABB004]
OG0005158	KAI3438795.1 hypothetical protein D9Q98_001212 [Chlorella vulgaris]	KAF8069458.1 hypothetical protein HT031_001574 [Scenedesmus sp. PABB004]
OG0005159	KAI3438641.1 hypothetical protein D9Q98_001063 [Chlorella vulgaris]	KAF8071192.1 Ppp4r1 [Scenedesmus sp. PABB004]
OG0005160	KAI3435854.1 hypothetical protein D9Q98_001912 [Chlorella vulgaris]	KAF8072461.1 hypothetical protein HT031_000120 [Scenedesmus sp. PABB004]
OG0005161	KAI3436165.1 hypothetical protein D9Q98_002222 [Chlorella vulgaris]	KAF8065860.1 SDG40 [Scenedesmus sp. PABB004]
OG0005162	KAI3436364.1 hypothetical protein D9Q98_002417 [Chlorella vulgaris]	KAF8055650.1 hypothetical protein HT031_006672 [Scenedesmus sp. PABB004]
OG0005163	KAI3436159.1 hypothetical protein D9Q98_002216 [Chlorella vulgaris]	KAF8065521.1 STY13 [Scenedesmus sp. PABB004]
