Orthogroup	Chlorella_Vulgaris2111P	Scenedesmus_NREL
OG0004068	KAI3425228.1 hypothetical protein D9Q98_008996 [Chlorella vulgaris]	KAF6259921.1 putative DEAH [Scenedesmus sp. NREL 46B-D3]
OG0004069	KAI3425012.1 hypothetical protein D9Q98_008394 [Chlorella vulgaris]	KAF6248396.1 hypothetical protein COO60DRAFT_1691478 [Scenedesmus sp. NREL 46B-D3]
OG0004070	KAI3430648.1 hypothetical protein D9Q98_005241 [Chlorella vulgaris]	KAF6252885.1 amino acid kinase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004072	KAI3425287.1 hypothetical protein D9Q98_009054 [Chlorella vulgaris]	KAF6254899.1 serine-threonine protein kinase 19-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004073	KAI3428044.1 hypothetical protein D9Q98_006430 [Chlorella vulgaris]	KAF6263063.1 hypothetical protein COO60DRAFT_535246 [Scenedesmus sp. NREL 46B-D3]
OG0004074	KAI3425253.1 hypothetical protein D9Q98_009021 [Chlorella vulgaris]	KAF6265530.1 anaphase-promoting complex subunit 11 [Scenedesmus sp. NREL 46B-D3]
OG0004075	KAI3433818.1 hypothetical protein D9Q98_003622 [Chlorella vulgaris]	KAF6263184.1 hypothetical protein COO60DRAFT_1671930 [Scenedesmus sp. NREL 46B-D3]
OG0004076	KAI3433803.1 hypothetical protein D9Q98_003607 [Chlorella vulgaris]	KAF6261154.1 hypothetical protein COO60DRAFT_1294025 [Scenedesmus sp. NREL 46B-D3]
OG0004077	KAI3433814.1 hypothetical protein D9Q98_003618 [Chlorella vulgaris]	KAF6264863.1 HSP70-HSP90 organizing protein [Scenedesmus sp. NREL 46B-D3]
OG0004078	KAI3433861.1 hypothetical protein D9Q98_003664 [Chlorella vulgaris]	KAF6258255.1 DnaJ-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004079	KAI3433813.1 hypothetical protein D9Q98_003617 [Chlorella vulgaris]	KAF6255253.1 hypothetical protein COO60DRAFT_234531 [Scenedesmus sp. NREL 46B-D3]
OG0004080	KAI3433888.1 hypothetical protein D9Q98_003690 [Chlorella vulgaris]	KAF6258095.1 hypothetical protein COO60DRAFT_1639366 [Scenedesmus sp. NREL 46B-D3]
OG0004081	KAI3426073.1 hypothetical protein D9Q98_008041 [Chlorella vulgaris]	KAF6262644.1 putative folylpolyglutamate synthetase [Scenedesmus sp. NREL 46B-D3]
OG0004082	KAI3424881.1 hypothetical protein D9Q98_008265 [Chlorella vulgaris], KAI3424882.1 hypothetical protein D9Q98_008266 [Chlorella vulgaris]	KAF6261009.1 hypothetical protein COO60DRAFT_1700086 [Scenedesmus sp. NREL 46B-D3]
OG0004083	KAI3426118.1 hypothetical protein D9Q98_008497 [Chlorella vulgaris]	KAF6261142.1 AFG1-like ATPase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004084	KAI3438653.1 hypothetical protein D9Q98_001075 [Chlorella vulgaris]	KAF6260473.1 hypothetical protein COO60DRAFT_893041 [Scenedesmus sp. NREL 46B-D3], KAF6260494.1 hypothetical protein COO60DRAFT_1506912 [Scenedesmus sp. NREL 46B-D3]
OG0004086	KAI3424969.1 hypothetical protein D9Q98_008350 [Chlorella vulgaris]	KAF6261528.1 putative serine esterase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004088	KAI3426388.1 hypothetical protein D9Q98_008759 [Chlorella vulgaris]	KAF6261442.1 cytoplasmic protein [Scenedesmus sp. NREL 46B-D3]
OG0004089	KAI3426092.1 hypothetical protein D9Q98_008060 [Chlorella vulgaris]	KAF6262807.1 hypothetical protein COO60DRAFT_573038 [Scenedesmus sp. NREL 46B-D3]
OG0004091	KAI3424878.1 hypothetical protein D9Q98_008262 [Chlorella vulgaris]	KAF6266061.1 hypothetical protein COO60DRAFT_1475417 [Scenedesmus sp. NREL 46B-D3]
OG0004092	KAI3424905.1 hypothetical protein D9Q98_008289 [Chlorella vulgaris]	KAF6259394.1 UPF1 regulator of nonsense transcripts-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004093	KAI3434930.1 hypothetical protein D9Q98_002984 [Chlorella vulgaris]	KAF6255944.1 hypothetical protein COO60DRAFT_1702575 [Scenedesmus sp. NREL 46B-D3]
OG0004095	KAI3438627.1 hypothetical protein D9Q98_001049 [Chlorella vulgaris]	KAF6262772.1 hypothetical protein COO60DRAFT_1635603 [Scenedesmus sp. NREL 46B-D3]
OG0004096	KAI3426413.1 hypothetical protein D9Q98_008782 [Chlorella vulgaris]	KAF6262576.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004097	KAI3426358.1 hypothetical protein D9Q98_008730 [Chlorella vulgaris]	KAF6253916.1 Abscisic acid G-protein coupled receptor-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004098	KAI3424971.1 hypothetical protein D9Q98_008352 [Chlorella vulgaris]	KAF6263791.1 hypothetical protein COO60DRAFT_343820 [Scenedesmus sp. NREL 46B-D3]
OG0004099	KAI3426482.1 hypothetical protein D9Q98_008848 [Chlorella vulgaris]	KAF6264767.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6248878.1 hypothetical protein COO60DRAFT_1020081 [Scenedesmus sp. NREL 46B-D3]
OG0004100	KAI3432885.1 hypothetical protein D9Q98_010467 [Chlorella vulgaris]	KAF6250705.1 26S proteasome non-ATPase regulatory subunit 4 [Scenedesmus sp. NREL 46B-D3]
OG0004101	KAI3425777.1 hypothetical protein D9Q98_007752 [Chlorella vulgaris]	KAF6258492.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3], KAF6266367.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0004102	KAI3432268.1 hypothetical protein D9Q98_003828 [Chlorella vulgaris]	KAF6260641.1 hypothetical protein COO60DRAFT_1505657 [Scenedesmus sp. NREL 46B-D3], KAF6260642.1 hypothetical protein COO60DRAFT_875985 [Scenedesmus sp. NREL 46B-D3]
OG0004103	KAI3433962.1 hypothetical protein D9Q98_003764 [Chlorella vulgaris]	KAF6263897.1 photosystem II Pbs27-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004104	KAI3433817.1 hypothetical protein D9Q98_003621 [Chlorella vulgaris]	KAF6264776.1 hypothetical protein COO60DRAFT_1482567 [Scenedesmus sp. NREL 46B-D3], KAF6259322.1 hypothetical protein COO60DRAFT_1270184_ partial [Scenedesmus sp. NREL 46B-D3]
OG0004105	KAI3433632.1 hypothetical protein D9Q98_003441 [Chlorella vulgaris]	KAF6258663.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004106	KAI3433572.1 hypothetical protein D9Q98_003383 [Chlorella vulgaris]	KAF6253935.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004107	KAI3433569.1 hypothetical protein D9Q98_003380 [Chlorella vulgaris]	KAF6253276.1 hypothetical protein COO60DRAFT_1643306 [Scenedesmus sp. NREL 46B-D3], KAF6253350.1 exocyst complex component Sec3-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004108	KAI3433531.1 hypothetical protein D9Q98_003341 [Chlorella vulgaris]	KAF6262999.1 Aldo/keto reductase [Scenedesmus sp. NREL 46B-D3]
OG0004109	KAI3435482.1 hypothetical protein D9Q98_001549 [Chlorella vulgaris]	KAF6260702.1 MCM2/3/5 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004110	KAI3433373.1 hypothetical protein D9Q98_003190 [Chlorella vulgaris]	KAF6257378.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0004111	KAI3430807.1 hypothetical protein D9Q98_009218 [Chlorella vulgaris]	KAF6259988.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0004112	KAI3431458.1 hypothetical protein D9Q98_004510 [Chlorella vulgaris]	KAF6259455.1 hypothetical protein COO60DRAFT_1638402 [Scenedesmus sp. NREL 46B-D3]
OG0004113	KAI3434548.1 hypothetical protein D9Q98_002621 [Chlorella vulgaris]	KAF6253676.1 20S proteasome alpha subunit A [Scenedesmus sp. NREL 46B-D3], KAF6252040.1 hypothetical protein COO60DRAFT_1463913 [Scenedesmus sp. NREL 46B-D3]
OG0004114	KAI3431281.1 hypothetical protein D9Q98_004342 [Chlorella vulgaris]	KAF6262196.1 hypothetical protein COO60DRAFT_1699468 [Scenedesmus sp. NREL 46B-D3]
OG0004116	KAI3431308.1 hypothetical protein D9Q98_004367 [Chlorella vulgaris]	KAF6258804.1 hypothetical protein COO60DRAFT_1701175 [Scenedesmus sp. NREL 46B-D3]
OG0004117	KAI3431429.1 hypothetical protein D9Q98_004482 [Chlorella vulgaris]	KAF6255828.1 chloroplast-specific ribosomal protein [Scenedesmus sp. NREL 46B-D3]
OG0004118	KAI3429788.1 hypothetical protein D9Q98_010101 [Chlorella vulgaris]	KAF6266782.1 hypothetical protein COO60DRAFT_1265640 [Scenedesmus sp. NREL 46B-D3]
OG0004119	KAI3429800.1 hypothetical protein D9Q98_010113 [Chlorella vulgaris]	KAF6264488.1 Dom34 protein [Scenedesmus sp. NREL 46B-D3]
OG0004120	KAI3432815.1 hypothetical protein D9Q98_010398 [Chlorella vulgaris]	KAF6252644.1 hypothetical protein COO60DRAFT_505144 [Scenedesmus sp. NREL 46B-D3]
OG0004121	KAI3433884.1 hypothetical protein D9Q98_003686 [Chlorella vulgaris]	KAF6262383.1 ADP-ribosylglycohydrolase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004122	KAI3438755.1 hypothetical protein D9Q98_001174 [Chlorella vulgaris]	KAF6264299.1 SOUL heme-binding protein [Scenedesmus sp. NREL 46B-D3]
OG0004123	KAI3431708.1 hypothetical protein D9Q98_004753 [Chlorella vulgaris]	KAF6260881.1 carbonic anhydrase [Scenedesmus sp. NREL 46B-D3]
OG0004125	KAI3430656.1 hypothetical protein D9Q98_005248 [Chlorella vulgaris]	KAF6256475.1 hypothetical protein COO60DRAFT_106959 [Scenedesmus sp. NREL 46B-D3]
OG0004126	KAI3430684.1 hypothetical protein D9Q98_005273 [Chlorella vulgaris]	KAF6263268.1 hypothetical protein COO60DRAFT_1624679 [Scenedesmus sp. NREL 46B-D3]
OG0004127	KAI3430607.1 hypothetical protein D9Q98_005200 [Chlorella vulgaris]	KAF6254289.1 hypothetical protein COO60DRAFT_1703387 [Scenedesmus sp. NREL 46B-D3]
OG0004128	KAI3430340.1 hypothetical protein D9Q98_004935 [Chlorella vulgaris]	KAF6264784.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6264783.1 hypothetical protein COO60DRAFT_1634141 [Scenedesmus sp. NREL 46B-D3]
OG0004130	KAI3424907.1 hypothetical protein D9Q98_008291 [Chlorella vulgaris]	KAF6257727.1 dihydroorotase [Scenedesmus sp. NREL 46B-D3]
OG0004131	KAI3426107.1 hypothetical protein D9Q98_008486 [Chlorella vulgaris]	KAF6256859.1 AAA domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004132	KAI3433410.1 hypothetical protein D9Q98_003226 [Chlorella vulgaris]	KAF6257284.1 hypothetical protein COO60DRAFT_26373 [Scenedesmus sp. NREL 46B-D3]
OG0004133	KAI3426356.1 hypothetical protein D9Q98_008728 [Chlorella vulgaris]	KAF6260063.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004134	KAI3426371.1 hypothetical protein D9Q98_008743 [Chlorella vulgaris]	KAF6256272.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]
OG0004135	KAI3429408.1 hypothetical protein D9Q98_005503 [Chlorella vulgaris]	KAF6255326.1 acyltransferase 3 [Scenedesmus sp. NREL 46B-D3]
OG0004136	KAI3425316.1 hypothetical protein D9Q98_009081 [Chlorella vulgaris]	KAF6252017.1 hypothetical protein COO60DRAFT_1555421 [Scenedesmus sp. NREL 46B-D3], KAF6257393.1 hypothetical protein COO60DRAFT_1234897 [Scenedesmus sp. NREL 46B-D3]
OG0004137	KAI3436177.1 hypothetical protein D9Q98_002232 [Chlorella vulgaris]	KAF6249416.1 adenosine deaminase [Scenedesmus sp. NREL 46B-D3], KAF6250730.1 adenosine deaminase [Scenedesmus sp. NREL 46B-D3]
OG0004138	KAI3431613.1 hypothetical protein D9Q98_004662 [Chlorella vulgaris]	KAF6252746.1 Metalloenzyme_ LuxS/M16 peptidase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004139	KAI3428796.1 hypothetical protein D9Q98_007615 [Chlorella vulgaris]	KAF6257781.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004140	KAI3428225.1 hypothetical protein D9Q98_006605 [Chlorella vulgaris]	KAF6263768.1 hypothetical protein COO60DRAFT_342672 [Scenedesmus sp. NREL 46B-D3]
OG0004141	KAI3437766.1 hypothetical protein D9Q98_000213 [Chlorella vulgaris]	KAF6261871.1 HAD-like domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0004142	KAI3437701.1 hypothetical protein D9Q98_000150 [Chlorella vulgaris]	KAF6254637.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0004143	KAI3432376.1 hypothetical protein D9Q98_003933 [Chlorella vulgaris]	KAF6264628.1 light-harvesting chlorophyll-a/b protein of photosystem I [Scenedesmus sp. NREL 46B-D3]
OG0004144	KAI3424274.1 hypothetical protein D9Q98_009628 [Chlorella vulgaris]	KAF6260977.1 hypothetical protein COO60DRAFT_1269087 [Scenedesmus sp. NREL 46B-D3]
OG0004145	KAI3430471.1 hypothetical protein D9Q98_005066 [Chlorella vulgaris]	KAF6254708.1 Mo25-like-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004146	KAI3430532.1 hypothetical protein D9Q98_005125 [Chlorella vulgaris]	KAF6260042.1 hypothetical protein COO60DRAFT_1637857 [Scenedesmus sp. NREL 46B-D3], KAF6260055.1 hypothetical protein COO60DRAFT_1700510 [Scenedesmus sp. NREL 46B-D3]
OG0004148	KAI3429636.1 hypothetical protein D9Q98_005722 [Chlorella vulgaris]	KAF6263858.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0004149	KAI3426484.1 hypothetical protein D9Q98_008850 [Chlorella vulgaris]	KAF6248879.1 hypothetical protein COO60DRAFT_1020102 [Scenedesmus sp. NREL 46B-D3]
OG0004150	KAI3426094.1 hypothetical protein D9Q98_008062 [Chlorella vulgaris]	KAF6254305.1 mitogen activated protein kinase [Scenedesmus sp. NREL 46B-D3]
OG0004151	KAI3426074.1 hypothetical protein D9Q98_008042 [Chlorella vulgaris]	KAF6263341.1 sperm tail-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004152	KAI3438045.1 hypothetical protein D9Q98_000488 [Chlorella vulgaris]	KAF6257005.1 hypothetical protein COO60DRAFT_1295957 [Scenedesmus sp. NREL 46B-D3]
OG0004154	KAI3428703.1 hypothetical protein D9Q98_007527 [Chlorella vulgaris]	KAF6258825.1 hypothetical protein COO60DRAFT_1516977 [Scenedesmus sp. NREL 46B-D3], KAF6256592.1 hypothetical protein COO60DRAFT_1528411 [Scenedesmus sp. NREL 46B-D3]
OG0004155	KAI3437960.1 hypothetical protein D9Q98_000404 [Chlorella vulgaris]	KAF6262697.1 hypothetical protein COO60DRAFT_1699133 [Scenedesmus sp. NREL 46B-D3]
OG0004156	KAI3437840.1 hypothetical protein D9Q98_000286 [Chlorella vulgaris]	KAF6259848.1 mitogen-activated protein kinase [Scenedesmus sp. NREL 46B-D3]
OG0004157	KAI3438082.1 hypothetical protein D9Q98_000524 [Chlorella vulgaris]	KAF6264630.1 hypothetical protein COO60DRAFT_1292472 [Scenedesmus sp. NREL 46B-D3]
OG0004158	KAI3436867.1 hypothetical protein D9Q98_006277 [Chlorella vulgaris]	KAF6260719.1 hypothetical protein COO60DRAFT_856036 [Scenedesmus sp. NREL 46B-D3]
OG0004159	KAI3437975.1 hypothetical protein D9Q98_000419 [Chlorella vulgaris]	KAF6259851.1 small subunit of isopropylmalate dehydratase [Scenedesmus sp. NREL 46B-D3]
OG0004160	KAI3424921.1 hypothetical protein D9Q98_008305 [Chlorella vulgaris]	KAF6264371.1 hypothetical protein COO60DRAFT_1624327 [Scenedesmus sp. NREL 46B-D3]
OG0004161	KAI3430464.1 hypothetical protein D9Q98_005059 [Chlorella vulgaris]	KAF6262159.1 DUF1365-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004162	KAI3436008.1 hypothetical protein D9Q98_002065 [Chlorella vulgaris]	KAF6253237.1 2OG-Fe_II_ oxygenase superfamily protein [Scenedesmus sp. NREL 46B-D3]
OG0004163	KAI3426111.1 hypothetical protein D9Q98_008490 [Chlorella vulgaris]	KAF6265268.1 cytidine deaminase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004164	KAI3425298.1 hypothetical protein D9Q98_009064 [Chlorella vulgaris]	KAF6261985.1 Bromodomain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004165	KAI3425252.1 hypothetical protein D9Q98_009020 [Chlorella vulgaris]	KAF6263784.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0004167	KAI3432368.1 hypothetical protein D9Q98_003925 [Chlorella vulgaris]	KAF6259462.1 Spc98 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004168	KAI3435587.1 hypothetical protein D9Q98_001652 [Chlorella vulgaris]	KAF6261024.1 GatB/GatE catalytic domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004169	KAI3435660.1 hypothetical protein D9Q98_001718 [Chlorella vulgaris]	KAF6263490.1 hypothetical protein COO60DRAFT_1489903 [Scenedesmus sp. NREL 46B-D3]
OG0004170	KAI3435803.1 hypothetical protein D9Q98_001861 [Chlorella vulgaris]	KAF6254550.1 cap-binding protein 20 [Scenedesmus sp. NREL 46B-D3]
OG0004171	KAI3436402.1 hypothetical protein D9Q98_005819 [Chlorella vulgaris]	KAF6263863.1 hypothetical protein COO60DRAFT_1470323 [Scenedesmus sp. NREL 46B-D3]
OG0004172	KAI3435862.1 hypothetical protein D9Q98_001920 [Chlorella vulgaris]	KAF6254237.1 hypothetical protein COO60DRAFT_1642530 [Scenedesmus sp. NREL 46B-D3]
OG0004173	KAI3435877.1 hypothetical protein D9Q98_001935 [Chlorella vulgaris]	KAF6265916.1 hypothetical protein COO60DRAFT_769299 [Scenedesmus sp. NREL 46B-D3]
OG0004174	KAI3435973.1 hypothetical protein D9Q98_002031 [Chlorella vulgaris], KAI3435971.1 hypothetical protein D9Q98_002029 [Chlorella vulgaris]	KAF6258667.1 t-SNARE [Scenedesmus sp. NREL 46B-D3]
OG0004175	KAI3436032.1 hypothetical protein D9Q98_002089 [Chlorella vulgaris]	KAF6256559.1 hypothetical protein COO60DRAFT_1627135 [Scenedesmus sp. NREL 46B-D3]
OG0004177	KAI3436262.1 hypothetical protein D9Q98_002315 [Chlorella vulgaris]	KAF6264794.1 deoxyhypusine hydroxylase [Scenedesmus sp. NREL 46B-D3]
OG0004178	KAI3436377.1 hypothetical protein D9Q98_002430 [Chlorella vulgaris]	KAF6257546.1 hypothetical protein COO60DRAFT_1523312 [Scenedesmus sp. NREL 46B-D3]
OG0004179	KAI3438948.1 hypothetical protein D9Q98_001362 [Chlorella vulgaris]	KAF6261967.1 kinase-like protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0004180	KAI3438519.1 hypothetical protein D9Q98_000947 [Chlorella vulgaris]	KAF6250633.1 hypothetical protein COO60DRAFT_1569873 [Scenedesmus sp. NREL 46B-D3]
OG0004181	KAI3424449.1 hypothetical protein D9Q98_010001 [Chlorella vulgaris]	KAF6262263.1 permease family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004182	KAI3438960.1 hypothetical protein D9Q98_001374 [Chlorella vulgaris], KAI3423022.1 hypothetical protein D9Q98_010706 [Chlorella vulgaris]	KAF6250909.1 fructose-1_6-bisphosphate aldolase [Scenedesmus sp. NREL 46B-D3]
OG0004183	KAI3428642.1 hypothetical protein D9Q98_007465 [Chlorella vulgaris]	KAF6264696.1 thiamine diphosphate-binding protein [Scenedesmus sp. NREL 46B-D3]
OG0004184	KAI3428600.1 hypothetical protein D9Q98_007423 [Chlorella vulgaris]	KAF6265951.1 putative carboxypeptidase [Scenedesmus sp. NREL 46B-D3]
OG0004186	KAI3438938.1 hypothetical protein D9Q98_001352 [Chlorella vulgaris]	KAF6251950.1 lung seven transmembrane receptor-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004187	KAI3423861.1 hypothetical protein D9Q98_009695 [Chlorella vulgaris]	KAF6265676.1 hypothetical protein COO60DRAFT_867323 [Scenedesmus sp. NREL 46B-D3]
OG0004188	KAI3438650.1 hypothetical protein D9Q98_001072 [Chlorella vulgaris]	KAF6258204.1 26S proteasome regulatory subunit [Scenedesmus sp. NREL 46B-D3]
OG0004189	KAI3432627.1 hypothetical protein D9Q98_004173 [Chlorella vulgaris]	KAF6252997.1 organic solute transporter Ostalpha-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004190	KAI3428298.1 hypothetical protein D9Q98_006677 [Chlorella vulgaris]	KAF6257821.1 hypothetical protein COO60DRAFT_1295595 [Scenedesmus sp. NREL 46B-D3]
OG0004191	KAI3428328.1 hypothetical protein D9Q98_006708 [Chlorella vulgaris]	KAF6253025.1 hypothetical protein COO60DRAFT_1704014 [Scenedesmus sp. NREL 46B-D3]
OG0004192	KAI3436553.1 hypothetical protein D9Q98_005969 [Chlorella vulgaris]	KAF6258497.1 chlorophyll a/b-binding protein domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004193	KAI3436554.1 hypothetical protein D9Q98_005970 [Chlorella vulgaris]	KAF6257466.1 light-harvesting chlorophyll-a/b protein of photosystem I [Scenedesmus sp. NREL 46B-D3]
OG0004194	KAI3436551.1 hypothetical protein D9Q98_005967 [Chlorella vulgaris]	KAF6265684.1 hypothetical protein COO60DRAFT_1697677 [Scenedesmus sp. NREL 46B-D3]
OG0004195	KAI3436435.1 hypothetical protein D9Q98_005852 [Chlorella vulgaris]	KAF6262302.1 hypothetical protein COO60DRAFT_1699417 [Scenedesmus sp. NREL 46B-D3]
OG0004196	KAI3429687.1 hypothetical protein D9Q98_005772 [Chlorella vulgaris]	KAF6252589.1 hypothetical protein COO60DRAFT_1552494 [Scenedesmus sp. NREL 46B-D3]
OG0004198	KAI3436710.1 hypothetical protein D9Q98_006125 [Chlorella vulgaris]	KAF6264343.1 SelEFf [Scenedesmus sp. NREL 46B-D3]
OG0004199	KAI3436425.1 hypothetical protein D9Q98_005842 [Chlorella vulgaris]	KAF6259202.1 hypothetical protein COO60DRAFT_1470833 [Scenedesmus sp. NREL 46B-D3]
OG0004200	KAI3436392.1 hypothetical protein D9Q98_005809 [Chlorella vulgaris]	KAF6261983.1 hypothetical protein COO60DRAFT_1699550 [Scenedesmus sp. NREL 46B-D3]
OG0004201	KAI3434918.1 hypothetical protein D9Q98_002972 [Chlorella vulgaris]	KAF6251626.1 hypothetical protein COO60DRAFT_1287436 [Scenedesmus sp. NREL 46B-D3]
OG0004202	KAI3434916.1 hypothetical protein D9Q98_002970 [Chlorella vulgaris]	KAF6251634.1 hypothetical protein COO60DRAFT_603757 [Scenedesmus sp. NREL 46B-D3], KAF6251633.1 optic atrophy 3 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004203	KAI3431673.1 hypothetical protein D9Q98_004720 [Chlorella vulgaris]	KAF6252235.1 cyanate lyase C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
