Orthogroup	Chlorella_Vulgaris2111P	Chlorella_VariabilisNC64A
OG0006605	KAI3425804.1 hypothetical protein D9Q98_007779 [Chlorella vulgaris]	XP_005847752.1 hypothetical protein CHLNCDRAFT_133851 [Chlorella variabilis]
OG0006606	KAI3425865.1 hypothetical protein D9Q98_007838 [Chlorella vulgaris]	XP_005847785.1 hypothetical protein CHLNCDRAFT_133929 [Chlorella variabilis]
OG0006608	KAI3437842.1 hypothetical protein D9Q98_000288 [Chlorella vulgaris]	XP_005847906.1 hypothetical protein CHLNCDRAFT_56139 [Chlorella variabilis]
OG0006609	KAI3437744.1 hypothetical protein D9Q98_000192 [Chlorella vulgaris]	XP_005847958.1 hypothetical protein CHLNCDRAFT_31004 [Chlorella variabilis]
OG0006611	KAI3426269.1 hypothetical protein D9Q98_008644 [Chlorella vulgaris]	XP_005848272.1 hypothetical protein CHLNCDRAFT_144881 [Chlorella variabilis]
OG0006612	KAI3426292.1 hypothetical protein D9Q98_008665 [Chlorella vulgaris]	XP_005848286.1 hypothetical protein CHLNCDRAFT_144912 [Chlorella variabilis]
OG0006613	KAI3426502.1 hypothetical protein D9Q98_008867 [Chlorella vulgaris]	XP_005848384.1 hypothetical protein CHLNCDRAFT_145162 [Chlorella variabilis]
OG0006614	KAI3426263.1 hypothetical protein D9Q98_008638 [Chlorella vulgaris], KAI3426266.1 hypothetical protein D9Q98_008641 [Chlorella vulgaris]	XP_005848474.1 hypothetical protein CHLNCDRAFT_51820 [Chlorella variabilis]
OG0006615	KAI3426485.1 hypothetical protein D9Q98_008851_ partial [Chlorella vulgaris]	XP_005848575.1 hypothetical protein CHLNCDRAFT_145147 [Chlorella variabilis]
OG0006616	KAI3427059.1 hypothetical protein D9Q98_006999 [Chlorella vulgaris]	XP_005848699.1 hypothetical protein CHLNCDRAFT_144332 [Chlorella variabilis]
OG0006618	KAI3434636.1 hypothetical protein D9Q98_002703 [Chlorella vulgaris]	XP_005849209.1 hypothetical protein CHLNCDRAFT_143929 [Chlorella variabilis]
OG0006619	KAI3438418.1 hypothetical protein D9Q98_000849 [Chlorella vulgaris]	XP_005849732.1 hypothetical protein CHLNCDRAFT_50865 [Chlorella variabilis]
OG0006620	KAI3427957.1 hypothetical protein D9Q98_006347 [Chlorella vulgaris]	XP_005849990.1 hypothetical protein CHLNCDRAFT_141909 [Chlorella variabilis]
OG0006622	KAI3428352.1 hypothetical protein D9Q98_006732 [Chlorella vulgaris]	XP_005850436.1 hypothetical protein CHLNCDRAFT_142375 [Chlorella variabilis]
OG0006624	KAI3436623.1 hypothetical protein D9Q98_006040 [Chlorella vulgaris]	XP_005850957.1 hypothetical protein CHLNCDRAFT_140717 [Chlorella variabilis]
OG0006625	KAI3436591.1 hypothetical protein D9Q98_006008 [Chlorella vulgaris]	XP_005850971.1 hypothetical protein CHLNCDRAFT_140755 [Chlorella variabilis]
OG0006626	KAI3433594.1 hypothetical protein D9Q98_003405 [Chlorella vulgaris]	XP_005851212.1 hypothetical protein CHLNCDRAFT_137903 [Chlorella variabilis]
OG0006627	KAI3433536.1 hypothetical protein D9Q98_003346 [Chlorella vulgaris]	XP_005851247.1 hypothetical protein CHLNCDRAFT_137973 [Chlorella variabilis]
OG0006628	KAI3433462.1 hypothetical protein D9Q98_003275 [Chlorella vulgaris]	XP_005851276.1 hypothetical protein CHLNCDRAFT_138064 [Chlorella variabilis]
OG0006629	KAI3433661.1 hypothetical protein D9Q98_003470 [Chlorella vulgaris]	XP_005851466.1 hypothetical protein CHLNCDRAFT_137827 [Chlorella variabilis]
OG0006630	KAI3433626.1 hypothetical protein D9Q98_003435 [Chlorella vulgaris]	XP_005851491.1 expressed protein [Chlorella variabilis]
OG0006630	KAI3433627.1 hypothetical protein D9Q98_003436 [Chlorella vulgaris]	XP_005851490.1 hypothetical protein CHLNCDRAFT_137872 [Chlorella variabilis]
OG0006631	KAI3433612.1 hypothetical protein D9Q98_003421 [Chlorella vulgaris]	XP_005851498.1 hypothetical protein CHLNCDRAFT_137887 [Chlorella variabilis]
OG0006632	KAI3429456.1 hypothetical protein D9Q98_005548 [Chlorella vulgaris], KAI3429455.1 hypothetical protein D9Q98_005548 [Chlorella vulgaris]	XP_005851760.1 hypothetical protein CHLNCDRAFT_133142 [Chlorella variabilis]
OG0006633	KAI3429457.1 hypothetical protein D9Q98_005549 [Chlorella vulgaris]	XP_005851762.1 hypothetical protein CHLNCDRAFT_133144 [Chlorella variabilis]
OG0006634	KAI3429498.1 hypothetical protein D9Q98_005587 [Chlorella vulgaris]	XP_005851776.1 hypothetical protein CHLNCDRAFT_133188 [Chlorella variabilis]
OG0006637	KAI3429726.1 hypothetical protein D9Q98_010042 [Chlorella vulgaris], KAI3429727.1 hypothetical protein D9Q98_010042 [Chlorella vulgaris]	XP_005852226.1 hypothetical protein CHLNCDRAFT_133489 [Chlorella variabilis]
OG0006741	KAI3426412.1 hypothetical protein D9Q98_008781 [Chlorella vulgaris]	XP_005848537.1 hypothetical protein CHLNCDRAFT_30865_ partial [Chlorella variabilis]
OG0006750	KAI3435757.1 hypothetical protein D9Q98_001815 [Chlorella vulgaris]	XP_005846505.1 hypothetical protein CHLNCDRAFT_15860_ partial [Chlorella variabilis]
OG0006754	KAI3428149.1 hypothetical protein D9Q98_006533 [Chlorella vulgaris]	XP_005850091.1 hypothetical protein CHLNCDRAFT_142148 [Chlorella variabilis]
OG0006756	KAI3432562.1 hypothetical protein D9Q98_004111 [Chlorella vulgaris]	XP_005843393.1 expressed protein [Chlorella variabilis]
OG0006757	KAI3435850.1 hypothetical protein D9Q98_001908 [Chlorella vulgaris]	XP_005846463.1 hypothetical protein CHLNCDRAFT_135637 [Chlorella variabilis]
OG0006763	KAI3429681.1 hypothetical protein D9Q98_005766 [Chlorella vulgaris]	XP_005851877.1 expressed protein [Chlorella variabilis]
OG0006766	KAI3426873.1 hypothetical protein D9Q98_006819 [Chlorella vulgaris]	XP_005848991.1 hypothetical protein CHLNCDRAFT_51686 [Chlorella variabilis]
OG0006767	KAI3426847.1 hypothetical protein D9Q98_006793 [Chlorella vulgaris]	XP_005849012.1 hypothetical protein CHLNCDRAFT_144591 [Chlorella variabilis]
OG0006770	KAI3423902.1 hypothetical protein D9Q98_009736 [Chlorella vulgaris]	XP_005846566.1 hypothetical protein CHLNCDRAFT_135087 [Chlorella variabilis]
OG0006772	KAI3431830.1 hypothetical protein D9Q98_010583 [Chlorella vulgaris]	XP_005843233.1 hypothetical protein CHLNCDRAFT_141329 [Chlorella variabilis]
OG0006777	KAI3426066.1 hypothetical protein D9Q98_008034 [Chlorella vulgaris]	XP_005844149.1 hypothetical protein CHLNCDRAFT_58975 [Chlorella variabilis]
OG0006778	KAI3425338.1 hypothetical protein D9Q98_009102 [Chlorella vulgaris]	XP_005845839.1 hypothetical protein CHLNCDRAFT_53515 [Chlorella variabilis]
OG0006780	KAI3425156.1 hypothetical protein D9Q98_008927 [Chlorella vulgaris]	XP_005845919.1 hypothetical protein CHLNCDRAFT_53643 [Chlorella variabilis]
OG0006781	KAI3439038.1 hypothetical protein D9Q98_001448 [Chlorella vulgaris]	XP_005843793.1 hypothetical protein CHLNCDRAFT_139937 [Chlorella variabilis]
OG0006784	KAI3438993.1 hypothetical protein D9Q98_001405 [Chlorella vulgaris]	XP_005843769.1 expressed protein [Chlorella variabilis]
OG0006786	KAI3436442.1 hypothetical protein D9Q98_005859 [Chlorella vulgaris]	XP_005851031.1 hypothetical protein CHLNCDRAFT_140900 [Chlorella variabilis]
OG0006790	KAI3427235.1 hypothetical protein D9Q98_007170 [Chlorella vulgaris]	XP_005848614.1 hypothetical protein CHLNCDRAFT_144116 [Chlorella variabilis]
OG0006792	KAI3431330.1 hypothetical protein D9Q98_004388 [Chlorella vulgaris]	XP_005845986.1 hypothetical protein CHLNCDRAFT_25193_ partial [Chlorella variabilis]
OG0006793	KAI3431362.1 hypothetical protein D9Q98_004419 [Chlorella vulgaris]	XP_005846126.1 hypothetical protein CHLNCDRAFT_59722 [Chlorella variabilis]
OG0006794	KAI3429303.1 hypothetical protein D9Q98_005398 [Chlorella vulgaris]	XP_005852015.1 hypothetical protein CHLNCDRAFT_132954 [Chlorella variabilis]
OG0006795	KAI3433667.1 hypothetical protein D9Q98_003476 [Chlorella vulgaris]	XP_005851179.1 hypothetical protein CHLNCDRAFT_137822 [Chlorella variabilis]
OG0006796	KAI3425715.1 hypothetical protein D9Q98_007691 [Chlorella vulgaris]	XP_005847537.1 hypothetical protein CHLNCDRAFT_59670 [Chlorella variabilis]
OG0006802	KAI3431707.1 hypothetical protein D9Q98_004752 [Chlorella vulgaris]	XP_005844956.1 hypothetical protein CHLNCDRAFT_138328 [Chlorella variabilis]
OG0006809	KAI3435833.1 hypothetical protein D9Q98_001891 [Chlorella vulgaris]	XP_005846473.1 hypothetical protein CHLNCDRAFT_135658 [Chlorella variabilis]
OG0006810	KAI3434849.1 hypothetical protein D9Q98_002903 [Chlorella vulgaris]	XP_005849101.1 expressed protein [Chlorella variabilis]
OG0006813	KAI3428764.1 hypothetical protein D9Q98_007585 [Chlorella vulgaris]	XP_005852181.1 hypothetical protein CHLNCDRAFT_133380 [Chlorella variabilis]
OG0006818	KAI3428078.1 hypothetical protein D9Q98_006462 [Chlorella vulgaris]	XP_005850053.1 hypothetical protein CHLNCDRAFT_142060 [Chlorella variabilis]
OG0006820	KAI3435818.1 hypothetical protein D9Q98_001876 [Chlorella vulgaris]	XP_005846479.1 hypothetical protein CHLNCDRAFT_135674 [Chlorella variabilis]
OG0006824	KAI3424899.1 hypothetical protein D9Q98_008283 [Chlorella vulgaris]	XP_005845109.1 hypothetical protein CHLNCDRAFT_58711 [Chlorella variabilis]
OG0006828	KAI3432444.1 hypothetical protein D9Q98_003996 [Chlorella vulgaris]	XP_005844317.1 hypothetical protein CHLNCDRAFT_139064 [Chlorella variabilis]
OG0006833	KAI3431376.1 hypothetical protein D9Q98_004430 [Chlorella vulgaris]	XP_005846131.1 hypothetical protein CHLNCDRAFT_136083 [Chlorella variabilis]
OG0006838	KAI3428665.1 hypothetical protein D9Q98_007488 [Chlorella vulgaris]	XP_005847411.1 hypothetical protein CHLNCDRAFT_134275 [Chlorella variabilis]
OG0006839	KAI3430658.1 hypothetical protein D9Q98_005250 [Chlorella vulgaris]	XP_005842648.1 expressed protein [Chlorella variabilis]
OG0006852	KAI3434715.1 hypothetical protein D9Q98_002776 [Chlorella vulgaris]	XP_005849177.1 expressed protein [Chlorella variabilis]
OG0006853	KAI3438994.1 hypothetical protein D9Q98_001406 [Chlorella vulgaris]	XP_005843822.1 hypothetical protein CHLNCDRAFT_139888 [Chlorella variabilis]
OG0006862	KAI3427376.1 hypothetical protein D9Q98_010292 [Chlorella vulgaris]	XP_005843178.1 hypothetical protein CHLNCDRAFT_141447 [Chlorella variabilis]
OG0006865	KAI3435528.1 hypothetical protein D9Q98_001594 [Chlorella vulgaris]	XP_005850507.1 hypothetical protein CHLNCDRAFT_140338 [Chlorella variabilis]
OG0006866	KAI3430711.1 hypothetical protein D9Q98_005299 [Chlorella vulgaris]	XP_005842913.1 hypothetical protein CHLNCDRAFT_141741 [Chlorella variabilis]
OG0006867	KAI3431722.1 hypothetical protein D9Q98_004764 [Chlorella vulgaris]	XP_005844950.1 hypothetical protein CHLNCDRAFT_54153 [Chlorella variabilis]
OG0006869	KAI3430996.1 hypothetical protein D9Q98_009398 [Chlorella vulgaris]	XP_005842922.1 hypothetical protein CHLNCDRAFT_59405 [Chlorella variabilis]
OG0006870	KAI3424421.1 hypothetical protein D9Q98_009973 [Chlorella vulgaris]	XP_005843101.1 hypothetical protein CHLNCDRAFT_141519 [Chlorella variabilis]
OG0006871	KAI3424281.1 hypothetical protein D9Q98_009836 [Chlorella vulgaris]	XP_005843745.1 hypothetical protein CHLNCDRAFT_140104 [Chlorella variabilis]
OG0006873	KAI3424279.1 hypothetical protein D9Q98_009834 [Chlorella vulgaris]	XP_005843691.1 hypothetical protein CHLNCDRAFT_55047 [Chlorella variabilis]
OG0006875	KAI3424318.1 hypothetical protein D9Q98_009871 [Chlorella vulgaris]	XP_005843671.1 hypothetical protein CHLNCDRAFT_140054 [Chlorella variabilis]
OG0006877	KAI3424418.1 hypothetical protein D9Q98_009970 [Chlorella vulgaris]	XP_005843133.1 hypothetical protein CHLNCDRAFT_141508 [Chlorella variabilis]
OG0006879	KAI3430390.1 hypothetical protein D9Q98_004985 [Chlorella vulgaris]	XP_005844480.1 hypothetical protein CHLNCDRAFT_138815 [Chlorella variabilis]
OG0006880	KAI3431364.1 hypothetical protein D9Q98_004421 [Chlorella vulgaris]	XP_005846127.1 hypothetical protein CHLNCDRAFT_53396 [Chlorella variabilis]
OG0006882	KAI3430349.1 hypothetical protein D9Q98_004944 [Chlorella vulgaris]	XP_005844497.1 expressed protein [Chlorella variabilis]
OG0006883	KAI3430381.1 hypothetical protein D9Q98_004976 [Chlorella vulgaris]	XP_005844484.1 hypothetical protein CHLNCDRAFT_58851 [Chlorella variabilis]
OG0006884	KAI3430217.1 hypothetical protein D9Q98_004815 [Chlorella vulgaris]	XP_005844649.1 hypothetical protein CHLNCDRAFT_138991 [Chlorella variabilis]
OG0006886	KAI3430304.1 hypothetical protein D9Q98_004900 [Chlorella vulgaris]	XP_005844606.1 hypothetical protein CHLNCDRAFT_14906_ partial [Chlorella variabilis]
OG0006887	KAI3424331.1 hypothetical protein D9Q98_009884 [Chlorella vulgaris]	XP_005843725.1 hypothetical protein CHLNCDRAFT_140040 [Chlorella variabilis]
OG0006889	KAI3434601.1 hypothetical protein D9Q98_002669 [Chlorella vulgaris]	XP_005843924.1 expressed protein [Chlorella variabilis], XP_005843849.1 hypothetical protein CHLNCDRAFT_139669 [Chlorella variabilis]
OG0006890	KAI3434397.1 hypothetical protein D9Q98_002475 [Chlorella vulgaris]	XP_005842907.1 hypothetical protein CHLNCDRAFT_28714 [Chlorella variabilis]
OG0006891	KAI3434433.1 hypothetical protein D9Q98_002510 [Chlorella vulgaris]	XP_005843975.1 hypothetical protein CHLNCDRAFT_139785 [Chlorella variabilis]
OG0006895	KAI3436476.1 hypothetical protein D9Q98_005893 [Chlorella vulgaris]	XP_005850735.1 hypothetical protein CHLNCDRAFT_140870 [Chlorella variabilis]
OG0006896	KAI3424154.1 hypothetical protein D9Q98_009514 [Chlorella vulgaris]	XP_005845575.1 expressed protein [Chlorella variabilis]
OG0006900	KAI3437692.1 hypothetical protein D9Q98_000141 [Chlorella vulgaris]	XP_005848141.1 hypothetical protein CHLNCDRAFT_145481 [Chlorella variabilis]
OG0006902	KAI3437706.1 hypothetical protein D9Q98_000154 [Chlorella vulgaris], KAI3437705.1 hypothetical protein D9Q98_000154 [Chlorella vulgaris]	XP_005847974.1 hypothetical protein CHLNCDRAFT_52124 [Chlorella variabilis]
OG0006903	KAI3437555.1 hypothetical protein D9Q98_000008 [Chlorella vulgaris]	XP_005848027.1 expressed protein [Chlorella variabilis]
OG0006904	KAI3437699.1 hypothetical protein D9Q98_000148 [Chlorella vulgaris]	XP_005848136.1 hypothetical protein CHLNCDRAFT_145473 [Chlorella variabilis]
OG0006905	KAI3430775.1 hypothetical protein D9Q98_009187 [Chlorella vulgaris]	XP_005844759.1 expressed protein [Chlorella variabilis]
OG0006908	KAI3430778.1 hypothetical protein D9Q98_009190 [Chlorella vulgaris]	XP_005844764.1 hypothetical protein CHLNCDRAFT_138601 [Chlorella variabilis]
OG0006909	KAI3430821.1 hypothetical protein D9Q98_009232 [Chlorella vulgaris]	XP_005844703.1 hypothetical protein CHLNCDRAFT_138640 [Chlorella variabilis]
OG0006910	KAI3430974.1 hypothetical protein D9Q98_009378 [Chlorella vulgaris]	XP_005842932.1 expressed protein [Chlorella variabilis]
OG0006912	KAI3436819.1 hypothetical protein D9Q98_006229 [Chlorella vulgaris], KAI3439137.1 hypothetical protein D9Q98_001545 [Chlorella vulgaris]	XP_005852324.1 hypothetical protein CHLNCDRAFT_142512 [Chlorella variabilis]
OG0006914	KAI3423984.1 hypothetical protein D9Q98_009817 [Chlorella vulgaris]	XP_005842592.1 hypothetical protein CHLNCDRAFT_55868_ partial [Chlorella variabilis]
OG0006920	KAI3423866.1 hypothetical protein D9Q98_009700 [Chlorella vulgaris]	XP_005846731.1 hypothetical protein CHLNCDRAFT_135165 [Chlorella variabilis]
OG0006922	KAI3423964.1 hypothetical protein D9Q98_009798 [Chlorella vulgaris]	XP_005852311.1 hypothetical protein CHLNCDRAFT_143411 [Chlorella variabilis]
OG0006924	KAI3430524.1 hypothetical protein D9Q98_005117 [Chlorella vulgaris]	XP_005843371.1 hypothetical protein CHLNCDRAFT_141189 [Chlorella variabilis]
OG0006927	KAI3430463.1 hypothetical protein D9Q98_005058 [Chlorella vulgaris]	XP_005843405.1 hypothetical protein CHLNCDRAFT_55258 [Chlorella variabilis]
OG0006929	KAI3430398.1 hypothetical protein D9Q98_004993 [Chlorella vulgaris]	XP_005844477.1 hypothetical protein CHLNCDRAFT_138809 [Chlorella variabilis]
OG0006930	KAI3430543.1 hypothetical protein D9Q98_005136 [Chlorella vulgaris]	XP_005843360.1 hypothetical protein CHLNCDRAFT_141165 [Chlorella variabilis]
OG0006931	KAI3430507.1 hypothetical protein D9Q98_005102 [Chlorella vulgaris]	XP_005843377.1 hypothetical protein CHLNCDRAFT_141203 [Chlorella variabilis]
OG0006932	KAI3430523.1 hypothetical protein D9Q98_005116 [Chlorella vulgaris]	XP_005843314.1 hypothetical protein CHLNCDRAFT_141190 [Chlorella variabilis]
OG0006935	KAI3430453.1 hypothetical protein D9Q98_005048 [Chlorella vulgaris]	XP_005843410.1 hypothetical protein CHLNCDRAFT_28265_ partial [Chlorella variabilis]
OG0006937	KAI3430510.1 hypothetical protein D9Q98_005105 [Chlorella vulgaris]	XP_005843376.1 hypothetical protein CHLNCDRAFT_141200 [Chlorella variabilis]
OG0006938	KAI3431658.1 hypothetical protein D9Q98_004705 [Chlorella vulgaris]	XP_005844979.1 hypothetical protein CHLNCDRAFT_58746 [Chlorella variabilis]
OG0006939	KAI3431743.1 hypothetical protein D9Q98_004785 [Chlorella vulgaris]	XP_005844934.1 hypothetical protein CHLNCDRAFT_138274 [Chlorella variabilis]
OG0006941	KAI3433356.1 hypothetical protein D9Q98_003174 [Chlorella vulgaris]	XP_005851311.1 hypothetical protein CHLNCDRAFT_15090_ partial [Chlorella variabilis]
OG0006943	KAI3431778.1 hypothetical protein D9Q98_010533 [Chlorella vulgaris]	XP_005843300.1 hypothetical protein CHLNCDRAFT_9525_ partial [Chlorella variabilis]
OG0006944	KAI3431709.1 hypothetical protein D9Q98_004754 [Chlorella vulgaris]	XP_005844955.1 hypothetical protein CHLNCDRAFT_138326 [Chlorella variabilis]
OG0006946	KAI3431853.1 hypothetical protein D9Q98_010605 [Chlorella vulgaris]	XP_005843224.1 hypothetical protein CHLNCDRAFT_141306 [Chlorella variabilis]
OG0006948	KAI3425270.1 hypothetical protein D9Q98_009037 [Chlorella vulgaris]	XP_005845869.1 hypothetical protein CHLNCDRAFT_136394 [Chlorella variabilis]
OG0006949	KAI3425340.1 hypothetical protein D9Q98_009104 [Chlorella vulgaris]	XP_005845838.1 expressed protein [Chlorella variabilis]
OG0006950	KAI3425209.1 hypothetical protein D9Q98_008977 [Chlorella vulgaris]	XP_005845891.1 hypothetical protein CHLNCDRAFT_58458 [Chlorella variabilis]
OG0006952	KAI3425350.1 hypothetical protein D9Q98_009114 [Chlorella vulgaris]	XP_005845834.1 hypothetical protein CHLNCDRAFT_136308 [Chlorella variabilis]
OG0006955	KAI3425217.1 hypothetical protein D9Q98_008985 [Chlorella vulgaris]	XP_005845893.1 expressed protein [Chlorella variabilis]
OG0006957	KAI3425333.1 hypothetical protein D9Q98_009097 [Chlorella vulgaris]	XP_005845734.1 hypothetical protein CHLNCDRAFT_136326 [Chlorella variabilis]
OG0006959	KAI3425212.1 hypothetical protein D9Q98_008980 [Chlorella vulgaris]	XP_005845776.1 expressed protein [Chlorella variabilis]
OG0006961	KAI3426080.1 hypothetical protein D9Q98_008048 [Chlorella vulgaris]	XP_005844239.1 hypothetical protein CHLNCDRAFT_139266 [Chlorella variabilis]
OG0006962	KAI3425982.1 hypothetical protein D9Q98_007950 [Chlorella vulgaris]	XP_005847838.1 hypothetical protein CHLNCDRAFT_134070 [Chlorella variabilis]
OG0006967	KAI3425952.1 hypothetical protein D9Q98_007922 [Chlorella vulgaris]	XP_005847662.1 hypothetical protein CHLNCDRAFT_134034 [Chlorella variabilis]
OG0006968	KAI3425955.1 hypothetical protein D9Q98_007925 [Chlorella vulgaris]	XP_005847664.1 hypothetical protein CHLNCDRAFT_134037 [Chlorella variabilis]
OG0006969	KAI3435029.1 hypothetical protein D9Q98_003081 [Chlorella vulgaris]	XP_005849018.1 hypothetical protein CHLNCDRAFT_143429 [Chlorella variabilis]
OG0006970	KAI3434781.1 hypothetical protein D9Q98_002841 [Chlorella vulgaris]	XP_005849342.1 hypothetical protein CHLNCDRAFT_21645 [Chlorella variabilis]
OG0006972	KAI3434874.1 hypothetical protein D9Q98_002928 [Chlorella vulgaris]	XP_005849089.1 hypothetical protein CHLNCDRAFT_143605 [Chlorella variabilis]
OG0006974	KAI3426036.1 hypothetical protein D9Q98_008004 [Chlorella vulgaris]	XP_005847866.1 hypothetical protein CHLNCDRAFT_52423 [Chlorella variabilis]
OG0006975	KAI3423801.1 hypothetical protein D9Q98_009638 [Chlorella vulgaris]	XP_005851653.1 hypothetical protein CHLNCDRAFT_19034_ partial [Chlorella variabilis]
OG0006976	KAI3431455.1 hypothetical protein D9Q98_004507 [Chlorella vulgaris]	XP_005846037.1 hypothetical protein CHLNCDRAFT_53446 [Chlorella variabilis]
