Orthogroup	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
OG0019654									KAF6266035.1 hypothetical protein COO60DRAFT_1633099 [Scenedesmus sp. NREL 46B-D3]	
OG0019655									KAF6266040.1 hypothetical protein COO60DRAFT_1475272 [Scenedesmus sp. NREL 46B-D3]	
OG0019656									KAF6266042.1 hypothetical protein COO60DRAFT_1475273_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019657									KAF6266048.1 hypothetical protein COO60DRAFT_1633107 [Scenedesmus sp. NREL 46B-D3]	
OG0019658									KAF6266050.1 hypothetical protein COO60DRAFT_1291855 [Scenedesmus sp. NREL 46B-D3]	
OG0019659									KAF6266053.1 hypothetical protein COO60DRAFT_640897 [Scenedesmus sp. NREL 46B-D3]	
OG0019660									KAF6266066.1 hypothetical protein COO60DRAFT_641629 [Scenedesmus sp. NREL 46B-D3]	
OG0019661									KAF6266067.1 hypothetical protein COO60DRAFT_641608 [Scenedesmus sp. NREL 46B-D3]	
OG0019662									KAF6266069.1 hypothetical protein COO60DRAFT_641713 [Scenedesmus sp. NREL 46B-D3]	
OG0019663									KAF6266071.1 hypothetical protein COO60DRAFT_641787 [Scenedesmus sp. NREL 46B-D3]	
OG0019664									KAF6266074.1 hypothetical protein COO60DRAFT_1475518 [Scenedesmus sp. NREL 46B-D3]	
OG0019665									KAF6266075.1 hypothetical protein COO60DRAFT_1475520_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019666									KAF6266076.1 hypothetical protein COO60DRAFT_642136 [Scenedesmus sp. NREL 46B-D3]	
OG0019667									KAF6266077.1 hypothetical protein COO60DRAFT_641940 [Scenedesmus sp. NREL 46B-D3]	
OG0019668									KAF6266079.1 hypothetical protein COO60DRAFT_642256 [Scenedesmus sp. NREL 46B-D3]	
OG0019669									KAF6266080.1 hypothetical protein COO60DRAFT_642294 [Scenedesmus sp. NREL 46B-D3]	
OG0019670									KAF6266081.1 hypothetical protein COO60DRAFT_642348 [Scenedesmus sp. NREL 46B-D3]	
OG0019671									KAF6266082.1 hypothetical protein COO60DRAFT_642339 [Scenedesmus sp. NREL 46B-D3]	
OG0019672									KAF6266084.1 hypothetical protein COO60DRAFT_642489 [Scenedesmus sp. NREL 46B-D3]	
OG0019673									KAF6266085.1 hypothetical protein COO60DRAFT_642490 [Scenedesmus sp. NREL 46B-D3]	
OG0019674									KAF6266089.1 hypothetical protein COO60DRAFT_1475546 [Scenedesmus sp. NREL 46B-D3]	
OG0019675									KAF6266097.1 hypothetical protein COO60DRAFT_1456785 [Scenedesmus sp. NREL 46B-D3]	
OG0019676									KAF6266098.1 hypothetical protein COO60DRAFT_1266044 [Scenedesmus sp. NREL 46B-D3]	
OG0019677									KAF6266111.1 hypothetical protein COO60DRAFT_1633160 [Scenedesmus sp. NREL 46B-D3]	
OG0019678									KAF6266114.1 hypothetical protein COO60DRAFT_643924 [Scenedesmus sp. NREL 46B-D3]	
OG0019679									KAF6266115.1 hypothetical protein COO60DRAFT_643978 [Scenedesmus sp. NREL 46B-D3]	
OG0019680									KAF6266119.1 hypothetical protein COO60DRAFT_1475698 [Scenedesmus sp. NREL 46B-D3]	
OG0019681									KAF6266121.1 hypothetical protein COO60DRAFT_1475707 [Scenedesmus sp. NREL 46B-D3]	
OG0019682									KAF6266126.1 hypothetical protein COO60DRAFT_1475711 [Scenedesmus sp. NREL 46B-D3]	
OG0019683									KAF6266129.1 hypothetical protein COO60DRAFT_644623 [Scenedesmus sp. NREL 46B-D3]	
OG0019684									KAF6266130.1 hypothetical protein COO60DRAFT_644641 [Scenedesmus sp. NREL 46B-D3]	
OG0019685									KAF6266134.1 hypothetical protein COO60DRAFT_644709 [Scenedesmus sp. NREL 46B-D3]	
OG0019686									KAF6266135.1 hypothetical protein COO60DRAFT_644690 [Scenedesmus sp. NREL 46B-D3]	
OG0019687									KAF6266143.1 hypothetical protein COO60DRAFT_1475783 [Scenedesmus sp. NREL 46B-D3]	
OG0019688									KAF6266145.1 hypothetical protein COO60DRAFT_1475789 [Scenedesmus sp. NREL 46B-D3]	
OG0019689									KAF6266146.1 hypothetical protein COO60DRAFT_645150 [Scenedesmus sp. NREL 46B-D3]	
OG0019690									KAF6266149.1 flagellar WD repeat-containing protein Pf20 [Scenedesmus sp. NREL 46B-D3]	
OG0019691									KAF6266154.1 hypothetical protein COO60DRAFT_1475851_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019692									KAF6266158.1 hypothetical protein COO60DRAFT_1633193 [Scenedesmus sp. NREL 46B-D3]	
OG0019693									KAF6266170.1 hypothetical protein COO60DRAFT_1697499 [Scenedesmus sp. NREL 46B-D3]	
OG0019694									KAF6266178.1 hypothetical protein COO60DRAFT_1475976 [Scenedesmus sp. NREL 46B-D3]	
OG0019695									KAF6266182.1 hypothetical protein COO60DRAFT_647187 [Scenedesmus sp. NREL 46B-D3]	
OG0019696									KAF6266202.1 hypothetical protein COO60DRAFT_441818 [Scenedesmus sp. NREL 46B-D3]	
OG0019697									KAF6266204.1 hypothetical protein COO60DRAFT_442065 [Scenedesmus sp. NREL 46B-D3]	
OG0019698									KAF6266205.1 hypothetical protein COO60DRAFT_442078 [Scenedesmus sp. NREL 46B-D3]	
OG0019699									KAF6266206.1 hypothetical protein COO60DRAFT_441952 [Scenedesmus sp. NREL 46B-D3]	
OG0019700									KAF6266209.1 hypothetical protein COO60DRAFT_1473853 [Scenedesmus sp. NREL 46B-D3]	
OG0019701									KAF6266210.1 hypothetical protein COO60DRAFT_1473856 [Scenedesmus sp. NREL 46B-D3]	
OG0019702									KAF6266211.1 hypothetical protein COO60DRAFT_442178 [Scenedesmus sp. NREL 46B-D3]	
OG0019703									KAF6266216.1 hypothetical protein COO60DRAFT_1473874 [Scenedesmus sp. NREL 46B-D3]	
OG0019704									KAF6266219.1 hypothetical protein COO60DRAFT_1473879 [Scenedesmus sp. NREL 46B-D3]	
OG0019705									KAF6266220.1 hypothetical protein COO60DRAFT_442525 [Scenedesmus sp. NREL 46B-D3]	
OG0019706									KAF6266224.1 hypothetical protein COO60DRAFT_1473949 [Scenedesmus sp. NREL 46B-D3]	
OG0019707									KAF6266226.1 hypothetical protein COO60DRAFT_442832 [Scenedesmus sp. NREL 46B-D3]	
OG0019708									KAF6266232.1 hypothetical protein COO60DRAFT_1251038_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019709									KAF6266236.1 hypothetical protein COO60DRAFT_443098 [Scenedesmus sp. NREL 46B-D3]	
OG0019710									KAF6266238.1 hypothetical protein COO60DRAFT_443131 [Scenedesmus sp. NREL 46B-D3]	
OG0019711									KAF6266239.1 hypothetical protein COO60DRAFT_1474014 [Scenedesmus sp. NREL 46B-D3]	
OG0019712									KAF6266241.1 hypothetical protein COO60DRAFT_443492 [Scenedesmus sp. NREL 46B-D3]	
OG0019713									KAF6266249.1 hypothetical protein COO60DRAFT_443898 [Scenedesmus sp. NREL 46B-D3]	
OG0019714									KAF6266254.1 hypothetical protein COO60DRAFT_1474102 [Scenedesmus sp. NREL 46B-D3]	
OG0019715									KAF6266262.1 hypothetical protein COO60DRAFT_444478 [Scenedesmus sp. NREL 46B-D3]	
OG0019716									KAF6266263.1 flagellar associated protein [Scenedesmus sp. NREL 46B-D3]	
OG0019717									KAF6266269.1 hypothetical protein COO60DRAFT_1474163 [Scenedesmus sp. NREL 46B-D3]	
OG0019718									KAF6266271.1 hypothetical protein COO60DRAFT_445078 [Scenedesmus sp. NREL 46B-D3]	
OG0019719									KAF6266273.1 hypothetical protein COO60DRAFT_445131 [Scenedesmus sp. NREL 46B-D3]	
OG0019720									KAF6266275.1 hypothetical protein COO60DRAFT_445221 [Scenedesmus sp. NREL 46B-D3]	
OG0019721									KAF6266278.1 hypothetical protein COO60DRAFT_445424 [Scenedesmus sp. NREL 46B-D3]	
OG0019722									KAF6266279.1 hypothetical protein COO60DRAFT_1474224 [Scenedesmus sp. NREL 46B-D3]	
OG0019723									KAF6266280.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
OG0019724									KAF6266283.1 hypothetical protein COO60DRAFT_1291745 [Scenedesmus sp. NREL 46B-D3]	
OG0019725									KAF6266285.1 hypothetical protein COO60DRAFT_445619 [Scenedesmus sp. NREL 46B-D3]	
OG0019726									KAF6266286.1 hypothetical protein COO60DRAFT_445642 [Scenedesmus sp. NREL 46B-D3]	
OG0019727									KAF6266289.1 Endonuclease/exonuclease/phosphatase [Scenedesmus sp. NREL 46B-D3]	
OG0019728									KAF6266290.1 hypothetical protein COO60DRAFT_1474243 [Scenedesmus sp. NREL 46B-D3]	
OG0019729									KAF6266292.1 hypothetical protein COO60DRAFT_445987 [Scenedesmus sp. NREL 46B-D3]	
OG0019730									KAF6266295.1 hypothetical protein COO60DRAFT_1474253 [Scenedesmus sp. NREL 46B-D3]	
OG0019731									KAF6266297.1 hypothetical protein COO60DRAFT_446163 [Scenedesmus sp. NREL 46B-D3]	
OG0019732									KAF6266300.1 terpenoid cyclases/protein prenyltransferase alpha-alpha toroid [Scenedesmus sp. NREL 46B-D3]	
OG0019733									KAF6266303.1 hypothetical protein COO60DRAFT_446371 [Scenedesmus sp. NREL 46B-D3]	
OG0019734									KAF6266305.1 hypothetical protein COO60DRAFT_446465 [Scenedesmus sp. NREL 46B-D3]	
OG0019735									KAF6266306.1 hypothetical protein COO60DRAFT_446490 [Scenedesmus sp. NREL 46B-D3]	
OG0019736									KAF6266307.1 hypothetical protein COO60DRAFT_1632942 [Scenedesmus sp. NREL 46B-D3]	
OG0019737									KAF6266310.1 hypothetical protein COO60DRAFT_1474287 [Scenedesmus sp. NREL 46B-D3]	
OG0019738									KAF6266313.1 hypothetical protein COO60DRAFT_446713 [Scenedesmus sp. NREL 46B-D3]	
OG0019739									KAF6266314.1 hypothetical protein COO60DRAFT_1474338 [Scenedesmus sp. NREL 46B-D3]	
OG0019740									KAF6266321.1 hypothetical protein COO60DRAFT_447023 [Scenedesmus sp. NREL 46B-D3]	
OG0019741									KAF6266322.1 hypothetical protein COO60DRAFT_446960 [Scenedesmus sp. NREL 46B-D3]	
OG0019742									KAF6266328.1 kinase-like protein_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019743									KAF6266330.1 hypothetical protein COO60DRAFT_1474422 [Scenedesmus sp. NREL 46B-D3]	
OG0019744									KAF6266332.1 hypothetical protein COO60DRAFT_1474423 [Scenedesmus sp. NREL 46B-D3]	
OG0019745									KAF6266333.1 hypothetical protein COO60DRAFT_447383 [Scenedesmus sp. NREL 46B-D3]	
OG0019746									KAF6266334.1 hypothetical protein COO60DRAFT_1474442 [Scenedesmus sp. NREL 46B-D3]	
OG0019747									KAF6266336.1 hypothetical protein COO60DRAFT_447921 [Scenedesmus sp. NREL 46B-D3]	
OG0019748									KAF6266338.1 hypothetical protein COO60DRAFT_1474449 [Scenedesmus sp. NREL 46B-D3]	
OG0019749									KAF6266344.1 hypothetical protein COO60DRAFT_1697347 [Scenedesmus sp. NREL 46B-D3]	
OG0019750									KAF6266348.1 peptidase S8/S53 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
OG0019751									KAF6266350.1 hypothetical protein COO60DRAFT_1474529_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019752									KAF6266354.1 hypothetical protein COO60DRAFT_1632972 [Scenedesmus sp. NREL 46B-D3]	
OG0019753									KAF6266355.1 hypothetical protein COO60DRAFT_1632973 [Scenedesmus sp. NREL 46B-D3]	
OG0019754									KAF6266358.1 hypothetical protein COO60DRAFT_1474555_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019755									KAF6266360.1 hypothetical protein COO60DRAFT_449162 [Scenedesmus sp. NREL 46B-D3]	
OG0019756									KAF6266362.1 hypothetical protein COO60DRAFT_449132 [Scenedesmus sp. NREL 46B-D3]	
OG0019757									KAF6266366.1 hypothetical protein COO60DRAFT_449403 [Scenedesmus sp. NREL 46B-D3]	
OG0019758									KAF6266370.1 hypothetical protein COO60DRAFT_449832 [Scenedesmus sp. NREL 46B-D3]	
OG0019759									KAF6266372.1 hypothetical protein COO60DRAFT_449988 [Scenedesmus sp. NREL 46B-D3]	
OG0019760									KAF6266373.1 hypothetical protein COO60DRAFT_1697360 [Scenedesmus sp. NREL 46B-D3]	
OG0019761									KAF6266381.1 hypothetical protein COO60DRAFT_1474598 [Scenedesmus sp. NREL 46B-D3]	
OG0019762									KAF6266388.1 hypothetical protein COO60DRAFT_1474699_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019763									KAF6266390.1 hypothetical protein COO60DRAFT_1474708_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019764									KAF6266393.1 hypothetical protein COO60DRAFT_450991 [Scenedesmus sp. NREL 46B-D3]	
OG0019765									KAF6266400.1 hypothetical protein COO60DRAFT_451662 [Scenedesmus sp. NREL 46B-D3]	
OG0019766									KAF6266402.1 hypothetical protein COO60DRAFT_451666 [Scenedesmus sp. NREL 46B-D3]	
OG0019767									KAF6266404.1 hypothetical protein COO60DRAFT_451461 [Scenedesmus sp. NREL 46B-D3]	
OG0019768									KAF6266405.1 hypothetical protein COO60DRAFT_451733 [Scenedesmus sp. NREL 46B-D3]	
OG0019769									KAF6266411.1 hypothetical protein COO60DRAFT_1474794 [Scenedesmus sp. NREL 46B-D3]	
OG0019770									KAF6266412.1 hypothetical protein COO60DRAFT_452183 [Scenedesmus sp. NREL 46B-D3]	
OG0019771									KAF6266414.1 hypothetical protein COO60DRAFT_1474800 [Scenedesmus sp. NREL 46B-D3]	
OG0019772									KAF6266420.1 hypothetical protein COO60DRAFT_1633018 [Scenedesmus sp. NREL 46B-D3]	
OG0019773									KAF6266425.1 hypothetical protein COO60DRAFT_452860 [Scenedesmus sp. NREL 46B-D3]	
OG0019774									KAF6266427.1 hypothetical protein COO60DRAFT_1474849 [Scenedesmus sp. NREL 46B-D3]	
OG0019775									KAF6266429.1 hypothetical protein COO60DRAFT_453095 [Scenedesmus sp. NREL 46B-D3]	
OG0019776									KAF6266435.1 hypothetical protein COO60DRAFT_453233 [Scenedesmus sp. NREL 46B-D3]	
OG0019777									KAF6266438.1 hypothetical protein COO60DRAFT_453388 [Scenedesmus sp. NREL 46B-D3]	
OG0019778									KAF6266448.1 hypothetical protein COO60DRAFT_454145 [Scenedesmus sp. NREL 46B-D3]	
OG0019779									KAF6266450.1 hypothetical protein COO60DRAFT_454019 [Scenedesmus sp. NREL 46B-D3]	
OG0019780									KAF6266452.1 hypothetical protein COO60DRAFT_1633045 [Scenedesmus sp. NREL 46B-D3]	
OG0019781									KAF6266453.1 hypothetical protein COO60DRAFT_454250 [Scenedesmus sp. NREL 46B-D3]	
OG0019782									KAF6266454.1 hypothetical protein COO60DRAFT_454237 [Scenedesmus sp. NREL 46B-D3]	
OG0019783									KAF6266459.1 hypothetical protein COO60DRAFT_454458 [Scenedesmus sp. NREL 46B-D3]	
OG0019784									KAF6266462.1 hypothetical protein COO60DRAFT_1474949 [Scenedesmus sp. NREL 46B-D3]	
OG0019785									KAF6266466.1 hypothetical protein COO60DRAFT_1474954 [Scenedesmus sp. NREL 46B-D3]	
OG0019786									KAF6266469.1 hypothetical protein COO60DRAFT_454861 [Scenedesmus sp. NREL 46B-D3]	
OG0019787									KAF6266477.1 hypothetical protein COO60DRAFT_65 [Scenedesmus sp. NREL 46B-D3]	
OG0019788									KAF6266478.1 hypothetical protein COO60DRAFT_303 [Scenedesmus sp. NREL 46B-D3]	
OG0019789									KAF6266479.1 hypothetical protein COO60DRAFT_304 [Scenedesmus sp. NREL 46B-D3]	
OG0019790									KAF6266492.1 hypothetical protein COO60DRAFT_942 [Scenedesmus sp. NREL 46B-D3]	
OG0019791									KAF6266506.1 hypothetical protein COO60DRAFT_1472473 [Scenedesmus sp. NREL 46B-D3]	
OG0019792									KAF6266507.1 hypothetical protein COO60DRAFT_1623389 [Scenedesmus sp. NREL 46B-D3]	
OG0019793									KAF6266511.1 hypothetical protein COO60DRAFT_1663 [Scenedesmus sp. NREL 46B-D3]	
OG0019794									KAF6266512.1 hypothetical protein COO60DRAFT_1472487 [Scenedesmus sp. NREL 46B-D3]	
OG0019795									KAF6266513.1 hypothetical protein COO60DRAFT_1704 [Scenedesmus sp. NREL 46B-D3]	
OG0019796									KAF6266514.1 hypothetical protein COO60DRAFT_1472488 [Scenedesmus sp. NREL 46B-D3]	
OG0019797									KAF6266515.1 hypothetical protein COO60DRAFT_1897 [Scenedesmus sp. NREL 46B-D3]	
OG0019798									KAF6266523.1 hypothetical protein COO60DRAFT_2138 [Scenedesmus sp. NREL 46B-D3]	
OG0019799									KAF6266524.1 hypothetical protein COO60DRAFT_2199 [Scenedesmus sp. NREL 46B-D3]	
OG0019800									KAF6266529.1 hypothetical protein COO60DRAFT_1632637 [Scenedesmus sp. NREL 46B-D3]	
OG0019801									KAF6266530.1 hypothetical protein COO60DRAFT_2474 [Scenedesmus sp. NREL 46B-D3]	
OG0019802									KAF6266531.1 hypothetical protein COO60DRAFT_1472521 [Scenedesmus sp. NREL 46B-D3]	
OG0019803									KAF6266532.1 hypothetical protein COO60DRAFT_1472527_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019804									KAF6266533.1 hypothetical protein COO60DRAFT_1472531 [Scenedesmus sp. NREL 46B-D3]	
OG0019805									KAF6266535.1 hypothetical protein COO60DRAFT_2636 [Scenedesmus sp. NREL 46B-D3]	
OG0019806									KAF6266542.1 hypothetical protein COO60DRAFT_2821 [Scenedesmus sp. NREL 46B-D3]	
OG0019807									KAF6266549.1 hypothetical protein COO60DRAFT_1472546_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019808									KAF6266551.1 hypothetical protein COO60DRAFT_3245 [Scenedesmus sp. NREL 46B-D3]	
OG0019809									KAF6266552.1 hypothetical protein COO60DRAFT_3194 [Scenedesmus sp. NREL 46B-D3]	
OG0019810									KAF6266559.1 hypothetical protein COO60DRAFT_3827 [Scenedesmus sp. NREL 46B-D3]	
OG0019811									KAF6266561.1 hypothetical protein COO60DRAFT_3788 [Scenedesmus sp. NREL 46B-D3]	
OG0019812									KAF6266567.1 hypothetical protein COO60DRAFT_4123 [Scenedesmus sp. NREL 46B-D3]	
OG0019813									KAF6266570.1 hypothetical protein COO60DRAFT_4143 [Scenedesmus sp. NREL 46B-D3]	
OG0019814									KAF6266571.1 hypothetical protein COO60DRAFT_4306 [Scenedesmus sp. NREL 46B-D3]	
OG0019815									KAF6266576.1 hypothetical protein COO60DRAFT_1472707 [Scenedesmus sp. NREL 46B-D3]	
OG0019816									KAF6266583.1 hypothetical protein COO60DRAFT_4487 [Scenedesmus sp. NREL 46B-D3]	
OG0019817									KAF6266585.1 hypothetical protein COO60DRAFT_1472745 [Scenedesmus sp. NREL 46B-D3]	
OG0019818									KAF6266586.1 hypothetical protein COO60DRAFT_4484 [Scenedesmus sp. NREL 46B-D3]	
OG0019819									KAF6266589.1 hypothetical protein COO60DRAFT_1472751 [Scenedesmus sp. NREL 46B-D3]	
OG0019820									KAF6266599.1 hypothetical protein COO60DRAFT_5463 [Scenedesmus sp. NREL 46B-D3]	
OG0019821									KAF6266602.1 hypothetical protein COO60DRAFT_5455 [Scenedesmus sp. NREL 46B-D3]	
OG0019822									KAF6266605.1 hypothetical protein COO60DRAFT_5702 [Scenedesmus sp. NREL 46B-D3]	
OG0019823									KAF6266606.1 hypothetical protein COO60DRAFT_1697159 [Scenedesmus sp. NREL 46B-D3]	
OG0019824									KAF6266614.1 hypothetical protein COO60DRAFT_1280805 [Scenedesmus sp. NREL 46B-D3]	
OG0019825									KAF6266615.1 hypothetical protein COO60DRAFT_1472902_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019826									KAF6266621.1 hypothetical protein COO60DRAFT_6584 [Scenedesmus sp. NREL 46B-D3]	
OG0019827									KAF6266631.1 hypothetical protein COO60DRAFT_7100 [Scenedesmus sp. NREL 46B-D3]	
OG0019828									KAF6266633.1 hypothetical protein COO60DRAFT_7139 [Scenedesmus sp. NREL 46B-D3]	
OG0019829									KAF6266634.1 hypothetical protein COO60DRAFT_7229 [Scenedesmus sp. NREL 46B-D3]	
OG0019830									KAF6266636.1 hypothetical protein COO60DRAFT_7037 [Scenedesmus sp. NREL 46B-D3]	
OG0019831									KAF6266638.1 hypothetical protein COO60DRAFT_7375 [Scenedesmus sp. NREL 46B-D3]	
OG0019832									KAF6266643.1 hypothetical protein COO60DRAFT_1472971 [Scenedesmus sp. NREL 46B-D3]	
OG0019833									KAF6266646.1 hypothetical protein COO60DRAFT_7597 [Scenedesmus sp. NREL 46B-D3]	
OG0019834									KAF6266647.1 hypothetical protein COO60DRAFT_1472974_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019835									KAF6266657.1 hypothetical protein COO60DRAFT_8258 [Scenedesmus sp. NREL 46B-D3]	
OG0019836									KAF6266661.1 hypothetical protein COO60DRAFT_8379 [Scenedesmus sp. NREL 46B-D3]	
OG0019837									KAF6266663.1 hypothetical protein COO60DRAFT_1473031 [Scenedesmus sp. NREL 46B-D3]	
OG0019838									KAF6266667.1 hypothetical protein COO60DRAFT_8676 [Scenedesmus sp. NREL 46B-D3]	
OG0019839									KAF6266670.1 hypothetical protein COO60DRAFT_1473073 [Scenedesmus sp. NREL 46B-D3]	
OG0019840									KAF6266675.1 hypothetical protein COO60DRAFT_8958 [Scenedesmus sp. NREL 46B-D3]	
OG0019841									KAF6266679.1 hypothetical protein COO60DRAFT_1697200 [Scenedesmus sp. NREL 46B-D3]	
OG0019842									KAF6266682.1 hypothetical protein COO60DRAFT_9284 [Scenedesmus sp. NREL 46B-D3]	
OG0019843									KAF6266686.1 hypothetical protein COO60DRAFT_9479 [Scenedesmus sp. NREL 46B-D3]	
OG0019844									KAF6266688.1 hypothetical protein COO60DRAFT_9518 [Scenedesmus sp. NREL 46B-D3]	
OG0019845									KAF6266689.1 hypothetical protein COO60DRAFT_1473122_ partial [Scenedesmus sp. NREL 46B-D3]	
OG0019846									KAF6266694.1 hypothetical protein COO60DRAFT_9736 [Scenedesmus sp. NREL 46B-D3]	
OG0019847									KAF6266698.1 hypothetical protein COO60DRAFT_1473138 [Scenedesmus sp. NREL 46B-D3]	
OG0019848									KAF6266699.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
OG0019849									KAF6266700.1 hypothetical protein COO60DRAFT_9835 [Scenedesmus sp. NREL 46B-D3]	
OG0019850									KAF6266701.1 hypothetical protein COO60DRAFT_9929 [Scenedesmus sp. NREL 46B-D3]	
OG0019851									KAF6266703.1 hypothetical protein COO60DRAFT_1456519 [Scenedesmus sp. NREL 46B-D3]	
OG0019852									KAF6266714.1 hypothetical protein COO60DRAFT_10216 [Scenedesmus sp. NREL 46B-D3]	
OG0019853									KAF6266725.1 hypothetical protein COO60DRAFT_1473208 [Scenedesmus sp. NREL 46B-D3]	
OG0019854									KAF6266728.1 hypothetical protein COO60DRAFT_1473214 [Scenedesmus sp. NREL 46B-D3]	
OG0019855									KAF6266729.1 hypothetical protein COO60DRAFT_10707 [Scenedesmus sp. NREL 46B-D3]	
