Orthogroup	Scenedesmus_NREL	Auxenochlorella_protothecoides
OG0004842	KAF6264780.1 hypothetical protein COO60DRAFT_1698139 [Scenedesmus sp. NREL 46B-D3]	RMZ57234.1 hypothetical protein APUTEX25_004068 [Auxenochlorella protothecoides]
OG0004843	KAF6255947.1 hypothetical protein COO60DRAFT_1702577 [Scenedesmus sp. NREL 46B-D3]	RMZ57237.1 hypothetical protein APUTEX25_004071 [Auxenochlorella protothecoides]
OG0004845	KAF6255511.1 hypothetical protein COO60DRAFT_1534611 [Scenedesmus sp. NREL 46B-D3]	RMZ57284.1 hypothetical protein APUTEX25_004118 [Auxenochlorella protothecoides]
OG0004846	KAF6261408.1 hypothetical protein COO60DRAFT_1459160 [Scenedesmus sp. NREL 46B-D3]	RMZ57287.1 hypothetical protein APUTEX25_004121_ partial [Auxenochlorella protothecoides]
OG0004850	KAF6256448.1 putative GAF sensor protein [Scenedesmus sp. NREL 46B-D3]	RMZ57316.1 hypothetical protein APUTEX25_004150 [Auxenochlorella protothecoides]
OG0004851	KAF6251380.1 hypothetical protein COO60DRAFT_623068 [Scenedesmus sp. NREL 46B-D3]	RMZ57322.1 hypothetical protein APUTEX25_004156_ partial [Auxenochlorella protothecoides]
OG0004853	KAF6251340.1 flavin-containing amine oxidoreductase-domain containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ57365.1 hypothetical protein APUTEX25_004199_ partial [Auxenochlorella protothecoides]
OG0004854	KAF6263031.1 hypothetical protein COO60DRAFT_533205 [Scenedesmus sp. NREL 46B-D3]	RMZ57369.1 hypothetical protein APUTEX25_004203 [Auxenochlorella protothecoides]
OG0004856	KAF6256907.1 methionine synthase reductase [Scenedesmus sp. NREL 46B-D3]	RMZ57384.1 hypothetical protein APUTEX25_004218_ partial [Auxenochlorella protothecoides]
OG0004857	KAF6262338.1 DnaJ-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ57404.1 hypothetical protein APUTEX25_004238 [Auxenochlorella protothecoides]
OG0004860	KAF6255616.1 hypothetical protein COO60DRAFT_195905 [Scenedesmus sp. NREL 46B-D3]	RMZ57430.1 hypothetical protein APUTEX25_004264 [Auxenochlorella protothecoides]
OG0004861	KAF6266539.1 hypothetical protein COO60DRAFT_1632643 [Scenedesmus sp. NREL 46B-D3]	RMZ57461.1 hypothetical protein APUTEX25_004295_ partial [Auxenochlorella protothecoides]
OG0004864	KAF6261066.1 hypothetical protein COO60DRAFT_821537 [Scenedesmus sp. NREL 46B-D3]	RMZ57535.1 hypothetical protein APUTEX25_001735 [Auxenochlorella protothecoides]
OG0004865	KAF6253618.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ57538.1 hypothetical protein APUTEX25_001738_ partial [Auxenochlorella protothecoides]
OG0004866	KAF6258543.1 hypothetical protein COO60DRAFT_1108484 [Scenedesmus sp. NREL 46B-D3]	RMZ57554.1 hypothetical protein APUTEX25_001754 [Auxenochlorella protothecoides]
OG0004867	KAF6263984.1 hypothetical protein COO60DRAFT_266676 [Scenedesmus sp. NREL 46B-D3]	RMZ57588.1 hypothetical protein APUTEX25_001788 [Auxenochlorella protothecoides]
OG0004868	KAF6256614.1 ubiquitin conjugating enzyme [Scenedesmus sp. NREL 46B-D3]	RMZ57606.1 hypothetical protein APUTEX25_001806 [Auxenochlorella protothecoides]
OG0004870	KAF6262570.1 prolyl oligopeptidase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ57623.1 hypothetical protein APUTEX25_001823 [Auxenochlorella protothecoides]
OG0004871	KAF6260238.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ57624.1 hypothetical protein APUTEX25_001824 [Auxenochlorella protothecoides]
OG0004872	KAF6265328.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3], KAF6265330.1 nucleosome assembly protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ57630.1 hypothetical protein APUTEX25_001830 [Auxenochlorella protothecoides]
OG0004874	KAF6260514.1 Prefoldin subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ57684.1 hypothetical protein APUTEX25_001884 [Auxenochlorella protothecoides]
OG0004875	KAF6252090.1 Aph-1 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ57689.1 hypothetical protein APUTEX25_001889 [Auxenochlorella protothecoides]
OG0004876	KAF6262518.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ57698.1 hypothetical protein APUTEX25_001898 [Auxenochlorella protothecoides]
OG0004877	KAF6254113.1 cytochrome b6-f complex subunit [Scenedesmus sp. NREL 46B-D3]	RMZ57704.1 hypothetical protein APUTEX25_001904_ partial [Auxenochlorella protothecoides]
OG0004878	KAF6264849.1 hypothetical protein COO60DRAFT_1481125 [Scenedesmus sp. NREL 46B-D3]	RMZ57709.1 hypothetical protein APUTEX25_001909_ partial [Auxenochlorella protothecoides]
OG0004879	KAF6258998.1 hypothetical protein COO60DRAFT_1701054 [Scenedesmus sp. NREL 46B-D3]	RMZ57821.1 hypothetical protein APUTEX25_003614_ partial [Auxenochlorella protothecoides]
OG0005279	KAF6259508.1 hypothetical protein COO60DRAFT_1700794 [Scenedesmus sp. NREL 46B-D3]	RMZ52064.1 hypothetical protein APUTEX25_001258 [Auxenochlorella protothecoides]
OG0005280	KAF6259276.1 hypothetical protein COO60DRAFT_1514094 [Scenedesmus sp. NREL 46B-D3]	RMZ52134.1 hypothetical protein APUTEX25_001524_ partial [Auxenochlorella protothecoides]
OG0005283	KAF6252265.1 GPI transamidase component PIG-T [Scenedesmus sp. NREL 46B-D3]	RMZ52224.1 hypothetical protein APUTEX25_001614_ partial [Auxenochlorella protothecoides]
OG0005284	KAF6261045.1 Gcd10p family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ52272.1 hypothetical protein APUTEX25_001662 [Auxenochlorella protothecoides]
OG0005286	KAF6265958.1 hypothetical protein COO60DRAFT_1680592 [Scenedesmus sp. NREL 46B-D3], KAF6265918.1 ELMO/CED-12 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ52280.1 hypothetical protein APUTEX25_001670_ partial [Auxenochlorella protothecoides]
OG0005287	KAF6263328.1 thylakoid membrane protein [Scenedesmus sp. NREL 46B-D3]	RMZ52291.1 hypothetical protein APUTEX25_001681_ partial [Auxenochlorella protothecoides]
OG0005291	KAF6265737.1 hypothetical protein COO60DRAFT_870826 [Scenedesmus sp. NREL 46B-D3]	RMZ52395.1 hypothetical protein APUTEX25_000670 [Auxenochlorella protothecoides]
OG0005294	KAF6259092.1 hypothetical protein COO60DRAFT_1284218 [Scenedesmus sp. NREL 46B-D3]	RMZ52444.1 hypothetical protein APUTEX25_000023 [Auxenochlorella protothecoides]
OG0005295	KAF6259784.1 hypothetical protein COO60DRAFT_973423 [Scenedesmus sp. NREL 46B-D3]	RMZ52450.1 hypothetical protein APUTEX25_000029 [Auxenochlorella protothecoides]
OG0005297	KAF6257377.1 hypothetical protein COO60DRAFT_1639995 [Scenedesmus sp. NREL 46B-D3]	RMZ56068.1 hypothetical protein APUTEX25_004492 [Auxenochlorella protothecoides], RMZ52517.1 hypothetical protein APUTEX25_003660 [Auxenochlorella protothecoides]
OG0005298	KAF6250559.1 hypothetical protein COO60DRAFT_797819 [Scenedesmus sp. NREL 46B-D3]	RMZ52541.1 hypothetical protein APUTEX25_003684 [Auxenochlorella protothecoides]
OG0005300	KAF6251785.1 hypothetical protein COO60DRAFT_1644676 [Scenedesmus sp. NREL 46B-D3]	RMZ52595.1 hypothetical protein APUTEX25_000714 [Auxenochlorella protothecoides]
OG0005301	KAF6257368.1 Oligosaccharyltransferase subunit Ribophorin II-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ52617.1 hypothetical protein APUTEX25_000736 [Auxenochlorella protothecoides]
OG0005302	KAF6266783.1 hypothetical protein COO60DRAFT_1697254 [Scenedesmus sp. NREL 46B-D3]	RMZ52640.1 hypothetical protein APUTEX25_000759 [Auxenochlorella protothecoides]
OG0005304	KAF6252625.1 hypothetical protein COO60DRAFT_506953 [Scenedesmus sp. NREL 46B-D3]	RMZ52663.1 hypothetical protein APUTEX25_000782 [Auxenochlorella protothecoides]
OG0005307	KAF6256225.1 hypothetical protein COO60DRAFT_136294 [Scenedesmus sp. NREL 46B-D3]	RMZ52755.1 hypothetical protein APUTEX25_000874 [Auxenochlorella protothecoides]
OG0005308	KAF6261859.1 hypothetical protein COO60DRAFT_1699576 [Scenedesmus sp. NREL 46B-D3]	RMZ52786.1 hypothetical protein APUTEX25_000905_ partial [Auxenochlorella protothecoides]
OG0005310	KAF6255242.1 Acylphosphatase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ52801.1 hypothetical protein APUTEX25_000920_ partial [Auxenochlorella protothecoides]
OG0005311	KAF6260226.1 plastid and cyanobacterial ribosomal protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ52809.1 hypothetical protein APUTEX25_000928_ partial [Auxenochlorella protothecoides]
OG0005314	KAF6255680.1 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]	RMZ52867.1 hypothetical protein APUTEX25_000986_ partial [Auxenochlorella protothecoides]
OG0005316	KAF6255137.1 hypothetical protein COO60DRAFT_245442 [Scenedesmus sp. NREL 46B-D3]	RMZ52886.1 hypothetical protein APUTEX25_001005_ partial [Auxenochlorella protothecoides]
OG0005318	KAF6257648.1 hypothetical protein COO60DRAFT_1271214_ partial [Scenedesmus sp. NREL 46B-D3], KAF6236327.1 hypothetical protein COO60DRAFT_477112 [Scenedesmus sp. NREL 46B-D3], KAF6253547.1 hypothetical protein COO60DRAFT_1643042 [Scenedesmus sp. NREL 46B-D3]	RMZ52979.1 hypothetical protein APUTEX25_001098 [Auxenochlorella protothecoides]
OG0005320	KAF6251501.1 vitamin B6 photo-protection and homoeostasis-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ52996.1 hypothetical protein APUTEX25_001115_ partial [Auxenochlorella protothecoides]
OG0005322	KAF6266498.1 cytochrome c oxidase 11 kd subunit [Scenedesmus sp. NREL 46B-D3]	RMZ53011.1 hypothetical protein APUTEX25_001130 [Auxenochlorella protothecoides]
OG0005324	KAF6258677.1 hypothetical protein COO60DRAFT_1622129 [Scenedesmus sp. NREL 46B-D3]	RMZ53022.1 hypothetical protein APUTEX25_001141 [Auxenochlorella protothecoides]
OG0005331	KAF6256509.1 hypothetical protein COO60DRAFT_1640673 [Scenedesmus sp. NREL 46B-D3]	RMZ53127.1 hypothetical protein APUTEX25_005116 [Auxenochlorella protothecoides]
OG0005335	KAF6236431.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ53244.1 hypothetical protein APUTEX25_005233 [Auxenochlorella protothecoides]
OG0005337	KAF6259169.1 Oligomerization domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ53262.1 hypothetical protein APUTEX25_005251 [Auxenochlorella protothecoides]
OG0005339	KAF6254730.1 hypothetical protein COO60DRAFT_1538947 [Scenedesmus sp. NREL 46B-D3]	RMZ53278.1 hypothetical protein APUTEX25_005267_ partial [Auxenochlorella protothecoides]
OG0005340	KAF6254586.1 zinc-finger protein Lsd1_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ53281.1 hypothetical protein APUTEX25_005270 [Auxenochlorella protothecoides]
OG0005341	KAF6263517.1 hypothetical protein COO60DRAFT_413541 [Scenedesmus sp. NREL 46B-D3]	RMZ53298.1 hypothetical protein APUTEX25_004786_ partial [Auxenochlorella protothecoides]
OG0005342	KAF6253594.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ53320.1 hypothetical protein APUTEX25_004808 [Auxenochlorella protothecoides]
OG0005343	KAF6257473.1 hypothetical protein COO60DRAFT_1701845 [Scenedesmus sp. NREL 46B-D3]	RMZ53361.1 hypothetical protein APUTEX25_004849_ partial [Auxenochlorella protothecoides]
OG0005344	KAF6259042.1 hypothetical protein COO60DRAFT_1051381 [Scenedesmus sp. NREL 46B-D3]	RMZ53366.1 hypothetical protein APUTEX25_004854 [Auxenochlorella protothecoides]
OG0005345	KAF6259147.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]	RMZ53410.1 hypothetical protein APUTEX25_004898_ partial [Auxenochlorella protothecoides], RMZ57835.1 hypothetical protein APUTEX25_002109_ partial [Auxenochlorella protothecoides]
OG0005350	KAF6249853.1 hypothetical protein COO60DRAFT_926734 [Scenedesmus sp. NREL 46B-D3]	RMZ53479.1 hypothetical protein APUTEX25_003301 [Auxenochlorella protothecoides]
OG0005351	KAF6264080.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ53480.1 hypothetical protein APUTEX25_003302_ partial [Auxenochlorella protothecoides]
OG0005354	KAF6253896.1 hypothetical protein COO60DRAFT_373868 [Scenedesmus sp. NREL 46B-D3]	RMZ53515.1 hypothetical protein APUTEX25_003337_ partial [Auxenochlorella protothecoides]
OG0005355	KAF6249056.1 hypothetical protein COO60DRAFT_1630301 [Scenedesmus sp. NREL 46B-D3]	RMZ53565.1 hypothetical protein APUTEX25_003387 [Auxenochlorella protothecoides]
OG0005356	KAF6264229.1 hypothetical protein COO60DRAFT_225115 [Scenedesmus sp. NREL 46B-D3]	RMZ53587.1 hypothetical protein APUTEX25_003409_ partial [Auxenochlorella protothecoides]
OG0005360	KAF6263439.1 hypothetical protein COO60DRAFT_410609 [Scenedesmus sp. NREL 46B-D3]	RMZ53597.1 hypothetical protein APUTEX25_003419 [Auxenochlorella protothecoides]
OG0005362	KAF6266759.1 hypothetical protein COO60DRAFT_1473359 [Scenedesmus sp. NREL 46B-D3]	RMZ53661.1 hypothetical protein APUTEX25_003195 [Auxenochlorella protothecoides]
OG0005363	KAF6259707.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ53672.1 hypothetical protein APUTEX25_003206 [Auxenochlorella protothecoides]
OG0005366	KAF6261033.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ53748.1 hypothetical protein APUTEX25_003887 [Auxenochlorella protothecoides]
OG0005367	KAF6250852.1 kinase-like domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6250851.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	RMZ53750.1 hypothetical protein APUTEX25_003889 [Auxenochlorella protothecoides]
OG0005368	KAF6254726.1 hypothetical protein COO60DRAFT_1627774 [Scenedesmus sp. NREL 46B-D3], KAF6254725.1 MBOAT_ membrane-bound O-acyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ53765.1 hypothetical protein APUTEX25_003904_ partial [Auxenochlorella protothecoides]
OG0005369	KAF6263764.1 mitochondrial inner membrane translocase [Scenedesmus sp. NREL 46B-D3]	RMZ53834.1 hypothetical protein APUTEX25_003973 [Auxenochlorella protothecoides]
OG0005372	KAF6264345.1 inosine triphosphate pyrophosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ53906.1 hypothetical protein APUTEX25_004749 [Auxenochlorella protothecoides]
OG0005379	KAF6255400.1 hypothetical protein COO60DRAFT_1535615 [Scenedesmus sp. NREL 46B-D3]	RMZ54049.1 hypothetical protein APUTEX25_002626 [Auxenochlorella protothecoides]
OG0005387	KAF6259886.1 stage V sporulation protein S-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54159.1 hypothetical protein APUTEX25_005315 [Auxenochlorella protothecoides]
OG0005389	KAF6255926.1 bola-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54242.1 hypothetical protein APUTEX25_000593_ partial [Auxenochlorella protothecoides]
OG0005391	KAF6262652.1 hypothetical protein COO60DRAFT_1495153 [Scenedesmus sp. NREL 46B-D3]	RMZ54270.1 hypothetical protein APUTEX25_000621 [Auxenochlorella protothecoides]
OG0005392	KAF6256886.1 amine oxidase [Scenedesmus sp. NREL 46B-D3]	RMZ54292.1 hypothetical protein APUTEX25_001450 [Auxenochlorella protothecoides]
OG0005398	KAF6248579.1 hypothetical protein COO60DRAFT_1706939 [Scenedesmus sp. NREL 46B-D3]	RMZ54382.1 hypothetical protein APUTEX25_001958 [Auxenochlorella protothecoides]
OG0005399	KAF6257578.1 casein kinase 2 substrate-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54399.1 hypothetical protein APUTEX25_001975 [Auxenochlorella protothecoides]
OG0005400	KAF6263484.1 hypothetical protein COO60DRAFT_1489895 [Scenedesmus sp. NREL 46B-D3]	RMZ54443.1 hypothetical protein APUTEX25_002019_ partial [Auxenochlorella protothecoides]
OG0005401	KAF6252409.1 hypothetical protein COO60DRAFT_1704280 [Scenedesmus sp. NREL 46B-D3]	RMZ54469.1 hypothetical protein APUTEX25_002045 [Auxenochlorella protothecoides]
OG0005405	KAF6265111.1 hypothetical protein COO60DRAFT_1633864 [Scenedesmus sp. NREL 46B-D3]	RMZ54665.1 hypothetical protein APUTEX25_003043 [Auxenochlorella protothecoides]
OG0005409	KAF6251000.1 hypothetical protein COO60DRAFT_1645661 [Scenedesmus sp. NREL 46B-D3]	RMZ54790.1 hypothetical protein APUTEX25_000307 [Auxenochlorella protothecoides]
OG0005410	KAF6254631.1 hypothetical protein COO60DRAFT_1703209 [Scenedesmus sp. NREL 46B-D3]	RMZ54848.1 hypothetical protein APUTEX25_000365 [Auxenochlorella protothecoides]
OG0005411	KAF6262410.1 hypothetical protein COO60DRAFT_624791 [Scenedesmus sp. NREL 46B-D3]	RMZ54868.1 hypothetical protein APUTEX25_000385 [Auxenochlorella protothecoides]
OG0005413	KAF6261266.1 hypothetical protein COO60DRAFT_804235 [Scenedesmus sp. NREL 46B-D3]	RMZ54910.1 hypothetical protein APUTEX25_000427_ partial [Auxenochlorella protothecoides]
OG0005415	KAF6253820.1 autophagy protein [Scenedesmus sp. NREL 46B-D3]	RMZ55014.1 hypothetical protein APUTEX25_005640_ partial [Auxenochlorella protothecoides]
OG0005416	KAF6265953.1 peptidase C65 Otubain-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55034.1 hypothetical protein APUTEX25_005660 [Auxenochlorella protothecoides]
OG0005417	KAF6260547.1 hypothetical protein COO60DRAFT_1253848_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ55044.1 hypothetical protein APUTEX25_005670 [Auxenochlorella protothecoides]
OG0005418	KAF6261131.1 TLR4 regulator and MIR-interacting MSAP-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55045.1 hypothetical protein APUTEX25_005671_ partial [Auxenochlorella protothecoides]
OG0005420	KAF6260996.1 hypothetical protein COO60DRAFT_1459402 [Scenedesmus sp. NREL 46B-D3]	RMZ55101.1 hypothetical protein APUTEX25_005727 [Auxenochlorella protothecoides]
OG0005421	KAF6266707.1 plastid/chloroplast ribosomal protein S16 [Scenedesmus sp. NREL 46B-D3]	RMZ55104.1 hypothetical protein APUTEX25_005382 [Auxenochlorella protothecoides]
OG0005423	KAF6264923.1 hypothetical protein COO60DRAFT_1698036 [Scenedesmus sp. NREL 46B-D3]	RMZ55154.1 hypothetical protein APUTEX25_005432 [Auxenochlorella protothecoides]
OG0005424	KAF6261923.1 ANTH domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55183.1 hypothetical protein APUTEX25_005461_ partial [Auxenochlorella protothecoides]
OG0005431	KAF6257135.1 cytochrome c/c1 heme-lyase [Scenedesmus sp. NREL 46B-D3]	RMZ55245.1 hypothetical protein APUTEX25_005523 [Auxenochlorella protothecoides]
OG0005433	KAF6265869.1 tryptophan synthase beta subunit-like PLP-dependent enzyme [Scenedesmus sp. NREL 46B-D3], KAF6265870.1 hypothetical protein COO60DRAFT_1476531 [Scenedesmus sp. NREL 46B-D3]	RMZ55321.1 hypothetical protein APUTEX25_003459 [Auxenochlorella protothecoides]
OG0005434	KAF6258583.1 hypothetical protein COO60DRAFT_1518046 [Scenedesmus sp. NREL 46B-D3]	RMZ55359.1 hypothetical protein APUTEX25_002217 [Auxenochlorella protothecoides]
OG0005436	KAF6251868.1 hypothetical protein COO60DRAFT_1556732 [Scenedesmus sp. NREL 46B-D3]	RMZ55377.1 hypothetical protein APUTEX25_003591 [Auxenochlorella protothecoides]
OG0005437	KAF6252578.1 AEX-3 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55394.1 hypothetical protein APUTEX25_003518 [Auxenochlorella protothecoides]
OG0005439	KAF6260217.1 member of the DnaJ superfamily [Scenedesmus sp. NREL 46B-D3]	RMZ55424.1 hypothetical protein APUTEX25_003548 [Auxenochlorella protothecoides]
OG0005442	KAF6264532.1 photosystem II Pbs27-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ55477.1 hypothetical protein APUTEX25_000060 [Auxenochlorella protothecoides]
OG0005443	KAF6264734.1 hypothetical protein COO60DRAFT_1654904 [Scenedesmus sp. NREL 46B-D3]	RMZ55483.1 hypothetical protein APUTEX25_000066 [Auxenochlorella protothecoides]
OG0005444	KAF6253028.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55575.1 hypothetical protein APUTEX25_000158 [Auxenochlorella protothecoides]
OG0005447	KAF6259384.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ55610.1 hypothetical protein APUTEX25_000193 [Auxenochlorella protothecoides]
OG0005449	KAF6261084.1 hypothetical protein COO60DRAFT_1637121 [Scenedesmus sp. NREL 46B-D3]	RMZ55631.1 hypothetical protein APUTEX25_000214 [Auxenochlorella protothecoides]
