Orthogroup	Scenedesmus_NREL	Chlorella_VariabilisNC64A
OG0004927	KAF6263694.1 hypothetical protein COO60DRAFT_382101 [Scenedesmus sp. NREL 46B-D3]	XP_005847435.1 expressed protein [Chlorella variabilis]
OG0004928	KAF6258265.1 heat shock protein Hsp33 [Scenedesmus sp. NREL 46B-D3]	XP_005844395.1 hypothetical protein CHLNCDRAFT_58899 [Chlorella variabilis]
OG0004929	KAF6254978.1 hypothetical protein COO60DRAFT_262429 [Scenedesmus sp. NREL 46B-D3]	XP_005851698.1 hypothetical protein CHLNCDRAFT_132985 [Chlorella variabilis]
OG0004931	KAF6254455.1 cyclophilin-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005843807.1 hypothetical protein CHLNCDRAFT_13084_ partial [Chlorella variabilis]
OG0004932	KAF6263087.1 SIR2-family protein HDAC1 [Scenedesmus sp. NREL 46B-D3]	XP_005850464.1 hypothetical protein CHLNCDRAFT_20462 [Chlorella variabilis]
OG0004935	KAF6261244.1 hypothetical protein COO60DRAFT_1699940 [Scenedesmus sp. NREL 46B-D3]	XP_005850557.1 hypothetical protein CHLNCDRAFT_140447 [Chlorella variabilis]
OG0004936	KAF6265236.1 hypothetical protein COO60DRAFT_1623915 [Scenedesmus sp. NREL 46B-D3]	XP_005849169.1 hypothetical protein CHLNCDRAFT_143820 [Chlorella variabilis]
OG0004939	KAF6266480.1 adenylyltransferase [Scenedesmus sp. NREL 46B-D3]	XP_005848035.1 hypothetical protein CHLNCDRAFT_22673 [Chlorella variabilis]
OG0004940	KAF6266363.1 chlorophyll a/b-binding protein [Scenedesmus sp. NREL 46B-D3]	XP_005850347.1 hypothetical protein CHLNCDRAFT_34387 [Chlorella variabilis]
OG0004941	KAF6262177.1 hypothetical protein COO60DRAFT_1293600 [Scenedesmus sp. NREL 46B-D3]	XP_005851044.1 hypothetical protein CHLNCDRAFT_9694_ partial [Chlorella variabilis]
OG0004943	KAF6264654.1 hypothetical protein COO60DRAFT_1483819 [Scenedesmus sp. NREL 46B-D3]	XP_005852002.1 hypothetical protein CHLNCDRAFT_132922 [Chlorella variabilis]
OG0004944	KAF6250785.1 hypothetical protein COO60DRAFT_1705427 [Scenedesmus sp. NREL 46B-D3]	XP_005847611.1 hypothetical protein CHLNCDRAFT_133914 [Chlorella variabilis]
OG0004945	KAF6265133.1 hypothetical protein COO60DRAFT_1480718 [Scenedesmus sp. NREL 46B-D3]	XP_005847227.1 hypothetical protein CHLNCDRAFT_134179 [Chlorella variabilis]
OG0004946	KAF6265295.1 beta-lactamase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005846052.1 hypothetical protein CHLNCDRAFT_58404 [Chlorella variabilis]
OG0004947	KAF6264855.1 hypothetical protein COO60DRAFT_1266700 [Scenedesmus sp. NREL 46B-D3]	XP_005845938.1 hypothetical protein CHLNCDRAFT_135912 [Chlorella variabilis]
OG0004952	KAF6248580.1 transmembrane proteins 14C-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843190.1 hypothetical protein CHLNCDRAFT_141477 [Chlorella variabilis]
OG0004953	KAF6261017.1 ketopantoate reductase PanE/ApbA-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6261016.1 hypothetical protein COO60DRAFT_818594 [Scenedesmus sp. NREL 46B-D3]	XP_005850776.1 hypothetical protein CHLNCDRAFT_140265 [Chlorella variabilis]
OG0004954	KAF6251800.1 hypothetical protein COO60DRAFT_1644642 [Scenedesmus sp. NREL 46B-D3]	XP_005846396.1 hypothetical protein CHLNCDRAFT_135883 [Chlorella variabilis]
OG0004956	KAF6255925.1 DegP-type protease [Scenedesmus sp. NREL 46B-D3]	XP_005842962.1 hypothetical protein CHLNCDRAFT_37665 [Chlorella variabilis]
OG0004957	KAF6264066.1 hypothetical protein COO60DRAFT_270081 [Scenedesmus sp. NREL 46B-D3]	XP_005844131.1 hypothetical protein CHLNCDRAFT_139627 [Chlorella variabilis]
OG0004958	KAF6263186.1 putative methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260694.1 hypothetical protein COO60DRAFT_855008 [Scenedesmus sp. NREL 46B-D3], KAF6260695.1 hypothetical protein COO60DRAFT_1269252 [Scenedesmus sp. NREL 46B-D3]	XP_005844028.1 expressed protein [Chlorella variabilis]
OG0004960	KAF6261015.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005851743.1 hypothetical protein CHLNCDRAFT_14051_ partial [Chlorella variabilis]
OG0004961	KAF6258500.1 hypothetical protein COO60DRAFT_1639063 [Scenedesmus sp. NREL 46B-D3]	XP_005842901.1 hypothetical protein CHLNCDRAFT_141850 [Chlorella variabilis]
OG0004962	KAF6266736.1 Pex19 protein family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843912.1 hypothetical protein CHLNCDRAFT_54884 [Chlorella variabilis]
OG0004965	KAF6259946.1 hypothetical protein COO60DRAFT_947191 [Scenedesmus sp. NREL 46B-D3]	XP_005848010.1 hypothetical protein CHLNCDRAFT_57791 [Chlorella variabilis]
OG0004966	KAF6261660.1 hypothetical protein COO60DRAFT_1459035 [Scenedesmus sp. NREL 46B-D3]	XP_005847997.1 hypothetical protein CHLNCDRAFT_145520 [Chlorella variabilis]
OG0004967	KAF6257251.1 hypothetical protein COO60DRAFT_24787 [Scenedesmus sp. NREL 46B-D3]	XP_005848172.1 hypothetical protein CHLNCDRAFT_145562 [Chlorella variabilis]
OG0004968	KAF6255303.1 hypothetical protein COO60DRAFT_230991 [Scenedesmus sp. NREL 46B-D3], KAF6255304.1 hypothetical protein COO60DRAFT_231019 [Scenedesmus sp. NREL 46B-D3]	XP_005844794.1 hypothetical protein CHLNCDRAFT_54344 [Chlorella variabilis]
OG0004970	KAF6262090.1 hypothetical protein COO60DRAFT_690086 [Scenedesmus sp. NREL 46B-D3]	XP_005844760.1 hypothetical protein CHLNCDRAFT_138592 [Chlorella variabilis]
OG0004971	KAF6262026.1 hypothetical protein COO60DRAFT_1625107 [Scenedesmus sp. NREL 46B-D3], KAF6262027.1 intraflagellar transport protein 46 [Scenedesmus sp. NREL 46B-D3]	XP_005844685.1 hypothetical protein CHLNCDRAFT_138593 [Chlorella variabilis]
OG0004972	KAF6250906.1 SNF2 family N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251094.1 SNF2 family N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005844801.1 hypothetical protein CHLNCDRAFT_54357 [Chlorella variabilis]
OG0004974	KAF6252343.1 hypothetical protein COO60DRAFT_1704334 [Scenedesmus sp. NREL 46B-D3]	XP_005845083.1 hypothetical protein CHLNCDRAFT_137394 [Chlorella variabilis]
OG0004975	KAF6264613.1 hypothetical protein COO60DRAFT_1634227 [Scenedesmus sp. NREL 46B-D3]	XP_005846752.1 expressed protein [Chlorella variabilis]
OG0004976	KAF6261395.1 cytoskeletal adhesion-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005846598.1 hypothetical protein CHLNCDRAFT_52952 [Chlorella variabilis]
OG0004977	KAF6263018.1 hypothetical protein COO60DRAFT_1492560_ partial [Scenedesmus sp. NREL 46B-D3], KAF6261090.1 hypothetical protein COO60DRAFT_1682349 [Scenedesmus sp. NREL 46B-D3]	XP_005842670.1 hypothetical protein CHLNCDRAFT_138514 [Chlorella variabilis]
OG0004978	KAF6255933.1 hypothetical protein COO60DRAFT_1531877 [Scenedesmus sp. NREL 46B-D3]	XP_005844475.1 hypothetical protein CHLNCDRAFT_138805 [Chlorella variabilis]
OG0004979	KAF6255951.1 plastid thylakoid lumenal 29-like protein_ partial [Scenedesmus sp. NREL 46B-D3]	XP_005844554.1 hypothetical protein CHLNCDRAFT_36808 [Chlorella variabilis]
OG0004980	KAF6262960.1 4-alpha-glucanotransferase [Scenedesmus sp. NREL 46B-D3]	XP_005844986.1 hypothetical protein CHLNCDRAFT_58753 [Chlorella variabilis]
OG0004982	KAF6249499.1 hypothetical protein COO60DRAFT_951415 [Scenedesmus sp. NREL 46B-D3]	XP_005843272.1 hypothetical protein CHLNCDRAFT_141307 [Chlorella variabilis]
OG0004983	KAF6255051.1 hypothetical protein COO60DRAFT_253385 [Scenedesmus sp. NREL 46B-D3]	XP_005844981.1 hypothetical protein CHLNCDRAFT_138386 [Chlorella variabilis]
OG0004984	KAF6252761.1 hypothetical protein COO60DRAFT_500302 [Scenedesmus sp. NREL 46B-D3], KAF6256976.1 hypothetical protein COO60DRAFT_1640328 [Scenedesmus sp. NREL 46B-D3]	XP_005843251.1 hypothetical protein CHLNCDRAFT_141366 [Chlorella variabilis]
OG0004986	KAF6259529.1 hypothetical protein COO60DRAFT_1700806 [Scenedesmus sp. NREL 46B-D3]	XP_005845717.1 hypothetical protein CHLNCDRAFT_14374_ partial [Chlorella variabilis]
OG0004988	KAF6266172.1 hypothetical protein COO60DRAFT_646603 [Scenedesmus sp. NREL 46B-D3]	XP_005845935.1 hypothetical protein CHLNCDRAFT_25631 [Chlorella variabilis]
OG0004989	KAF6251169.1 lumen targeted protein [Scenedesmus sp. NREL 46B-D3]	XP_005845873.1 hypothetical protein CHLNCDRAFT_25607 [Chlorella variabilis]
OG0004990	KAF6255017.1 transcription factor subunit Med10 of mediator complex-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843815.1 hypothetical protein CHLNCDRAFT_54921 [Chlorella variabilis]
OG0004991	KAF6260946.1 hypothetical protein COO60DRAFT_1504086 [Scenedesmus sp. NREL 46B-D3]	XP_005845764.1 hypothetical protein CHLNCDRAFT_136414 [Chlorella variabilis]
OG0004992	KAF6254559.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	XP_005845770.1 hypothetical protein CHLNCDRAFT_36343 [Chlorella variabilis]
OG0004993	KAF6257167.1 Transglutaminase-like superfamily-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005845894.1 expressed protein [Chlorella variabilis]
OG0004996	KAF6254946.1 tRNA methyl transferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847701.1 hypothetical protein CHLNCDRAFT_35486 [Chlorella variabilis]
OG0004997	KAF6255042.1 ATP-NAD kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255048.1 hypothetical protein COO60DRAFT_1641836 [Scenedesmus sp. NREL 46B-D3]	XP_005847673.1 hypothetical protein CHLNCDRAFT_134058 [Chlorella variabilis]
OG0004998	KAF6264866.1 hypothetical protein COO60DRAFT_1481166 [Scenedesmus sp. NREL 46B-D3]	XP_005849296.1 hypothetical protein CHLNCDRAFT_143604 [Chlorella variabilis]
OG0005000	KAF6262626.1 hypothetical protein COO60DRAFT_1495072 [Scenedesmus sp. NREL 46B-D3]	XP_005847834.1 hypothetical protein CHLNCDRAFT_57885 [Chlorella variabilis]
OG0005001	KAF6265981.1 D123-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005849276.1 hypothetical protein CHLNCDRAFT_21599_ partial [Chlorella variabilis]
OG0005002	KAF6255027.1 hypothetical protein COO60DRAFT_1537625_ partial [Scenedesmus sp. NREL 46B-D3]	XP_005846167.1 hypothetical protein CHLNCDRAFT_136160 [Chlorella variabilis]
OG0005003	KAF6266520.1 Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005844906.1 hypothetical protein CHLNCDRAFT_58769 [Chlorella variabilis]
OG0005004	KAF6252430.1 hypothetical protein COO60DRAFT_1463689 [Scenedesmus sp. NREL 46B-D3]	XP_005844900.1 hypothetical protein CHLNCDRAFT_138448 [Chlorella variabilis], XP_005849620.1 hypothetical protein CHLNCDRAFT_143111 [Chlorella variabilis], XP_005850756.1 hypothetical protein CHLNCDRAFT_140917 [Chlorella variabilis]
OG0005005	KAF6253019.1 hypothetical protein COO60DRAFT_1643491 [Scenedesmus sp. NREL 46B-D3]	XP_005845978.1 hypothetical protein CHLNCDRAFT_58358 [Chlorella variabilis]
OG0005006	KAF6266423.1 hypothetical protein COO60DRAFT_452725 [Scenedesmus sp. NREL 46B-D3]	XP_005845992.1 hypothetical protein CHLNCDRAFT_58369 [Chlorella variabilis]
OG0005007	KAF6255239.1 aquaporin-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005851961.1 hypothetical protein CHLNCDRAFT_18697 [Chlorella variabilis], XP_005844923.1 hypothetical protein CHLNCDRAFT_138510 [Chlorella variabilis]
OG0005008	KAF6264324.1 hypothetical protein COO60DRAFT_176136 [Scenedesmus sp. NREL 46B-D3]	XP_005846053.1 hypothetical protein CHLNCDRAFT_136207 [Chlorella variabilis]
OG0005009	KAF6254379.1 ycf32-related poly protein of photosystem II [Scenedesmus sp. NREL 46B-D3]	XP_005847389.1 hypothetical protein CHLNCDRAFT_134219 [Chlorella variabilis]
OG0005011	KAF6259005.1 hypothetical protein COO60DRAFT_1284253 [Scenedesmus sp. NREL 46B-D3]	XP_005847345.1 hypothetical protein CHLNCDRAFT_23629 [Chlorella variabilis]
OG0005012	KAF6252375.1 NADP-dependent oxidoreductase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847301.1 hypothetical protein CHLNCDRAFT_59682 [Chlorella variabilis]
OG0005013	KAF6251243.1 hypothetical protein COO60DRAFT_1562190 [Scenedesmus sp. NREL 46B-D3]	XP_005847428.1 hypothetical protein CHLNCDRAFT_134320 [Chlorella variabilis]
OG0005014	KAF6261119.1 hypothetical protein COO60DRAFT_1283217 [Scenedesmus sp. NREL 46B-D3]	XP_005847481.1 hypothetical protein CHLNCDRAFT_134453 [Chlorella variabilis]
OG0005016	KAF6259235.1 pectin lyase fold/virulence factor [Scenedesmus sp. NREL 46B-D3]	XP_005845292.1 hypothetical protein CHLNCDRAFT_137009 [Chlorella variabilis]
OG0005017	KAF6257741.1 hypothetical protein COO60DRAFT_1522535 [Scenedesmus sp. NREL 46B-D3]	XP_005848539.1 hypothetical protein CHLNCDRAFT_145068 [Chlorella variabilis]
OG0005018	KAF6253477.1 hypothetical protein COO60DRAFT_1643110 [Scenedesmus sp. NREL 46B-D3]	XP_005848465.1 hypothetical protein CHLNCDRAFT_144853 [Chlorella variabilis]
OG0005019	KAF6258918.1 alternative splicing regulator-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005848559.1 hypothetical protein CHLNCDRAFT_145112 [Chlorella variabilis]
OG0005020	KAF6265271.1 hypothetical protein COO60DRAFT_1689762 [Scenedesmus sp. NREL 46B-D3], KAF6265270.1 mitochondrial processing peptidase alpha subunit [Scenedesmus sp. NREL 46B-D3]	XP_005848386.1 hypothetical protein CHLNCDRAFT_145165 [Chlorella variabilis]
OG0005021	KAF6260512.1 hypothetical protein COO60DRAFT_1294333 [Scenedesmus sp. NREL 46B-D3]	XP_005848586.1 hypothetical protein CHLNCDRAFT_57693 [Chlorella variabilis]
OG0005022	KAF6253833.1 hypothetical protein COO60DRAFT_1667616 [Scenedesmus sp. NREL 46B-D3]	XP_005848413.1 hypothetical protein CHLNCDRAFT_10254_ partial [Chlorella variabilis]
OG0005023	KAF6252417.1 hypothetical protein COO60DRAFT_1644041 [Scenedesmus sp. NREL 46B-D3]	XP_005848343.1 hypothetical protein CHLNCDRAFT_145046 [Chlorella variabilis]
OG0005024	KAF6261733.1 hypothetical protein COO60DRAFT_734103 [Scenedesmus sp. NREL 46B-D3]	XP_005848529.1 hypothetical protein CHLNCDRAFT_145045 [Chlorella variabilis]
OG0005025	KAF6261959.1 hypothetical protein COO60DRAFT_1636340 [Scenedesmus sp. NREL 46B-D3]	XP_005851766.1 hypothetical protein CHLNCDRAFT_133159 [Chlorella variabilis]
OG0005027	KAF6251124.1 hypothetical protein COO60DRAFT_671380 [Scenedesmus sp. NREL 46B-D3]	XP_005848585.1 hypothetical protein CHLNCDRAFT_145166 [Chlorella variabilis]
OG0005028	KAF6266124.1 palmitoyl protein thioesterase [Scenedesmus sp. NREL 46B-D3]	XP_005848514.1 hypothetical protein CHLNCDRAFT_35163 [Chlorella variabilis]
OG0005029	KAF6263440.1 Metalloenzyme_ LuxS/M16 peptidase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005848347.1 hypothetical protein CHLNCDRAFT_57656 [Chlorella variabilis]
OG0005030	KAF6253787.1 CAAX protease self-immunity-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005848457.1 hypothetical protein CHLNCDRAFT_144842 [Chlorella variabilis]
OG0005031	KAF6263422.1 AFG1-like ATPase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005848479.1 hypothetical protein CHLNCDRAFT_22490_ partial [Chlorella variabilis]
OG0005032	KAF6262841.1 hypothetical protein COO60DRAFT_575427 [Scenedesmus sp. NREL 46B-D3]	XP_005848510.1 hypothetical protein CHLNCDRAFT_144992 [Chlorella variabilis]
OG0005033	KAF6266637.1 transmembrane proteins 14C-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005848355.1 hypothetical protein CHLNCDRAFT_145084 [Chlorella variabilis]
OG0005034	KAF6251012.1 hypothetical protein COO60DRAFT_694021 [Scenedesmus sp. NREL 46B-D3]	XP_005848517.1 hypothetical protein CHLNCDRAFT_145003 [Chlorella variabilis]
OG0005036	KAF6259575.1 hypothetical protein COO60DRAFT_1512579 [Scenedesmus sp. NREL 46B-D3]	XP_005846637.1 hypothetical protein CHLNCDRAFT_135292 [Chlorella variabilis]
OG0005037	KAF6263701.1 hypothetical protein COO60DRAFT_1635064 [Scenedesmus sp. NREL 46B-D3]	XP_005845067.1 hypothetical protein CHLNCDRAFT_137357 [Chlorella variabilis]
OG0005038	KAF6255308.1 hypothetical protein COO60DRAFT_1536079 [Scenedesmus sp. NREL 46B-D3]	XP_005845532.1 hypothetical protein CHLNCDRAFT_136655 [Chlorella variabilis]
OG0005039	KAF6266167.1 hypothetical protein COO60DRAFT_1475925 [Scenedesmus sp. NREL 46B-D3]	XP_005846652.1 hypothetical protein CHLNCDRAFT_135340 [Chlorella variabilis]
OG0005040	KAF6253119.1 DExH-box splicing factor binding site-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005845139.1 hypothetical protein CHLNCDRAFT_53994 [Chlorella variabilis]
OG0005042	KAF6264486.1 ubiquitin carboxyl-terminal hydrolase [Scenedesmus sp. NREL 46B-D3]	XP_005846671.1 hypothetical protein CHLNCDRAFT_10119_ partial [Chlorella variabilis]
OG0005043	KAF6253390.1 Flavinator of succinate dehydrogenase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005845121.1 hypothetical protein CHLNCDRAFT_137510 [Chlorella variabilis]
OG0005044	KAF6252554.1 amidase signature domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005846832.1 hypothetical protein CHLNCDRAFT_35982 [Chlorella variabilis]
OG0005045	KAF6259260.1 hypothetical protein COO60DRAFT_1022640 [Scenedesmus sp. NREL 46B-D3], KAF6259261.1 hypothetical protein COO60DRAFT_1022639 [Scenedesmus sp. NREL 46B-D3]	XP_005845093.1 expressed protein [Chlorella variabilis]
OG0005046	KAF6264634.1 GDP dissociation inhibitor [Scenedesmus sp. NREL 46B-D3]	XP_005844322.1 hypothetical protein CHLNCDRAFT_139070 [Chlorella variabilis]
OG0005047	KAF6266140.1 putative methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005846646.1 hypothetical protein CHLNCDRAFT_58183 [Chlorella variabilis]
OG0005048	KAF6259244.1 hypothetical protein COO60DRAFT_1270176 [Scenedesmus sp. NREL 46B-D3]	XP_005846673.1 hypothetical protein CHLNCDRAFT_13137_ partial [Chlorella variabilis]
OG0005050	KAF6253034.1 hypothetical protein COO60DRAFT_1273961 [Scenedesmus sp. NREL 46B-D3], KAF6251843.1 hypothetical protein COO60DRAFT_580173 [Scenedesmus sp. NREL 46B-D3]	XP_005845134.1 hypothetical protein CHLNCDRAFT_15387_ partial [Chlorella variabilis]
OG0005052	KAF6263397.1 hypothetical protein COO60DRAFT_1490985 [Scenedesmus sp. NREL 46B-D3], KAF6265340.1 hypothetical protein COO60DRAFT_1040617 [Scenedesmus sp. NREL 46B-D3]	XP_005848615.1 hypothetical protein CHLNCDRAFT_144117 [Chlorella variabilis]
OG0005053	KAF6253288.1 cyclophilin-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005848955.1 hypothetical protein CHLNCDRAFT_51644 [Chlorella variabilis]
OG0005054	KAF6263406.1 hypothetical protein COO60DRAFT_1635230 [Scenedesmus sp. NREL 46B-D3]	XP_005848666.1 hypothetical protein CHLNCDRAFT_51540 [Chlorella variabilis]
OG0005057	KAF6264814.1 Fe-S oxidoreductase_ partial [Scenedesmus sp. NREL 46B-D3]	XP_005848743.1 hypothetical protein CHLNCDRAFT_57533 [Chlorella variabilis]
OG0005059	KAF6256167.1 hypothetical protein COO60DRAFT_139991 [Scenedesmus sp. NREL 46B-D3]	XP_005848628.1 hypothetical protein CHLNCDRAFT_144149 [Chlorella variabilis]
OG0005060	KAF6251962.1 hypothetical protein COO60DRAFT_1704498 [Scenedesmus sp. NREL 46B-D3]	XP_005848758.1 hypothetical protein CHLNCDRAFT_57543 [Chlorella variabilis]
OG0005061	KAF6258994.1 hypothetical protein COO60DRAFT_1060278 [Scenedesmus sp. NREL 46B-D3], KAF6258995.1 hypothetical protein COO60DRAFT_1060362 [Scenedesmus sp. NREL 46B-D3]	XP_005848872.1 hypothetical protein CHLNCDRAFT_8187_ partial [Chlorella variabilis]
OG0005062	KAF6259437.1 hypothetical protein COO60DRAFT_1688690 [Scenedesmus sp. NREL 46B-D3]	XP_005848635.1 hypothetical protein CHLNCDRAFT_144169 [Chlorella variabilis]
OG0005062	KAF6258407.1 hypothetical protein COO60DRAFT_1127701 [Scenedesmus sp. NREL 46B-D3], KAF6255723.1 hypothetical protein COO60DRAFT_1533579 [Scenedesmus sp. NREL 46B-D3]	XP_005848843.1 hypothetical protein CHLNCDRAFT_144171 [Chlorella variabilis]
OG0005063	KAF6264936.1 hypothetical protein COO60DRAFT_1633993 [Scenedesmus sp. NREL 46B-D3]	XP_005851209.1 hypothetical protein CHLNCDRAFT_48477 [Chlorella variabilis], XP_005848944.1 hypothetical protein CHLNCDRAFT_144426 [Chlorella variabilis]
OG0005064	KAF6252989.1 hypothetical protein COO60DRAFT_1704036 [Scenedesmus sp. NREL 46B-D3]	XP_005848977.1 hypothetical protein CHLNCDRAFT_51665 [Chlorella variabilis]
OG0005065	KAF6251543.1 hypothetical protein COO60DRAFT_1558895 [Scenedesmus sp. NREL 46B-D3], KAF6260434.1 hypothetical protein COO60DRAFT_1506371 [Scenedesmus sp. NREL 46B-D3]	XP_005845581.1 hypothetical protein CHLNCDRAFT_53756 [Chlorella variabilis]
OG0005066	KAF6265936.1 hypothetical protein COO60DRAFT_1476923_ partial [Scenedesmus sp. NREL 46B-D3], KAF6265937.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	XP_005850600.1 hypothetical protein CHLNCDRAFT_140541 [Chlorella variabilis]
