Orthogroup	Scenedesmus_NREL	Chlorella_A99
OG0003543	KAF6260557.1 cytochrome c-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g2981 [Chlorella sp. A99]
OG0003546	KAF6256390.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2057 [Chlorella sp. A99]
OG0003550	KAF6256015.1 hypothetical protein COO60DRAFT_1659403 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g432 [Chlorella sp. A99]
OG0003555	KAF6266807.1 survival motor neuron interacting protein 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000077.1 g1734 [Chlorella sp. A99]
OG0003564	KAF6266766.1 hypothetical protein COO60DRAFT_1291678 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2461 [Chlorella sp. A99]
OG0003566	KAF6263546.1 Cullin binding-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2455 [Chlorella sp. A99]
OG0003570	KAF6266268.1 hypothetical protein COO60DRAFT_1621398 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2903 [Chlorella sp. A99]
OG0003572	KAF6254461.1 hypothetical protein COO60DRAFT_1627872 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000075.1 g1932 [Chlorella sp. A99]
OG0003573	KAF6255118.1 hypothetical protein COO60DRAFT_249735 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2912 [Chlorella sp. A99]
OG0003574	KAF6251890.1 carbohydrate kinase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1473 [Chlorella sp. A99]
OG0003577	KAF6264139.1 hypothetical protein COO60DRAFT_220758 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1213 [Chlorella sp. A99]
OG0003583	KAF6259741.1 hypothetical protein COO60DRAFT_1700689 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000019.1 g1790 [Chlorella sp. A99]
OG0003585	KAF6256138.1 Maf1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2852 [Chlorella sp. A99]
OG0003589	KAF6256520.1 DNA/RNA-binding protein alba-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g723 [Chlorella sp. A99]
OG0003592	KAF6255358.1 hypothetical protein COO60DRAFT_1702879 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2102 [Chlorella sp. A99]
OG0003593	KAF6261333.1 hypothetical protein COO60DRAFT_1636916 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000019.1 g1799 [Chlorella sp. A99]
OG0003595	KAF6254676.1 hypothetical protein COO60DRAFT_1642116 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g442 [Chlorella sp. A99]
OG0003598	KAF6264387.1 DnaJ-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3347 [Chlorella sp. A99]
OG0003603	KAF6261234.1 Met-10+ like-protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g96 [Chlorella sp. A99]
OG0003605	KAF6265564.1 polypeptide 28 precursor [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2917 [Chlorella sp. A99]
OG0003612	KAF6259304.1 hypothetical protein COO60DRAFT_1294920 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g434 [Chlorella sp. A99]
OG0003619	KAF6258965.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g875 [Chlorella sp. A99]
OG0003622	KAF6265358.1 NifU-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g751 [Chlorella sp. A99]
OG0003627	KAF6264872.1 DNA repair and recombination protein RAD54-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g377 [Chlorella sp. A99]
OG0003640	KAF6265930.1 transaldolase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000012.1 g1823 [Chlorella sp. A99]
OG0003651	KAF6257016.1 nucleophile aminohydrolase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1633 [Chlorella sp. A99]
OG0003652	KAF6255038.1 ATP-NAD kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2491 [Chlorella sp. A99]
OG0003668	KAF6262108.1 glutamine-dependent NAD_+_ synthetase with GAT domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2468 [Chlorella sp. A99]
OG0003671	KAF6262775.1 hypothetical protein COO60DRAFT_1267906 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g207 [Chlorella sp. A99]
OG0003674	KAF6266684.1 hypothetical protein COO60DRAFT_1697204 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g956 [Chlorella sp. A99]
OG0003679	KAF6259025.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1047 [Chlorella sp. A99]
OG0003685	KAF6257635.1 non-catalytic subunit of chloroplast ClpP complex [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g734 [Chlorella sp. A99]
OG0003704	KAF6251425.1 hypothetical protein COO60DRAFT_1560262 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3099 [Chlorella sp. A99]
OG0003711	KAF6265717.1 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000077.1 g1750 [Chlorella sp. A99]
OG0003722	KAF6262895.1 translation initiation factor SUI1 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g549 [Chlorella sp. A99]
OG0003736	KAF6254777.1 Metalloenzyme_ LuxS/M16 peptidase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1099 [Chlorella sp. A99]
OG0003737	KAF6256030.1 kinesin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2792 [Chlorella sp. A99]
OG0003740	KAF6265188.1 hypothetical protein COO60DRAFT_1692446 [Scenedesmus sp. NREL 46B-D3], KAF6252092.1 hypothetical protein COO60DRAFT_1555123 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g1013 [Chlorella sp. A99]
OG0003745	KAF6262998.1 hypothetical protein COO60DRAFT_531130 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2139 [Chlorella sp. A99]
OG0003748	KAF6250550.1 hypothetical protein COO60DRAFT_1465227 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1102 [Chlorella sp. A99]
OG0003760	KAF6259642.1 autophagy protein Apg6-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6248569.1 autophagy protein Apg6-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3158 [Chlorella sp. A99]
OG0003766	KAF6265137.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g219 [Chlorella sp. A99]
OG0003767	KAF6254458.1 translation protein SH3-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3168 [Chlorella sp. A99]
OG0003770	KAF6261099.1 ubiquitin-like protein-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3179 [Chlorella sp. A99]
OG0003788	KAF6256357.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2203 [Chlorella sp. A99]
OG0003800	KAF6264744.1 putative alanine racemase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1367 [Chlorella sp. A99]
OG0003806	KAF6252133.1 acyl-CoA dehydrogenase/oxidase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1427 [Chlorella sp. A99]
OG0003813	KAF6264536.1 surface antigen-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g425 [Chlorella sp. A99]
OG0003821	KAF6255090.1 hypothetical protein COO60DRAFT_1627643 [Scenedesmus sp. NREL 46B-D3], KAF6255089.1 Reticulon-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256153.1 Reticulon-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g569 [Chlorella sp. A99]
OG0003827	KAF6254934.1 chaperonin 10-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1190 [Chlorella sp. A99]
OG0003834	KAF6264323.1 hypothetical protein COO60DRAFT_1698375 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g568 [Chlorella sp. A99]
OG0003838	KAF6263234.1 Pre-mRNA-splicing factor Cwf15/Cwc15 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g570 [Chlorella sp. A99]
OG0003840	KAF6251970.1 DNA repair metallo-beta-lactamase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g567 [Chlorella sp. A99]
OG0003845	KAF6254698.1 CTP-phosphoethanolamine cytidylyltransferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g331 [Chlorella sp. A99]
OG0003851	KAF6254432.1 hypothetical protein COO60DRAFT_1540952 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1363 [Chlorella sp. A99]
OG0003854	KAF6258919.1 cyclophilin-type peptidyl-prolyl cis-trans isomerase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g310 [Chlorella sp. A99]
OG0003855	KAF6266266.1 hypothetical protein COO60DRAFT_1697318 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g342 [Chlorella sp. A99]
OG0003863	KAF6261407.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2357 [Chlorella sp. A99]
OG0003869	KAF6258113.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g103 [Chlorella sp. A99]
OG0003871	KAF6259737.1 photosystem II stability/assembly factor HCF136 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1301 [Chlorella sp. A99]
OG0003874	KAF6266191.1 gamma carbonic anhydrase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1114 [Chlorella sp. A99]
OG0003875	KAF6261261.1 R53.5-related protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g778 [Chlorella sp. A99]
OG0003878	KAF6265439.1 hypothetical protein COO60DRAFT_1623849 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1037 [Chlorella sp. A99]
OG0003881	KAF6258369.1 hypothetical protein COO60DRAFT_1126475 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1119 [Chlorella sp. A99]
OG0003882	KAF6262380.1 hypothetical protein COO60DRAFT_1496817 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g197 [Chlorella sp. A99]
OG0003890	KAF6265103.1 hypothetical protein COO60DRAFT_1115372 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g124 [Chlorella sp. A99]
OG0003893	KAF6250995.1 hypothetical protein COO60DRAFT_705030 [Scenedesmus sp. NREL 46B-D3], KAF6252336.1 hypothetical protein COO60DRAFT_540310 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g947 [Chlorella sp. A99]
OG0003904	KAF6261997.1 20S proteasome alpha subunit C [Scenedesmus sp. NREL 46B-D3]	PCFQ01000073.1 g1968 [Chlorella sp. A99]
OG0003906	KAF6249278.1 photosystem I protein P30 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1272 [Chlorella sp. A99]
OG0003907	KAF6257001.1 ribosomal protein S8e/ribosomal biogenesis NSA2 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000014.1 g1880 [Chlorella sp. A99]
OG0003912	KAF6260737.1 hypothetical protein COO60DRAFT_1505181 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g3037 [Chlorella sp. A99]
OG0003915	KAF6263395.1 plastid/chloroplast ribosomal protein L31 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g835 [Chlorella sp. A99]
OG0003922	KAF6262464.1 O-linked N-acetylglucosamine transferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000075.1 g1912 [Chlorella sp. A99]
OG0003923	KAF6261665.1 plastid ribosomal protein L9 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2115 [Chlorella sp. A99]
OG0003924	KAF6258775.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2114 [Chlorella sp. A99]
OG0003940	KAF6259291.1 mago nashi-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3371 [Chlorella sp. A99]
OG0003959	KAF6263324.1 nuclear condensing complex subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2069 [Chlorella sp. A99]
OG0003964	KAF6260744.1 chaperonin 10 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000027.1 g2720 [Chlorella sp. A99]
OG0003970	KAF6257061.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2400 [Chlorella sp. A99]
OG0003971	KAF6260180.1 ferredoxin thioredoxin reductase beta chain [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2086 [Chlorella sp. A99]
OG0003972	KAF6257302.1 hypothetical protein COO60DRAFT_1696499 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1500 [Chlorella sp. A99]
OG0003981	KAF6264991.1 hypothetical protein COO60DRAFT_1698075 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2077 [Chlorella sp. A99]
OG0003982	KAF6258319.1 ribosomal protein L24 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g171 [Chlorella sp. A99]
OG0003983	KAF6254331.1 hypothetical protein COO60DRAFT_1703369 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1503 [Chlorella sp. A99]
OG0003995	KAF6259702.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6252285.1 cycloartenol-C-24-methyltransferase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1129 [Chlorella sp. A99]
OG0003997	KAF6256518.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1519 [Chlorella sp. A99]
OG0004000	KAF6266464.1 pre-rRNA processing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3361 [Chlorella sp. A99]
OG0004003	KAF6259991.1 hypothetical protein COO60DRAFT_1637929 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000019.1 g1812 [Chlorella sp. A99]
OG0004005	KAF6259015.1 PSI-D1 precursor [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1293 [Chlorella sp. A99]
OG0004010	KAF6258152.1 Nsp1-like C-terminal region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g792 [Chlorella sp. A99]
OG0004015	KAF6258789.1 ribosomal protein L10-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g671 [Chlorella sp. A99]
OG0004017	KAF6252943.1 plastid ribosomal protein L10 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3113 [Chlorella sp. A99]
OG0004021	KAF6265343.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3222 [Chlorella sp. A99]
OG0004050	KAF6265378.1 PIG-P-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2095 [Chlorella sp. A99]
OG0004053	KAF6265289.1 prefoldin subunit 6 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2351 [Chlorella sp. A99]
OG0004054	KAF6251381.1 NAC domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3306 [Chlorella sp. A99]
OG0004058	KAF6260586.1 regulator of volume decrease after cellular swelling-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2578 [Chlorella sp. A99]
OG0004060	KAF6264468.1 B18 subunit of NADH_ubiquinone oxidoreductase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g644 [Chlorella sp. A99]
OG0004062	KAF6255331.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3]	PCFQ01000077.1 g1765 [Chlorella sp. A99]
OG0004063	KAF6256241.1 cytokinesis-related protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3287 [Chlorella sp. A99]
OG0004065	KAF6255662.1 hypothetical protein COO60DRAFT_191946 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3228 [Chlorella sp. A99]
OG0004069	KAF6248396.1 hypothetical protein COO60DRAFT_1691478 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000060.1 g2322 [Chlorella sp. A99]
OG0004077	KAF6264863.1 HSP70-HSP90 organizing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g36 [Chlorella sp. A99]
OG0004078	KAF6258255.1 DnaJ-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g60 [Chlorella sp. A99]
OG0004083	KAF6261142.1 AFG1-like ATPase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000019.1 g1817 [Chlorella sp. A99]
OG0004088	KAF6261442.1 cytoplasmic protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g905 [Chlorella sp. A99]
OG0004092	KAF6259394.1 UPF1 regulator of nonsense transcripts-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g116 [Chlorella sp. A99]
OG0004093	KAF6255944.1 hypothetical protein COO60DRAFT_1702575 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g2991 [Chlorella sp. A99]
OG0004096	KAF6262576.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g898 [Chlorella sp. A99]
OG0004097	KAF6253916.1 Abscisic acid G-protein coupled receptor-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g881 [Chlorella sp. A99]
OG0004100	KAF6250705.1 26S proteasome non-ATPase regulatory subunit 4 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1242 [Chlorella sp. A99]
OG0004103	KAF6263897.1 photosystem II Pbs27-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g11 [Chlorella sp. A99]
OG0004104	KAF6264776.1 hypothetical protein COO60DRAFT_1482567 [Scenedesmus sp. NREL 46B-D3], KAF6259322.1 hypothetical protein COO60DRAFT_1270184_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g19 [Chlorella sp. A99]
OG0004105	KAF6258663.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g102 [Chlorella sp. A99]
OG0004106	KAF6253935.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g113 [Chlorella sp. A99]
OG0004107	KAF6253276.1 hypothetical protein COO60DRAFT_1643306 [Scenedesmus sp. NREL 46B-D3], KAF6253350.1 exocyst complex component Sec3-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g115 [Chlorella sp. A99]
OG0004108	KAF6262999.1 Aldo/keto reductase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g125 [Chlorella sp. A99]
OG0004109	KAF6260702.1 MCM2/3/5 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g152 [Chlorella sp. A99]
OG0004110	KAF6257378.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g172 [Chlorella sp. A99]
OG0004111	KAF6259988.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g266 [Chlorella sp. A99]
OG0004112	KAF6259455.1 hypothetical protein COO60DRAFT_1638402 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g280 [Chlorella sp. A99]
OG0004113	KAF6253676.1 20S proteasome alpha subunit A [Scenedesmus sp. NREL 46B-D3], KAF6252040.1 hypothetical protein COO60DRAFT_1463913 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g286 [Chlorella sp. A99]
OG0004114	KAF6262196.1 hypothetical protein COO60DRAFT_1699468 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g292 [Chlorella sp. A99]
OG0004116	KAF6258804.1 hypothetical protein COO60DRAFT_1701175 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g312 [Chlorella sp. A99]
OG0004117	KAF6255828.1 chloroplast-specific ribosomal protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g349 [Chlorella sp. A99]
OG0004118	KAF6266782.1 hypothetical protein COO60DRAFT_1265640 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g392 [Chlorella sp. A99]
OG0004119	KAF6264488.1 Dom34 protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g397 [Chlorella sp. A99]
OG0004120	KAF6252644.1 hypothetical protein COO60DRAFT_505144 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g409 [Chlorella sp. A99]
OG0004121	KAF6262383.1 ADP-ribosylglycohydrolase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g585 [Chlorella sp. A99]
OG0004122	KAF6264299.1 SOUL heme-binding protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g622 [Chlorella sp. A99]
OG0004123	KAF6260881.1 carbonic anhydrase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g628 [Chlorella sp. A99]
OG0004125	KAF6256475.1 hypothetical protein COO60DRAFT_106959 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g676 [Chlorella sp. A99]
OG0004126	KAF6263268.1 hypothetical protein COO60DRAFT_1624679 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g681 [Chlorella sp. A99]
OG0004127	KAF6254289.1 hypothetical protein COO60DRAFT_1703387 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g692 [Chlorella sp. A99]
OG0004128	KAF6264784.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6264783.1 hypothetical protein COO60DRAFT_1634141 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g711 [Chlorella sp. A99]
OG0004130	KAF6257727.1 dihydroorotase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g788 [Chlorella sp. A99]
OG0004131	KAF6256859.1 AAA domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g868 [Chlorella sp. A99]
OG0004132	KAF6257284.1 hypothetical protein COO60DRAFT_26373 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g878 [Chlorella sp. A99]
OG0004133	KAF6260063.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g887 [Chlorella sp. A99]
OG0004134	KAF6256272.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g894 [Chlorella sp. A99]
OG0004135	KAF6255326.1 acyltransferase 3 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000020.1 g939 [Chlorella sp. A99], PCFQ01000020.1 g938 [Chlorella sp. A99]
OG0004136	KAF6252017.1 hypothetical protein COO60DRAFT_1555421 [Scenedesmus sp. NREL 46B-D3], KAF6257393.1 hypothetical protein COO60DRAFT_1234897 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g1004 [Chlorella sp. A99]
OG0004137	KAF6249416.1 adenosine deaminase [Scenedesmus sp. NREL 46B-D3], KAF6250730.1 adenosine deaminase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1060 [Chlorella sp. A99]
OG0004138	KAF6252746.1 Metalloenzyme_ LuxS/M16 peptidase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1072 [Chlorella sp. A99]
OG0004139	KAF6257781.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1103 [Chlorella sp. A99]
OG0004140	KAF6263768.1 hypothetical protein COO60DRAFT_342672 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1150 [Chlorella sp. A99]
OG0004141	KAF6261871.1 HAD-like domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1185 [Chlorella sp. A99]
OG0004142	KAF6254637.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1214 [Chlorella sp. A99]
OG0004143	KAF6264628.1 light-harvesting chlorophyll-a/b protein of photosystem I [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1299 [Chlorella sp. A99]
OG0004144	KAF6260977.1 hypothetical protein COO60DRAFT_1269087 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1308 [Chlorella sp. A99]
OG0004145	KAF6254708.1 Mo25-like-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1413 [Chlorella sp. A99]
OG0004146	KAF6260042.1 hypothetical protein COO60DRAFT_1637857 [Scenedesmus sp. NREL 46B-D3], KAF6260055.1 hypothetical protein COO60DRAFT_1700510 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1423 [Chlorella sp. A99]
OG0004148	KAF6263858.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1505 [Chlorella sp. A99]
OG0004149	KAF6248879.1 hypothetical protein COO60DRAFT_1020102 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1511 [Chlorella sp. A99]
OG0004150	KAF6254305.1 mitogen activated protein kinase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1532 [Chlorella sp. A99]
OG0004151	KAF6263341.1 sperm tail-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1534 [Chlorella sp. A99]
OG0004152	KAF6257005.1 hypothetical protein COO60DRAFT_1295957 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1549 [Chlorella sp. A99]
OG0004154	KAF6258825.1 hypothetical protein COO60DRAFT_1516977 [Scenedesmus sp. NREL 46B-D3], KAF6256592.1 hypothetical protein COO60DRAFT_1528411 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1584 [Chlorella sp. A99]
