Orthogroup	Micractinium_SAG24180	Scenedesmus_NREL
OG0004871	PSC76034.1 putative pyridoxal 5 -phosphate synthase subunit PDX2 [Micractinium conductrix]	KAF6260238.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004874	PSC75447.1 prefoldin subunit 5 [Micractinium conductrix]	KAF6260514.1 Prefoldin subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004875	PSC70332.1 gamma-secretase subunit APH1-like [Micractinium conductrix]	KAF6252090.1 Aph-1 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004876	PSC74891.1 DNA repair RAD51-like protein 4 isoform X2 [Micractinium conductrix]	KAF6262518.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0004877	PSC68583.1 subunit of the chloroplast cytochrome b6f complex [Micractinium conductrix]	KAF6254113.1 cytochrome b6-f complex subunit [Scenedesmus sp. NREL 46B-D3]
OG0004878	PSC76541.1 membrane magnesium transporter [Micractinium conductrix]	KAF6264849.1 hypothetical protein COO60DRAFT_1481125 [Scenedesmus sp. NREL 46B-D3]
OG0004879	PSC75476.1 transducin WD-like repeat [Micractinium conductrix]	KAF6258998.1 hypothetical protein COO60DRAFT_1701054 [Scenedesmus sp. NREL 46B-D3]
OG0004881	PSC68703.1 flagellar associated [Micractinium conductrix]	KAF6260771.1 hypothetical protein COO60DRAFT_846345 [Scenedesmus sp. NREL 46B-D3]
OG0004883	PSC76115.1 root UVB sensitive 3 [Micractinium conductrix]	KAF6259262.1 vitamin B6 photo-protection and homoeostasis-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004885	PSC76182.1 amidohydrolase isoform X1 [Micractinium conductrix]	KAF6264068.1 amidohydrolase 3 [Scenedesmus sp. NREL 46B-D3]
OG0004886	PSC74699.1 phytoene synthase [Micractinium conductrix]	KAF6257933.1 chloroplast phytoene synthase precursor [Scenedesmus sp. NREL 46B-D3]
OG0004887	PSC74718.1 threonine-tRNA ligase [Micractinium conductrix]	KAF6255855.1 hypothetical protein COO60DRAFT_1272283 [Scenedesmus sp. NREL 46B-D3]
OG0004889	PSC73116.1 pyruvate phosphate dikinase [Micractinium conductrix]	KAF6253488.1 pyruvate phosphate dikinase [Scenedesmus sp. NREL 46B-D3]
OG0004890	PSC70283.1 Kinesin-related 11 [Micractinium conductrix]	KAF6263298.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0004892	PSC72961.1 hypothetical protein C2E20_3641 [Micractinium conductrix]	KAF6256352.1 hypothetical protein COO60DRAFT_1640773 [Scenedesmus sp. NREL 46B-D3]
OG0004893	PSC76834.1 trans-2-enoyl-mitochondrial isoform X1 [Micractinium conductrix]	KAF6254199.1 hypothetical protein COO60DRAFT_347180 [Scenedesmus sp. NREL 46B-D3]
OG0004895	PSC70576.1 SUMO-activating enzyme subunit 2 [Micractinium conductrix]	KAF6260615.1 hypothetical protein COO60DRAFT_1700224 [Scenedesmus sp. NREL 46B-D3]
OG0004896	PSC75347.1 elongation factor Ts [Micractinium conductrix]	KAF6264793.1 elongation factor TS-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004899	PSC73383.1 ATP-dependent protease subunit [Micractinium conductrix]	KAF6258387.1 ATP-dependent protease HslV_ peptidase subunit [Scenedesmus sp. NREL 46B-D3]
OG0004900	PSC73502.1 cytochrome b-c1 complex subunit Rieske-mitochondrial-like [Micractinium conductrix]	KAF6265764.1 Rieske [2Fe-2S] iron-sulfur domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004901	PSC68031.1 multi -bridging factor 1b [Micractinium conductrix]	KAF6266078.1 multi protein bridging factor 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004903	PSC72985.1 acyl-dehydrogenase [Micractinium conductrix]	KAF6253744.1 acyl-CoA dehydrogenase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004907	PSC72331.1 haloacid dehalogenase [Micractinium conductrix]	KAF6266441.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004908	PSC72124.1 ssDNA-binding transcriptional regulator [Micractinium conductrix]	KAF6265254.1 ssDNA-binding transcriptional regulator [Scenedesmus sp. NREL 46B-D3]
OG0004910	PSC76249.1 Conserved secreted isoform A [Micractinium conductrix], PSC76248.1 Conserved secreted isoform B [Micractinium conductrix]	KAF6252969.1 hypothetical protein COO60DRAFT_478397 [Scenedesmus sp. NREL 46B-D3]
OG0004911	PSC72092.1 endoplasmic reticulum lectin 1-like isoform A [Micractinium conductrix], PSC72091.1 endoplasmic reticulum lectin 1-like isoform B [Micractinium conductrix]	KAF6253222.1 hypothetical protein COO60DRAFT_1703903 [Scenedesmus sp. NREL 46B-D3]
OG0004912	PSC68565.1 hypothetical protein C2E20_7777 [Micractinium conductrix]	KAF6263346.1 hypothetical protein COO60DRAFT_1621684 [Scenedesmus sp. NREL 46B-D3]
OG0004913	PSC72538.1 ATP-dependent Clp protease proteolytic subunit-related chloroplastic [Micractinium conductrix]	KAF6236641.1 inactive subunit of chloroplast ClpP complex [Scenedesmus sp. NREL 46B-D3]
OG0004916	PSC74689.1 CMGC CDKL kinase [Micractinium conductrix]	KAF6256086.1 flagellar associated protein [Scenedesmus sp. NREL 46B-D3]
OG0004918	PSC69625.1 small conserved [Micractinium conductrix]	KAF6250981.1 At2g23090 like protein [Scenedesmus sp. NREL 46B-D3]
OG0004919	PSC76638.1 disulfide isomerase [Micractinium conductrix]	KAF6265022.1 protein disulfide isomerase [Scenedesmus sp. NREL 46B-D3]
OG0004921	PSC75914.1 pirin domain-containing [Micractinium conductrix]	KAF6258903.1 RmlC-like cupin [Scenedesmus sp. NREL 46B-D3]
OG0004922	PSC70931.1 eukaryotic translation initiation factor eIF2A family [Micractinium conductrix]	KAF6264398.1 eukaryotic translation initiation factor eIF2A-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004924	PSC70834.1 3-oxoacyl-ACP reductase [Micractinium conductrix]	KAF6263467.1 short-chain dehydrogenase/reductase SDR [Scenedesmus sp. NREL 46B-D3]
OG0004925	PSC76994.1 cytochrome P450 [Micractinium conductrix]	KAF6261839.1 cytochrome P450_ nitric oxide reductase [Scenedesmus sp. NREL 46B-D3]
OG0004926	PSC69880.1 Tubby-like F-box 5 [Micractinium conductrix]	KAF6251043.1 hypothetical protein COO60DRAFT_683495 [Scenedesmus sp. NREL 46B-D3]
OG0004927	PSC70908.1 hypothetical protein C2E20_5721 [Micractinium conductrix]	KAF6263694.1 hypothetical protein COO60DRAFT_382101 [Scenedesmus sp. NREL 46B-D3]
OG0004928	PSC75263.1 heat shock 33 [Micractinium conductrix]	KAF6258265.1 heat shock protein Hsp33 [Scenedesmus sp. NREL 46B-D3]
OG0004929	PSC68732.1 hypothetical protein C2E20_7698 [Micractinium conductrix], PSC67147.1 hypothetical protein C2E20_9158 [Micractinium conductrix]	KAF6254978.1 hypothetical protein COO60DRAFT_262429 [Scenedesmus sp. NREL 46B-D3]
OG0004931	PSC68000.1 peptidyl-prolyl cis-trans isomerase CYP23 [Micractinium conductrix]	KAF6254455.1 cyclophilin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004932	PSC69749.1 NAD-dependent deacetylase SRT1 [Micractinium conductrix]	KAF6263087.1 SIR2-family protein HDAC1 [Scenedesmus sp. NREL 46B-D3]
OG0004933	PSC72270.1 hypothetical protein C2E20_4509 [Micractinium conductrix]	KAF6258827.1 hypothetical protein COO60DRAFT_1270532 [Scenedesmus sp. NREL 46B-D3], KAF6256594.1 hypothetical protein COO60DRAFT_1271805 [Scenedesmus sp. NREL 46B-D3]
OG0004935	PSC72640.1 THUMP domain-containing family [Micractinium conductrix]	KAF6261244.1 hypothetical protein COO60DRAFT_1699940 [Scenedesmus sp. NREL 46B-D3]
OG0004937	PSC74884.1 exosome complex component RRP45A isoform X1 [Micractinium conductrix]	KAF6264641.1 ribosomal protein S5 domain 2-type protein [Scenedesmus sp. NREL 46B-D3]
OG0004939	PSC70689.1 Adenylyltransferase and sulfurtransferase MOCS3 [Micractinium conductrix]	KAF6266480.1 adenylyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0004941	PSC68999.1 GPN-loop GTPase 1-like isoform X1 [Micractinium conductrix]	KAF6262177.1 hypothetical protein COO60DRAFT_1293600 [Scenedesmus sp. NREL 46B-D3]
OG0004942	PSC75225.1 phosphomannomutase A1 [Micractinium conductrix]	KAF6261028.1 eukaryotic phosphomannomutase [Scenedesmus sp. NREL 46B-D3]
OG0004943	PSC75061.1 peptidyl-prolyl cis-trans cyclophilin-type [Micractinium conductrix]	KAF6264654.1 hypothetical protein COO60DRAFT_1483819 [Scenedesmus sp. NREL 46B-D3]
OG0004944	PSC74788.1 exosome component [Micractinium conductrix]	KAF6250785.1 hypothetical protein COO60DRAFT_1705427 [Scenedesmus sp. NREL 46B-D3]
OG0004945	PSC75728.1 peptidyl-prolyl cis-trans isomerase chloroplastic [Micractinium conductrix]	KAF6265133.1 hypothetical protein COO60DRAFT_1480718 [Scenedesmus sp. NREL 46B-D3]
OG0004946	PSC67836.1 Ribonuclease Z [Micractinium conductrix]	KAF6265295.1 beta-lactamase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004947	PSC72012.1 phospholipid glycerol acyltransferase family [Micractinium conductrix]	KAF6264855.1 hypothetical protein COO60DRAFT_1266700 [Scenedesmus sp. NREL 46B-D3]
OG0004950	PSC68421.1 hemK methyltransferase family member 2 [Micractinium conductrix]	KAF6252489.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6250953.1 hypothetical protein COO60DRAFT_1678405 [Scenedesmus sp. NREL 46B-D3]
OG0004952	PSC68036.1 membrane protein [Micractinium conductrix], PSC69514.1 membrane protein [Micractinium conductrix]	KAF6248580.1 transmembrane proteins 14C-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004953	PSC72750.1 hypothetical protein C2E20_3999 [Micractinium conductrix]	KAF6261017.1 ketopantoate reductase PanE/ApbA-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6261016.1 hypothetical protein COO60DRAFT_818594 [Scenedesmus sp. NREL 46B-D3]
OG0004954	PSC73341.1 ATPase AAA [Micractinium conductrix]	KAF6251800.1 hypothetical protein COO60DRAFT_1644642 [Scenedesmus sp. NREL 46B-D3]
OG0004956	PSC70799.1 protease Do-like 7 [Micractinium conductrix]	KAF6255925.1 DegP-type protease [Scenedesmus sp. NREL 46B-D3]
OG0004957	PSC70654.1 IQ and AAA domain-containing 1 [Micractinium conductrix]	KAF6264066.1 hypothetical protein COO60DRAFT_270081 [Scenedesmus sp. NREL 46B-D3]
OG0004960	PSC71568.1 ubiquitin conjugating enzyme family [Micractinium conductrix]	KAF6261015.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004961	PSC67230.1 Pumilio 23 [Micractinium conductrix]	KAF6258500.1 hypothetical protein COO60DRAFT_1639063 [Scenedesmus sp. NREL 46B-D3]
OG0004962	PSC68797.1 Metal transporter Nramp3 [Micractinium conductrix]	KAF6266736.1 Pex19 protein family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004963	PSC71785.1 GABA transporter 1-like [Micractinium conductrix]	KAF6250431.1 lysine histidine transporter-like 5-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004964	PSC67202.1 hypothetical protein C2E20_9101 [Micractinium conductrix], PSC67228.1 hypothetical protein C2E20_9081_ partial [Micractinium conductrix], PSC67229.1 hypothetical protein C2E20_9081_ partial [Micractinium conductrix]	KAF6254300.1 hypothetical protein COO60DRAFT_1542055 [Scenedesmus sp. NREL 46B-D3]
OG0004965	PSC74896.1 hypothetical protein C2E20_1753 [Micractinium conductrix], PSC74897.1 hypothetical protein C2E20_1753 [Micractinium conductrix]	KAF6259946.1 hypothetical protein COO60DRAFT_947191 [Scenedesmus sp. NREL 46B-D3]
OG0004966	PSC77043.1 RNA pseudouridine synthase [Micractinium conductrix]	KAF6261660.1 hypothetical protein COO60DRAFT_1459035 [Scenedesmus sp. NREL 46B-D3]
OG0004967	PSC74921.1 zinc ion binding [Micractinium conductrix]	KAF6257251.1 hypothetical protein COO60DRAFT_24787 [Scenedesmus sp. NREL 46B-D3]
OG0004968	PSC71679.1 ADP-ribosylation factor GTPase-activating AGD1 [Micractinium conductrix]	KAF6255303.1 hypothetical protein COO60DRAFT_230991 [Scenedesmus sp. NREL 46B-D3], KAF6255304.1 hypothetical protein COO60DRAFT_231019 [Scenedesmus sp. NREL 46B-D3]
OG0004970	PSC71759.1 Ubiquinone biosynthesis [Micractinium conductrix]	KAF6262090.1 hypothetical protein COO60DRAFT_690086 [Scenedesmus sp. NREL 46B-D3]
OG0004971	PSC71823.1 intraflagellar transport 46-like protein [Micractinium conductrix]	KAF6262026.1 hypothetical protein COO60DRAFT_1625107 [Scenedesmus sp. NREL 46B-D3], KAF6262027.1 intraflagellar transport protein 46 [Scenedesmus sp. NREL 46B-D3]
OG0004972	PSC71725.1 F-box protein isoform X1 [Micractinium conductrix]	KAF6250906.1 SNF2 family N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251094.1 SNF2 family N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004974	PSC73602.1 4-toluene sulfonate uptake permease [Micractinium conductrix]	KAF6252343.1 hypothetical protein COO60DRAFT_1704334 [Scenedesmus sp. NREL 46B-D3]
OG0004975	PSC68697.1 NADH_ubiquinone oxidoreductase 11 kDa subunit [Micractinium conductrix]	KAF6264613.1 hypothetical protein COO60DRAFT_1634227 [Scenedesmus sp. NREL 46B-D3]
OG0004976	PSC68707.1 Molybdopterin synthase catalytic subunit [Micractinium conductrix]	KAF6261395.1 cytoskeletal adhesion-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004977	PSC73076.1 tRNA pseudouridine synthase [Micractinium conductrix]	KAF6263018.1 hypothetical protein COO60DRAFT_1492560_ partial [Scenedesmus sp. NREL 46B-D3], KAF6261090.1 hypothetical protein COO60DRAFT_1682349 [Scenedesmus sp. NREL 46B-D3]
OG0004978	PSC67166.1 sulfur stress regulator [Micractinium conductrix]	KAF6255933.1 hypothetical protein COO60DRAFT_1531877 [Scenedesmus sp. NREL 46B-D3]
OG0004979	PSC73193.1 domain-containing 4 [Micractinium conductrix]	KAF6255951.1 plastid thylakoid lumenal 29-like protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0004980	PSC73748.1 4-alpha-glucanotransferase DPE2 [Micractinium conductrix]	KAF6262960.1 4-alpha-glucanotransferase [Scenedesmus sp. NREL 46B-D3]
OG0004982	PSC69276.1 dentin sialophospho isoform B [Micractinium conductrix], PSC69275.1 dentin sialophospho isoform A [Micractinium conductrix]	KAF6249499.1 hypothetical protein COO60DRAFT_951415 [Scenedesmus sp. NREL 46B-D3]
OG0004983	PSC73890.1 Transcription initiation factor TFIID subunit 12 [Micractinium conductrix]	KAF6255051.1 hypothetical protein COO60DRAFT_253385 [Scenedesmus sp. NREL 46B-D3]
OG0004984	PSC69230.1 cyclin like [Micractinium conductrix]	KAF6252761.1 hypothetical protein COO60DRAFT_500302 [Scenedesmus sp. NREL 46B-D3], KAF6256976.1 hypothetical protein COO60DRAFT_1640328 [Scenedesmus sp. NREL 46B-D3]
OG0004985	PSC68784.1 dual specificity phosphatase [Micractinium conductrix]	KAF6255376.1 hypothetical protein COO60DRAFT_215681 [Scenedesmus sp. NREL 46B-D3]
OG0004986	PSC75045.1 hypothetical protein C2E20_1799 [Micractinium conductrix]	KAF6259529.1 hypothetical protein COO60DRAFT_1700806 [Scenedesmus sp. NREL 46B-D3]
OG0004988	PSC70075.1 alpha-ketoglutarate-dependent dioxygenase alkB-like protein 6 [Micractinium conductrix]	KAF6266172.1 hypothetical protein COO60DRAFT_646603 [Scenedesmus sp. NREL 46B-D3]
OG0004989	PSC74869.1 domain-containing 5 [Micractinium conductrix]	KAF6251169.1 lumen targeted protein [Scenedesmus sp. NREL 46B-D3]
OG0004990	PSC73347.1 mediator of RNA polymerase II transcription subunit 10b-like [Micractinium conductrix]	KAF6255017.1 transcription factor subunit Med10 of mediator complex-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004991	PSC74934.1 malic enzyme [Micractinium conductrix]	KAF6260946.1 hypothetical protein COO60DRAFT_1504086 [Scenedesmus sp. NREL 46B-D3]
OG0004992	PSC74985.1 cyclopropane-fatty-acyl-phospholipid synthase [Micractinium conductrix]	KAF6254559.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0004993	PSC70018.1 hypothetical protein C2E20_6550 [Micractinium conductrix]	KAF6257167.1 Transglutaminase-like superfamily-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004995	PSC70176.1 Extracellular basic protease [Micractinium conductrix]	KAF6259782.1 hypothetical protein COO60DRAFT_1638104 [Scenedesmus sp. NREL 46B-D3]
OG0004996	PSC70209.1 tRNA-specific 2-thiouridylase [Micractinium conductrix]	KAF6254946.1 tRNA methyl transferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004997	PSC70263.1 glyco endo-alpha-1_2-mannosidase [Micractinium conductrix]	KAF6255042.1 ATP-NAD kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255048.1 hypothetical protein COO60DRAFT_1641836 [Scenedesmus sp. NREL 46B-D3]
OG0004998	PSC76228.1 CHAPERONE-LIKE PROTEIN OF chloroplastic [Micractinium conductrix]	KAF6264866.1 hypothetical protein COO60DRAFT_1481166 [Scenedesmus sp. NREL 46B-D3]
OG0005000	PSC70215.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2 [Micractinium conductrix]	KAF6262626.1 hypothetical protein COO60DRAFT_1495072 [Scenedesmus sp. NREL 46B-D3]
OG0005001	PSC76393.1 cell division cycle 123-like protein [Micractinium conductrix]	KAF6265981.1 D123-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005002	PSC72041.1 Transmembrane 97 [Micractinium conductrix]	KAF6255027.1 hypothetical protein COO60DRAFT_1537625_ partial [Scenedesmus sp. NREL 46B-D3]
OG0005003	PSC73260.1 phosphoenolpyruvate carboxylase 4 [Micractinium conductrix]	KAF6266520.1 Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005005	PSC71978.1 golgin candidate 1 [Micractinium conductrix]	KAF6253019.1 hypothetical protein COO60DRAFT_1643491 [Scenedesmus sp. NREL 46B-D3]
OG0005006	PSC71851.1 phosphatase 2C 22 [Micractinium conductrix]	KAF6266423.1 hypothetical protein COO60DRAFT_452725 [Scenedesmus sp. NREL 46B-D3]
OG0005008	PSC67872.1 methyltransferase [Micractinium conductrix]	KAF6264324.1 hypothetical protein COO60DRAFT_176136 [Scenedesmus sp. NREL 46B-D3]
OG0005009	PSC75791.1 photosystem II [Micractinium conductrix]	KAF6254379.1 ycf32-related poly protein of photosystem II [Scenedesmus sp. NREL 46B-D3]
OG0005011	PSC69886.1 hypothetical protein C2E20_6679 [Micractinium conductrix]	KAF6259005.1 hypothetical protein COO60DRAFT_1284253 [Scenedesmus sp. NREL 46B-D3]
OG0005012	PSC71002.1 putative voltage-gated potassium channel subunit beta [Micractinium conductrix]	KAF6252375.1 NADP-dependent oxidoreductase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005013	PSC70930.1 Nuclear transport factor 2 [Micractinium conductrix]	KAF6251243.1 hypothetical protein COO60DRAFT_1562190 [Scenedesmus sp. NREL 46B-D3]
OG0005014	PSC69936.1 gonidia-specific protein [Micractinium conductrix]	KAF6261119.1 hypothetical protein COO60DRAFT_1283217 [Scenedesmus sp. NREL 46B-D3]
OG0005016	PSC76548.1 pectin lyase [Micractinium conductrix]	KAF6259235.1 pectin lyase fold/virulence factor [Scenedesmus sp. NREL 46B-D3]
OG0005017	PSC70945.1 hypothetical protein C2E20_5636 [Micractinium conductrix]	KAF6257741.1 hypothetical protein COO60DRAFT_1522535 [Scenedesmus sp. NREL 46B-D3]
OG0005018	PSC70342.1 GTPase Der [Micractinium conductrix]	KAF6253477.1 hypothetical protein COO60DRAFT_1643110 [Scenedesmus sp. NREL 46B-D3]
OG0005019	PSC70871.1 CLK4-associating serine arginine rich isoform B [Micractinium conductrix], PSC70872.1 CLK4-associating serine arginine rich isoform A [Micractinium conductrix]	KAF6258918.1 alternative splicing regulator-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005020	PSC68060.1 IQ and ubiquitin-like domain-containing [Micractinium conductrix]	KAF6265271.1 hypothetical protein COO60DRAFT_1689762 [Scenedesmus sp. NREL 46B-D3], KAF6265270.1 mitochondrial processing peptidase alpha subunit [Scenedesmus sp. NREL 46B-D3]
OG0005021	PSC67747.1 E3 ubiquitin-ligase UPL6 [Micractinium conductrix]	KAF6260512.1 hypothetical protein COO60DRAFT_1294333 [Scenedesmus sp. NREL 46B-D3]
OG0005022	PSC73427.1 calcium calmodulin-stimulated cyclic nucleotide [Micractinium conductrix]	KAF6253833.1 hypothetical protein COO60DRAFT_1667616 [Scenedesmus sp. NREL 46B-D3]
OG0005023	PSC70988.1 neurochondrin isoform X1 [Micractinium conductrix]	KAF6252417.1 hypothetical protein COO60DRAFT_1644041 [Scenedesmus sp. NREL 46B-D3]
