Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_Vulgaris2111P
OG0006443	EIE23161.1 hypothetical protein COCSUDRAFT_23789 [Coccomyxa subellipsoidea C-169]	KAI3438242.1 hypothetical protein D9Q98_000679 [Chlorella vulgaris]
OG0006447	EIE20772.1 hypothetical protein COCSUDRAFT_33887 [Coccomyxa subellipsoidea C-169]	KAI3438397.1 hypothetical protein D9Q98_000829 [Chlorella vulgaris]
OG0006449	EIE27408.1 hypothetical protein COCSUDRAFT_52157 [Coccomyxa subellipsoidea C-169]	KAI3438141.1 hypothetical protein D9Q98_000582 [Chlorella vulgaris]
OG0006450	EIE27183.1 hypothetical protein COCSUDRAFT_38919 [Coccomyxa subellipsoidea C-169]	KAI3438000.1 hypothetical protein D9Q98_000443 [Chlorella vulgaris]
OG0006451	EIE27365.1 galactose oxidase [Coccomyxa subellipsoidea C-169]	KAI3438162.1 hypothetical protein D9Q98_000599 [Chlorella vulgaris]
OG0006452	EIE27297.1 hypothetical protein COCSUDRAFT_45808 [Coccomyxa subellipsoidea C-169]	KAI3438210.1 hypothetical protein D9Q98_000647 [Chlorella vulgaris]
OG0006454	EIE21999.1 Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase_ partial [Coccomyxa subellipsoidea C-169]	KAI3438299.1 hypothetical protein D9Q98_000733 [Chlorella vulgaris]
OG0006457	EIE20649.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	KAI3425844.1 hypothetical protein D9Q98_007818 [Chlorella vulgaris]
OG0006458	EIE24685.1 U-box-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3425833.1 hypothetical protein D9Q98_007808 [Chlorella vulgaris]
OG0006460	EIE23678.1 hypothetical protein COCSUDRAFT_66041 [Coccomyxa subellipsoidea C-169]	KAI3434775.1 hypothetical protein D9Q98_002835 [Chlorella vulgaris]
OG0006464	EIE22407.1 putative TAF5 [Coccomyxa subellipsoidea C-169]	KAI3425901.1 hypothetical protein D9Q98_007874 [Chlorella vulgaris]
OG0006466	EIE25478.1 hypothetical protein COCSUDRAFT_40713 [Coccomyxa subellipsoidea C-169]	KAI3425826.1 hypothetical protein D9Q98_007801 [Chlorella vulgaris]
OG0006470	EIE27203.1 hypothetical protein COCSUDRAFT_38937 [Coccomyxa subellipsoidea C-169]	KAI3433905.1 hypothetical protein D9Q98_003707 [Chlorella vulgaris]
OG0006475	EIE20969.1 hypothetical protein COCSUDRAFT_83528 [Coccomyxa subellipsoidea C-169]	KAI3433653.1 hypothetical protein D9Q98_003462 [Chlorella vulgaris]
OG0006479	EIE18737.1 hypothetical protein COCSUDRAFT_54871 [Coccomyxa subellipsoidea C-169]	KAI3433878.1 hypothetical protein D9Q98_003680 [Chlorella vulgaris]
OG0006493	EIE18179.1 hypothetical protein COCSUDRAFT_49382 [Coccomyxa subellipsoidea C-169]	KAI3433529.1 hypothetical protein D9Q98_003339 [Chlorella vulgaris]
OG0006494	EIE22205.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	KAI3433648.1 hypothetical protein D9Q98_003457 [Chlorella vulgaris]
OG0006499	EIE23045.1 hypothetical protein COCSUDRAFT_63427 [Coccomyxa subellipsoidea C-169]	KAI3438809.1 hypothetical protein D9Q98_001226 [Chlorella vulgaris]
OG0006501	EIE23925.1 periplasmic binding protein-like II [Coccomyxa subellipsoidea C-169]	KAI3438845.1 hypothetical protein D9Q98_001262 [Chlorella vulgaris]
OG0006503	EIE20591.1 hypothetical protein COCSUDRAFT_67435 [Coccomyxa subellipsoidea C-169]	KAI3437926.1 hypothetical protein D9Q98_000370 [Chlorella vulgaris], KAI3437925.1 hypothetical protein D9Q98_000370 [Chlorella vulgaris]
OG0006507	EIE20695.1 thioredoxin domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3438661.1 hypothetical protein D9Q98_001082 [Chlorella vulgaris]
OG0006508	EIE23858.1 zinc finger family protein [Coccomyxa subellipsoidea C-169]	KAI3438718.1 hypothetical protein D9Q98_001138 [Chlorella vulgaris]
OG0006509	EIE19516.1 hypothetical protein COCSUDRAFT_83567 [Coccomyxa subellipsoidea C-169]	KAI3438777.1 hypothetical protein D9Q98_001194 [Chlorella vulgaris]
OG0006511	EIE23939.1 hypothetical protein COCSUDRAFT_62467 [Coccomyxa subellipsoidea C-169]	KAI3438835.1 hypothetical protein D9Q98_001252 [Chlorella vulgaris]
OG0006512	EIE19429.1 galactose oxidase [Coccomyxa subellipsoidea C-169]	KAI3438916.1 hypothetical protein D9Q98_001330 [Chlorella vulgaris]
OG0006513	EIE21585.1 Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase [Coccomyxa subellipsoidea C-169]	KAI3436330.1 hypothetical protein D9Q98_002383 [Chlorella vulgaris]
OG0006514	EIE21294.1 hypothetical protein COCSUDRAFT_83518 [Coccomyxa subellipsoidea C-169]	KAI3435687.1 hypothetical protein D9Q98_001745 [Chlorella vulgaris]
OG0006518	EIE20583.1 hypothetical protein COCSUDRAFT_57727 [Coccomyxa subellipsoidea C-169]	KAI3436307.1 hypothetical protein D9Q98_002360 [Chlorella vulgaris]
OG0006520	EIE21144.1 hypothetical protein COCSUDRAFT_57061 [Coccomyxa subellipsoidea C-169]	KAI3436000.1 hypothetical protein D9Q98_002057 [Chlorella vulgaris]
OG0006521	EIE21125.1 hypothetical protein COCSUDRAFT_57045 [Coccomyxa subellipsoidea C-169]	KAI3435916.1 hypothetical protein D9Q98_001974 [Chlorella vulgaris]
OG0006526	EIE25178.1 hypothetical protein COCSUDRAFT_46622 [Coccomyxa subellipsoidea C-169]	KAI3436163.1 hypothetical protein D9Q98_002220 [Chlorella vulgaris]
OG0006534	EIE24175.1 hypothetical protein COCSUDRAFT_41460 [Coccomyxa subellipsoidea C-169]	KAI3429734.1 hypothetical protein D9Q98_010049 [Chlorella vulgaris]
OG0006539	EIE24055.1 hypothetical protein COCSUDRAFT_41370 [Coccomyxa subellipsoidea C-169]	KAI3429601.1 hypothetical protein D9Q98_005687 [Chlorella vulgaris]
OG0006540	EIE24222.1 hypothetical protein COCSUDRAFT_62730 [Coccomyxa subellipsoidea C-169]	KAI3429799.1 hypothetical protein D9Q98_010112 [Chlorella vulgaris]
OG0006541	EIE24166.1 hypothetical protein COCSUDRAFT_47170 [Coccomyxa subellipsoidea C-169]	KAI3429814.1 hypothetical protein D9Q98_010127 [Chlorella vulgaris]
OG0006542	EIE23376.1 DUF1264-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3429656.1 hypothetical protein D9Q98_005741 [Chlorella vulgaris]
OG0006543	EIE20114.1 DUF1348-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3427048.1 hypothetical protein D9Q98_006989 [Chlorella vulgaris]
OG0006544	EIE23976.1 hypothetical protein COCSUDRAFT_53173 [Coccomyxa subellipsoidea C-169]	KAI3429509.1 hypothetical protein D9Q98_005598 [Chlorella vulgaris]
OG0006545	EIE23248.1 hypothetical protein COCSUDRAFT_63604 [Coccomyxa subellipsoidea C-169]	KAI3424763.1 hypothetical protein D9Q98_008152 [Chlorella vulgaris]
OG0006560	EIE26305.1 hypothetical protein COCSUDRAFT_58846 [Coccomyxa subellipsoidea C-169]	KAI3432411.1 hypothetical protein D9Q98_003965 [Chlorella vulgaris]
OG0006565	EIE19974.1 hypothetical protein COCSUDRAFT_58210 [Coccomyxa subellipsoidea C-169]	KAI3424138.1 hypothetical protein D9Q98_009498 [Chlorella vulgaris]
OG0006566	EIE26124.1 hypothetical protein COCSUDRAFT_61118 [Coccomyxa subellipsoidea C-169]	KAI3432726.1 hypothetical protein D9Q98_004268 [Chlorella vulgaris]
OG0006571	EIE19680.1 hypothetical protein COCSUDRAFT_58419 [Coccomyxa subellipsoidea C-169]	KAI3423914.1 hypothetical protein D9Q98_009748 [Chlorella vulgaris]
OG0006574	EIE25308.1 signal recognition particle_ SRP14 subunit [Coccomyxa subellipsoidea C-169]	KAI3432642.1 hypothetical protein D9Q98_004188 [Chlorella vulgaris]
OG0006575	EIE25447.1 hypothetical protein COCSUDRAFT_65248 [Coccomyxa subellipsoidea C-169]	KAI3432600.1 hypothetical protein D9Q98_004148 [Chlorella vulgaris]
OG0006580	EIE26431.1 hypothetical protein COCSUDRAFT_64488 [Coccomyxa subellipsoidea C-169]	KAI3432220.1 hypothetical protein D9Q98_003782 [Chlorella vulgaris]
OG0006587	EIE23978.1 hypothetical protein COCSUDRAFT_53174 [Coccomyxa subellipsoidea C-169]	KAI3436122.1 hypothetical protein D9Q98_002180 [Chlorella vulgaris]
OG0006588	EIE21647.1 histidine-phosphotransfer domain_ HPT domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3436081.1 hypothetical protein D9Q98_002139 [Chlorella vulgaris]
OG0006589	EIE19151.1 hypothetical protein COCSUDRAFT_67987 [Coccomyxa subellipsoidea C-169]	KAI3424200.1 hypothetical protein D9Q98_009556 [Chlorella vulgaris]
OG0006591	EIE24944.1 hypothetical protein COCSUDRAFT_53127 [Coccomyxa subellipsoidea C-169]	KAI3431304.1 hypothetical protein D9Q98_004363 [Chlorella vulgaris]
OG0006592	EIE22404.1 twin arginine-targeting protein trans [Coccomyxa subellipsoidea C-169]	KAI3431399.1 hypothetical protein D9Q98_004452 [Chlorella vulgaris]
OG0006593	EIE23604.1 PAP fibrillin [Coccomyxa subellipsoidea C-169]	KAI3435994.1 hypothetical protein D9Q98_002051 [Chlorella vulgaris]
OG0006595	EIE20550.1 hypothetical protein COCSUDRAFT_67413 [Coccomyxa subellipsoidea C-169]	KAI3424966.1 hypothetical protein D9Q98_008347 [Chlorella vulgaris]
OG0006597	EIE21916.1 hypothetical protein COCSUDRAFT_56362 [Coccomyxa subellipsoidea C-169]	KAI3438321.1 hypothetical protein D9Q98_000755 [Chlorella vulgaris]
OG0006598	EIE23820.1 hypothetical protein COCSUDRAFT_83695 [Coccomyxa subellipsoidea C-169]	KAI3438213.1 hypothetical protein D9Q98_000650 [Chlorella vulgaris]
OG0006599	EIE21069.1 hypothetical protein COCSUDRAFT_48261 [Coccomyxa subellipsoidea C-169]	KAI3437945.1 hypothetical protein D9Q98_000389 [Chlorella vulgaris]
OG0006600	EIE23952.1 hypothetical protein COCSUDRAFT_36201 [Coccomyxa subellipsoidea C-169]	KAI3438284.1 hypothetical protein D9Q98_000719 [Chlorella vulgaris]
OG0006602	EIE25203.1 EF-hand [Coccomyxa subellipsoidea C-169]	KAI3428655.1 hypothetical protein D9Q98_007478 [Chlorella vulgaris]
OG0006605	EIE21028.1 hypothetical protein COCSUDRAFT_17697_ partial [Coccomyxa subellipsoidea C-169]	KAI3425804.1 hypothetical protein D9Q98_007779 [Chlorella vulgaris]
OG0006606	EIE19980.1 hypothetical protein COCSUDRAFT_58215 [Coccomyxa subellipsoidea C-169]	KAI3425865.1 hypothetical protein D9Q98_007838 [Chlorella vulgaris]
OG0006609	EIE27588.1 hypothetical protein COCSUDRAFT_39213 [Coccomyxa subellipsoidea C-169]	KAI3437744.1 hypothetical protein D9Q98_000192 [Chlorella vulgaris]
OG0006611	EIE22277.1 hypothetical protein COCSUDRAFT_29579 [Coccomyxa subellipsoidea C-169]	KAI3426269.1 hypothetical protein D9Q98_008644 [Chlorella vulgaris]
OG0006612	EIE19705.1 hypothetical protein COCSUDRAFT_58438 [Coccomyxa subellipsoidea C-169]	KAI3426292.1 hypothetical protein D9Q98_008665 [Chlorella vulgaris]
OG0006613	EIE19996.1 hypothetical protein COCSUDRAFT_58230 [Coccomyxa subellipsoidea C-169]	KAI3426502.1 hypothetical protein D9Q98_008867 [Chlorella vulgaris]
OG0006615	EIE27487.1 hypothetical protein COCSUDRAFT_55495 [Coccomyxa subellipsoidea C-169], EIE27488.1 hypothetical protein COCSUDRAFT_55496 [Coccomyxa subellipsoidea C-169]	KAI3426485.1 hypothetical protein D9Q98_008851_ partial [Chlorella vulgaris]
OG0006616	EIE18540.1 hypothetical protein COCSUDRAFT_60209 [Coccomyxa subellipsoidea C-169]	KAI3427059.1 hypothetical protein D9Q98_006999 [Chlorella vulgaris]
OG0006618	EIE20024.1 hypothetical protein COCSUDRAFT_54523 [Coccomyxa subellipsoidea C-169], EIE19095.1 hypothetical protein COCSUDRAFT_67968 [Coccomyxa subellipsoidea C-169]	KAI3434636.1 hypothetical protein D9Q98_002703 [Chlorella vulgaris]
OG0006619	EIE20611.1 parvulin-type peptidyl-prolyl cis-trans isomerase [Coccomyxa subellipsoidea C-169]	KAI3438418.1 hypothetical protein D9Q98_000849 [Chlorella vulgaris]
OG0006622	EIE25091.1 SGT1-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3428352.1 hypothetical protein D9Q98_006732 [Chlorella vulgaris]
OG0006625	EIE23414.1 hypothetical protein COCSUDRAFT_62949 [Coccomyxa subellipsoidea C-169]	KAI3436591.1 hypothetical protein D9Q98_006008 [Chlorella vulgaris]
OG0006626	EIE27135.1 hypothetical protein COCSUDRAFT_55159 [Coccomyxa subellipsoidea C-169]	KAI3433594.1 hypothetical protein D9Q98_003405 [Chlorella vulgaris]
OG0006628	EIE27783.1 hypothetical protein COCSUDRAFT_32107 [Coccomyxa subellipsoidea C-169]	KAI3433462.1 hypothetical protein D9Q98_003275 [Chlorella vulgaris]
OG0006629	EIE25446.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	KAI3433661.1 hypothetical protein D9Q98_003470 [Chlorella vulgaris]
OG0006631	EIE27533.1 hypothetical protein COCSUDRAFT_11631 [Coccomyxa subellipsoidea C-169]	KAI3433612.1 hypothetical protein D9Q98_003421 [Chlorella vulgaris]
OG0006632	EIE24123.1 hypothetical protein COCSUDRAFT_65755 [Coccomyxa subellipsoidea C-169]	KAI3429456.1 hypothetical protein D9Q98_005548 [Chlorella vulgaris], KAI3429455.1 hypothetical protein D9Q98_005548 [Chlorella vulgaris]
OG0006633	EIE22153.1 hypothetical protein COCSUDRAFT_42535 [Coccomyxa subellipsoidea C-169]	KAI3429457.1 hypothetical protein D9Q98_005549 [Chlorella vulgaris]
OG0006637	EIE26538.1 hypothetical protein COCSUDRAFT_59065 [Coccomyxa subellipsoidea C-169]	KAI3429726.1 hypothetical protein D9Q98_010042 [Chlorella vulgaris], KAI3429727.1 hypothetical protein D9Q98_010042 [Chlorella vulgaris]
OG0006640	EIE26201.1 SMAD/FHA domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAI3423418.1 hypothetical protein D9Q98_010634 [Chlorella vulgaris]
OG0006641	EIE26258.1 hypothetical protein COCSUDRAFT_12421 [Coccomyxa subellipsoidea C-169]	KAI3423600.1 hypothetical protein D9Q98_010784 _chloroplast_ [Chlorella vulgaris]
OG0006654	EIE23507.1 hypothetical protein COCSUDRAFT_63043 [Coccomyxa subellipsoidea C-169]	KAI3435028.1 hypothetical protein D9Q98_003080 [Chlorella vulgaris]
OG0006656	EIE25008.1 hypothetical protein COCSUDRAFT_52742 [Coccomyxa subellipsoidea C-169]	KAI3437646.1 hypothetical protein D9Q98_000097 [Chlorella vulgaris]
OG0006750	EIE21293.1 hypothetical protein COCSUDRAFT_83517_ partial [Coccomyxa subellipsoidea C-169]	KAI3435757.1 hypothetical protein D9Q98_001815 [Chlorella vulgaris]
OG0006754	EIE20431.1 hypothetical protein COCSUDRAFT_57580 [Coccomyxa subellipsoidea C-169]	KAI3428149.1 hypothetical protein D9Q98_006533 [Chlorella vulgaris]
OG0006757	EIE21365.1 hypothetical protein COCSUDRAFT_66847 [Coccomyxa subellipsoidea C-169]	KAI3435850.1 hypothetical protein D9Q98_001908 [Chlorella vulgaris]
OG0006761	EIE21835.1 hypothetical protein COCSUDRAFT_42874 [Coccomyxa subellipsoidea C-169]	KAI3430744.1 hypothetical protein D9Q98_009156 [Chlorella vulgaris]
OG0006762	EIE26703.1 hypothetical protein COCSUDRAFT_32248 [Coccomyxa subellipsoidea C-169]	KAI3431679.1 hypothetical protein D9Q98_004725 [Chlorella vulgaris]
OG0006763	EIE23999.1 hypothetical protein COCSUDRAFT_65688 [Coccomyxa subellipsoidea C-169]	KAI3429681.1 hypothetical protein D9Q98_005766 [Chlorella vulgaris]
OG0006765	EIE24167.1 hypothetical protein COCSUDRAFT_32994 [Coccomyxa subellipsoidea C-169]	KAI3429576.1 hypothetical protein D9Q98_005663 [Chlorella vulgaris]
OG0006768	EIE20991.1 SfsA-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3436339.1 hypothetical protein D9Q98_002392 [Chlorella vulgaris]
OG0006787	EIE24977.1 hypothetical protein COCSUDRAFT_83670_ partial [Coccomyxa subellipsoidea C-169]	KAI3430574.1 hypothetical protein D9Q98_005167 [Chlorella vulgaris]
OG0006807	EIE24257.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]	KAI3438467.1 hypothetical protein D9Q98_000896 [Chlorella vulgaris]
OG0006821	EIE22788.1 hypothetical protein COCSUDRAFT_63921 [Coccomyxa subellipsoidea C-169]	KAI3425377.1 hypothetical protein D9Q98_009141 [Chlorella vulgaris]
OG0006826	EIE22599.1 zf-CSL-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3433930.1 hypothetical protein D9Q98_003732 [Chlorella vulgaris]
OG0006828	EIE26555.1 hypothetical protein COCSUDRAFT_46140 [Coccomyxa subellipsoidea C-169]	KAI3432444.1 hypothetical protein D9Q98_003996 [Chlorella vulgaris]
OG0006831	EIE23921.1 DUF298-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3433534.1 hypothetical protein D9Q98_003344 [Chlorella vulgaris]
OG0006833	EIE22679.1 putative DNA-binding protein [Coccomyxa subellipsoidea C-169]	KAI3431376.1 hypothetical protein D9Q98_004430 [Chlorella vulgaris]
OG0006838	EIE19728.1 hypothetical protein COCSUDRAFT_67773 [Coccomyxa subellipsoidea C-169]	KAI3428665.1 hypothetical protein D9Q98_007488 [Chlorella vulgaris]
OG0006856	EIE26975.1 hypothetical protein COCSUDRAFT_46301 [Coccomyxa subellipsoidea C-169]	KAI3435594.1 hypothetical protein D9Q98_001659 [Chlorella vulgaris]
OG0006864	EIE26444.1 hypothetical protein COCSUDRAFT_32166 [Coccomyxa subellipsoidea C-169]	KAI3435598.1 hypothetical protein D9Q98_001663 [Chlorella vulgaris]
OG0006868	EIE18955.1 hypothetical protein COCSUDRAFT_49126 [Coccomyxa subellipsoidea C-169]	KAI3430639.1 hypothetical protein D9Q98_005232 [Chlorella vulgaris]
OG0006874	EIE19167.1 hypothetical protein COCSUDRAFT_34372 [Coccomyxa subellipsoidea C-169]	KAI3424278.1 hypothetical protein D9Q98_009833 [Chlorella vulgaris]
OG0006890	EIE23959.1 putative integron gene cassette protein [Coccomyxa subellipsoidea C-169]	KAI3434397.1 hypothetical protein D9Q98_002475 [Chlorella vulgaris]
OG0006895	EIE19470.1 hypothetical protein COCSUDRAFT_67905 [Coccomyxa subellipsoidea C-169]	KAI3436476.1 hypothetical protein D9Q98_005893 [Chlorella vulgaris]
OG0006897	EIE27598.1 hypothetical protein COCSUDRAFT_55594 [Coccomyxa subellipsoidea C-169]	KAI3437631.1 hypothetical protein D9Q98_000083 [Chlorella vulgaris]
OG0006919	EIE22092.1 hypothetical protein COCSUDRAFT_83483 [Coccomyxa subellipsoidea C-169]	KAI3423974.1 hypothetical protein D9Q98_009808 [Chlorella vulgaris]
OG0006921	EIE27220.1 hypothetical protein COCSUDRAFT_64129 [Coccomyxa subellipsoidea C-169]	KAI3423995.1 hypothetical protein D9Q98_009828 [Chlorella vulgaris]
OG0006925	EIE23781.1 hypothetical protein COCSUDRAFT_41924 [Coccomyxa subellipsoidea C-169]	KAI3430601.1 hypothetical protein D9Q98_005194 [Chlorella vulgaris]
OG0006926	EIE22061.1 hypothetical protein COCSUDRAFT_53949 [Coccomyxa subellipsoidea C-169]	KAI3430455.1 hypothetical protein D9Q98_005050 [Chlorella vulgaris]
OG0006937	EIE24054.1 hypothetical protein COCSUDRAFT_41369 [Coccomyxa subellipsoidea C-169]	KAI3430510.1 hypothetical protein D9Q98_005105 [Chlorella vulgaris]
OG0006947	EIE20217.1 hypothetical protein COCSUDRAFT_57938 [Coccomyxa subellipsoidea C-169]	KAI3425223.1 hypothetical protein D9Q98_008991 [Chlorella vulgaris]
OG0006950	EIE20238.1 hypothetical protein COCSUDRAFT_67552 [Coccomyxa subellipsoidea C-169]	KAI3425209.1 hypothetical protein D9Q98_008977 [Chlorella vulgaris]
OG0006995	EIE24218.1 Cryptochrome/photolyase FAD-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	KAI3428602.1 hypothetical protein D9Q98_007425 [Chlorella vulgaris]
OG0007001	EIE22433.1 hypothetical protein COCSUDRAFT_66623 [Coccomyxa subellipsoidea C-169]	KAI3426334.1 hypothetical protein D9Q98_008707 [Chlorella vulgaris]
OG0007003	EIE27002.1 hypothetical protein COCSUDRAFT_32328 [Coccomyxa subellipsoidea C-169]	KAI3426173.1 hypothetical protein D9Q98_008550 [Chlorella vulgaris]
OG0007005	EIE20385.1 hypothetical protein COCSUDRAFT_57536 [Coccomyxa subellipsoidea C-169]	KAI3426175.1 hypothetical protein D9Q98_008552 [Chlorella vulgaris]
OG0007011	EIE20075.1 hypothetical protein COCSUDRAFT_67468 [Coccomyxa subellipsoidea C-169]	KAI3425095.1 hypothetical protein D9Q98_008473 [Chlorella vulgaris]
OG0007016	EIE22732.1 myocyte enhancer factor 2D [Coccomyxa subellipsoidea C-169]	KAI3424993.1 hypothetical protein D9Q98_008374 [Chlorella vulgaris]
OG0007030	EIE22717.1 hypothetical protein COCSUDRAFT_66359 [Coccomyxa subellipsoidea C-169]	KAI3424818.1 hypothetical protein D9Q98_008204 [Chlorella vulgaris]
OG0007040	EIE19698.1 hypothetical protein COCSUDRAFT_54586 [Coccomyxa subellipsoidea C-169]	KAI3426891.1 hypothetical protein D9Q98_006835 [Chlorella vulgaris]
OG0007050	EIE19622.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	KAI3426908.1 hypothetical protein D9Q98_006852 [Chlorella vulgaris]
OG0007057	EIE25659.1 EF-hand [Coccomyxa subellipsoidea C-169]	KAI3436724.1 hypothetical protein D9Q98_006139 [Chlorella vulgaris]
OG0007063	EIE27026.1 hypothetical protein COCSUDRAFT_83585 [Coccomyxa subellipsoidea C-169]	KAI3436825.1 hypothetical protein D9Q98_006235 [Chlorella vulgaris]
OG0007071	EIE21733.1 S-adenosyl-L-methionine dependent tRNA/rRNA methyltransferase [Coccomyxa subellipsoidea C-169]	KAI3429592.1 hypothetical protein D9Q98_005678 [Chlorella vulgaris]
OG0007081	EIE25612.1 hypothetical protein COCSUDRAFT_83619_ partial [Coccomyxa subellipsoidea C-169]	KAI3427976.1 hypothetical protein D9Q98_006366 [Chlorella vulgaris]
OG0007086	EIE26698.1 hypothetical protein COCSUDRAFT_59217 [Coccomyxa subellipsoidea C-169]	KAI3438386.1 hypothetical protein D9Q98_000818 [Chlorella vulgaris]
OG0007096	EIE18188.1 hypothetical protein COCSUDRAFT_68405 [Coccomyxa subellipsoidea C-169]	KAI3438336.1 hypothetical protein D9Q98_000769 [Chlorella vulgaris]
