Orthogroup	Coccomyxa_SubellipsoideaC169	Scenedesmus_NREL
OG0006804	EIE21597.1 protein arginine N-methyltransferase [Coccomyxa subellipsoidea C-169]	KAF6255866.1 protein arginine N-methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0006808	EIE26089.1 putative AX110P protein [Coccomyxa subellipsoidea C-169]	KAF6253992.1 hypothetical protein COO60DRAFT_364115 [Scenedesmus sp. NREL 46B-D3]
OG0006811	EIE26931.1 hypothetical protein COCSUDRAFT_11872_ partial [Coccomyxa subellipsoidea C-169]	KAF6258140.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0006826	EIE22599.1 zf-CSL-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6256148.1 hypothetical protein COO60DRAFT_1272092 [Scenedesmus sp. NREL 46B-D3]
OG0006863	EIE26491.1 hypothetical protein COCSUDRAFT_59025 [Coccomyxa subellipsoidea C-169]	KAF6254338.1 hypothetical protein COO60DRAFT_328711 [Scenedesmus sp. NREL 46B-D3]
OG0006919	EIE22092.1 hypothetical protein COCSUDRAFT_83483 [Coccomyxa subellipsoidea C-169]	KAF6254944.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0006921	EIE27220.1 hypothetical protein COCSUDRAFT_64129 [Coccomyxa subellipsoidea C-169]	KAF6257402.1 hypothetical protein COO60DRAFT_1235754 [Scenedesmus sp. NREL 46B-D3]
OG0006926	EIE22061.1 hypothetical protein COCSUDRAFT_53949 [Coccomyxa subellipsoidea C-169]	KAF6251649.1 hypothetical protein COO60DRAFT_596414 [Scenedesmus sp. NREL 46B-D3]
OG0006947	EIE20217.1 hypothetical protein COCSUDRAFT_57938 [Coccomyxa subellipsoidea C-169]	KAF6250610.1 hypothetical protein COO60DRAFT_1646459 [Scenedesmus sp. NREL 46B-D3]
OG0006982	EIE27051.1 hypothetical protein COCSUDRAFT_55078 [Coccomyxa subellipsoidea C-169]	KAF6253906.1 hypothetical protein COO60DRAFT_1544047 [Scenedesmus sp. NREL 46B-D3]
OG0007002	EIE22260.1 xylose isomerase [Coccomyxa subellipsoidea C-169]	KAF6264172.1 hypothetical protein COO60DRAFT_1281907 [Scenedesmus sp. NREL 46B-D3]
OG0007042	EIE20415.1 hypothetical protein COCSUDRAFT_67352 [Coccomyxa subellipsoidea C-169]	KAF6253707.1 hypothetical protein COO60DRAFT_1642934 [Scenedesmus sp. NREL 46B-D3], KAF6262494.1 hypothetical protein COO60DRAFT_1293389 [Scenedesmus sp. NREL 46B-D3]
OG0007055	EIE22642.1 hypothetical protein COCSUDRAFT_16385 [Coccomyxa subellipsoidea C-169]	KAF6263818.1 chitinase-related protein [Scenedesmus sp. NREL 46B-D3]
OG0007071	EIE21733.1 S-adenosyl-L-methionine dependent tRNA/rRNA methyltransferase [Coccomyxa subellipsoidea C-169]	KAF6265605.1 Alpha/beta knot methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0007161	EIE20601.1 major facilitator superfamily transporter [Coccomyxa subellipsoidea C-169]	KAF6257375.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0007193	EIE23719.1 hypothetical protein COCSUDRAFT_63244 [Coccomyxa subellipsoidea C-169]	KAF6265402.1 hypothetical protein COO60DRAFT_1697717 [Scenedesmus sp. NREL 46B-D3]
OG0007232	EIE22658.1 Dpy-30-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6257248.1 hypothetical protein COO60DRAFT_1524795 [Scenedesmus sp. NREL 46B-D3]
OG0007242	EIE25561.1 hypothetical protein COCSUDRAFT_65305 [Coccomyxa subellipsoidea C-169]	KAF6258070.1 hypothetical protein COO60DRAFT_1157784 [Scenedesmus sp. NREL 46B-D3]
OG0007246	EIE19207.1 hypothetical protein COCSUDRAFT_54774 [Coccomyxa subellipsoidea C-169]	KAF6261382.1 hypothetical protein COO60DRAFT_1501920 [Scenedesmus sp. NREL 46B-D3]
OG0007261	EIE22412.1 hypothetical protein COCSUDRAFT_24320_ partial [Coccomyxa subellipsoidea C-169]	KAF6265551.1 hypothetical protein COO60DRAFT_1479363 [Scenedesmus sp. NREL 46B-D3]
OG0007273	EIE26978.1 hypothetical protein COCSUDRAFT_12443 [Coccomyxa subellipsoidea C-169]	KAF6258243.1 hypothetical protein COO60DRAFT_1138059 [Scenedesmus sp. NREL 46B-D3]
OG0007276	EIE24026.1 hypothetical protein COCSUDRAFT_53195 [Coccomyxa subellipsoidea C-169]	KAF6252953.1 hypothetical protein COO60DRAFT_1704049 [Scenedesmus sp. NREL 46B-D3]
OG0007283	EIE23130.1 hypothetical protein COCSUDRAFT_15576 [Coccomyxa subellipsoidea C-169]	KAF6250261.1 hypothetical protein COO60DRAFT_1577551 [Scenedesmus sp. NREL 46B-D3]
OG0007289	EIE22697.1 hypothetical protein COCSUDRAFT_63835 [Coccomyxa subellipsoidea C-169], EIE21117.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	KAF6257450.1 NAD_P_-binding protein [Scenedesmus sp. NREL 46B-D3]
OG0007307	EIE23868.1 uroporphyrin-III C-m_ partial [Coccomyxa subellipsoidea C-169]	KAF6262537.1 tetrapyrrole methylase [Scenedesmus sp. NREL 46B-D3]
OG0007335	EIE23129.1 putative phosphopantothenoylcysteine decarboxylase [Coccomyxa subellipsoidea C-169]	KAF6265635.1 flavin mononucleotide-binding protein 3 [Scenedesmus sp. NREL 46B-D3]
OG0007337	EIE23996.1 hypothetical protein COCSUDRAFT_62523 [Coccomyxa subellipsoidea C-169]	KAF6253382.1 hypothetical protein COO60DRAFT_424455 [Scenedesmus sp. NREL 46B-D3]
OG0007342	EIE27462.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	KAF6255606.1 putative hydrolase or acyltransferase of alpha/beta superfamily [Scenedesmus sp. NREL 46B-D3]
OG0007349	EIE22042.1 hypothetical protein COCSUDRAFT_66802 [Coccomyxa subellipsoidea C-169]	KAF6262805.1 hypothetical protein COO60DRAFT_1699103 [Scenedesmus sp. NREL 46B-D3]
OG0007352	EIE26695.1 hypothetical protein COCSUDRAFT_59214 [Coccomyxa subellipsoidea C-169]	KAF6261247.1 hypothetical protein COO60DRAFT_803412 [Scenedesmus sp. NREL 46B-D3]
OG0007355	EIE18040.1 hypothetical protein COCSUDRAFT_55044 [Coccomyxa subellipsoidea C-169], EIE20679.1 hypothetical protein COCSUDRAFT_57247 [Coccomyxa subellipsoidea C-169]	KAF6252035.1 hypothetical protein COO60DRAFT_562143 [Scenedesmus sp. NREL 46B-D3]
OG0007358	EIE18243.1 hypothetical protein COCSUDRAFT_38692 [Coccomyxa subellipsoidea C-169]	KAF6263702.1 hypothetical protein COO60DRAFT_1621661 [Scenedesmus sp. NREL 46B-D3]
OG0007359	EIE18274.1 hypothetical protein COCSUDRAFT_34588 [Coccomyxa subellipsoidea C-169]	KAF6255920.1 hypothetical protein COO60DRAFT_164720 [Scenedesmus sp. NREL 46B-D3], KAF6257049.1 hypothetical protein COO60DRAFT_44023 [Scenedesmus sp. NREL 46B-D3]
OG0007362	EIE18414.1 ARID-like protein [Coccomyxa subellipsoidea C-169], EIE27336.1 hypothetical protein COCSUDRAFT_45820 [Coccomyxa subellipsoidea C-169]	KAF6265476.1 hypothetical protein COO60DRAFT_957936 [Scenedesmus sp. NREL 46B-D3]
OG0007364	EIE18498.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6259429.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259424.1 intraflagellar transport protein [Scenedesmus sp. NREL 46B-D3]
OG0007366	EIE24468.1 alkyl hydroperoxide reductase/ thiol specific antioxidant/ Mal allergen [Coccomyxa subellipsoidea C-169], EIE18604.1 thioredoxin dependent peroxidase [Coccomyxa subellipsoidea C-169], EIE25756.1 thioredoxin dependent peroxidase [Coccomyxa subellipsoidea C-169]	KAF6265673.1 thioredoxin dependent peroxidase [Scenedesmus sp. NREL 46B-D3]
OG0007369	EIE18810.1 NUC189-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6255059.1 quinon protein alcohol dehydrogenase-like superfamily [Scenedesmus sp. NREL 46B-D3], KAF6255060.1 hypothetical protein COO60DRAFT_1272755 [Scenedesmus sp. NREL 46B-D3]
OG0007371	EIE19190.1 AB-hydrolase YheT [Coccomyxa subellipsoidea C-169], EIE25734.1 AB-hydrolase YheT [Coccomyxa subellipsoidea C-169]	KAF6255999.1 hypothetical protein COO60DRAFT_1461875 [Scenedesmus sp. NREL 46B-D3]
OG0007372	EIE19212.1 alpha/beta-hydrolase_ partial [Coccomyxa subellipsoidea C-169]	KAF6254592.1 hypothetical protein COO60DRAFT_1703265 [Scenedesmus sp. NREL 46B-D3]
OG0007373	EIE19221.1 amine oxidase [Coccomyxa subellipsoidea C-169]	KAF6238025.1 amine oxidase [Scenedesmus sp. NREL 46B-D3], KAF6266764.1 amine oxidase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0007374	EIE21431.1 hypothetical protein COCSUDRAFT_53987 [Coccomyxa subellipsoidea C-169], EIE19593.1 hypothetical protein COCSUDRAFT_58340 [Coccomyxa subellipsoidea C-169]	KAF6266418.1 hypothetical protein COO60DRAFT_1633015 [Scenedesmus sp. NREL 46B-D3], KAF6261716.1 hypothetical protein COO60DRAFT_733325 [Scenedesmus sp. NREL 46B-D3]
OG0007378	EIE22215.1 glutathione S-transferase [Coccomyxa subellipsoidea C-169], EIE20099.1 glutathione S-transferase [Coccomyxa subellipsoidea C-169]	KAF6252349.1 glutathione S-transferase [Scenedesmus sp. NREL 46B-D3], KAF6255414.1 glutathione S-transferase [Scenedesmus sp. NREL 46B-D3]
OG0007379	EIE23006.1 hypothetical protein COCSUDRAFT_53481 [Coccomyxa subellipsoidea C-169], EIE20257.1 hypothetical protein COCSUDRAFT_57976 [Coccomyxa subellipsoidea C-169]	KAF6259478.1 touch receptor neuron protein Mec-17-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0007380	EIE20324.1 hypothetical protein COCSUDRAFT_44234 [Coccomyxa subellipsoidea C-169], EIE21902.1 Lecithin_cholesterol acyltransferase [Coccomyxa subellipsoidea C-169]	KAF6256224.1 Lecithin_cholesterol acyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0007382	EIE20665.1 hypothetical protein COCSUDRAFT_67176 [Coccomyxa subellipsoidea C-169], EIE23263.1 hypothetical protein COCSUDRAFT_47568 [Coccomyxa subellipsoidea C-169]	KAF6261103.1 hypothetical protein COO60DRAFT_1699955 [Scenedesmus sp. NREL 46B-D3]
OG0007385	EIE21097.1 sucrose phosphorylase [Coccomyxa subellipsoidea C-169]	KAF6253876.1 hypothetical protein COO60DRAFT_372189 [Scenedesmus sp. NREL 46B-D3], KAF6251529.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3], KAF6253877.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3]
OG0007387	EIE21334.1 hypothetical protein COCSUDRAFT_56557 [Coccomyxa subellipsoidea C-169]	KAF6261222.1 hypothetical protein COO60DRAFT_1699928 [Scenedesmus sp. NREL 46B-D3], KAF6249838.1 hypothetical protein COO60DRAFT_1706334 [Scenedesmus sp. NREL 46B-D3]
OG0007388	EIE21963.1 hypothetical protein COCSUDRAFT_56406 [Coccomyxa subellipsoidea C-169]	KAF6265685.1 calmodulin-binding-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0007390	EIE22036.1 hypothetical protein COCSUDRAFT_56469 [Coccomyxa subellipsoidea C-169]	KAF6258930.1 hypothetical protein COO60DRAFT_1067931 [Scenedesmus sp. NREL 46B-D3], KAF6244144.1 hypothetical protein COO60DRAFT_97923 [Scenedesmus sp. NREL 46B-D3]
OG0007391	EIE22279.1 hypothetical protein COCSUDRAFT_55975 [Coccomyxa subellipsoidea C-169], EIE24025.1 hypothetical protein COCSUDRAFT_62552 [Coccomyxa subellipsoidea C-169]	KAF6255100.1 splicing factor 4-like protein [Scenedesmus sp. NREL 46B-D3]
OG0007394	EIE22837.1 hypothetical protein COCSUDRAFT_53676 [Coccomyxa subellipsoidea C-169]	KAF6256728.1 hypothetical protein COO60DRAFT_1702205 [Scenedesmus sp. NREL 46B-D3], KAF6256704.1 hypothetical protein COO60DRAFT_83730 [Scenedesmus sp. NREL 46B-D3]
OG0007395	EIE22875.1 epocide hydrolase domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22876.1 putative hydrolase [Coccomyxa subellipsoidea C-169]	KAF6255818.1 epocide hydrolase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0007396	EIE22888.1 RmlC-like cupin [Coccomyxa subellipsoidea C-169], EIE22877.1 RmlC-like cupin [Coccomyxa subellipsoidea C-169]	KAF6259616.1 RmlC-like cupin [Scenedesmus sp. NREL 46B-D3]
OG0007397	EIE23514.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	KAF6252982.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3], KAF6258957.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0007398	EIE23636.1 hypothetical protein COCSUDRAFT_53414 [Coccomyxa subellipsoidea C-169], EIE25378.1 hypothetical protein COCSUDRAFT_35772 [Coccomyxa subellipsoidea C-169]	KAF6255193.1 hypothetical protein COO60DRAFT_1272654 [Scenedesmus sp. NREL 46B-D3]
OG0007399	EIE23718.1 hypothetical protein COCSUDRAFT_63243 [Coccomyxa subellipsoidea C-169]	KAF6265580.1 hypothetical protein COO60DRAFT_863203 [Scenedesmus sp. NREL 46B-D3], KAF6265579.1 membrane-associated apoptosis protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0007400	EIE23913.1 hypothetical protein COCSUDRAFT_62444 [Coccomyxa subellipsoidea C-169], EIE25030.1 hypothetical protein COCSUDRAFT_13191 [Coccomyxa subellipsoidea C-169]	KAF6256573.1 hypothetical protein COO60DRAFT_1640642 [Scenedesmus sp. NREL 46B-D3]
OG0007401	EIE24077.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	KAF6249923.1 hypothetical protein COO60DRAFT_1706286 [Scenedesmus sp. NREL 46B-D3]
OG0007402	EIE24141.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6253314.1 hypothetical protein COO60DRAFT_429271 [Scenedesmus sp. NREL 46B-D3], KAF6253316.1 pseudouridine synthase [Scenedesmus sp. NREL 46B-D3]
OG0007403	EIE24298.1 hypothetical protein COCSUDRAFT_62800 [Coccomyxa subellipsoidea C-169]	KAF6266797.1 hypothetical protein COO60DRAFT_1473522 [Scenedesmus sp. NREL 46B-D3], KAF6266802.1 Prohead core protein protease-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0007404	EIE24893.1 periplasmic binding protein-like II [Coccomyxa subellipsoidea C-169]	KAF6263089.1 ligand-gated ion channel-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263090.1 hypothetical protein COO60DRAFT_537106 [Scenedesmus sp. NREL 46B-D3]
OG0007405	EIE25310.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	KAF6263473.1 flagellar associated protein [Scenedesmus sp. NREL 46B-D3], KAF6263474.1 hypothetical protein COO60DRAFT_411981 [Scenedesmus sp. NREL 46B-D3]
OG0007406	EIE25615.1 hypothetical protein COCSUDRAFT_83622 [Coccomyxa subellipsoidea C-169]	KAF6252013.1 hypothetical protein COO60DRAFT_1704488 [Scenedesmus sp. NREL 46B-D3], KAF6250507.1 hypothetical protein COO60DRAFT_1705814 [Scenedesmus sp. NREL 46B-D3]
OG0007407	EIE25803.1 hypothetical protein COCSUDRAFT_64842 [Coccomyxa subellipsoidea C-169]	KAF6251316.1 hypothetical protein COO60DRAFT_634664 [Scenedesmus sp. NREL 46B-D3], KAF6263097.1 hypothetical protein COO60DRAFT_1672820_ partial [Scenedesmus sp. NREL 46B-D3]
OG0007408	EIE26150.1 PLC-like phosphodiesterase [Coccomyxa subellipsoidea C-169]	KAF6257834.1 glycerophosphoryl diester phosphodiesterase family protein [Scenedesmus sp. NREL 46B-D3], KAF6261642.1 ciliary basal body-associated_ B9 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0007409	EIE26362.1 hypothetical protein COCSUDRAFT_64454 [Coccomyxa subellipsoidea C-169]	KAF6255208.1 hypothetical protein COO60DRAFT_243398 [Scenedesmus sp. NREL 46B-D3], KAF6256654.1 hypothetical protein COO60DRAFT_1640540 [Scenedesmus sp. NREL 46B-D3]
OG0007410	EIE26432.1 hypothetical protein COCSUDRAFT_58970 [Coccomyxa subellipsoidea C-169], EIE26898.1 hypothetical protein COCSUDRAFT_59402 [Coccomyxa subellipsoidea C-169]	KAF6260703.1 hypothetical protein COO60DRAFT_1683501 [Scenedesmus sp. NREL 46B-D3]
OG0007411	EIE26607.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	KAF6255648.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6251388.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0007412	EIE26668.1 hypothetical protein COCSUDRAFT_59188 [Coccomyxa subellipsoidea C-169]	KAF6248774.1 hypothetical protein COO60DRAFT_1648521 [Scenedesmus sp. NREL 46B-D3], KAF6256882.1 hypothetical protein COO60DRAFT_1640333 [Scenedesmus sp. NREL 46B-D3]
OG0007413	EIE27028.1 hypothetical protein COCSUDRAFT_83587 [Coccomyxa subellipsoidea C-169]	KAF6256181.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6256180.1 eukaryotic translation initiation factor 3k [Scenedesmus sp. NREL 46B-D3]
OG0007414	EIE27035.1 hypothetical protein COCSUDRAFT_38811 [Coccomyxa subellipsoidea C-169]	KAF6259543.1 hypothetical protein COO60DRAFT_1270023 [Scenedesmus sp. NREL 46B-D3], KAF6259542.1 hypothetical protein COO60DRAFT_1513062_ partial [Scenedesmus sp. NREL 46B-D3]
OG0007415	EIE27167.1 hypothetical protein COCSUDRAFT_31939_ partial [Coccomyxa subellipsoidea C-169]	KAF6253546.1 hypothetical protein COO60DRAFT_1463162 [Scenedesmus sp. NREL 46B-D3], KAF6252070.1 hypothetical protein COO60DRAFT_1628668 [Scenedesmus sp. NREL 46B-D3]
OG0007416	EIE27195.1 hypothetical protein COCSUDRAFT_55218 [Coccomyxa subellipsoidea C-169]	KAF6264867.1 hypothetical protein COO60DRAFT_1180616 [Scenedesmus sp. NREL 46B-D3], KAF6264868.1 hypothetical protein COO60DRAFT_1180617 [Scenedesmus sp. NREL 46B-D3]
OG0007417	EIE27656.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]	KAF6266165.1 mitochondrial substrate carrier [Scenedesmus sp. NREL 46B-D3], KAF6253255.1 Sodium/calcium exchanger protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0007542	EIE19766.1 hypothetical protein COCSUDRAFT_54610 [Coccomyxa subellipsoidea C-169]	KAF6255398.1 HR-like lesion-inducer [Scenedesmus sp. NREL 46B-D3]
OG0007553	EIE25291.1 hypothetical protein COCSUDRAFT_32604 [Coccomyxa subellipsoidea C-169]	KAF6262560.1 hypothetical protein COO60DRAFT_1293449 [Scenedesmus sp. NREL 46B-D3]
OG0007567	EIE23095.1 peptidyl-prolyl cis-trans isomerase_ partial [Coccomyxa subellipsoidea C-169]	KAF6256797.1 hypothetical protein COO60DRAFT_1702178 [Scenedesmus sp. NREL 46B-D3]
OG0007650	EIE23020.1 hypothetical protein COCSUDRAFT_33222 [Coccomyxa subellipsoidea C-169]	KAF6252505.1 hypothetical protein COO60DRAFT_1628513 [Scenedesmus sp. NREL 46B-D3]
OG0007854	EIE24548.1 xylose isomerase domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6263003.1 xylose isomerase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0008028	EIE22974.1 hypothetical protein COCSUDRAFT_33208 [Coccomyxa subellipsoidea C-169]	KAF6252839.1 mitochondrial putative NADH_ubiquinone oxidoreductase 6.5 kDa subunit [Scenedesmus sp. NREL 46B-D3]
OG0008043	EIE22818.1 60S ribosomal protein L39 [Coccomyxa subellipsoidea C-169]	KAF6259524.1 60S ribosomal protein L39 [Scenedesmus sp. NREL 46B-D3]
OG0008089	EIE19665.1 hypothetical protein COCSUDRAFT_67746 [Coccomyxa subellipsoidea C-169]	KAF6258206.1 hypothetical protein COO60DRAFT_1520094 [Scenedesmus sp. NREL 46B-D3]
OG0008098	EIE19905.1 hypothetical protein COCSUDRAFT_54497 [Coccomyxa subellipsoidea C-169]	KAF6251190.1 hypothetical protein COO60DRAFT_1275214 [Scenedesmus sp. NREL 46B-D3]
OG0008100	EIE20563.1 Gar1-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6262306.1 Gar1/Naf1 RNA binding region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0008130	EIE19896.1 hypothetical protein COCSUDRAFT_54496 [Coccomyxa subellipsoidea C-169]	KAF6256776.1 hypothetical protein COO60DRAFT_1271694 [Scenedesmus sp. NREL 46B-D3]
OG0008134	EIE21979.1 hypothetical protein COCSUDRAFT_48009 [Coccomyxa subellipsoidea C-169]	KAF6263594.1 photosystem II subunit W_ chloroplast precursor [Scenedesmus sp. NREL 46B-D3]
OG0008136	EIE20401.1 hypothetical protein COCSUDRAFT_57549 [Coccomyxa subellipsoidea C-169]	KAF6261299.1 transcription factor e_y_2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0008144	EIE18054.1 hypothetical protein COCSUDRAFT_34653 [Coccomyxa subellipsoidea C-169]	KAF6254375.1 hypothetical protein COO60DRAFT_326379 [Scenedesmus sp. NREL 46B-D3]
OG0008150	EIE18156.1 hypothetical protein COCSUDRAFT_31816 [Coccomyxa subellipsoidea C-169]	KAF6255729.1 prenylated rab acceptor PRA1 [Scenedesmus sp. NREL 46B-D3]
OG0008152	EIE18339.1 hypothetical protein COCSUDRAFT_60307 [Coccomyxa subellipsoidea C-169]	KAF6265761.1 hypothetical protein COO60DRAFT_1266184 [Scenedesmus sp. NREL 46B-D3], KAF6251557.1 hypothetical protein COO60DRAFT_1464216 [Scenedesmus sp. NREL 46B-D3]
OG0008156	EIE18381.1 hypothetical protein COCSUDRAFT_20697_ partial [Coccomyxa subellipsoidea C-169]	KAF6245562.1 MT-A70-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0008157	EIE18459.1 GTP-binding protein Obg/CgtA [Coccomyxa subellipsoidea C-169]	KAF6265239.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0008160	EIE18526.1 hypothetical protein COCSUDRAFT_6434_ partial [Coccomyxa subellipsoidea C-169]	KAF6259416.1 JAB1/Mov34/MPN/PAD-1 ubiquitin protease-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0008161	EIE18582.1 hypothetical protein COCSUDRAFT_60246 [Coccomyxa subellipsoidea C-169]	KAF6263932.1 hypothetical protein COO60DRAFT_1488012 [Scenedesmus sp. NREL 46B-D3]
OG0008162	EIE18639.1 calcium-dependent phosphotriesterase_ partial [Coccomyxa subellipsoidea C-169], EIE26814.1 calcium-dependent phosphotriesterase [Coccomyxa subellipsoidea C-169]	KAF6263580.1 calcium-dependent phosphotriesterase [Scenedesmus sp. NREL 46B-D3]
OG0008167	EIE19198.1 3'_5'-cyclic-nucleotide phosphodiesterase_ partial [Coccomyxa subellipsoidea C-169]	KAF6253310.1 hypothetical protein COO60DRAFT_1547491 [Scenedesmus sp. NREL 46B-D3]
OG0008168	EIE19346.1 NAP-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6260317.1 hypothetical protein COO60DRAFT_909634 [Scenedesmus sp. NREL 46B-D3]
OG0008169	EIE19351.1 hypothetical protein COCSUDRAFT_58644 [Coccomyxa subellipsoidea C-169]	KAF6260888.1 hypothetical protein COO60DRAFT_1700116 [Scenedesmus sp. NREL 46B-D3]
OG0008171	EIE19388.1 hypothetical protein COCSUDRAFT_44724 [Coccomyxa subellipsoidea C-169]	KAF6261764.1 intraflagellar protein IFT172 [Scenedesmus sp. NREL 46B-D3]
OG0008172	EIE19436.1 aquaporin-like protein [Coccomyxa subellipsoidea C-169]	KAF6247045.1 aquaporin-like protein [Scenedesmus sp. NREL 46B-D3], KAF6258208.1 aquaporin-like protein [Scenedesmus sp. NREL 46B-D3]
