Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_A99
OG0004178	EIE21514.1 nucleic acid-binding protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2220 [Chlorella sp. A99]
OG0004179	EIE19369.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000023.1 g2235 [Chlorella sp. A99]
OG0004180	EIE20529.1 hypothetical protein COCSUDRAFT_18502 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2415 [Chlorella sp. A99]
OG0004181	EIE23145.1 hypothetical protein COCSUDRAFT_47512 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2423 [Chlorella sp. A99]
OG0004182	EIE21317.1 fructose-1_6-bisphosphate aldolase [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2428 [Chlorella sp. A99]
OG0004183	EIE23135.1 hypothetical protein COCSUDRAFT_53517 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2442 [Chlorella sp. A99]
OG0004184	EIE22999.1 putative carboxypeptidase [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2473 [Chlorella sp. A99]
OG0004185	EIE18952.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2533 [Chlorella sp. A99], PCFQ01000006.1 g3251 [Chlorella sp. A99]
OG0004186	EIE24643.1 hypothetical protein COCSUDRAFT_53024 [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2588 [Chlorella sp. A99]
OG0004187	EIE26238.1 hypothetical protein COCSUDRAFT_83613 [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2594 [Chlorella sp. A99]
OG0004188	EIE22372.1 hypothetical protein COCSUDRAFT_37026 [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2679 [Chlorella sp. A99]
OG0004189	EIE25555.1 DUF300-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2753 [Chlorella sp. A99]
OG0004190	EIE25541.1 inositol monophosphatase_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2787 [Chlorella sp. A99]
OG0004191	EIE25529.1 hypothetical protein COCSUDRAFT_9576_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2803 [Chlorella sp. A99]
OG0004192	EIE26525.1 light-harvesting chlorophyll-a/b protein of photosystem I [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2824 [Chlorella sp. A99]
OG0004193	EIE26526.1 hypothetical protein COCSUDRAFT_52367 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2825 [Chlorella sp. A99]
OG0004194	EIE22854.1 hypothetical protein COCSUDRAFT_53679 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2827 [Chlorella sp. A99]
OG0004195	EIE19844.1 hypothetical protein COCSUDRAFT_34111 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2848 [Chlorella sp. A99]
OG0004196	EIE26247.1 PMSR-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2897 [Chlorella sp. A99]
OG0004198	EIE24099.1 selenocysteine-specific elongation factor EF-Sec [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2910 [Chlorella sp. A99]
OG0004199	EIE21278.1 isoform CRA_b [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2920 [Chlorella sp. A99]
OG0004200	EIE22880.1 hypothetical protein COCSUDRAFT_1634_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2923 [Chlorella sp. A99]
OG0004201	EIE23595.1 hypothetical protein COCSUDRAFT_66004 [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g2964 [Chlorella sp. A99]
OG0004203	EIE26048.1 cyanase hydrolase [Coccomyxa subellipsoidea C-169], EIE18404.1 hypothetical protein COCSUDRAFT_60368 [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g2969 [Chlorella sp. A99]
OG0004205	EIE18826.1 hypothetical protein COCSUDRAFT_59757 [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g3056 [Chlorella sp. A99]
OG0004206	EIE23730.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g3057 [Chlorella sp. A99]
OG0004207	EIE23479.1 hypothetical protein COCSUDRAFT_65937 [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g3085 [Chlorella sp. A99]
OG0004208	EIE26798.1 Tim17-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3123 [Chlorella sp. A99]
OG0004210	EIE26782.1 UPF0027-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3134 [Chlorella sp. A99]
OG0004211	EIE26395.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3161 [Chlorella sp. A99]
OG0004213	EIE23144.1 hypothetical protein COCSUDRAFT_53522 [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3213 [Chlorella sp. A99]
OG0004214	EIE21332.1 hypothetical protein COCSUDRAFT_37270 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3285 [Chlorella sp. A99]
OG0004215	EIE24027.1 Oxysterol-binding protein [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3297 [Chlorella sp. A99]
OG0004216	EIE25424.1 SET domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3311 [Chlorella sp. A99]
OG0004218	EIE24959.1 hypothetical protein COCSUDRAFT_83651 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3341 [Chlorella sp. A99]
OG0004219	EIE24700.1 hypothetical protein COCSUDRAFT_14531 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3342 [Chlorella sp. A99]
OG0004220	EIE24190.1 hypothetical protein COCSUDRAFT_53257 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3353 [Chlorella sp. A99]
OG0004418	EIE18711.1 sterol reductase [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2898 [Chlorella sp. A99]
OG0004432	EIE24156.1 hypothetical protein COCSUDRAFT_14594_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1320 [Chlorella sp. A99]
OG0004433	EIE23048.1 hypothetical protein COCSUDRAFT_47480 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3337 [Chlorella sp. A99]
OG0004437	EIE18771.1 hypothetical protein COCSUDRAFT_68194 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1369 [Chlorella sp. A99]
OG0004439	EIE24116.1 hypothetical protein COCSUDRAFT_36279 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1280 [Chlorella sp. A99]
OG0004445	EIE26527.1 photosystem II reaction cent [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2823 [Chlorella sp. A99]
OG0004447	EIE20367.1 hypothetical protein COCSUDRAFT_57519 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2396 [Chlorella sp. A99]
OG0004461	EIE19646.1 antiviral helicase [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g829 [Chlorella sp. A99]
OG0004468	EIE23409.1 putative Notchless [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3254 [Chlorella sp. A99]
OG0004472	EIE23027.1 VDE-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2502 [Chlorella sp. A99]
OG0004474	EIE21222.1 Arf GTPase activating protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g863 [Chlorella sp. A99]
OG0004479	EIE19954.1 SMAD/FHA domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3240 [Chlorella sp. A99]
OG0004488	EIE20813.1 nagb/rpia/CoA transferase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g1009 [Chlorella sp. A99]
OG0004492	EIE21575.1 hypothetical protein COCSUDRAFT_66951 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2046 [Chlorella sp. A99]
OG0004494	EIE26561.1 cupin 4 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2865 [Chlorella sp. A99]
OG0004504	EIE22873.1 hypothetical protein COCSUDRAFT_66433 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2434 [Chlorella sp. A99]
OG0004512	EIE21981.1 hypothetical protein COCSUDRAFT_66773 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2036 [Chlorella sp. A99]
OG0004523	EIE20931.1 cleavage and polyadenylation specificity factor_ 25 kDa subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g490 [Chlorella sp. A99]
OG0004530	EIE20373.1 hypothetical protein COCSUDRAFT_67334 [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1680 [Chlorella sp. A99]
OG0004543	EIE25939.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1052 [Chlorella sp. A99]
OG0004553	EIE26316.1 organellar elongation factor P [Coccomyxa subellipsoidea C-169]	PCFQ01000075.1 g1906 [Chlorella sp. A99]
OG0004574	EIE20896.1 NECAP endocytosis associated 2_ isoform CRA_b_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g721 [Chlorella sp. A99]
OG0004579	EIE26996.1 hypothetical protein COCSUDRAFT_46310 [Coccomyxa subellipsoidea C-169]	PCFQ01000019.1 g1800 [Chlorella sp. A99]
OG0004584	EIE25974.1 hypothetical protein COCSUDRAFT_46447 [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g383 [Chlorella sp. A99]
OG0004591	EIE20527.1 hypothetical protein COCSUDRAFT_18573_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2337 [Chlorella sp. A99]
OG0004594	EIE20579.1 hypothetical protein COCSUDRAFT_57723 [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g927 [Chlorella sp. A99]
OG0004606	EIE20166.1 fructose-1_ 6-bisphosphatase [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g979 [Chlorella sp. A99]
OG0004631	EIE23273.1 DUF1295-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g233 [Chlorella sp. A99]
OG0004657	EIE24571.1 phosphatases II [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g742 [Chlorella sp. A99]
OG0004666	EIE20311.1 hypothetical protein COCSUDRAFT_48681 [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g512 [Chlorella sp. A99]
OG0004679	EIE20346.1 hypothetical protein COCSUDRAFT_83546 [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g978 [Chlorella sp. A99]
OG0004682	EIE24286.1 hypothetical protein COCSUDRAFT_28734 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2140 [Chlorella sp. A99]
OG0004691	EIE27018.1 hypothetical protein COCSUDRAFT_83577 [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g789 [Chlorella sp. A99]
OG0004701	EIE18301.1 hypothetical protein COCSUDRAFT_54998 [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1585 [Chlorella sp. A99]
OG0004702	EIE21818.1 hypothetical protein COCSUDRAFT_17211 [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1702 [Chlorella sp. A99]
OG0004709	EIE20531.1 hypothetical protein COCSUDRAFT_25295 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2389 [Chlorella sp. A99]
OG0004715	EIE25736.1 Sodium/hydrogen exchanger_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g284 [Chlorella sp. A99]
OG0004719	EIE23795.1 A/B/D/E cyclin [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1429 [Chlorella sp. A99]
OG0004757	EIE25459.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g177 [Chlorella sp. A99]
OG0004760	EIE18091.1 hypothetical protein COCSUDRAFT_60584 [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2603 [Chlorella sp. A99]
OG0004764	EIE20144.1 L-carnitine dehydratase/bile acid-inducible protein F [Coccomyxa subellipsoidea C-169]	PCFQ01000016.1 g2272 [Chlorella sp. A99]
OG0004775	EIE21015.1 hypothetical protein COCSUDRAFT_48237 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2111 [Chlorella sp. A99]
OG0004777	EIE25023.1 hypothetical protein COCSUDRAFT_61272 [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1151 [Chlorella sp. A99]
OG0004797	EIE21653.1 hypothetical protein COCSUDRAFT_56850 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2052 [Chlorella sp. A99]
OG0004798	EIE25380.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000077.1 g1736 [Chlorella sp. A99]
OG0004810	EIE18997.1 hypothetical protein COCSUDRAFT_54837 [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1551 [Chlorella sp. A99]
OG0004816	EIE20405.1 hypothetical protein COCSUDRAFT_57553 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2397 [Chlorella sp. A99]
OG0004823	EIE20333.1 light-harvesting chlorophyll a/b-binding protein Lhca2 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1295 [Chlorella sp. A99]
OG0004828	EIE23229.1 alanine-glyoxylate transaminase [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2374 [Chlorella sp. A99]
OG0004835	EIE25276.1 hypothetical protein COCSUDRAFT_46658 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2896 [Chlorella sp. A99]
OG0004844	EIE21904.1 arginine decarboxylase [Coccomyxa subellipsoidea C-169]	PCFQ01000012.1 g1843 [Chlorella sp. A99]
OG0004855	EIE26268.1 hypothetical protein COCSUDRAFT_58811 [Coccomyxa subellipsoidea C-169], EIE23445.1 hypothetical protein COCSUDRAFT_62982 [Coccomyxa subellipsoidea C-169], EIE25857.1 hypothetical protein COCSUDRAFT_46409 [Coccomyxa subellipsoidea C-169], EIE23446.1 hypothetical protein COCSUDRAFT_47296 [Coccomyxa subellipsoidea C-169], EIE26267.1 hypothetical protein COCSUDRAFT_39407 [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g705 [Chlorella sp. A99]
OG0004857	EIE27752.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g504 [Chlorella sp. A99]
OG0004858	EIE21109.1 hypothetical protein COCSUDRAFT_17882_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2093 [Chlorella sp. A99]
OG0004862	EIE24479.1 hypothetical protein COCSUDRAFT_65382 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3305 [Chlorella sp. A99]
OG0004863	EIE27162.1 FH2-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g40 [Chlorella sp. A99]
OG0004864	EIE20956.1 hypothetical protein COCSUDRAFT_54297 [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2613 [Chlorella sp. A99]
OG0004866	EIE27144.1 hypothetical protein COCSUDRAFT_38892 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g9 [Chlorella sp. A99]
OG0004880	EIE24039.1 RNI-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g14 [Chlorella sp. A99], PCFQ01000078.1 g2213 [Chlorella sp. A99]
OG0004882	EIE25133.1 hypothetical protein COCSUDRAFT_40465 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g230 [Chlorella sp. A99]
OG0004883	EIE25577.1 DUF647-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g252 [Chlorella sp. A99]
OG0004886	EIE27139.1 chloroplast phytoene synthase precursor [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g472 [Chlorella sp. A99]
OG0004892	EIE23614.1 hypothetical protein COCSUDRAFT_63142 [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g780 [Chlorella sp. A99]
OG0004894	EIE19609.1 chloroplast ATP synthase subunit delta precursor [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g845 [Chlorella sp. A99]
OG0004896	EIE25876.1 elongation factor Ts [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1028 [Chlorella sp. A99]
OG0004899	EIE26544.1 HslV component of HslUV peptidase [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1245 [Chlorella sp. A99]
OG0004900	EIE26587.1 ubiquinol-cytochrome c r [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1277 [Chlorella sp. A99]
OG0004901	EIE22602.1 MBF1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1373 [Chlorella sp. A99]
OG0004902	EIE21290.1 hypothetical protein COCSUDRAFT_57193 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1390 [Chlorella sp. A99]
OG0004903	EIE18982.1 acyl-CoA dehydrogenase domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1412 [Chlorella sp. A99]
OG0004905	EIE20647.1 CHR family transporter_ chromate ion [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1520 [Chlorella sp. A99]
OG0004906	EIE27333.1 hypothetical protein COCSUDRAFT_55347 [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1562 [Chlorella sp. A99]
OG0004908	EIE18283.1 ssDNA-binding transcriptional regulator [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1592 [Chlorella sp. A99]
OG0004909	EIE22121.1 P-type ATPase [Coccomyxa subellipsoidea C-169], EIE22120.1 P-type ATPase [Coccomyxa subellipsoidea C-169], EIE22394.1 hypothetical protein COCSUDRAFT_42715 [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1596 [Chlorella sp. A99]
OG0004911	EIE22846.1 hypothetical protein COCSUDRAFT_24068_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1688 [Chlorella sp. A99]
OG0004912	EIE22655.1 hypothetical protein COCSUDRAFT_63797 [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1718 [Chlorella sp. A99]
OG0004913	EIE25553.1 hypothetical protein COCSUDRAFT_46762 [Coccomyxa subellipsoidea C-169]	PCFQ01000077.1 g1739 [Chlorella sp. A99]
OG0004914	EIE25761.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	PCFQ01000046.1 g1873 [Chlorella sp. A99]
OG0004915	EIE26292.1 Fcf2-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000014.1 g1890 [Chlorella sp. A99]
OG0004916	EIE26460.1 Pkinase-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000014.1 g1898 [Chlorella sp. A99]
OG0004917	EIE23575.1 hypothetical protein COCSUDRAFT_65992 [Coccomyxa subellipsoidea C-169], EIE24148.1 hypothetical protein COCSUDRAFT_53240 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g1987 [Chlorella sp. A99]
OG0004919	EIE21013.1 thioredoxin-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2112 [Chlorella sp. A99]
OG0004920	EIE22882.1 protein disulfide isomerase [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2419 [Chlorella sp. A99]
OG0004921	EIE20829.1 RmlC-like cupin [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2445 [Chlorella sp. A99]
OG0004922	EIE21931.1 eIF2A-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2460 [Chlorella sp. A99]
OG0004924	EIE19226.1 short-chain dehydrogenase/reductase SDR_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2464 [Chlorella sp. A99]
OG0004926	EIE23175.1 Tub-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2512 [Chlorella sp. A99]
OG0004927	EIE23311.1 hypothetical protein COCSUDRAFT_63665 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2538 [Chlorella sp. A99]
OG0004928	EIE19291.1 heat shock protein 33_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2573 [Chlorella sp. A99]
OG0004931	EIE26379.1 cyclophilin-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2707 [Chlorella sp. A99]
OG0004932	EIE25513.1 SIR2-family protein HDAC1 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2845 [Chlorella sp. A99]
OG0004933	EIE18703.1 hypothetical protein COCSUDRAFT_60012 [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g3040 [Chlorella sp. A99]
OG0004934	EIE25502.1 DUF1680-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g3053 [Chlorella sp. A99]
OG0004935	EIE26787.1 hypothetical protein COCSUDRAFT_64659 [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3110 [Chlorella sp. A99]
OG0004936	EIE23581.1 hypothetical protein COCSUDRAFT_47354 [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3195 [Chlorella sp. A99]
OG0004937	EIE24265.1 exoribonuclease PH component of the exosome [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3291 [Chlorella sp. A99]
OG0004938	EIE24541.1 hypothetical protein COCSUDRAFT_46844 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3292 [Chlorella sp. A99]
OG0005318	EIE19969.1 H2TH-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3249 [Chlorella sp. A99]
OG0005346	EIE27330.1 hypothetical protein COCSUDRAFT_39035 [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1570 [Chlorella sp. A99]
OG0005391	EIE24964.1 hypothetical protein COCSUDRAFT_83656 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1467 [Chlorella sp. A99]
OG0005397	EIE22879.1 hypothetical protein COCSUDRAFT_42464 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g244 [Chlorella sp. A99]
OG0005438	EIE21807.1 Pkinase-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1110 [Chlorella sp. A99]
OG0005439	EIE26953.1 chaperone DnaJ [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g278 [Chlorella sp. A99]
OG0005457	EIE20759.1 hypothetical protein COCSUDRAFT_48397 [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g565 [Chlorella sp. A99]
OG0005482	EIE23557.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g368 [Chlorella sp. A99]
OG0005516	EIE23859.1 hypothetical protein COCSUDRAFT_62390 [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2663 [Chlorella sp. A99]
OG0005544	EIE22749.1 hypothetical protein COCSUDRAFT_47679 [Coccomyxa subellipsoidea C-169]	PCFQ01000073.1 g1965 [Chlorella sp. A99]
OG0005562	EIE19773.1 hypothetical protein COCSUDRAFT_31120 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g53 [Chlorella sp. A99]
OG0005563	EIE21964.1 general substrate transporter_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g73 [Chlorella sp. A99]
OG0005565	EIE20878.1 hypothetical protein COCSUDRAFT_37671 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g208 [Chlorella sp. A99]
OG0005566	EIE27314.1 hypothetical protein COCSUDRAFT_45814 [Coccomyxa subellipsoidea C-169], EIE23660.1 hypothetical protein COCSUDRAFT_47384 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g259 [Chlorella sp. A99]
OG0005568	EIE18081.1 hypothetical protein COCSUDRAFT_68410 [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g411 [Chlorella sp. A99]
OG0005570	EIE27007.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g688 [Chlorella sp. A99]
OG0005571	EIE18525.1 hypothetical protein COCSUDRAFT_49242 [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g806 [Chlorella sp. A99]
OG0005572	EIE18522.1 hypothetical protein COCSUDRAFT_54913 [Coccomyxa subellipsoidea C-169], EIE18520.1 hypothetical protein COCSUDRAFT_60188 [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g855 [Chlorella sp. A99]
OG0005574	EIE20216.1 Tautomerase/MIF [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g995 [Chlorella sp. A99]
OG0005577	EIE22098.1 hypothetical protein COCSUDRAFT_83489_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1440 [Chlorella sp. A99]
OG0005580	EIE25611.1 hypothetical protein COCSUDRAFT_83618 [Coccomyxa subellipsoidea C-169]	PCFQ01000077.1 g1767 [Chlorella sp. A99]
OG0005582	EIE22155.1 Mu1-adaptin [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g1986 [Chlorella sp. A99]
OG0005583	EIE19660.1 hypothetical protein COCSUDRAFT_67744 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2065 [Chlorella sp. A99]
OG0005584	EIE18481.1 hypothetical protein COCSUDRAFT_5974_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2071 [Chlorella sp. A99]
OG0005588	EIE19301.1 hypothetical protein COCSUDRAFT_44659 [Coccomyxa subellipsoidea C-169]	PCFQ01000040.1 g2303 [Chlorella sp. A99]
OG0005592	EIE20452.1 hypothetical protein COCSUDRAFT_67371 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2392 [Chlorella sp. A99]
OG0005593	EIE23416.1 hypothetical protein COCSUDRAFT_65904 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2458 [Chlorella sp. A99]
