Orthogroup	Chlorella_A99	Chlorella_Vulgaris2111P
OG0004169	PCFQ01000078.1 g2012 [Chlorella sp. A99]	KAI3435660.1 hypothetical protein D9Q98_001718 [Chlorella vulgaris]
OG0004170	PCFQ01000078.1 g2045 [Chlorella sp. A99]	KAI3435803.1 hypothetical protein D9Q98_001861 [Chlorella vulgaris]
OG0004171	PCFQ01000078.1 g2053 [Chlorella sp. A99]	KAI3436402.1 hypothetical protein D9Q98_005819 [Chlorella vulgaris]
OG0004172	PCFQ01000078.1 g2056 [Chlorella sp. A99]	KAI3435862.1 hypothetical protein D9Q98_001920 [Chlorella vulgaris]
OG0004173	PCFQ01000078.1 g2066 [Chlorella sp. A99]	KAI3435877.1 hypothetical protein D9Q98_001935 [Chlorella vulgaris]
OG0004174	PCFQ01000078.1 g2108 [Chlorella sp. A99]	KAI3435973.1 hypothetical protein D9Q98_002031 [Chlorella vulgaris], KAI3435971.1 hypothetical protein D9Q98_002029 [Chlorella vulgaris]
OG0004175	PCFQ01000078.1 g2121 [Chlorella sp. A99]	KAI3436032.1 hypothetical protein D9Q98_002089 [Chlorella vulgaris]
OG0004176	PCFQ01000078.1 g2169 [Chlorella sp. A99]	KAI3436183.1 hypothetical protein D9Q98_002238 [Chlorella vulgaris]
OG0004177	PCFQ01000078.1 g2201 [Chlorella sp. A99]	KAI3436262.1 hypothetical protein D9Q98_002315 [Chlorella vulgaris]
OG0004178	PCFQ01000078.1 g2220 [Chlorella sp. A99]	KAI3436377.1 hypothetical protein D9Q98_002430 [Chlorella vulgaris]
OG0004179	PCFQ01000023.1 g2235 [Chlorella sp. A99]	KAI3438948.1 hypothetical protein D9Q98_001362 [Chlorella vulgaris]
OG0004180	PCFQ01000037.1 g2415 [Chlorella sp. A99]	KAI3438519.1 hypothetical protein D9Q98_000947 [Chlorella vulgaris]
OG0004181	PCFQ01000037.1 g2423 [Chlorella sp. A99]	KAI3424449.1 hypothetical protein D9Q98_010001 [Chlorella vulgaris]
OG0004182	PCFQ01000037.1 g2428 [Chlorella sp. A99]	KAI3438960.1 hypothetical protein D9Q98_001374 [Chlorella vulgaris], KAI3423022.1 hypothetical protein D9Q98_010706 [Chlorella vulgaris]
OG0004183	PCFQ01000037.1 g2442 [Chlorella sp. A99]	KAI3428642.1 hypothetical protein D9Q98_007465 [Chlorella vulgaris]
OG0004184	PCFQ01000037.1 g2473 [Chlorella sp. A99]	KAI3428600.1 hypothetical protein D9Q98_007423 [Chlorella vulgaris]
OG0004185	PCFQ01000037.1 g2533 [Chlorella sp. A99], PCFQ01000006.1 g3251 [Chlorella sp. A99]	KAI3429468.1 hypothetical protein D9Q98_005560 [Chlorella vulgaris]
OG0004186	PCFQ01000004.1 g2588 [Chlorella sp. A99]	KAI3438938.1 hypothetical protein D9Q98_001352 [Chlorella vulgaris]
OG0004187	PCFQ01000004.1 g2594 [Chlorella sp. A99]	KAI3423861.1 hypothetical protein D9Q98_009695 [Chlorella vulgaris]
OG0004188	PCFQ01000004.1 g2679 [Chlorella sp. A99]	KAI3438650.1 hypothetical protein D9Q98_001072 [Chlorella vulgaris]
OG0004189	PCFQ01000011.1 g2753 [Chlorella sp. A99]	KAI3432627.1 hypothetical protein D9Q98_004173 [Chlorella vulgaris]
OG0004190	PCFQ01000011.1 g2787 [Chlorella sp. A99]	KAI3428298.1 hypothetical protein D9Q98_006677 [Chlorella vulgaris]
OG0004191	PCFQ01000011.1 g2803 [Chlorella sp. A99]	KAI3428328.1 hypothetical protein D9Q98_006708 [Chlorella vulgaris]
OG0004192	PCFQ01000011.1 g2824 [Chlorella sp. A99]	KAI3436553.1 hypothetical protein D9Q98_005969 [Chlorella vulgaris]
OG0004193	PCFQ01000011.1 g2825 [Chlorella sp. A99]	KAI3436554.1 hypothetical protein D9Q98_005970 [Chlorella vulgaris]
OG0004194	PCFQ01000011.1 g2827 [Chlorella sp. A99]	KAI3436551.1 hypothetical protein D9Q98_005967 [Chlorella vulgaris]
OG0004195	PCFQ01000011.1 g2848 [Chlorella sp. A99]	KAI3436435.1 hypothetical protein D9Q98_005852 [Chlorella vulgaris]
OG0004196	PCFQ01000011.1 g2897 [Chlorella sp. A99]	KAI3429687.1 hypothetical protein D9Q98_005772 [Chlorella vulgaris]
OG0004198	PCFQ01000011.1 g2910 [Chlorella sp. A99]	KAI3436710.1 hypothetical protein D9Q98_006125 [Chlorella vulgaris]
OG0004199	PCFQ01000011.1 g2920 [Chlorella sp. A99]	KAI3436425.1 hypothetical protein D9Q98_005842 [Chlorella vulgaris]
OG0004200	PCFQ01000011.1 g2923 [Chlorella sp. A99]	KAI3436392.1 hypothetical protein D9Q98_005809 [Chlorella vulgaris]
OG0004201	PCFQ01000015.1 g2964 [Chlorella sp. A99]	KAI3434918.1 hypothetical protein D9Q98_002972 [Chlorella vulgaris]
OG0004202	PCFQ01000015.1 g2967 [Chlorella sp. A99]	KAI3434916.1 hypothetical protein D9Q98_002970 [Chlorella vulgaris]
OG0004203	PCFQ01000015.1 g2969 [Chlorella sp. A99]	KAI3431673.1 hypothetical protein D9Q98_004720 [Chlorella vulgaris]
OG0004204	PCFQ01000015.1 g3023 [Chlorella sp. A99]	KAI3434706.1 hypothetical protein D9Q98_002767 [Chlorella vulgaris]
OG0004205	PCFQ01000015.1 g3056 [Chlorella sp. A99]	KAI3434751.1 hypothetical protein D9Q98_002811 [Chlorella vulgaris]
OG0004206	PCFQ01000015.1 g3057 [Chlorella sp. A99]	KAI3434749.1 hypothetical protein D9Q98_002809 [Chlorella vulgaris]
OG0004207	PCFQ01000015.1 g3085 [Chlorella sp. A99]	KAI3434604.1 hypothetical protein D9Q98_002672 [Chlorella vulgaris]
OG0004208	PCFQ01000006.1 g3123 [Chlorella sp. A99]	KAI3436827.1 hypothetical protein D9Q98_006237 [Chlorella vulgaris]
OG0004209	PCFQ01000006.1 g3133 [Chlorella sp. A99]	KAI3436891.1 hypothetical protein D9Q98_006299 [Chlorella vulgaris]
OG0004210	PCFQ01000006.1 g3134 [Chlorella sp. A99]	KAI3436888.1 hypothetical protein D9Q98_006296 [Chlorella vulgaris]
OG0004211	PCFQ01000006.1 g3161 [Chlorella sp. A99]	KAI3435514.1 hypothetical protein D9Q98_001580 [Chlorella vulgaris]
OG0004212	PCFQ01000006.1 g3190 [Chlorella sp. A99]	KAI3427277.1 hypothetical protein D9Q98_007209 [Chlorella vulgaris]
OG0004213	PCFQ01000006.1 g3213 [Chlorella sp. A99]	KAI3431840.1 hypothetical protein D9Q98_010592 [Chlorella vulgaris]
OG0004214	PCFQ01000013.1 g3285 [Chlorella sp. A99]	KAI3427427.1 hypothetical protein D9Q98_010342 [Chlorella vulgaris]
OG0004215	PCFQ01000013.1 g3297 [Chlorella sp. A99]	KAI3429462.1 hypothetical protein D9Q98_005554 [Chlorella vulgaris]
OG0004216	PCFQ01000013.1 g3311 [Chlorella sp. A99]	KAI3428118.1 hypothetical protein D9Q98_006501 [Chlorella vulgaris]
OG0004217	PCFQ01000013.1 g3331 [Chlorella sp. A99]	KAI3429358.1 hypothetical protein D9Q98_005453 [Chlorella vulgaris]
OG0004218	PCFQ01000013.1 g3341 [Chlorella sp. A99]	KAI3429307.1 hypothetical protein D9Q98_005402 [Chlorella vulgaris]
OG0004219	PCFQ01000013.1 g3342 [Chlorella sp. A99]	KAI3429227.1 hypothetical protein D9Q98_005326 [Chlorella vulgaris]
OG0004220	PCFQ01000013.1 g3353 [Chlorella sp. A99]	KAI3429403.1 hypothetical protein D9Q98_005498 [Chlorella vulgaris]
OG0004418	PCFQ01000011.1 g2898 [Chlorella sp. A99]	KAI3438180.1 hypothetical protein D9Q98_000617 [Chlorella vulgaris]
OG0004432	PCFQ01000079.1 g1320 [Chlorella sp. A99]	KAI3424131.1 hypothetical protein D9Q98_009491 [Chlorella vulgaris]
OG0004433	PCFQ01000013.1 g3337 [Chlorella sp. A99]	KAI3424111.1 hypothetical protein D9Q98_009472 [Chlorella vulgaris]
OG0004437	PCFQ01000079.1 g1369 [Chlorella sp. A99]	KAI3423428.1 hypothetical protein D9Q98_010644 [Chlorella vulgaris]
OG0004439	PCFQ01000079.1 g1280 [Chlorella sp. A99]	KAI3432256.1 hypothetical protein D9Q98_003817 [Chlorella vulgaris]
OG0004445	PCFQ01000011.1 g2823 [Chlorella sp. A99]	KAI3436558.1 hypothetical protein D9Q98_005974 [Chlorella vulgaris]
OG0004447	PCFQ01000037.1 g2396 [Chlorella sp. A99]	KAI3438518.1 hypothetical protein D9Q98_000946 [Chlorella vulgaris]
OG0004457	PCFQ01000037.1 g2349 [Chlorella sp. A99]	KAI3438550.1 hypothetical protein D9Q98_000978 [Chlorella vulgaris]
OG0004461	PCFQ01000005.1 g829 [Chlorella sp. A99]	KAI3427058.1 hypothetical protein D9Q98_006998 [Chlorella vulgaris]
OG0004471	PCFQ01000006.1 g3235 [Chlorella sp. A99]	KAI3435978.1 hypothetical protein D9Q98_002036 [Chlorella vulgaris]
OG0004472	PCFQ01000037.1 g2502 [Chlorella sp. A99]	KAI3428569.1 hypothetical protein D9Q98_007391 [Chlorella vulgaris]
OG0004474	PCFQ01000005.1 g863 [Chlorella sp. A99]	KAI3427254.1 hypothetical protein D9Q98_007188 [Chlorella vulgaris]
OG0004479	PCFQ01000006.1 g3240 [Chlorella sp. A99]	KAI3425083.1 hypothetical protein D9Q98_008461 [Chlorella vulgaris]
OG0004488	PCFQ01000001.1 g1009 [Chlorella sp. A99]	KAI3425234.1 hypothetical protein D9Q98_009002 [Chlorella vulgaris]
OG0004492	PCFQ01000078.1 g2046 [Chlorella sp. A99]	KAI3435804.1 hypothetical protein D9Q98_001862 [Chlorella vulgaris]
OG0004508	PCFQ01000081.1 g1555 [Chlorella sp. A99]	KAI3438010.1 hypothetical protein D9Q98_000453 [Chlorella vulgaris]
OG0004512	PCFQ01000078.1 g2036 [Chlorella sp. A99]	KAI3435783.1 hypothetical protein D9Q98_001841 [Chlorella vulgaris]
OG0004523	PCFQ01000082.1 g490 [Chlorella sp. A99]	KAI3425712.1 hypothetical protein D9Q98_007688 [Chlorella vulgaris]
OG0004530	PCFQ01000009.1 g1680 [Chlorella sp. A99]	KAI3429807.1 hypothetical protein D9Q98_010120 [Chlorella vulgaris]
OG0004543	PCFQ01000003.1 g1052 [Chlorella sp. A99]	KAI3431647.1 hypothetical protein D9Q98_004694 [Chlorella vulgaris]
OG0004553	PCFQ01000075.1 g1906 [Chlorella sp. A99]	KAI3432212.1 hypothetical protein D9Q98_003774 [Chlorella vulgaris]
OG0004554	PCFQ01000078.1 g2017 [Chlorella sp. A99]	KAI3435661.1 hypothetical protein D9Q98_001719 [Chlorella vulgaris], KAI3435662.1 hypothetical protein D9Q98_001720 [Chlorella vulgaris]
OG0004573	PCFQ01000002.1 g724 [Chlorella sp. A99]	KAI3430291.1 hypothetical protein D9Q98_004887 [Chlorella vulgaris]
OG0004574	PCFQ01000002.1 g721 [Chlorella sp. A99]	KAI3430296.1 hypothetical protein D9Q98_004892 [Chlorella vulgaris]
OG0004575	PCFQ01000002.1 g726 [Chlorella sp. A99]	KAI3430286.1 hypothetical protein D9Q98_004882 [Chlorella vulgaris]
OG0004579	PCFQ01000019.1 g1800 [Chlorella sp. A99]	KAI3426192.1 hypothetical protein D9Q98_008569 [Chlorella vulgaris]
OG0004584	PCFQ01000010.1 g383 [Chlorella sp. A99]	KAI3431568.1 hypothetical protein D9Q98_004618 [Chlorella vulgaris]
OG0004588	PCFQ01000005.1 g774 [Chlorella sp. A99]	KAI3426960.1 hypothetical protein D9Q98_006904 [Chlorella vulgaris]
OG0004591	PCFQ01000037.1 g2337 [Chlorella sp. A99]	KAI3438604.1 hypothetical protein D9Q98_001027 [Chlorella vulgaris]
OG0004594	PCFQ01000020.1 g927 [Chlorella sp. A99]	KAI3426439.1 hypothetical protein D9Q98_008807 [Chlorella vulgaris]
OG0004595	PCFQ01000007.1 g1182 [Chlorella sp. A99]	KAI3432871.1 hypothetical protein D9Q98_010454 [Chlorella vulgaris]
OG0004596	PCFQ01000018.1 g429 [Chlorella sp. A99]	KAI3429615.1 hypothetical protein D9Q98_005701 [Chlorella vulgaris]
OG0004603	PCFQ01000005.1 g760 [Chlorella sp. A99]	KAI3426855.1 hypothetical protein D9Q98_006801 [Chlorella vulgaris], KAI3426854.1 hypothetical protein D9Q98_006800 [Chlorella vulgaris]
OG0004606	PCFQ01000001.1 g979 [Chlorella sp. A99]	KAI3425124.1 hypothetical protein D9Q98_008896 [Chlorella vulgaris]
OG0004631	PCFQ01000058.1 g233 [Chlorella sp. A99]	KAI3433437.1 hypothetical protein D9Q98_003252 [Chlorella vulgaris]
OG0004635	PCFQ01000013.1 g3376 [Chlorella sp. A99]	KAI3429407.1 hypothetical protein D9Q98_005502 [Chlorella vulgaris]
OG0004657	PCFQ01000002.1 g742 [Chlorella sp. A99]	KAI3430229.1 hypothetical protein D9Q98_004826 [Chlorella vulgaris]
OG0004658	PCFQ01000002.1 g738 [Chlorella sp. A99]	KAI3430246.1 hypothetical protein D9Q98_004842 [Chlorella vulgaris]
OG0004666	PCFQ01000082.1 g512 [Chlorella sp. A99]	KAI3425759.1 hypothetical protein D9Q98_007734 [Chlorella vulgaris]
OG0004670	PCFQ01000078.1 g2136 [Chlorella sp. A99]	KAI3436002.1 hypothetical protein D9Q98_002059 [Chlorella vulgaris]
OG0004677	PCFQ01000004.1 g2662 [Chlorella sp. A99]	KAI3438722.1 hypothetical protein D9Q98_001142 [Chlorella vulgaris]
OG0004679	PCFQ01000001.1 g978 [Chlorella sp. A99]	KAI3425149.1 hypothetical protein D9Q98_008920 [Chlorella vulgaris]
OG0004682	PCFQ01000078.1 g2140 [Chlorella sp. A99]	KAI3436098.1 hypothetical protein D9Q98_002156 [Chlorella vulgaris]
OG0004691	PCFQ01000005.1 g789 [Chlorella sp. A99]	KAI3432222.1 hypothetical protein D9Q98_003784 [Chlorella vulgaris]
OG0004701	PCFQ01000081.1 g1585 [Chlorella sp. A99]	KAI3438139.1 hypothetical protein D9Q98_000580 [Chlorella vulgaris]
OG0004702	PCFQ01000009.1 g1702 [Chlorella sp. A99]	KAI3438110.1 hypothetical protein D9Q98_000551 [Chlorella vulgaris]
OG0004709	PCFQ01000037.1 g2389 [Chlorella sp. A99]	KAI3438413.1 hypothetical protein D9Q98_000844 [Chlorella vulgaris]
OG0004715	PCFQ01000058.1 g284 [Chlorella sp. A99]	KAI3434634.1 hypothetical protein D9Q98_002701 [Chlorella vulgaris]
OG0004719	PCFQ01000079.1 g1429 [Chlorella sp. A99]	KAI3430536.1 hypothetical protein D9Q98_005129 [Chlorella vulgaris]
OG0004754	PCFQ01000011.1 g2757 [Chlorella sp. A99]	KAI3428098.1 hypothetical protein D9Q98_006481 [Chlorella vulgaris]
OG0004757	PCFQ01000058.1 g177 [Chlorella sp. A99]	KAI3433550.1 hypothetical protein D9Q98_003361 [Chlorella vulgaris]
OG0004760	PCFQ01000004.1 g2603 [Chlorella sp. A99]	KAI3438792.1 hypothetical protein D9Q98_001209 [Chlorella vulgaris]
OG0004764	PCFQ01000016.1 g2272 [Chlorella sp. A99]	KAI3425200.1 hypothetical protein D9Q98_008969 [Chlorella vulgaris]
OG0004775	PCFQ01000078.1 g2111 [Chlorella sp. A99]	KAI3436141.1 hypothetical protein D9Q98_002198 [Chlorella vulgaris]
OG0004777	PCFQ01000008.1 g1151 [Chlorella sp. A99]	KAI3428227.1 hypothetical protein D9Q98_006607 [Chlorella vulgaris]
OG0004794	PCFQ01000006.1 g3198 [Chlorella sp. A99]	KAI3434503.1 hypothetical protein D9Q98_002578 [Chlorella vulgaris], KAI3434504.1 hypothetical protein D9Q98_002578 [Chlorella vulgaris]
OG0004797	PCFQ01000078.1 g2052 [Chlorella sp. A99]	KAI3435843.1 hypothetical protein D9Q98_001901 [Chlorella vulgaris]
OG0004798	PCFQ01000077.1 g1736 [Chlorella sp. A99]	KAI3428377.1 hypothetical protein D9Q98_006757 [Chlorella vulgaris]
OG0004806	PCFQ01000018.1 g450 [Chlorella sp. A99]	KAI3429709.1 hypothetical protein D9Q98_005794 [Chlorella vulgaris]
OG0004810	PCFQ01000081.1 g1551 [Chlorella sp. A99]	KAI3424060.1 hypothetical protein D9Q98_009423 [Chlorella vulgaris]
OG0004816	PCFQ01000037.1 g2397 [Chlorella sp. A99]	KAI3438434.1 hypothetical protein D9Q98_000865 [Chlorella vulgaris]
OG0004817	PCFQ01000075.1 g1937 [Chlorella sp. A99]	KAI3428671.1 hypothetical protein D9Q98_007494 [Chlorella vulgaris]
OG0004823	PCFQ01000079.1 g1295 [Chlorella sp. A99]	KAI3424799.1 hypothetical protein D9Q98_008185 [Chlorella vulgaris]
OG0004828	PCFQ01000037.1 g2374 [Chlorella sp. A99]	KAI3434759.1 hypothetical protein D9Q98_002819 [Chlorella vulgaris]
OG0004832	PCFQ01000015.1 g2960 [Chlorella sp. A99]	KAI3424838.1 hypothetical protein D9Q98_008224 [Chlorella vulgaris]
OG0004835	PCFQ01000011.1 g2896 [Chlorella sp. A99]	KAI3432640.1 hypothetical protein D9Q98_004186 [Chlorella vulgaris]
OG0004844	PCFQ01000012.1 g1843 [Chlorella sp. A99]	KAI3425248.1 hypothetical protein D9Q98_009016 [Chlorella vulgaris]
OG0004857	PCFQ01000082.1 g504 [Chlorella sp. A99]	KAI3425811.1 hypothetical protein D9Q98_007786 [Chlorella vulgaris]
OG0004858	PCFQ01000078.1 g2093 [Chlorella sp. A99]	KAI3435814.1 hypothetical protein D9Q98_001872 [Chlorella vulgaris]
OG0004862	PCFQ01000013.1 g3305 [Chlorella sp. A99]	KAI3429375.1 hypothetical protein D9Q98_005470 [Chlorella vulgaris]
OG0004863	PCFQ01000058.1 g40 [Chlorella sp. A99]	KAI3433798.1 hypothetical protein D9Q98_003602 [Chlorella vulgaris]
OG0004864	PCFQ01000004.1 g2613 [Chlorella sp. A99]	KAI3438620.1 hypothetical protein D9Q98_001043 [Chlorella vulgaris]
OG0004866	PCFQ01000058.1 g9 [Chlorella sp. A99]	KAI3433961.1 hypothetical protein D9Q98_003763 [Chlorella vulgaris]
OG0004880	PCFQ01000058.1 g14 [Chlorella sp. A99], PCFQ01000078.1 g2213 [Chlorella sp. A99]	KAI3436344.1 hypothetical protein D9Q98_002397 [Chlorella vulgaris]
OG0004881	PCFQ01000058.1 g210 [Chlorella sp. A99]	KAI3423837.1 hypothetical protein D9Q98_009673 [Chlorella vulgaris]
OG0004882	PCFQ01000058.1 g230 [Chlorella sp. A99]	KAI3433296.1 hypothetical protein D9Q98_003115 [Chlorella vulgaris]
OG0004883	PCFQ01000058.1 g252 [Chlorella sp. A99]	KAI3423905.1 hypothetical protein D9Q98_009739 [Chlorella vulgaris]
OG0004884	PCFQ01000010.1 g339 [Chlorella sp. A99]	KAI3424127.1 hypothetical protein D9Q98_009488 [Chlorella vulgaris], KAI3424126.1 hypothetical protein D9Q98_009487 [Chlorella vulgaris]
OG0004885	PCFQ01000018.1 g430 [Chlorella sp. A99]	KAI3433326.1 hypothetical protein D9Q98_003144 [Chlorella vulgaris]
OG0004886	PCFQ01000018.1 g472 [Chlorella sp. A99]	KAI3434466.1 hypothetical protein D9Q98_002543 [Chlorella vulgaris]
OG0004887	PCFQ01000018.1 g475 [Chlorella sp. A99]	KAI3434559.1 hypothetical protein D9Q98_002632 [Chlorella vulgaris]
OG0004888	PCFQ01000082.1 g553 [Chlorella sp. A99]	KAI3438712.1 hypothetical protein D9Q98_001132 [Chlorella vulgaris]
OG0004889	PCFQ01000082.1 g554 [Chlorella sp. A99]	KAI3430449.1 hypothetical protein D9Q98_005044 [Chlorella vulgaris]
OG0004890	PCFQ01000082.1 g571 [Chlorella sp. A99]	KAI3426011.1 hypothetical protein D9Q98_007979 [Chlorella vulgaris]
OG0004891	PCFQ01000082.1 g591 [Chlorella sp. A99]	KAI3432260.1 hypothetical protein D9Q98_003820 [Chlorella vulgaris], KAI3432259.1 hypothetical protein D9Q98_003820 [Chlorella vulgaris], KAI3424447.1 hypothetical protein D9Q98_009999 [Chlorella vulgaris]
OG0004892	PCFQ01000005.1 g780 [Chlorella sp. A99]	KAI3434790.1 hypothetical protein D9Q98_002848 [Chlorella vulgaris]
OG0004893	PCFQ01000005.1 g812 [Chlorella sp. A99]	KAI3427035.1 hypothetical protein D9Q98_006976 [Chlorella vulgaris], KAI3427062.1 hypothetical protein D9Q98_007002 [Chlorella vulgaris]
OG0004894	PCFQ01000005.1 g845 [Chlorella sp. A99]	KAI3427053.1 hypothetical protein D9Q98_006994 [Chlorella vulgaris]
OG0004895	PCFQ01000001.1 g948 [Chlorella sp. A99]	KAI3427223.1 hypothetical protein D9Q98_007158 [Chlorella vulgaris]
OG0004896	PCFQ01000003.1 g1028 [Chlorella sp. A99]	KAI3439068.1 hypothetical protein D9Q98_001478 [Chlorella vulgaris]
OG0004897	PCFQ01000007.1 g1197 [Chlorella sp. A99]	KAI3437770.1 hypothetical protein D9Q98_000217 [Chlorella vulgaris]
OG0004898	PCFQ01000007.1 g1210 [Chlorella sp. A99]	KAI3427926.1 hypothetical protein D9Q98_006318 [Chlorella vulgaris], KAI3425260.1 hypothetical protein D9Q98_009028 [Chlorella vulgaris]
OG0004899	PCFQ01000079.1 g1245 [Chlorella sp. A99]	KAI3432811.1 hypothetical protein D9Q98_010394 [Chlorella vulgaris]
OG0004900	PCFQ01000079.1 g1277 [Chlorella sp. A99]	KAI3432270.1 hypothetical protein D9Q98_003830 [Chlorella vulgaris]
OG0004902	PCFQ01000079.1 g1390 [Chlorella sp. A99]	KAI3427429.1 hypothetical protein D9Q98_010344 [Chlorella vulgaris]
OG0004903	PCFQ01000079.1 g1412 [Chlorella sp. A99]	KAI3430470.1 hypothetical protein D9Q98_005065 [Chlorella vulgaris]
OG0004904	PCFQ01000079.1 g1501 [Chlorella sp. A99]	KAI3426474.1 hypothetical protein D9Q98_008840 [Chlorella vulgaris], KAI3426473.1 hypothetical protein D9Q98_008840 [Chlorella vulgaris]
OG0004905	PCFQ01000079.1 g1520 [Chlorella sp. A99]	KAI3425914.1 hypothetical protein D9Q98_007886 [Chlorella vulgaris]
OG0004906	PCFQ01000081.1 g1562 [Chlorella sp. A99]	KAI3438026.1 hypothetical protein D9Q98_000469 [Chlorella vulgaris], KAI3438023.1 hypothetical protein D9Q98_000466 [Chlorella vulgaris]
OG0004907	PCFQ01000081.1 g1581 [Chlorella sp. A99]	KAI3438145.1 hypothetical protein D9Q98_000586 [Chlorella vulgaris]
OG0004908	PCFQ01000081.1 g1592 [Chlorella sp. A99]	KAI3438131.1 hypothetical protein D9Q98_000572 [Chlorella vulgaris]
OG0004909	PCFQ01000081.1 g1596 [Chlorella sp. A99]	KAI3423925.1 hypothetical protein D9Q98_009759 [Chlorella vulgaris]
OG0004911	PCFQ01000009.1 g1688 [Chlorella sp. A99]	KAI3438201.1 hypothetical protein D9Q98_000638 [Chlorella vulgaris]
OG0004912	PCFQ01000009.1 g1718 [Chlorella sp. A99]	KAI3424946.1 hypothetical protein D9Q98_008328 [Chlorella vulgaris]
OG0004913	PCFQ01000077.1 g1739 [Chlorella sp. A99]	KAI3428070.1 hypothetical protein D9Q98_006454 [Chlorella vulgaris]
OG0004914	PCFQ01000046.1 g1873 [Chlorella sp. A99]	KAI3434574.1 hypothetical protein D9Q98_002645 [Chlorella vulgaris]
OG0004915	PCFQ01000014.1 g1890 [Chlorella sp. A99]	KAI3429689.1 hypothetical protein D9Q98_005774 [Chlorella vulgaris]
OG0004916	PCFQ01000014.1 g1898 [Chlorella sp. A99]	KAI3432767.1 hypothetical protein D9Q98_004307 [Chlorella vulgaris]
OG0004917	PCFQ01000078.1 g1987 [Chlorella sp. A99]	KAI3435645.1 hypothetical protein D9Q98_001703 [Chlorella vulgaris]
OG0004918	PCFQ01000078.1 g2006 [Chlorella sp. A99]	KAI3435691.1 hypothetical protein D9Q98_001749 [Chlorella vulgaris]
OG0004919	PCFQ01000078.1 g2112 [Chlorella sp. A99]	KAI3436146.1 hypothetical protein D9Q98_002203 [Chlorella vulgaris]
OG0004920	PCFQ01000037.1 g2419 [Chlorella sp. A99]	KAI3438515.1 hypothetical protein D9Q98_000943 [Chlorella vulgaris]
OG0004921	PCFQ01000037.1 g2445 [Chlorella sp. A99]	KAI3438851.1 hypothetical protein D9Q98_001268 [Chlorella vulgaris]
OG0004922	PCFQ01000037.1 g2460 [Chlorella sp. A99]	KAI3428624.1 hypothetical protein D9Q98_007447 [Chlorella vulgaris]
OG0004924	PCFQ01000037.1 g2464 [Chlorella sp. A99]	KAI3428620.1 hypothetical protein D9Q98_007443 [Chlorella vulgaris]
OG0004925	PCFQ01000037.1 g2472 [Chlorella sp. A99]	KAI3427183.1 hypothetical protein D9Q98_007120 [Chlorella vulgaris]
OG0004926	PCFQ01000037.1 g2512 [Chlorella sp. A99]	KAI3428445.1 hypothetical protein D9Q98_007272 [Chlorella vulgaris]
OG0004927	PCFQ01000037.1 g2538 [Chlorella sp. A99]	KAI3428594.1 hypothetical protein D9Q98_007417 [Chlorella vulgaris]
OG0004928	PCFQ01000004.1 g2573 [Chlorella sp. A99]	KAI3439064.1 hypothetical protein D9Q98_001474 [Chlorella vulgaris]
OG0004929	PCFQ01000004.1 g2630 [Chlorella sp. A99]	KAI3429326.1 hypothetical protein D9Q98_005421 [Chlorella vulgaris]
OG0004930	PCFQ01000004.1 g2695 [Chlorella sp. A99]	KAI3438599.1 hypothetical protein D9Q98_001022 [Chlorella vulgaris]
OG0004931	PCFQ01000004.1 g2707 [Chlorella sp. A99]	KAI3431272.1 hypothetical protein D9Q98_004333 [Chlorella vulgaris]
OG0004932	PCFQ01000011.1 g2845 [Chlorella sp. A99]	KAI3428831.1 hypothetical protein D9Q98_007648 [Chlorella vulgaris]
OG0004933	PCFQ01000015.1 g3040 [Chlorella sp. A99]	KAI3438179.1 hypothetical protein D9Q98_000616 [Chlorella vulgaris]
OG0004934	PCFQ01000015.1 g3053 [Chlorella sp. A99]	KAI3434740.1 hypothetical protein D9Q98_002800 [Chlorella vulgaris]
OG0004935	PCFQ01000006.1 g3110 [Chlorella sp. A99]	KAI3436862.1 hypothetical protein D9Q98_006272 [Chlorella vulgaris]
