Orthogroup	Chlorella_A99	Auxenochlorella_protothecoides
OG0003079	PCFQ01000008.1 g1130 [Chlorella sp. A99]	RMZ57039.1 hypothetical protein APUTEX25_002271 [Auxenochlorella protothecoides]
OG0003080	PCFQ01000006.1 g3115 [Chlorella sp. A99]	RMZ57053.1 hypothetical protein APUTEX25_002285_ partial [Auxenochlorella protothecoides]
OG0003081	PCFQ01000010.1 g316 [Chlorella sp. A99]	RMZ57060.1 hypothetical protein APUTEX25_002292 [Auxenochlorella protothecoides]
OG0003082	PCFQ01000058.1 g123 [Chlorella sp. A99]	RMZ57062.1 hypothetical protein APUTEX25_002294 [Auxenochlorella protothecoides]
OG0003083	PCFQ01000058.1 g148 [Chlorella sp. A99]	RMZ57065.1 hypothetical protein APUTEX25_002297 [Auxenochlorella protothecoides]
OG0003085	PCFQ01000006.1 g3112 [Chlorella sp. A99]	RMZ57075.1 hypothetical protein APUTEX25_002307_ partial [Auxenochlorella protothecoides]
OG0003086	PCFQ01000058.1 g185 [Chlorella sp. A99]	RMZ57076.1 hypothetical protein APUTEX25_002308 [Auxenochlorella protothecoides]
OG0003089	PCFQ01000015.1 g2962 [Chlorella sp. A99]	RMZ57087.1 hypothetical protein APUTEX25_002319_ partial [Auxenochlorella protothecoides]
OG0003090	PCFQ01000006.1 g3210 [Chlorella sp. A99]	RMZ57089.1 hypothetical protein APUTEX25_002321_ partial [Auxenochlorella protothecoides]
OG0003092	PCFQ01000014.1 g1888 [Chlorella sp. A99]	RMZ57100.1 hypothetical protein APUTEX25_002332 [Auxenochlorella protothecoides]
OG0003093	PCFQ01000079.1 g1296 [Chlorella sp. A99]	RMZ57113.1 hypothetical protein APUTEX25_002345_ partial [Auxenochlorella protothecoides]
OG0003095	PCFQ01000006.1 g3128 [Chlorella sp. A99]	RMZ57127.1 hypothetical protein APUTEX25_002359 [Auxenochlorella protothecoides]
OG0003096	PCFQ01000081.1 g1548 [Chlorella sp. A99]	RMZ57140.1 hypothetical protein APUTEX25_003597 [Auxenochlorella protothecoides]
OG0003097	PCFQ01000002.1 g678 [Chlorella sp. A99]	RMZ57153.1 hypothetical protein APUTEX25_003987 [Auxenochlorella protothecoides]
OG0003099	PCFQ01000002.1 g674 [Chlorella sp. A99]	RMZ57170.1 hypothetical protein APUTEX25_004004 [Auxenochlorella protothecoides]
OG0003100	PCFQ01000013.1 g3281 [Chlorella sp. A99]	RMZ57177.1 hypothetical protein APUTEX25_004011 [Auxenochlorella protothecoides]
OG0003102	PCFQ01000002.1 g651 [Chlorella sp. A99]	RMZ57202.1 hypothetical protein APUTEX25_004036_ partial [Auxenochlorella protothecoides]
OG0003103	PCFQ01000019.1 g1816 [Chlorella sp. A99]	RMZ57206.1 hypothetical protein APUTEX25_004040 [Auxenochlorella protothecoides]
OG0003106	PCFQ01000082.1 g489 [Chlorella sp. A99]	RMZ57218.1 hypothetical protein APUTEX25_004052 [Auxenochlorella protothecoides]
OG0003108	PCFQ01000002.1 g652 [Chlorella sp. A99]	RMZ57223.1 hypothetical protein APUTEX25_004057 [Auxenochlorella protothecoides]
OG0003110	PCFQ01000011.1 g2739 [Chlorella sp. A99]	RMZ57256.1 hypothetical protein APUTEX25_004090_ partial [Auxenochlorella protothecoides]
OG0003111	PCFQ01000013.1 g3362 [Chlorella sp. A99]	RMZ57277.1 hypothetical protein APUTEX25_004111 [Auxenochlorella protothecoides]
OG0003112	PCFQ01000013.1 g3334 [Chlorella sp. A99]	RMZ57288.1 hypothetical protein APUTEX25_004122 [Auxenochlorella protothecoides]
OG0003113	PCFQ01000073.1 g1972 [Chlorella sp. A99]	RMZ57291.1 hypothetical protein APUTEX25_004125_ partial [Auxenochlorella protothecoides]
OG0003114	PCFQ01000013.1 g3282 [Chlorella sp. A99]	RMZ57292.1 hypothetical protein APUTEX25_004126 [Auxenochlorella protothecoides]
OG0003116	PCFQ01000078.1 g2107 [Chlorella sp. A99]	RMZ57298.1 hypothetical protein APUTEX25_004132 [Auxenochlorella protothecoides]
OG0003117	PCFQ01000001.1 g990 [Chlorella sp. A99]	RMZ57317.1 hypothetical protein APUTEX25_004151 [Auxenochlorella protothecoides]
OG0003118	PCFQ01000078.1 g2096 [Chlorella sp. A99]	RMZ57337.1 hypothetical protein APUTEX25_004171 [Auxenochlorella protothecoides]
OG0003120	PCFQ01000082.1 g505 [Chlorella sp. A99]	RMZ57339.1 hypothetical protein APUTEX25_004173 [Auxenochlorella protothecoides]
OG0003121	PCFQ01000037.1 g2478 [Chlorella sp. A99]	RMZ57341.1 hypothetical protein APUTEX25_004175 [Auxenochlorella protothecoides]
OG0003122	PCFQ01000015.1 g2945 [Chlorella sp. A99]	RMZ57350.1 hypothetical protein APUTEX25_004184 [Auxenochlorella protothecoides]
OG0003124	PCFQ01000013.1 g3278 [Chlorella sp. A99]	RMZ57355.1 hypothetical protein APUTEX25_004189 [Auxenochlorella protothecoides]
OG0003128	PCFQ01000077.1 g1763 [Chlorella sp. A99]	RMZ57368.1 hypothetical protein APUTEX25_004202 [Auxenochlorella protothecoides]
OG0003129	PCFQ01000006.1 g3224 [Chlorella sp. A99]	RMZ57373.1 hypothetical protein APUTEX25_004207_ partial [Auxenochlorella protothecoides]
OG0003131	PCFQ01000013.1 g3327 [Chlorella sp. A99]	RMZ57383.1 hypothetical protein APUTEX25_004217 [Auxenochlorella protothecoides]
OG0003132	PCFQ01000058.1 g77 [Chlorella sp. A99]	RMZ57387.1 hypothetical protein APUTEX25_004221_ partial [Auxenochlorella protothecoides]
OG0003133	PCFQ01000058.1 g80 [Chlorella sp. A99]	RMZ57394.1 hypothetical protein APUTEX25_004228_ partial [Auxenochlorella protothecoides]
OG0003134	PCFQ01000012.1 g1841 [Chlorella sp. A99]	RMZ57403.1 hypothetical protein APUTEX25_004237 [Auxenochlorella protothecoides]
OG0003135	PCFQ01000058.1 g81 [Chlorella sp. A99]	RMZ57413.1 hypothetical protein APUTEX25_004247 [Auxenochlorella protothecoides]
OG0003137	PCFQ01000073.1 g1961 [Chlorella sp. A99]	RMZ57425.1 hypothetical protein APUTEX25_004259_ partial [Auxenochlorella protothecoides]
OG0003139	PCFQ01000002.1 g647 [Chlorella sp. A99]	RMZ57440.1 hypothetical protein APUTEX25_004274 [Auxenochlorella protothecoides]
OG0003142	PCFQ01000058.1 g37 [Chlorella sp. A99]	RMZ57495.1 hypothetical protein APUTEX25_003738 [Auxenochlorella protothecoides]
OG0003143	PCFQ01000058.1 g38 [Chlorella sp. A99]	RMZ57513.1 hypothetical protein APUTEX25_003756 [Auxenochlorella protothecoides]
OG0003144	PCFQ01000058.1 g57 [Chlorella sp. A99]	RMZ57516.1 hypothetical protein APUTEX25_003759 [Auxenochlorella protothecoides]
OG0003147	PCFQ01000058.1 g8 [Chlorella sp. A99]	RMZ57539.1 hypothetical protein APUTEX25_001739 [Auxenochlorella protothecoides]
OG0003150	PCFQ01000079.1 g1507 [Chlorella sp. A99]	RMZ57548.1 hypothetical protein APUTEX25_001748 [Auxenochlorella protothecoides]
OG0003151	PCFQ01000020.1 g892 [Chlorella sp. A99]	RMZ57556.1 hypothetical protein APUTEX25_001756_ partial [Auxenochlorella protothecoides]
OG0003153	PCFQ01000008.1 g1107 [Chlorella sp. A99]	RMZ57559.1 hypothetical protein APUTEX25_001759_ partial [Auxenochlorella protothecoides]
OG0003155	PCFQ01000015.1 g2990 [Chlorella sp. A99]	RMZ57570.1 hypothetical protein APUTEX25_001770_ partial [Auxenochlorella protothecoides]
OG0003157	PCFQ01000001.1 g966 [Chlorella sp. A99]	RMZ57574.1 hypothetical protein APUTEX25_001774 [Auxenochlorella protothecoides]
OG0003158	PCFQ01000015.1 g2999 [Chlorella sp. A99]	RMZ57577.1 hypothetical protein APUTEX25_001777 [Auxenochlorella protothecoides]
OG0003159	PCFQ01000004.1 g2676 [Chlorella sp. A99]	RMZ57585.1 hypothetical protein APUTEX25_001785_ partial [Auxenochlorella protothecoides]
OG0003161	PCFQ01000079.1 g1515 [Chlorella sp. A99]	RMZ57590.1 hypothetical protein APUTEX25_001790 [Auxenochlorella protothecoides]
OG0003162	PCFQ01000020.1 g897 [Chlorella sp. A99]	RMZ57609.1 hypothetical protein APUTEX25_001809_ partial [Auxenochlorella protothecoides]
OG0003165	PCFQ01000011.1 g2895 [Chlorella sp. A99]	RMZ57648.1 hypothetical protein APUTEX25_001848 [Auxenochlorella protothecoides]
OG0003166	PCFQ01000079.1 g1508 [Chlorella sp. A99]	RMZ57651.1 hypothetical protein APUTEX25_001851 [Auxenochlorella protothecoides]
OG0003167	PCFQ01000020.1 g890 [Chlorella sp. A99]	RMZ57662.1 hypothetical protein APUTEX25_001862 [Auxenochlorella protothecoides]
OG0003168	PCFQ01000058.1 g3 [Chlorella sp. A99]	RMZ57668.1 hypothetical protein APUTEX25_001868 [Auxenochlorella protothecoides]
OG0003170	PCFQ01000058.1 g6 [Chlorella sp. A99]	RMZ57672.1 hypothetical protein APUTEX25_001872 [Auxenochlorella protothecoides]
OG0003171	PCFQ01000004.1 g2673 [Chlorella sp. A99]	RMZ57674.1 hypothetical protein APUTEX25_001874 [Auxenochlorella protothecoides]
OG0003172	PCFQ01000020.1 g907 [Chlorella sp. A99]	RMZ57677.1 hypothetical protein APUTEX25_001877 [Auxenochlorella protothecoides]
OG0003173	PCFQ01000004.1 g2645 [Chlorella sp. A99]	RMZ57680.1 hypothetical protein APUTEX25_001880 [Auxenochlorella protothecoides]
OG0003174	PCFQ01000020.1 g880 [Chlorella sp. A99]	RMZ57685.1 hypothetical protein APUTEX25_001885 [Auxenochlorella protothecoides]
OG0003175	PCFQ01000020.1 g909 [Chlorella sp. A99]	RMZ57696.1 hypothetical protein APUTEX25_001896 [Auxenochlorella protothecoides]
OG0003180	PCFQ01000002.1 g646 [Chlorella sp. A99]	RMZ57833.1 hypothetical protein APUTEX25_003427_ partial [Auxenochlorella protothecoides]
OG0003349	PCFQ01000015.1 g3050 [Chlorella sp. A99]	RMZ52018.1 hypothetical protein APUTEX25_001212 [Auxenochlorella protothecoides]
OG0003355	PCFQ01000005.1 g787 [Chlorella sp. A99]	RMZ52068.1 hypothetical protein APUTEX25_001262 [Auxenochlorella protothecoides]
OG0003356	PCFQ01000005.1 g781 [Chlorella sp. A99]	RMZ52069.1 hypothetical protein APUTEX25_001263_ partial [Auxenochlorella protothecoides]
OG0003358	PCFQ01000015.1 g3075 [Chlorella sp. A99]	RMZ52077.1 hypothetical protein APUTEX25_001271_ partial [Auxenochlorella protothecoides]
OG0003359	PCFQ01000079.1 g1303 [Chlorella sp. A99]	RMZ52083.1 hypothetical protein APUTEX25_001277 [Auxenochlorella protothecoides]
OG0003368	PCFQ01000079.1 g1357 [Chlorella sp. A99]	RMZ52165.1 hypothetical protein APUTEX25_001555 [Auxenochlorella protothecoides]
OG0003372	PCFQ01000075.1 g1919 [Chlorella sp. A99]	RMZ52186.1 hypothetical protein APUTEX25_001576_ partial [Auxenochlorella protothecoides]
OG0003375	PCFQ01000058.1 g273 [Chlorella sp. A99]	RMZ52200.1 hypothetical protein APUTEX25_001590 [Auxenochlorella protothecoides]
OG0003379	PCFQ01000058.1 g135 [Chlorella sp. A99]	RMZ52232.1 hypothetical protein APUTEX25_001622 [Auxenochlorella protothecoides]
OG0003380	PCFQ01000079.1 g1430 [Chlorella sp. A99]	RMZ52233.1 hypothetical protein APUTEX25_001623_ partial [Auxenochlorella protothecoides]
OG0003381	PCFQ01000011.1 g2773 [Chlorella sp. A99]	RMZ52234.1 hypothetical protein APUTEX25_001624_ partial [Auxenochlorella protothecoides]
OG0003386	PCFQ01000010.1 g373 [Chlorella sp. A99]	RMZ52277.1 hypothetical protein APUTEX25_001667_ partial [Auxenochlorella protothecoides]
OG0003392	PCFQ01000075.1 g1936 [Chlorella sp. A99]	RMZ52328.1 hypothetical protein APUTEX25_005081 [Auxenochlorella protothecoides]
OG0003394	PCFQ01000011.1 g2891 [Chlorella sp. A99]	RMZ52338.1 hypothetical protein APUTEX25_005091 [Auxenochlorella protothecoides]
OG0003395	PCFQ01000078.1 g1993 [Chlorella sp. A99]	RMZ52353.1 hypothetical protein APUTEX25_000628 [Auxenochlorella protothecoides]
OG0003415	PCFQ01000078.1 g2184 [Chlorella sp. A99]	RMZ52484.1 hypothetical protein APUTEX25_003627 [Auxenochlorella protothecoides]
OG0003416	PCFQ01000005.1 g810 [Chlorella sp. A99]	RMZ52486.1 hypothetical protein APUTEX25_003629 [Auxenochlorella protothecoides]
OG0003420	PCFQ01000005.1 g793 [Chlorella sp. A99]	RMZ52514.1 hypothetical protein APUTEX25_003657 [Auxenochlorella protothecoides]
OG0003424	PCFQ01000037.1 g2343 [Chlorella sp. A99]	RMZ52536.1 hypothetical protein APUTEX25_003679 [Auxenochlorella protothecoides]
OG0003425	PCFQ01000005.1 g802 [Chlorella sp. A99]	RMZ52544.1 hypothetical protein APUTEX25_003687 [Auxenochlorella protothecoides]
OG0003428	PCFQ01000011.1 g2919 [Chlorella sp. A99]	RMZ52559.1 hypothetical protein APUTEX25_003702_ partial [Auxenochlorella protothecoides]
OG0003434	PCFQ01000004.1 g2674 [Chlorella sp. A99]	RMZ52602.1 hypothetical protein APUTEX25_000721 [Auxenochlorella protothecoides]
OG0003435	PCFQ01000037.1 g2500 [Chlorella sp. A99]	RMZ52624.1 hypothetical protein APUTEX25_000743_ partial [Auxenochlorella protothecoides]
OG0003436	PCFQ01000004.1 g2617 [Chlorella sp. A99]	RMZ52627.1 hypothetical protein APUTEX25_000746 [Auxenochlorella protothecoides]
OG0003437	PCFQ01000006.1 g3226 [Chlorella sp. A99]	RMZ52631.1 hypothetical protein APUTEX25_000750 [Auxenochlorella protothecoides]
OG0003445	PCFQ01000078.1 g2194 [Chlorella sp. A99]	RMZ52704.1 hypothetical protein APUTEX25_000823 [Auxenochlorella protothecoides]
OG0003446	PCFQ01000013.1 g3269 [Chlorella sp. A99]	RMZ52708.1 hypothetical protein APUTEX25_000827 [Auxenochlorella protothecoides]
OG0003448	PCFQ01000082.1 g550 [Chlorella sp. A99]	RMZ54977.1 hypothetical protein APUTEX25_000494_ partial [Auxenochlorella protothecoides], RMZ52714.1 hypothetical protein APUTEX25_000833 [Auxenochlorella protothecoides]
OG0003452	PCFQ01000005.1 g862 [Chlorella sp. A99]	RMZ52734.1 hypothetical protein APUTEX25_000853 [Auxenochlorella protothecoides]
OG0003454	PCFQ01000006.1 g3237 [Chlorella sp. A99]	RMZ52785.1 hypothetical protein APUTEX25_000904 [Auxenochlorella protothecoides]
OG0003455	PCFQ01000013.1 g3267 [Chlorella sp. A99]	RMZ52798.1 hypothetical protein APUTEX25_000917 [Auxenochlorella protothecoides]
OG0003456	PCFQ01000079.1 g1470 [Chlorella sp. A99]	RMZ52815.1 hypothetical protein APUTEX25_000934_ partial [Auxenochlorella protothecoides]
OG0003462	PCFQ01000006.1 g3241 [Chlorella sp. A99]	RMZ52870.1 hypothetical protein APUTEX25_000989 [Auxenochlorella protothecoides]
OG0003466	PCFQ01000006.1 g3233 [Chlorella sp. A99]	RMZ52921.1 hypothetical protein APUTEX25_001040_ partial [Auxenochlorella protothecoides]
OG0003467	PCFQ01000082.1 g618 [Chlorella sp. A99]	RMZ52926.1 hypothetical protein APUTEX25_001045_ partial [Auxenochlorella protothecoides]
OG0003469	PCFQ01000078.1 g2004 [Chlorella sp. A99]	RMZ52934.1 hypothetical protein APUTEX25_001053_ partial [Auxenochlorella protothecoides]
OG0003471	PCFQ01000010.1 g387 [Chlorella sp. A99]	RMZ52940.1 hypothetical protein APUTEX25_001059 [Auxenochlorella protothecoides]
OG0003476	PCFQ01000005.1 g861 [Chlorella sp. A99]	RMZ52975.1 hypothetical protein APUTEX25_001094 [Auxenochlorella protothecoides]
OG0003477	PCFQ01000005.1 g848 [Chlorella sp. A99]	RMZ52978.1 hypothetical protein APUTEX25_001097_ partial [Auxenochlorella protothecoides]
OG0003478	PCFQ01000037.1 g2452 [Chlorella sp. A99]	RMZ52983.1 hypothetical protein APUTEX25_001102_ partial [Auxenochlorella protothecoides]
OG0003489	PCFQ01000078.1 g2025 [Chlorella sp. A99]	RMZ53030.1 hypothetical protein APUTEX25_001149_ partial [Auxenochlorella protothecoides]
OG0003490	PCFQ01000013.1 g3280 [Chlorella sp. A99]	RMZ53033.1 hypothetical protein APUTEX25_001152_ partial [Auxenochlorella protothecoides]
OG0003492	PCFQ01000005.1 g851 [Chlorella sp. A99]	RMZ53067.1 hypothetical protein APUTEX25_001186 [Auxenochlorella protothecoides]
OG0003495	PCFQ01000004.1 g2714 [Chlorella sp. A99]	RMZ53092.1 hypothetical protein APUTEX25_002501 [Auxenochlorella protothecoides]
OG0003499	PCFQ01000081.1 g1556 [Chlorella sp. A99]	RMZ53114.1 hypothetical protein APUTEX25_005103 [Auxenochlorella protothecoides]
OG0003506	PCFQ01000011.1 g2766 [Chlorella sp. A99]	RMZ53193.1 hypothetical protein APUTEX25_005182 [Auxenochlorella protothecoides]
OG0003508	PCFQ01000009.1 g1695 [Chlorella sp. A99]	RMZ53200.1 hypothetical protein APUTEX25_005189 [Auxenochlorella protothecoides]
OG0003510	PCFQ01000011.1 g2778 [Chlorella sp. A99]	RMZ53213.1 hypothetical protein APUTEX25_005202 [Auxenochlorella protothecoides]
OG0003512	PCFQ01000013.1 g3289 [Chlorella sp. A99]	RMZ53220.1 hypothetical protein APUTEX25_005209 [Auxenochlorella protothecoides]
OG0003520	PCFQ01000006.1 g3200 [Chlorella sp. A99]	RMZ53270.1 hypothetical protein APUTEX25_005259 [Auxenochlorella protothecoides]
OG0003528	PCFQ01000011.1 g2745 [Chlorella sp. A99]	RMZ53376.1 hypothetical protein APUTEX25_004864 [Auxenochlorella protothecoides]
OG0003529	PCFQ01000079.1 g1250 [Chlorella sp. A99]	RMZ53378.1 hypothetical protein APUTEX25_004866 [Auxenochlorella protothecoides]
OG0003532	PCFQ01000073.1 g1980 [Chlorella sp. A99]	RMZ53405.1 hypothetical protein APUTEX25_004893 [Auxenochlorella protothecoides]
OG0003539	PCFQ01000015.1 g2983 [Chlorella sp. A99]	RMZ53447.1 hypothetical protein APUTEX25_003269 [Auxenochlorella protothecoides]
OG0003540	PCFQ01000018.1 g433 [Chlorella sp. A99]	RMZ53455.1 hypothetical protein APUTEX25_003277 [Auxenochlorella protothecoides]
OG0003543	PCFQ01000015.1 g2981 [Chlorella sp. A99]	RMZ53492.1 hypothetical protein APUTEX25_003314 [Auxenochlorella protothecoides]
OG0003546	PCFQ01000078.1 g2057 [Chlorella sp. A99]	RMZ53511.1 hypothetical protein APUTEX25_003333 [Auxenochlorella protothecoides]
OG0003550	PCFQ01000018.1 g432 [Chlorella sp. A99]	RMZ53530.1 hypothetical protein APUTEX25_003352 [Auxenochlorella protothecoides]
OG0003552	PCFQ01000008.1 g1132 [Chlorella sp. A99]	RMZ53547.1 hypothetical protein APUTEX25_003369_ partial [Auxenochlorella protothecoides]
OG0003555	PCFQ01000077.1 g1734 [Chlorella sp. A99]	RMZ53563.1 hypothetical protein APUTEX25_003385 [Auxenochlorella protothecoides]
OG0003564	PCFQ01000037.1 g2461 [Chlorella sp. A99]	RMZ53618.1 hypothetical protein APUTEX25_003152_ partial [Auxenochlorella protothecoides]
OG0003566	PCFQ01000037.1 g2455 [Chlorella sp. A99]	RMZ53629.1 hypothetical protein APUTEX25_003163 [Auxenochlorella protothecoides]
OG0003568	PCFQ01000011.1 g2913 [Chlorella sp. A99]	RMZ53655.1 hypothetical protein APUTEX25_003189_ partial [Auxenochlorella protothecoides]
OG0003570	PCFQ01000011.1 g2903 [Chlorella sp. A99]	RMZ53659.1 hypothetical protein APUTEX25_003193 [Auxenochlorella protothecoides]
OG0003572	PCFQ01000075.1 g1932 [Chlorella sp. A99]	RMZ53664.1 hypothetical protein APUTEX25_003198 [Auxenochlorella protothecoides]
OG0003573	PCFQ01000011.1 g2912 [Chlorella sp. A99]	RMZ53676.1 hypothetical protein APUTEX25_003210 [Auxenochlorella protothecoides]
OG0003574	PCFQ01000079.1 g1473 [Chlorella sp. A99]	RMZ53683.1 hypothetical protein APUTEX25_003217_ partial [Auxenochlorella protothecoides]
OG0003577	PCFQ01000007.1 g1213 [Chlorella sp. A99]	RMZ53704.1 hypothetical protein APUTEX25_003238_ partial [Auxenochlorella protothecoides]
OG0003583	PCFQ01000019.1 g1790 [Chlorella sp. A99]	RMZ53771.1 hypothetical protein APUTEX25_003910_ partial [Auxenochlorella protothecoides]
OG0003585	PCFQ01000011.1 g2852 [Chlorella sp. A99]	RMZ53803.1 hypothetical protein APUTEX25_003942 [Auxenochlorella protothecoides]
OG0003589	PCFQ01000002.1 g723 [Chlorella sp. A99]	RMZ53855.1 hypothetical protein APUTEX25_005601 [Auxenochlorella protothecoides]
OG0003592	PCFQ01000078.1 g2102 [Chlorella sp. A99]	RMZ53905.1 hypothetical protein APUTEX25_004748 [Auxenochlorella protothecoides]
OG0003593	PCFQ01000019.1 g1799 [Chlorella sp. A99]	RMZ53916.1 hypothetical protein APUTEX25_004941 [Auxenochlorella protothecoides]
OG0003595	PCFQ01000018.1 g442 [Chlorella sp. A99]	RMZ53959.1 hypothetical protein APUTEX25_002536 [Auxenochlorella protothecoides]
OG0003598	PCFQ01000013.1 g3347 [Chlorella sp. A99]	RMZ54014.1 hypothetical protein APUTEX25_002591 [Auxenochlorella protothecoides]
OG0003603	PCFQ01000058.1 g96 [Chlorella sp. A99]	RMZ54047.1 hypothetical protein APUTEX25_002624 [Auxenochlorella protothecoides]
OG0003605	PCFQ01000011.1 g2917 [Chlorella sp. A99]	RMZ54066.1 hypothetical protein APUTEX25_002643 [Auxenochlorella protothecoides]
OG0003612	PCFQ01000018.1 g434 [Chlorella sp. A99]	RMZ54100.1 hypothetical protein APUTEX25_002677_ partial [Auxenochlorella protothecoides]
OG0003619	PCFQ01000020.1 g875 [Chlorella sp. A99]	RMZ54144.1 hypothetical protein APUTEX25_005300 [Auxenochlorella protothecoides]
OG0003622	PCFQ01000005.1 g751 [Chlorella sp. A99]	RMZ54165.1 hypothetical protein APUTEX25_005321 [Auxenochlorella protothecoides]
OG0003625	PCFQ01000010.1 g363 [Chlorella sp. A99]	RMZ54194.1 hypothetical protein APUTEX25_005350 [Auxenochlorella protothecoides]
OG0003627	PCFQ01000010.1 g377 [Chlorella sp. A99]	RMZ54203.1 hypothetical protein APUTEX25_005359 [Auxenochlorella protothecoides]
OG0003640	PCFQ01000012.1 g1823 [Chlorella sp. A99]	RMZ54309.1 hypothetical protein APUTEX25_001467 [Auxenochlorella protothecoides]
OG0003651	PCFQ01000081.1 g1633 [Chlorella sp. A99]	RMZ54384.1 hypothetical protein APUTEX25_001960_ partial [Auxenochlorella protothecoides]
OG0003652	PCFQ01000037.1 g2491 [Chlorella sp. A99]	RMZ54401.1 hypothetical protein APUTEX25_001977 [Auxenochlorella protothecoides]
OG0003668	PCFQ01000037.1 g2468 [Chlorella sp. A99]	RMZ54517.1 hypothetical protein APUTEX25_002093 [Auxenochlorella protothecoides]
OG0003671	PCFQ01000058.1 g207 [Chlorella sp. A99]	RMZ54532.1 hypothetical protein APUTEX25_001704 [Auxenochlorella protothecoides]
OG0003674	PCFQ01000001.1 g956 [Chlorella sp. A99]	RMZ54548.1 hypothetical protein APUTEX25_002123 [Auxenochlorella protothecoides]
