Orthogroup	Scenedesmus_PABB004	Chlorella_A99
OG0003018	KAF8072831.1 LIP5 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g391 [Chlorella sp. A99]
OG0003019	KAF8057764.1 Pde4c [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1602 [Chlorella sp. A99]
OG0003020	KAF8061296.1 hypothetical protein HT031_004387 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3144 [Chlorella sp. A99]
OG0003023	KAF8057887.1 GapA [Scenedesmus sp. PABB004]	PCFQ01000082.1 g595 [Chlorella sp. A99]
OG0003024	KAF8073219.1 Abcb9 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2067 [Chlorella sp. A99]
OG0003025	KAF8069421.1 TIF3E1 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g744 [Chlorella sp. A99]
OG0003027	KAF8068352.1 AP2M [Scenedesmus sp. PABB004]	PCFQ01000082.1 g516 [Chlorella sp. A99]
OG0003028	KAF8059163.1 3-oxoacyl-[acyl-carrier-protein] synthase III [Scenedesmus sp. PABB004]	PCFQ01000082.1 g519 [Chlorella sp. A99]
OG0003029	KAF8069492.1 utp7 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3101 [Chlorella sp. A99]
OG0003030	KAF8057883.1 IIL1 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1089 [Chlorella sp. A99]
OG0003034	KAF8056389.1 glcD [Scenedesmus sp. PABB004]	PCFQ01000018.1 g462 [Chlorella sp. A99], PCFQ01000037.1 g2345 [Chlorella sp. A99]
OG0003035	KAF8057920.1 1-acylglycerol-3-phosphate O-acyltransferase [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2410 [Chlorella sp. A99]
OG0003037	KAF8066174.1 SPO11-2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2076 [Chlorella sp. A99]
OG0003038	KAF8065617.1 hypothetical protein HT031_003218 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2409 [Chlorella sp. A99]
OG0003040	KAF8073107.1 ETL1 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1086 [Chlorella sp. A99]
OG0003043	KAF8066423.1 hypothetical protein HT031_002747 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g518 [Chlorella sp. A99]
OG0003048	KAF8070949.1 PRMT10 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1087 [Chlorella sp. A99]
OG0003052	KAF8066182.1 HPR-A [Scenedesmus sp. PABB004]	PCFQ01000018.1 g463 [Chlorella sp. A99]
OG0003053	KAF8063042.1 viaA [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1309 [Chlorella sp. A99]
OG0003056	KAF8055845.1 EIF6-2 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3139 [Chlorella sp. A99]
OG0003057	KAF8055095.1 Ebp [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1085 [Chlorella sp. A99]
OG0003058	KAF8054974.1 purB [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2406 [Chlorella sp. A99]
OG0003065	KAF8071311.1 WRAP73 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1531 [Chlorella sp. A99]
OG0003066	KAF8058471.1 Brf1 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2782 [Chlorella sp. A99]
OG0003067	KAF8072778.1 hypothetical protein HT031_000438 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g201 [Chlorella sp. A99]
OG0003069	KAF8055486.1 Plaa [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1288 [Chlorella sp. A99]
OG0003070	KAF8067118.1 SLU7 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1530 [Chlorella sp. A99]
OG0003071	KAF8070991.1 STT3B [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1131 [Chlorella sp. A99]
OG0003072	KAF8057688.1 pitC [Scenedesmus sp. PABB004]	PCFQ01000058.1 g165 [Chlorella sp. A99]
OG0003073	KAF8065451.1 hypothetical protein HT031_003052 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2420 [Chlorella sp. A99]
OG0003076	KAF8068215.1 HEN2 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g453 [Chlorella sp. A99]
OG0003077	KAF8067409.1 MCM5 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3149 [Chlorella sp. A99]
OG0003078	KAF8065889.1 hypothetical protein HT031_002950 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3120 [Chlorella sp. A99]
OG0003079	KAF8061124.1 hypothetical protein HT031_004585 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1130 [Chlorella sp. A99]
OG0003080	KAF8068371.1 alg2 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3115 [Chlorella sp. A99]
OG0003081	KAF8065881.1 RPS2D [Scenedesmus sp. PABB004]	PCFQ01000010.1 g316 [Chlorella sp. A99]
OG0003082	KAF8065612.1 nicotinamide/nicotinic acid mononucleotide adenylyltransferase [Scenedesmus sp. PABB004]	PCFQ01000058.1 g123 [Chlorella sp. A99]
OG0003085	KAF8070883.1 biotin carboxylase 1 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3112 [Chlorella sp. A99]
OG0003086	KAF8059155.1 BCAT2 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g185 [Chlorella sp. A99]
OG0003089	KAF8060601.1 hypothetical protein HT031_004778 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2962 [Chlorella sp. A99]
OG0003090	KAF8068157.1 RPL10 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3210 [Chlorella sp. A99]
OG0003093	KAF8059754.1 hypothetical protein HT031_005162 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1296 [Chlorella sp. A99]
OG0003095	KAF8058129.1 RPL23A [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3128 [Chlorella sp. A99]
OG0003096	KAF8065562.1 Vacuolar-processing enzyme [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1548 [Chlorella sp. A99]
OG0003099	KAF8069365.1 hypothetical protein HT031_001480 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g674 [Chlorella sp. A99]
OG0003100	KAF8060492.1 kpr-2 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3281 [Chlorella sp. A99]
OG0003103	KAF8071386.1 PHR1 [Scenedesmus sp. PABB004]	PCFQ01000019.1 g1816 [Chlorella sp. A99]
OG0003106	KAF8073200.1 PXM16 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g489 [Chlorella sp. A99]
OG0003108	KAF8067250.1 TMEM65 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g652 [Chlorella sp. A99]
OG0003110	KAF8065430.1 GLY1 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2739 [Chlorella sp. A99]
OG0003113	KAF8072651.1 hypothetical protein HT031_000311 [Scenedesmus sp. PABB004]	PCFQ01000073.1 g1972 [Chlorella sp. A99]
OG0003114	KAF8072866.1 FKBP16-4 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3282 [Chlorella sp. A99]
OG0003116	KAF8065800.1 PH1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2107 [Chlorella sp. A99]
OG0003117	KAF8063805.1 RPS12 [Scenedesmus sp. PABB004]	PCFQ01000001.1 g990 [Chlorella sp. A99]
OG0003118	KAF8072947.1 ubxn1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2096 [Chlorella sp. A99]
OG0003120	KAF8061909.1 CCT2 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g505 [Chlorella sp. A99]
OG0003122	KAF8066302.1 hypothetical protein HT031_002625 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2945 [Chlorella sp. A99]
OG0003124	KAF8072891.1 HCF101 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3278 [Chlorella sp. A99]
OG0003128	KAF8072853.1 DSP4 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1763 [Chlorella sp. A99]
OG0003131	KAF8061359.1 gghA [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3327 [Chlorella sp. A99]
OG0003132	KAF8057912.1 Lonrf1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g77 [Chlorella sp. A99]
OG0003134	KAF8059677.1 IPI1 [Scenedesmus sp. PABB004]	PCFQ01000012.1 g1841 [Chlorella sp. A99]
OG0003135	KAF8062106.1 Extracellular serine proteinase [Scenedesmus sp. PABB004]	PCFQ01000058.1 g81 [Chlorella sp. A99]
OG0003137	KAF8063033.1 eif2b2 [Scenedesmus sp. PABB004]	PCFQ01000073.1 g1961 [Chlorella sp. A99]
OG0003139	KAF8072357.1 putative sugar phosphate/phosphate translocator [Scenedesmus sp. PABB004]	PCFQ01000002.1 g647 [Chlorella sp. A99]
OG0003142	KAF8059115.1 hypothetical protein HT031_005287 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g37 [Chlorella sp. A99]
OG0003143	KAF8066304.1 BZW1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g38 [Chlorella sp. A99]
OG0003147	KAF8057868.1 BCDH BETA1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g8 [Chlorella sp. A99]
OG0003150	KAF8067270.1 YKT61 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1507 [Chlorella sp. A99]
OG0003153	KAF8069708.1 MNS4 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1107 [Chlorella sp. A99]
OG0003155	KAF8061303.1 yqkD [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2990 [Chlorella sp. A99]
OG0003157	KAF8061416.1 glrx3 [Scenedesmus sp. PABB004]	PCFQ01000001.1 g966 [Chlorella sp. A99]
OG0003158	KAF8065798.1 Lipase [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2999 [Chlorella sp. A99]
OG0003159	KAF8061936.1 SNF12 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2676 [Chlorella sp. A99]
OG0003162	KAF8063713.1 mmsdh [Scenedesmus sp. PABB004]	PCFQ01000020.1 g897 [Chlorella sp. A99]
OG0003165	KAF8072398.1 PYD2 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2895 [Chlorella sp. A99]
OG0003166	KAF8071265.1 EBP1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1508 [Chlorella sp. A99]
OG0003168	KAF8072535.1 FBA8 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g3 [Chlorella sp. A99]
OG0003170	KAF8072347.1 hypothetical protein HT031_000006 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g6 [Chlorella sp. A99]
OG0003171	KAF8055124.1 RPT4B [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2673 [Chlorella sp. A99]
OG0003173	KAF8065538.1 ISA3 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2645 [Chlorella sp. A99]
OG0003174	KAF8056767.1 hypothetical protein HT031_006265 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g880 [Chlorella sp. A99]
OG0003175	KAF8065547.1 hypothetical protein HT031_003148 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g909 [Chlorella sp. A99]
OG0003180	KAF8071198.1 EFL1 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g646 [Chlorella sp. A99]
OG0003181	KAF8066250.1 hypothetical protein HT031_002573 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g22 [Chlorella sp. A99]
OG0003183	KAF8069710.1 DTX44 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g68 [Chlorella sp. A99]
OG0003186	KAF8069703.1 bHLH140 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g153 [Chlorella sp. A99]
OG0003187	KAF8059668.1 Gbp5 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g168 [Chlorella sp. A99]
OG0003191	KAF8061308.1 WDR83 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g448 [Chlorella sp. A99]
OG0003193	KAF8071094.1 hypothetical protein HT031_001176 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g736 [Chlorella sp. A99]
OG0003194	KAF8063069.1 CCDC39 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g772 [Chlorella sp. A99]
OG0003196	KAF8061087.1 hypothetical protein HT031_004547 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g867 [Chlorella sp. A99]
OG0003197	KAF8064544.1 COG3 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g879 [Chlorella sp. A99]
OG0003198	KAF8073149.1 RPN2B [Scenedesmus sp. PABB004]	PCFQ01000020.1 g915 [Chlorella sp. A99]
OG0003200	KAF8062064.1 hypothetical protein HT031_004324 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g929 [Chlorella sp. A99]
OG0003202	KAF8068227.1 KIN14D [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1025 [Chlorella sp. A99]
OG0003203	KAF8056106.1 hypothetical protein HT031_006457 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1069 [Chlorella sp. A99]
OG0003204	KAF8069419.1 CPSF73-I [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1098 [Chlorella sp. A99]
OG0003206	KAF8063864.1 AAA1 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1195 [Chlorella sp. A99]
OG0003207	KAF8055322.1 ARP4 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1218 [Chlorella sp. A99]
OG0003208	KAF8071124.1 CSN4 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1220 [Chlorella sp. A99]
OG0003209	KAF8063080.1 MCM8 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1498 [Chlorella sp. A99]
OG0003210	KAF8072667.1 hypothetical protein HT031_000327 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1512 [Chlorella sp. A99]
OG0003212	KAF8063768.1 hypothetical protein HT031_003625 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1714 [Chlorella sp. A99]
OG0003214	KAF8073072.1 BIRC6 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1917 [Chlorella sp. A99]
OG0003215	KAF8059995.1 HUB2 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1923 [Chlorella sp. A99]
OG0003217	KAF8058048.1 rqcH [Scenedesmus sp. PABB004]	PCFQ01000078.1 g1989 [Chlorella sp. A99]
OG0003218	KAF8062047.1 RPN8B [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2047 [Chlorella sp. A99]
OG0003219	KAF8072890.1 PUX4 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2064 [Chlorella sp. A99]
OG0003220	KAF8060093.1 KCS4 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2145 [Chlorella sp. A99]
OG0003221	KAF8063083.1 PRDX1 [Scenedesmus sp. PABB004]	PCFQ01000023.1 g2234 [Chlorella sp. A99]
OG0003222	KAF8058361.1 dfa3 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2346 [Chlorella sp. A99]
OG0003223	KAF8073046.1 dfa6 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2347 [Chlorella sp. A99]
OG0003226	KAF8065563.1 Xab2 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2454 [Chlorella sp. A99]
OG0003227	KAF8062662.1 APP2 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2486 [Chlorella sp. A99]
OG0003228	KAF8073014.1 CHD7 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2499 [Chlorella sp. A99]
OG0003229	KAF8072820.1 hypothetical protein HT031_000480 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2527 [Chlorella sp. A99]
OG0003231	KAF8059149.1 topA [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2669 [Chlorella sp. A99]
OG0003233	KAF8070939.1 Tgt [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2821 [Chlorella sp. A99]
OG0003234	KAF8068303.1 L-aspartate oxidase [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2831 [Chlorella sp. A99]
OG0003235	KAF8066371.1 hypothetical protein HT031_002695 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2836 [Chlorella sp. A99]
OG0003236	KAF8064511.1 mnmG [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2935 [Chlorella sp. A99]
OG0003237	KAF8063656.1 hypothetical protein HT031_003511 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2994 [Chlorella sp. A99]
OG0003239	KAF8071019.1 dedA [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3058 [Chlorella sp. A99]
OG0003240	KAF8067173.1 purU [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3084 [Chlorella sp. A99]
OG0003241	KAF8058037.1 KEA3 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3096 [Chlorella sp. A99]
OG0003242	KAF8068392.1 hypothetical protein HT031_002081 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3130 [Chlorella sp. A99]
OG0003243	KAF8058111.1 dhps [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3148 [Chlorella sp. A99]
OG0003244	KAF8071318.1 rbm8a [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3181 [Chlorella sp. A99]
OG0003245	KAF8067235.1 choline monooxygenase [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3293 [Chlorella sp. A99]
OG0003246	KAF8064520.1 KIN4A [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3303 [Chlorella sp. A99]
OG0003247	KAF8068280.1 hypothetical protein HT031_001967 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3359 [Chlorella sp. A99]
OG0003349	KAF8071117.1 recA [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3050 [Chlorella sp. A99]
OG0003355	KAF8061292.1 iunH [Scenedesmus sp. PABB004]	PCFQ01000005.1 g787 [Chlorella sp. A99]
OG0003356	KAF8072367.1 VPS28-2 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g781 [Chlorella sp. A99]
OG0003359	KAF8067190.1 isn1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1303 [Chlorella sp. A99]
OG0003375	KAF8072417.1 SRK2E [Scenedesmus sp. PABB004]	PCFQ01000058.1 g273 [Chlorella sp. A99]
OG0003379	KAF8065635.1 hypothetical protein HT031_003236 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g135 [Chlorella sp. A99]
OG0003381	KAF8059648.1 Pyrophosphate-energized vacuolar membrane proton pump [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2773 [Chlorella sp. A99]
OG0003386	KAF8057755.1 PALD1 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g373 [Chlorella sp. A99]
OG0003392	KAF8062108.1 DRC9 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1936 [Chlorella sp. A99]
OG0003428	KAF8066245.1 NUP205 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2919 [Chlorella sp. A99]
OG0003435	KAF8057254.1 rpsF [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2500 [Chlorella sp. A99]
OG0003437	KAF8068247.1 CLA1 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3226 [Chlorella sp. A99]
OG0003454	KAF8061290.1 RPL30 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3237 [Chlorella sp. A99]
OG0003455	KAF8060510.1 hypothetical protein HT031_004686 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3267 [Chlorella sp. A99]
OG0003456	KAF8068281.1 8-oxoguanine deaminase [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1470 [Chlorella sp. A99]
OG0003467	KAF8063024.1 SQD1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g618 [Chlorella sp. A99]
OG0003469	KAF8072536.1 hypothetical protein HT031_000196 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2004 [Chlorella sp. A99]
OG0003471	KAF8057128.1 kinY [Scenedesmus sp. PABB004]	PCFQ01000010.1 g387 [Chlorella sp. A99]
OG0003476	KAF8058918.1 5FCL [Scenedesmus sp. PABB004]	PCFQ01000005.1 g861 [Chlorella sp. A99]
OG0003489	KAF8065934.1 LSM2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2025 [Chlorella sp. A99]
OG0003506	KAF8069397.1 hypothetical protein HT031_001512 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2766 [Chlorella sp. A99]
OG0003508	KAF8058862.1 RPL21E [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1695 [Chlorella sp. A99]
OG0003510	KAF8070900.1 hypothetical protein HT031_000981 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2778 [Chlorella sp. A99]
OG0003512	KAF8056787.1 CYP97A3 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3289 [Chlorella sp. A99]
OG0003520	KAF8067386.1 RPS1 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3200 [Chlorella sp. A99]
OG0003543	KAF8071263.1 CYC1 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2981 [Chlorella sp. A99]
OG0003546	KAF8057737.1 DGP3 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2057 [Chlorella sp. A99]
OG0003550	KAF8064643.1 EIF4E1 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g432 [Chlorella sp. A99]
OG0003555	KAF8072849.1 Gemin2 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1734 [Chlorella sp. A99]
OG0003566	KAF8065504.1 Dcun1d1 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2455 [Chlorella sp. A99]
OG0003570	KAF8057884.1 GLN1 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2903 [Chlorella sp. A99]
OG0003572	KAF8066279.1 wdr48 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1932 [Chlorella sp. A99]
OG0003574	KAF8062764.1 ribulose-phosphate 3-epimerase [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1473 [Chlorella sp. A99]
OG0003577	KAF8060598.1 hypothetical protein HT031_004775 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1213 [Chlorella sp. A99]
OG0003595	KAF8071153.1 hypothetical protein HT031_001235 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g442 [Chlorella sp. A99]
OG0003603	KAF8058040.1 tRNA _guanine_37_-N1_-methyltransferase [Scenedesmus sp. PABB004]	PCFQ01000058.1 g96 [Chlorella sp. A99]
OG0003605	KAF8061289.1 hypothetical protein HT031_004379 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2917 [Chlorella sp. A99]
OG0003619	KAF8073087.1 RPL12B [Scenedesmus sp. PABB004]	PCFQ01000020.1 g875 [Chlorella sp. A99]
OG0003622	KAF8069514.1 NIFU2 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g751 [Chlorella sp. A99]
OG0003668	KAF8062623.1 glutamine-dependent NAD_+_ synthetase [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2468 [Chlorella sp. A99]
OG0003674	KAF8072918.1 DCP2 [Scenedesmus sp. PABB004]	PCFQ01000001.1 g956 [Chlorella sp. A99]
OG0003678	KAF8065591.1 hypothetical protein HT031_003192 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1041 [Chlorella sp. A99]
OG0003685	KAF8072412.1 CLPR2 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g734 [Chlorella sp. A99]
OG0003737	KAF8064631.1 KIN14M [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2792 [Chlorella sp. A99]
OG0003767	KAF8071244.1 rplX [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3168 [Chlorella sp. A99]
OG0003788	KAF8061310.1 hypothetical protein HT031_004401 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2203 [Chlorella sp. A99]
OG0003804	KAF8056367.1 hypothetical protein HT031_006366 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2940 [Chlorella sp. A99]
OG0003813	KAF8072573.1 OEP80 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g425 [Chlorella sp. A99]
OG0003821	KAF8061378.1 hypothetical protein HT031_004469 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g569 [Chlorella sp. A99]
OG0003840	KAF8069613.1 Dclre1a [Scenedesmus sp. PABB004]	PCFQ01000082.1 g567 [Chlorella sp. A99]
OG0003845	KAF8071134.1 PECT1 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g331 [Chlorella sp. A99]
OG0003848	KAF8068240.1 SPP1 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g341 [Chlorella sp. A99]
OG0003852	KAF8065513.1 lhpp [Scenedesmus sp. PABB004]	PCFQ01000010.1 g304 [Chlorella sp. A99]
OG0003869	KAF8072486.1 CIAO1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g103 [Chlorella sp. A99]
OG0003875	KAF8058031.1 prxl2a [Scenedesmus sp. PABB004]	PCFQ01000005.1 g778 [Chlorella sp. A99]
OG0003878	KAF8066335.1 EDR2 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1037 [Chlorella sp. A99]
OG0003907	KAF8059180.1 RPS8 [Scenedesmus sp. PABB004]	PCFQ01000014.1 g1880 [Chlorella sp. A99]
OG0003912	KAF8067310.1 UXS1 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3037 [Chlorella sp. A99]
OG0003915	KAF8066411.1 RPL31 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g835 [Chlorella sp. A99]
OG0003922	KAF8057680.1 hypothetical protein HT031_006029 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1912 [Chlorella sp. A99]
OG0003940	KAF8072791.1 MAGO2 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3371 [Chlorella sp. A99]
OG0003982	KAF8069480.1 RPL24B [Scenedesmus sp. PABB004]	PCFQ01000058.1 g171 [Chlorella sp. A99]
OG0003995	KAF8062693.1 S-1 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1129 [Chlorella sp. A99]
OG0003998	KAF8056236.1 UVH1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g26 [Chlorella sp. A99]
OG0004000	KAF8056458.1 Emg1 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3361 [Chlorella sp. A99]
OG0004021	KAF8069524.1 translation initiation factor eIF-2B subunit epsilon [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3222 [Chlorella sp. A99]
OG0004038	KAF8072975.1 EXOSC7 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3336 [Chlorella sp. A99]
OG0004050	KAF8069529.1 phosphatidylinositol N-acetylglucosaminyltransferase subunit P [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2095 [Chlorella sp. A99]
OG0004060	KAF8072616.1 ndufb7 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g644 [Chlorella sp. A99]
OG0004062	KAF8058333.1 MAN1 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1765 [Chlorella sp. A99]
OG0004065	KAF8054952.1 MFAP1 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3228 [Chlorella sp. A99]
OG0004069	KAF8069665.1 MGD A [Scenedesmus sp. PABB004]	PCFQ01000060.1 g2322 [Chlorella sp. A99]
OG0004078	KAF8063079.1 ATJ2 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g60 [Chlorella sp. A99]
OG0004083	KAF8055927.1 Afg1l [Scenedesmus sp. PABB004]	PCFQ01000019.1 g1817 [Chlorella sp. A99]
