Orthogroup	Scenedesmus_PABB004	Chlorella_VariabilisNC64A
OG0004329	KAF8061157.1 hypothetical protein HT031_004618 [Scenedesmus sp. PABB004]	XP_005847191.1 hypothetical protein CHLNCDRAFT_52866 [Chlorella variabilis]
OG0004330	KAF8058830.1 CPK19 [Scenedesmus sp. PABB004], KAF8056021.1 CPK4 [Scenedesmus sp. PABB004]	XP_005847172.1 hypothetical protein CHLNCDRAFT_14083_ partial [Chlorella variabilis]
OG0004331	KAF8060623.1 VPS15 [Scenedesmus sp. PABB004]	XP_005846843.1 hypothetical protein CHLNCDRAFT_134632 [Chlorella variabilis]
OG0004333	KAF8060333.1 FH6 [Scenedesmus sp. PABB004]	XP_005847024.1 hypothetical protein CHLNCDRAFT_134639 [Chlorella variabilis]
OG0004334	KAF8064573.1 DA1 [Scenedesmus sp. PABB004]	XP_005846904.1 hypothetical protein CHLNCDRAFT_35770 [Chlorella variabilis]
OG0004335	KAF8059433.1 Sh3yl1 [Scenedesmus sp. PABB004]	XP_005846966.1 hypothetical protein CHLNCDRAFT_35844 [Chlorella variabilis]
OG0004336	KAF8060342.1 hypothetical protein HT031_004878 [Scenedesmus sp. PABB004], KAF8063018.1 hypothetical protein HT031_003857 [Scenedesmus sp. PABB004]	XP_005846957.1 hypothetical protein CHLNCDRAFT_134913 [Chlorella variabilis]
OG0004337	KAF8070896.1 xylO [Scenedesmus sp. PABB004]	XP_005847215.1 hypothetical protein CHLNCDRAFT_135038 [Chlorella variabilis], XP_005845716.1 hypothetical protein CHLNCDRAFT_136874 [Chlorella variabilis]
OG0004339	KAF8066430.1 hypothetical protein HT031_002754 [Scenedesmus sp. PABB004]	XP_005849372.1 hypothetical protein CHLNCDRAFT_17966_ partial [Chlorella variabilis]
OG0004341	KAF8071205.1 TANC1 [Scenedesmus sp. PABB004]	XP_005849163.1 hypothetical protein CHLNCDRAFT_143805 [Chlorella variabilis]
OG0004342	KAF8059127.1 Ccdc146 [Scenedesmus sp. PABB004]	XP_005847784.1 hypothetical protein CHLNCDRAFT_133928 [Chlorella variabilis]
OG0004344	KAF8069505.1 RLP12 [Scenedesmus sp. PABB004]	XP_005851098.1 hypothetical protein CHLNCDRAFT_137639 [Chlorella variabilis]
OG0004347	KAF8059408.1 TANGO2 [Scenedesmus sp. PABB004]	XP_005851435.1 hypothetical protein CHLNCDRAFT_137746 [Chlorella variabilis]
OG0004348	KAF8063781.1 RWDD3 [Scenedesmus sp. PABB004]	XP_005849866.1 hypothetical protein CHLNCDRAFT_143073 [Chlorella variabilis], XP_005842749.1 hypothetical protein CHLNCDRAFT_28917 [Chlorella variabilis]
OG0004349	KAF8065820.1 hypothetical protein HT031_002880 [Scenedesmus sp. PABB004]	XP_005849737.1 expressed protein [Chlorella variabilis]
OG0004350	KAF8062105.1 WDR19 [Scenedesmus sp. PABB004]	XP_005849972.1 hypothetical protein CHLNCDRAFT_143342_ partial [Chlorella variabilis], XP_005843803.1 hypothetical protein CHLNCDRAFT_139826 [Chlorella variabilis]
OG0004351	KAF8067207.1 rsmE [Scenedesmus sp. PABB004]	XP_005849848.1 hypothetical protein CHLNCDRAFT_143017 [Chlorella variabilis]
OG0004352	KAF8061885.1 ybbA [Scenedesmus sp. PABB004]	XP_005847732.1 hypothetical protein CHLNCDRAFT_133796 [Chlorella variabilis]
OG0004354	KAF8069561.1 GCS1 [Scenedesmus sp. PABB004]	XP_005849528.1 hypothetical protein CHLNCDRAFT_20925_ partial [Chlorella variabilis]
OG0004355	KAF8066376.1 VPS37-2 [Scenedesmus sp. PABB004]	XP_005846305.1 hypothetical protein CHLNCDRAFT_135677 [Chlorella variabilis]
OG0004356	KAF8058855.1 Herc6 [Scenedesmus sp. PABB004]	XP_005846448.1 hypothetical protein CHLNCDRAFT_24715 [Chlorella variabilis]
OG0004358	KAF8055990.1 rhbg [Scenedesmus sp. PABB004], KAF8054897.1 hypothetical protein HT031_006896 [Scenedesmus sp. PABB004]	XP_005849382.1 hypothetical protein CHLNCDRAFT_21763 [Chlorella variabilis]
OG0004359	KAF8060486.1 BUD13 [Scenedesmus sp. PABB004]	XP_005846336.1 hypothetical protein CHLNCDRAFT_135752 [Chlorella variabilis]
OG0004360	KAF8062665.1 LEC14B protein [Scenedesmus sp. PABB004]	XP_005843017.1 hypothetical protein CHLNCDRAFT_37629_ partial [Chlorella variabilis]
OG0004362	KAF8065602.1 hypothetical protein HT031_003203 [Scenedesmus sp. PABB004]	XP_005846368.1 hypothetical protein CHLNCDRAFT_135824 [Chlorella variabilis]
OG0004363	KAF8059106.1 hypothetical protein HT031_005278 [Scenedesmus sp. PABB004], KAF8072684.1 Sec24-like protein [Scenedesmus sp. PABB004]	XP_005846483.1 hypothetical protein CHLNCDRAFT_58279 [Chlorella variabilis]
OG0004364	KAF8065736.1 tstD [Scenedesmus sp. PABB004]	XP_005845287.1 hypothetical protein CHLNCDRAFT_137003 [Chlorella variabilis]
OG0004366	KAF8070989.1 hypothetical protein HT031_001070 [Scenedesmus sp. PABB004]	XP_005852120.1 hypothetical protein CHLNCDRAFT_133204 [Chlorella variabilis]
OG0004367	KAF8064536.1 hypothetical protein HT031_003336 [Scenedesmus sp. PABB004]	XP_005851706.1 hypothetical protein CHLNCDRAFT_56464 [Chlorella variabilis]
OG0004368	KAF8067243.1 IBR5 [Scenedesmus sp. PABB004]	XP_005852092.1 hypothetical protein CHLNCDRAFT_13330_ partial [Chlorella variabilis]
OG0004372	KAF8058901.1 SRFR1 [Scenedesmus sp. PABB004]	XP_005852290.1 hypothetical protein CHLNCDRAFT_133703 [Chlorella variabilis]
OG0004373	KAF8064618.1 MHZ4 [Scenedesmus sp. PABB004]	XP_005852000.1 hypothetical protein CHLNCDRAFT_132919 [Chlorella variabilis]
OG0004375	KAF8071188.1 SCC4 [Scenedesmus sp. PABB004]	XP_005843627.1 expressed protein [Chlorella variabilis]
OG0004376	KAF8063056.1 UBA1C [Scenedesmus sp. PABB004]	XP_005848663.1 hypothetical protein CHLNCDRAFT_51536 [Chlorella variabilis]
OG0004379	KAF8068262.1 rplB [Scenedesmus sp. PABB004]	XP_005844211.1 hypothetical protein CHLNCDRAFT_11610_ partial [Chlorella variabilis]
OG0004381	KAF8055756.1 hypothetical protein HT031_006660 [Scenedesmus sp. PABB004], KAF8056843.1 hypothetical protein HT031_006187 [Scenedesmus sp. PABB004]	XP_005844498.1 hypothetical protein CHLNCDRAFT_138860 [Chlorella variabilis]
OG0004382	KAF8072698.1 moxd1 [Scenedesmus sp. PABB004]	XP_005844835.1 hypothetical protein CHLNCDRAFT_138292 [Chlorella variabilis]
OG0004383	KAF8065665.1 pentatricopeptide repeat-containing protein [Scenedesmus sp. PABB004]	XP_005846392.1 expressed protein [Chlorella variabilis], XP_005846391.1 hypothetical protein CHLNCDRAFT_135872 [Chlorella variabilis]
OG0004385	KAF8071271.1 rutB [Scenedesmus sp. PABB004]	XP_005847592.1 hypothetical protein CHLNCDRAFT_23095 [Chlorella variabilis], XP_005847596.1 hypothetical protein CHLNCDRAFT_52297 [Chlorella variabilis], XP_005847593.1 hypothetical protein CHLNCDRAFT_23353_ partial [Chlorella variabilis], XP_005847594.1 hypothetical protein CHLNCDRAFT_133869 [Chlorella variabilis]
OG0004387	KAF8057102.1 RBL14 [Scenedesmus sp. PABB004]	XP_005847920.1 hypothetical protein CHLNCDRAFT_145331 [Chlorella variabilis]
OG0004389	KAF8068148.1 hypothetical protein HT031_001834 [Scenedesmus sp. PABB004]	XP_005850103.1 hypothetical protein CHLNCDRAFT_57077 [Chlorella variabilis]
OG0004390	KAF8072394.1 hypothetical protein HT031_000053 [Scenedesmus sp. PABB004]	XP_005850350.1 hypothetical protein CHLNCDRAFT_57081 [Chlorella variabilis]
OG0004391	KAF8068212.1 hypothetical protein HT031_001898 [Scenedesmus sp. PABB004]	XP_005850666.1 hypothetical protein CHLNCDRAFT_56931 [Chlorella variabilis]
OG0004392	KAF8060468.1 TRS130 [Scenedesmus sp. PABB004]	XP_005850678.1 hypothetical protein CHLNCDRAFT_140736 [Chlorella variabilis]
OG0004421	KAF8057867.1 Lto1 [Scenedesmus sp. PABB004]	XP_005849199.1 hypothetical protein CHLNCDRAFT_143903 [Chlorella variabilis]
OG0004423	KAF8068192.1 mrm1 [Scenedesmus sp. PABB004]	XP_005842882.1 hypothetical protein CHLNCDRAFT_142475 [Chlorella variabilis]
OG0004427	KAF8072709.1 NADK2 [Scenedesmus sp. PABB004]	XP_005845658.1 hypothetical protein CHLNCDRAFT_136701 [Chlorella variabilis]
OG0004432	KAF8073216.1 AE7 [Scenedesmus sp. PABB004]	XP_005845663.1 hypothetical protein CHLNCDRAFT_25675 [Chlorella variabilis]
OG0004438	KAF8073184.1 hypothetical protein HT031_000845 [Scenedesmus sp. PABB004]	XP_005845620.1 hypothetical protein CHLNCDRAFT_136597 [Chlorella variabilis]
OG0004439	KAF8069366.1 rpsM [Scenedesmus sp. PABB004]	XP_005844259.1 hypothetical protein CHLNCDRAFT_27099_ partial [Chlorella variabilis]
OG0004441	KAF8055925.1 RFS2 [Scenedesmus sp. PABB004]	XP_005851599.1 hypothetical protein CHLNCDRAFT_138126 [Chlorella variabilis]
OG0004442	KAF8064577.1 BOLA2 [Scenedesmus sp. PABB004]	XP_005842968.1 hypothetical protein CHLNCDRAFT_141798 [Chlorella variabilis]
OG0004444	KAF8058112.1 GCP4 [Scenedesmus sp. PABB004]	XP_005844437.1 hypothetical protein CHLNCDRAFT_58938 [Chlorella variabilis]
OG0004446	KAF8057274.1 Oxsr1 [Scenedesmus sp. PABB004]	XP_005849774.1 hypothetical protein CHLNCDRAFT_142833 [Chlorella variabilis]
OG0004464	KAF8061312.1 hypothetical protein HT031_004403 [Scenedesmus sp. PABB004]	XP_005846632.1 hypothetical protein CHLNCDRAFT_24463_ partial [Chlorella variabilis]
OG0004465	KAF8057768.1 phospholipid scramblase family protein [Scenedesmus sp. PABB004]	XP_005847973.1 hypothetical protein CHLNCDRAFT_145465 [Chlorella variabilis]
OG0004467	KAF8067191.1 msrB [Scenedesmus sp. PABB004]	XP_005852131.1 hypothetical protein CHLNCDRAFT_18624 [Chlorella variabilis]
OG0004468	KAF8060590.1 NLE1 [Scenedesmus sp. PABB004]	XP_005843867.1 hypothetical protein CHLNCDRAFT_56362 [Chlorella variabilis]
OG0004469	KAF8073213.1 hypothetical protein HT031_000874 [Scenedesmus sp. PABB004]	XP_005844958.1 hypothetical protein CHLNCDRAFT_138333 [Chlorella variabilis]
OG0004471	KAF8072393.1 hypothetical protein HT031_000052 [Scenedesmus sp. PABB004]	XP_005846404.1 hypothetical protein CHLNCDRAFT_56212 [Chlorella variabilis]
OG0004472	KAF8070966.1 VDE1 [Scenedesmus sp. PABB004]	XP_005847292.1 hypothetical protein CHLNCDRAFT_35609 [Chlorella variabilis]
OG0004491	KAF8068174.1 CDKE-1 [Scenedesmus sp. PABB004]	XP_005845055.1 hypothetical protein CHLNCDRAFT_58674 [Chlorella variabilis]
OG0004493	KAF8060521.1 GTF3C3 [Scenedesmus sp. PABB004]	XP_005851787.1 hypothetical protein CHLNCDRAFT_133218 [Chlorella variabilis]
OG0004498	KAF8058886.1 GRXS16 [Scenedesmus sp. PABB004]	XP_005848188.1 hypothetical protein CHLNCDRAFT_31055 [Chlorella variabilis]
OG0004501	KAF8065630.1 PEX4 [Scenedesmus sp. PABB004]	XP_005843869.1 hypothetical protein CHLNCDRAFT_27560 [Chlorella variabilis]
OG0004505	KAF8059414.1 FTSZ2-1 [Scenedesmus sp. PABB004]	XP_005851750.1 hypothetical protein CHLNCDRAFT_133128 [Chlorella variabilis]
OG0004506	KAF8065805.1 Pdcd5 [Scenedesmus sp. PABB004]	XP_005846498.1 hypothetical protein CHLNCDRAFT_24727_ partial [Chlorella variabilis]
OG0004513	KAF8056434.1 hypothetical protein HT031_006291 [Scenedesmus sp. PABB004]	XP_005846087.1 hypothetical protein CHLNCDRAFT_13261_ partial [Chlorella variabilis]
OG0004516	KAF8068228.1 SETD3 [Scenedesmus sp. PABB004]	XP_005843772.1 hypothetical protein CHLNCDRAFT_139898 [Chlorella variabilis]
OG0004518	KAF8071200.1 Vcpkmt [Scenedesmus sp. PABB004]	XP_005851318.1 expressed protein [Chlorella variabilis]
OG0004520	KAF8071152.1 calcium uniporter [Scenedesmus sp. PABB004]	XP_005848703.1 hypothetical protein CHLNCDRAFT_144351 [Chlorella variabilis], XP_005844403.1 hypothetical protein CHLNCDRAFT_139063 [Chlorella variabilis]
OG0004522	KAF8058117.1 hypothetical protein HT031_005777 [Scenedesmus sp. PABB004]	XP_005842714.1 hypothetical protein CHLNCDRAFT_28961 [Chlorella variabilis]
OG0004523	KAF8061923.1 CFIS2 [Scenedesmus sp. PABB004]	XP_005847538.1 hypothetical protein CHLNCDRAFT_12869_ partial [Chlorella variabilis]
OG0004525	KAF8070912.1 hypothetical protein HT031_000993 [Scenedesmus sp. PABB004]	XP_005844398.1 hypothetical protein CHLNCDRAFT_54527 [Chlorella variabilis]
OG0004526	KAF8072644.1 cysQ [Scenedesmus sp. PABB004]	XP_005844206.1 hypothetical protein CHLNCDRAFT_27036 [Chlorella variabilis]
OG0004530	KAF8061988.1 Actinidain [Scenedesmus sp. PABB004]	XP_005851933.1 hypothetical protein CHLNCDRAFT_18068 [Chlorella variabilis]
OG0004531	KAF8060048.1 hypothetical protein HT031_004986 [Scenedesmus sp. PABB004]	XP_005851325.1 hypothetical protein CHLNCDRAFT_138189 [Chlorella variabilis]
OG0004532	KAF8062068.1 rpmG [Scenedesmus sp. PABB004]	XP_005847014.1 hypothetical protein CHLNCDRAFT_35672 [Chlorella variabilis]
OG0004533	KAF8069391.1 cwc2 [Scenedesmus sp. PABB004]	XP_005844961.1 hypothetical protein CHLNCDRAFT_138339 [Chlorella variabilis]
OG0004534	KAF8058883.1 cwf25 [Scenedesmus sp. PABB004]	XP_005844830.1 hypothetical protein CHLNCDRAFT_26343_ partial [Chlorella variabilis]
OG0004535	KAF8070995.1 Rbmx2 [Scenedesmus sp. PABB004]	XP_005849322.1 hypothetical protein CHLNCDRAFT_14185_ partial [Chlorella variabilis]
OG0004545	KAF8071111.1 PDCD2 [Scenedesmus sp. PABB004]	XP_005844842.1 hypothetical protein CHLNCDRAFT_138309 [Chlorella variabilis]
OG0004546	KAF8060619.1 rplL [Scenedesmus sp. PABB004]	XP_005851866.1 hypothetical protein CHLNCDRAFT_59539 [Chlorella variabilis]
OG0004547	KAF8066316.1 hypothetical protein HT031_002639 [Scenedesmus sp. PABB004]	XP_005851563.1 hypothetical protein CHLNCDRAFT_138046 [Chlorella variabilis]
OG0004550	KAF8058096.1 ABCB28 [Scenedesmus sp. PABB004]	XP_005846377.1 hypothetical protein CHLNCDRAFT_31851 [Chlorella variabilis]
OG0004551	KAF8072378.1 AFC2 [Scenedesmus sp. PABB004]	XP_005850986.1 hypothetical protein CHLNCDRAFT_140792 [Chlorella variabilis]
OG0004552	KAF8069610.1 threonine aspartase [Scenedesmus sp. PABB004]	XP_005848973.1 hypothetical protein CHLNCDRAFT_144502 [Chlorella variabilis]
OG0004558	KAF8067375.1 frr [Scenedesmus sp. PABB004]	XP_005846375.1 hypothetical protein CHLNCDRAFT_135841 [Chlorella variabilis]
OG0004559	KAF8058872.1 hypothetical protein HT031_005440 [Scenedesmus sp. PABB004]	XP_005848040.1 hypothetical protein CHLNCDRAFT_145221 [Chlorella variabilis]
OG0004562	KAF8065629.1 hypothetical protein HT031_003230 [Scenedesmus sp. PABB004]	XP_005842899.1 hypothetical protein CHLNCDRAFT_28697_ partial [Chlorella variabilis]
OG0004565	KAF8060325.1 hypothetical protein HT031_004861 [Scenedesmus sp. PABB004]	XP_005843673.1 hypothetical protein CHLNCDRAFT_140060 [Chlorella variabilis]
OG0004567	KAF8063809.1 groS [Scenedesmus sp. PABB004]	XP_005850715.1 hypothetical protein CHLNCDRAFT_140815 [Chlorella variabilis]
OG0004568	KAF8070903.1 hypothetical protein HT031_000984 [Scenedesmus sp. PABB004]	XP_005845150.1 hypothetical protein CHLNCDRAFT_26127 [Chlorella variabilis]
OG0004572	KAF8055831.1 EGY2 [Scenedesmus sp. PABB004]	XP_005845043.1 hypothetical protein CHLNCDRAFT_137300 [Chlorella variabilis]
OG0004574	KAF8067253.1 hypothetical protein HT031_002300 [Scenedesmus sp. PABB004]	XP_005844608.1 hypothetical protein CHLNCDRAFT_10071_ partial [Chlorella variabilis]
OG0004578	KAF8057905.1 potD [Scenedesmus sp. PABB004]	XP_005852119.1 hypothetical protein CHLNCDRAFT_9420_ partial [Chlorella variabilis]
OG0004581	KAF8067398.1 PTRHD1 [Scenedesmus sp. PABB004]	XP_005848418.1 hypothetical protein CHLNCDRAFT_14905_ partial [Chlorella variabilis]
OG0004593	KAF8068248.1 yippee-like protein [Scenedesmus sp. PABB004]	XP_005845417.1 hypothetical protein CHLNCDRAFT_53872 [Chlorella variabilis], XP_005845416.1 hypothetical protein CHLNCDRAFT_136998 [Chlorella variabilis]
OG0004599	KAF8069566.1 hypothetical protein HT031_001683 [Scenedesmus sp. PABB004]	XP_005848943.1 hypothetical protein CHLNCDRAFT_144424 [Chlorella variabilis]
OG0004600	KAF8072545.1 hypothetical protein HT031_000205 [Scenedesmus sp. PABB004]	XP_005852144.1 expressed protein [Chlorella variabilis]
OG0004602	KAF8072826.1 Peroxisomal 2_4-dienoyl-CoA reductase [Scenedesmus sp. PABB004]	XP_005845715.1 hypothetical protein CHLNCDRAFT_136871 [Chlorella variabilis]
OG0004605	KAF8068436.1 TCD2 [Scenedesmus sp. PABB004]	XP_005848791.1 hypothetical protein CHLNCDRAFT_21979 [Chlorella variabilis]
OG0004611	KAF8061116.1 alyref-a [Scenedesmus sp. PABB004]	XP_005848763.1 hypothetical protein CHLNCDRAFT_57546 [Chlorella variabilis]
OG0004612	KAF8057276.1 PGPS1 [Scenedesmus sp. PABB004]	XP_005843328.1 hypothetical protein CHLNCDRAFT_141225 [Chlorella variabilis]
OG0004614	KAF8058454.1 esf2 [Scenedesmus sp. PABB004]	XP_005842925.1 hypothetical protein CHLNCDRAFT_11893_ partial [Chlorella variabilis]
OG0004616	KAF8065648.1 hypothetical protein HT031_003249 [Scenedesmus sp. PABB004]	XP_005845251.1 hypothetical protein CHLNCDRAFT_136921 [Chlorella variabilis]
OG0004617	KAF8059359.1 PEP-related development arrested 1 [Scenedesmus sp. PABB004]	XP_005843005.1 hypothetical protein CHLNCDRAFT_55451 [Chlorella variabilis]
OG0004619	KAF8058360.1 hypothetical protein HT031_005678 [Scenedesmus sp. PABB004]	XP_005846409.1 hypothetical protein CHLNCDRAFT_135502 [Chlorella variabilis]
OG0004620	KAF8071070.1 Tmtc4 [Scenedesmus sp. PABB004]	XP_005845381.1 hypothetical protein CHLNCDRAFT_58577 [Chlorella variabilis]
OG0004625	KAF8061996.1 hypothetical protein HT031_004256 [Scenedesmus sp. PABB004]	XP_005848483.1 hypothetical protein CHLNCDRAFT_144915 [Chlorella variabilis]
OG0004630	KAF8068345.1 anamorsin-like protein [Scenedesmus sp. PABB004]	XP_005848596.1 hypothetical protein CHLNCDRAFT_144088 [Chlorella variabilis]
OG0004632	KAF8056260.1 hypothetical protein HT031_006448 [Scenedesmus sp. PABB004]	XP_005850657.1 hypothetical protein CHLNCDRAFT_50346 [Chlorella variabilis]
OG0004635	KAF8065605.1 mmcm-1 [Scenedesmus sp. PABB004]	XP_005851733.1 hypothetical protein CHLNCDRAFT_18280 [Chlorella variabilis]
OG0004636	KAF8072966.1 POP4 [Scenedesmus sp. PABB004]	XP_005849880.1 hypothetical protein CHLNCDRAFT_57293 [Chlorella variabilis]
OG0004637	KAF8071378.1 hypothetical protein HT031_001462 [Scenedesmus sp. PABB004]	XP_005847970.1 hypothetical protein CHLNCDRAFT_52119 [Chlorella variabilis]
OG0004638	KAF8072824.1 CDKF-1 [Scenedesmus sp. PABB004]	XP_005846515.1 hypothetical protein CHLNCDRAFT_135760 [Chlorella variabilis]
OG0004640	KAF8072781.1 RPS20 [Scenedesmus sp. PABB004]	XP_005849993.1 hypothetical protein CHLNCDRAFT_141918 [Chlorella variabilis]
OG0004641	KAF8071279.1 signal peptidase complex subunit 2 [Scenedesmus sp. PABB004]	XP_005849624.1 hypothetical protein CHLNCDRAFT_143120 [Chlorella variabilis]
OG0004644	KAF8061919.1 SMD3B [Scenedesmus sp. PABB004]	XP_005849885.1 hypothetical protein CHLNCDRAFT_143127 [Chlorella variabilis]
OG0004645	KAF8072597.1 hypothetical protein HT031_000257 [Scenedesmus sp. PABB004]	XP_005843284.1 hypothetical protein CHLNCDRAFT_59311 [Chlorella variabilis]
OG0004647	KAF8057283.1 hypothetical protein HT031_006091 [Scenedesmus sp. PABB004]	XP_005843249.1 hypothetical protein CHLNCDRAFT_141361 [Chlorella variabilis]
OG0004650	KAF8064498.1 TMEM167A [Scenedesmus sp. PABB004]	XP_005851125.1 hypothetical protein CHLNCDRAFT_19165 [Chlorella variabilis]
OG0004653	KAF8073092.1 Wdr5 [Scenedesmus sp. PABB004]	XP_005850137.1 hypothetical protein CHLNCDRAFT_20737_ partial [Chlorella variabilis]
OG0004659	KAF8066281.1 STR11 [Scenedesmus sp. PABB004]	XP_005849085.1 hypothetical protein CHLNCDRAFT_143586 [Chlorella variabilis]
OG0004662	KAF8057292.1 jmjd4 [Scenedesmus sp. PABB004]	XP_005849281.1 hypothetical protein CHLNCDRAFT_143577 [Chlorella variabilis]
OG0004665	KAF8071242.1 EZ1 [Scenedesmus sp. PABB004]	XP_005846684.1 hypothetical protein CHLNCDRAFT_24455_ partial [Chlorella variabilis]
OG0004666	KAF8059135.1 setd3 [Scenedesmus sp. PABB004]	XP_005847730.1 hypothetical protein CHLNCDRAFT_57818 [Chlorella variabilis]
OG0004667	KAF8062009.1 Desi1 [Scenedesmus sp. PABB004]	XP_005846835.1 hypothetical protein CHLNCDRAFT_13697_ partial [Chlorella variabilis]
OG0004669	KAF8065645.1 TIM9 [Scenedesmus sp. PABB004]	XP_005849366.1 hypothetical protein CHLNCDRAFT_21497 [Chlorella variabilis]
OG0004671	KAF8069557.1 hypothetical protein HT031_001674 [Scenedesmus sp. PABB004]	XP_005842824.1 hypothetical protein CHLNCDRAFT_142596 [Chlorella variabilis]
OG0004674	KAF8061366.1 hypothetical protein HT031_004457 [Scenedesmus sp. PABB004]	XP_005847648.1 hypothetical protein CHLNCDRAFT_134004 [Chlorella variabilis]
OG0004675	KAF8073168.1 rpsU [Scenedesmus sp. PABB004]	XP_005849533.1 hypothetical protein CHLNCDRAFT_142894 [Chlorella variabilis]
OG0004685	KAF8071084.1 NUP43 [Scenedesmus sp. PABB004]	XP_005847357.1 hypothetical protein CHLNCDRAFT_134589 [Chlorella variabilis]
OG0004687	KAF8070968.1 YLMG2 [Scenedesmus sp. PABB004]	XP_005849508.1 hypothetical protein CHLNCDRAFT_20845 [Chlorella variabilis]
OG0004688	KAF8067273.1 Telo2 [Scenedesmus sp. PABB004]	XP_005849266.1 hypothetical protein CHLNCDRAFT_143530 [Chlorella variabilis]
OG0004690	KAF8072374.1 LRRC72 [Scenedesmus sp. PABB004]	XP_005849488.1 hypothetical protein CHLNCDRAFT_50903 [Chlorella variabilis]
OG0004693	KAF8062934.1 hypothetical protein HT031_003773 [Scenedesmus sp. PABB004]	XP_005843063.1 hypothetical protein CHLNCDRAFT_141587 [Chlorella variabilis]
OG0004694	KAF8060054.1 hypothetical protein HT031_004993 [Scenedesmus sp. PABB004]	XP_005842758.1 hypothetical protein CHLNCDRAFT_28906_ partial [Chlorella variabilis]
OG0004695	KAF8056233.1 infB [Scenedesmus sp. PABB004]	XP_005847529.1 hypothetical protein CHLNCDRAFT_56181 [Chlorella variabilis]
OG0004697	KAF8072481.1 Abcd4 [Scenedesmus sp. PABB004]	XP_005849693.1 hypothetical protein CHLNCDRAFT_51158 [Chlorella variabilis]
OG0004700	KAF8058071.1 FAM136A [Scenedesmus sp. PABB004]	XP_005847101.1 hypothetical protein CHLNCDRAFT_134813 [Chlorella variabilis]
OG0004711	KAF8055824.1 ISU1 [Scenedesmus sp. PABB004]	XP_005850086.1 hypothetical protein CHLNCDRAFT_20689_ partial [Chlorella variabilis]
