Orthogroup	Chlorella_VariabilisNC64A	Auxenochlorella_protothecoides
OG0004560	XP_005848041.1 hypothetical protein CHLNCDRAFT_57702 [Chlorella variabilis]	RMZ53708.1 hypothetical protein APUTEX25_003242_ partial [Auxenochlorella protothecoides]
OG0004562	XP_005842899.1 hypothetical protein CHLNCDRAFT_28697_ partial [Chlorella variabilis]	RMZ53731.1 hypothetical protein APUTEX25_003870 [Auxenochlorella protothecoides]
OG0004564	XP_005844751.1 hypothetical protein CHLNCDRAFT_138551 [Chlorella variabilis]	RMZ53740.1 hypothetical protein APUTEX25_003879 [Auxenochlorella protothecoides]
OG0004565	XP_005843673.1 hypothetical protein CHLNCDRAFT_140060 [Chlorella variabilis]	RMZ53745.1 hypothetical protein APUTEX25_003884 [Auxenochlorella protothecoides]
OG0004566	XP_005843914.1 hypothetical protein CHLNCDRAFT_139796 [Chlorella variabilis]	RMZ53757.1 hypothetical protein APUTEX25_003896_ partial [Auxenochlorella protothecoides]
OG0004567	XP_005850715.1 hypothetical protein CHLNCDRAFT_140815 [Chlorella variabilis]	RMZ53778.1 hypothetical protein APUTEX25_003917 [Auxenochlorella protothecoides]
OG0004568	XP_005845150.1 hypothetical protein CHLNCDRAFT_26127 [Chlorella variabilis]	RMZ53795.1 hypothetical protein APUTEX25_003934 [Auxenochlorella protothecoides]
OG0004569	XP_005852321.1 hypothetical protein CHLNCDRAFT_10887_ partial [Chlorella variabilis]	RMZ53805.1 hypothetical protein APUTEX25_003944 [Auxenochlorella protothecoides]
OG0004570	XP_005843874.1 hypothetical protein CHLNCDRAFT_27542_ partial [Chlorella variabilis]	RMZ53812.1 hypothetical protein APUTEX25_003951_ partial [Auxenochlorella protothecoides]
OG0004572	XP_005845043.1 hypothetical protein CHLNCDRAFT_137300 [Chlorella variabilis]	RMZ53828.1 hypothetical protein APUTEX25_003967 [Auxenochlorella protothecoides]
OG0004573	XP_005844517.1 hypothetical protein CHLNCDRAFT_138900 [Chlorella variabilis]	RMZ53843.1 hypothetical protein APUTEX25_005589 [Auxenochlorella protothecoides]
OG0004574	XP_005844608.1 hypothetical protein CHLNCDRAFT_10071_ partial [Chlorella variabilis]	RMZ53845.1 hypothetical protein APUTEX25_005591 [Auxenochlorella protothecoides]
OG0004577	XP_005851785.1 hypothetical protein CHLNCDRAFT_133205 [Chlorella variabilis]	RMZ53888.1 hypothetical protein APUTEX25_005570 [Auxenochlorella protothecoides]
OG0004578	XP_005852119.1 hypothetical protein CHLNCDRAFT_9420_ partial [Chlorella variabilis]	RMZ53896.1 hypothetical protein APUTEX25_005578 [Auxenochlorella protothecoides]
OG0004579	XP_005848238.1 hypothetical protein CHLNCDRAFT_144778 [Chlorella variabilis]	RMZ53919.1 hypothetical protein APUTEX25_004944 [Auxenochlorella protothecoides]
OG0004580	XP_005848422.1 hypothetical protein CHLNCDRAFT_17725_ partial [Chlorella variabilis]	RMZ53920.1 hypothetical protein APUTEX25_004945 [Auxenochlorella protothecoides]
OG0004581	XP_005848418.1 hypothetical protein CHLNCDRAFT_14905_ partial [Chlorella variabilis]	RMZ53921.1 hypothetical protein APUTEX25_004946_ partial [Auxenochlorella protothecoides]
OG0004582	XP_005848229.1 hypothetical protein CHLNCDRAFT_144754 [Chlorella variabilis]	RMZ53929.1 hypothetical protein APUTEX25_004954 [Auxenochlorella protothecoides]
OG0004583	XP_005848431.1 hypothetical protein CHLNCDRAFT_144777 [Chlorella variabilis]	RMZ53932.1 hypothetical protein APUTEX25_004957 [Auxenochlorella protothecoides]
OG0004584	XP_005845013.1 hypothetical protein CHLNCDRAFT_138484 [Chlorella variabilis]	RMZ53952.1 hypothetical protein APUTEX25_002529 [Auxenochlorella protothecoides]
OG0004585	XP_005845293.1 hypothetical protein CHLNCDRAFT_137010 [Chlorella variabilis]	RMZ53953.1 hypothetical protein APUTEX25_002530 [Auxenochlorella protothecoides]
OG0004587	XP_005848294.1 hypothetical protein CHLNCDRAFT_144926 [Chlorella variabilis]	RMZ53968.1 hypothetical protein APUTEX25_002545 [Auxenochlorella protothecoides]
OG0004588	XP_005848950.1 hypothetical protein CHLNCDRAFT_144441 [Chlorella variabilis]	RMZ53979.1 hypothetical protein APUTEX25_002556 [Auxenochlorella protothecoides]
OG0004589	XP_005847902.1 hypothetical protein CHLNCDRAFT_57717 [Chlorella variabilis]	RMZ53990.1 hypothetical protein APUTEX25_002567_ partial [Auxenochlorella protothecoides]
OG0004591	XP_005849540.1 hypothetical protein CHLNCDRAFT_57236 [Chlorella variabilis]	RMZ54005.1 hypothetical protein APUTEX25_002582 [Auxenochlorella protothecoides]
OG0004592	XP_005850724.1 hypothetical protein CHLNCDRAFT_140842 [Chlorella variabilis]	RMZ54011.1 hypothetical protein APUTEX25_002588 [Auxenochlorella protothecoides]
OG0004593	XP_005845417.1 hypothetical protein CHLNCDRAFT_53872 [Chlorella variabilis], XP_005845416.1 hypothetical protein CHLNCDRAFT_136998 [Chlorella variabilis]	RMZ54030.1 hypothetical protein APUTEX25_002607 [Auxenochlorella protothecoides]
OG0004594	XP_005848358.1 hypothetical protein CHLNCDRAFT_57668 [Chlorella variabilis]	RMZ54053.1 hypothetical protein APUTEX25_002630 [Auxenochlorella protothecoides]
OG0004595	XP_005844425.1 hypothetical protein CHLNCDRAFT_139117 [Chlorella variabilis]	RMZ54064.1 hypothetical protein APUTEX25_002641 [Auxenochlorella protothecoides]
OG0004596	XP_005851834.1 hypothetical protein CHLNCDRAFT_133326 [Chlorella variabilis]	RMZ54072.1 hypothetical protein APUTEX25_002649 [Auxenochlorella protothecoides]
OG0004597	XP_005848414.1 expressed protein [Chlorella variabilis]	RMZ54073.1 hypothetical protein APUTEX25_002650 [Auxenochlorella protothecoides]
OG0004598	XP_005848000.1 hypothetical protein CHLNCDRAFT_145529 [Chlorella variabilis]	RMZ54091.1 hypothetical protein APUTEX25_002668 [Auxenochlorella protothecoides]
OG0004599	XP_005848943.1 hypothetical protein CHLNCDRAFT_144424 [Chlorella variabilis]	RMZ54093.1 hypothetical protein APUTEX25_002670 [Auxenochlorella protothecoides]
OG0004600	XP_005852144.1 expressed protein [Chlorella variabilis]	RMZ54097.1 hypothetical protein APUTEX25_002674_ partial [Auxenochlorella protothecoides]
OG0004601	XP_005851854.1 hypothetical protein CHLNCDRAFT_133376 [Chlorella variabilis], XP_005845070.1 hypothetical protein CHLNCDRAFT_137366 [Chlorella variabilis]	RMZ54104.1 hypothetical protein APUTEX25_002681 [Auxenochlorella protothecoides]
OG0004602	XP_005845715.1 hypothetical protein CHLNCDRAFT_136871 [Chlorella variabilis]	RMZ54126.1 hypothetical protein APUTEX25_005282_ partial [Auxenochlorella protothecoides]
OG0004603	XP_005849007.1 hypothetical protein CHLNCDRAFT_51699 [Chlorella variabilis]	RMZ54178.1 hypothetical protein APUTEX25_005334 [Auxenochlorella protothecoides], RMZ54138.1 hypothetical protein APUTEX25_005294_ partial [Auxenochlorella protothecoides]
OG0004604	XP_005848771.1 hypothetical protein CHLNCDRAFT_57549 [Chlorella variabilis]	RMZ54140.1 hypothetical protein APUTEX25_005296_ partial [Auxenochlorella protothecoides]
OG0004605	XP_005848791.1 hypothetical protein CHLNCDRAFT_21979 [Chlorella variabilis]	RMZ54163.1 hypothetical protein APUTEX25_005319 [Auxenochlorella protothecoides]
OG0004606	XP_005845821.1 hypothetical protein CHLNCDRAFT_56257 [Chlorella variabilis]	RMZ54185.1 hypothetical protein APUTEX25_005341_ partial [Auxenochlorella protothecoides]
OG0004607	XP_005848236.1 hypothetical protein CHLNCDRAFT_56121 [Chlorella variabilis]	RMZ54192.1 hypothetical protein APUTEX25_005348 [Auxenochlorella protothecoides]
OG0004608	XP_005849000.1 hypothetical protein CHLNCDRAFT_144569 [Chlorella variabilis]	RMZ54202.1 hypothetical protein APUTEX25_005358 [Auxenochlorella protothecoides]
OG0004609	XP_005848454.1 hypothetical protein CHLNCDRAFT_57605 [Chlorella variabilis]	RMZ54212.1 hypothetical protein APUTEX25_005368 [Auxenochlorella protothecoides]
OG0004610	XP_005848439.1 hypothetical protein CHLNCDRAFT_35077 [Chlorella variabilis]	RMZ54214.1 hypothetical protein APUTEX25_005370 [Auxenochlorella protothecoides]
OG0004611	XP_005848763.1 hypothetical protein CHLNCDRAFT_57546 [Chlorella variabilis]	RMZ54220.1 hypothetical protein APUTEX25_005376 [Auxenochlorella protothecoides]
OG0004612	XP_005843328.1 hypothetical protein CHLNCDRAFT_141225 [Chlorella variabilis]	RMZ54229.1 hypothetical protein APUTEX25_000580_ partial [Auxenochlorella protothecoides]
OG0004613	XP_005852036.1 hypothetical protein CHLNCDRAFT_16852_ partial [Chlorella variabilis]	RMZ54234.1 hypothetical protein APUTEX25_000585 [Auxenochlorella protothecoides]
OG0004614	XP_005842925.1 hypothetical protein CHLNCDRAFT_11893_ partial [Chlorella variabilis]	RMZ54268.1 hypothetical protein APUTEX25_000619 [Auxenochlorella protothecoides]
OG0004615	XP_005843033.1 hypothetical protein CHLNCDRAFT_141732 [Chlorella variabilis]	RMZ54283.1 hypothetical protein APUTEX25_001441 [Auxenochlorella protothecoides]
OG0004616	XP_005845251.1 hypothetical protein CHLNCDRAFT_136921 [Chlorella variabilis]	RMZ54290.1 hypothetical protein APUTEX25_001448_ partial [Auxenochlorella protothecoides]
OG0004617	XP_005843005.1 hypothetical protein CHLNCDRAFT_55451 [Chlorella variabilis]	RMZ54308.1 hypothetical protein APUTEX25_001466 [Auxenochlorella protothecoides]
OG0004618	XP_005845305.1 hypothetical protein CHLNCDRAFT_58612 [Chlorella variabilis]	RMZ54311.1 hypothetical protein APUTEX25_001469 [Auxenochlorella protothecoides]
OG0004619	XP_005846409.1 hypothetical protein CHLNCDRAFT_135502 [Chlorella variabilis]	RMZ54314.1 hypothetical protein APUTEX25_001472_ partial [Auxenochlorella protothecoides]
OG0004620	XP_005845381.1 hypothetical protein CHLNCDRAFT_58577 [Chlorella variabilis]	RMZ54317.1 hypothetical protein APUTEX25_001475 [Auxenochlorella protothecoides]
OG0004621	XP_005843032.1 hypothetical protein CHLNCDRAFT_141730 [Chlorella variabilis]	RMZ54341.1 hypothetical protein APUTEX25_001499 [Auxenochlorella protothecoides]
OG0004622	XP_005848654.1 hypothetical protein CHLNCDRAFT_21830 [Chlorella variabilis]	RMZ54349.1 hypothetical protein APUTEX25_001925 [Auxenochlorella protothecoides]
OG0004623	XP_005847995.1 hypothetical protein CHLNCDRAFT_57782 [Chlorella variabilis]	RMZ54356.1 hypothetical protein APUTEX25_001932 [Auxenochlorella protothecoides]
OG0004624	XP_005846740.1 hypothetical protein CHLNCDRAFT_135184 [Chlorella variabilis]	RMZ54369.1 hypothetical protein APUTEX25_001945 [Auxenochlorella protothecoides]
OG0004625	XP_005848483.1 hypothetical protein CHLNCDRAFT_144915 [Chlorella variabilis]	RMZ54393.1 hypothetical protein APUTEX25_001969 [Auxenochlorella protothecoides]
OG0004626	XP_005848644.1 hypothetical protein CHLNCDRAFT_144188_ partial [Chlorella variabilis]	RMZ54420.1 hypothetical protein APUTEX25_001996_ partial [Auxenochlorella protothecoides]
OG0004627	XP_005846525.1 hypothetical protein CHLNCDRAFT_135794 [Chlorella variabilis]	RMZ54425.1 hypothetical protein APUTEX25_002001 [Auxenochlorella protothecoides]
OG0004628	XP_005846514.1 hypothetical protein CHLNCDRAFT_58302 [Chlorella variabilis]	RMZ54441.1 hypothetical protein APUTEX25_002017 [Auxenochlorella protothecoides]
OG0004629	XP_005851737.1 hypothetical protein CHLNCDRAFT_10632_ partial [Chlorella variabilis]	RMZ54445.1 hypothetical protein APUTEX25_002021 [Auxenochlorella protothecoides]
OG0004630	XP_005848596.1 hypothetical protein CHLNCDRAFT_144088 [Chlorella variabilis]	RMZ54455.1 hypothetical protein APUTEX25_002031 [Auxenochlorella protothecoides]
OG0004631	XP_005851576.1 hypothetical protein CHLNCDRAFT_10018_ partial [Chlorella variabilis]	RMZ54468.1 hypothetical protein APUTEX25_002044 [Auxenochlorella protothecoides]
OG0004632	XP_005850657.1 hypothetical protein CHLNCDRAFT_50346 [Chlorella variabilis]	RMZ54484.1 hypothetical protein APUTEX25_002060_ partial [Auxenochlorella protothecoides]
OG0004633	XP_005846343.1 hypothetical protein CHLNCDRAFT_135766 [Chlorella variabilis], XP_005852302.1 hypothetical protein CHLNCDRAFT_55707 [Chlorella variabilis]	RMZ54486.1 hypothetical protein APUTEX25_002062_ partial [Auxenochlorella protothecoides]
OG0004634	XP_005846351.1 hypothetical protein CHLNCDRAFT_16802_ partial [Chlorella variabilis]	RMZ54491.1 hypothetical protein APUTEX25_002067_ partial [Auxenochlorella protothecoides]
OG0004635	XP_005851733.1 hypothetical protein CHLNCDRAFT_18280 [Chlorella variabilis]	RMZ54496.1 hypothetical protein APUTEX25_002072 [Auxenochlorella protothecoides]
OG0004636	XP_005849880.1 hypothetical protein CHLNCDRAFT_57293 [Chlorella variabilis]	RMZ54501.1 hypothetical protein APUTEX25_002077 [Auxenochlorella protothecoides]
OG0004637	XP_005847970.1 hypothetical protein CHLNCDRAFT_52119 [Chlorella variabilis]	RMZ54502.1 hypothetical protein APUTEX25_002078 [Auxenochlorella protothecoides]
OG0004638	XP_005846515.1 hypothetical protein CHLNCDRAFT_135760 [Chlorella variabilis]	RMZ54513.1 hypothetical protein APUTEX25_002089 [Auxenochlorella protothecoides]
OG0004639	XP_005851631.1 hypothetical protein CHLNCDRAFT_138187 [Chlorella variabilis]	RMZ54525.1 hypothetical protein APUTEX25_002101 [Auxenochlorella protothecoides]
OG0004640	XP_005849993.1 hypothetical protein CHLNCDRAFT_141918 [Chlorella variabilis]	RMZ54537.1 hypothetical protein APUTEX25_002112 [Auxenochlorella protothecoides]
OG0004641	XP_005849624.1 hypothetical protein CHLNCDRAFT_143120 [Chlorella variabilis]	RMZ54545.1 hypothetical protein APUTEX25_002120 [Auxenochlorella protothecoides]
OG0004642	XP_005849883.1 hypothetical protein CHLNCDRAFT_143123 [Chlorella variabilis]	RMZ54563.1 hypothetical protein APUTEX25_002138 [Auxenochlorella protothecoides]
OG0004643	XP_005851215.1 expressed protein [Chlorella variabilis]	RMZ54567.1 hypothetical protein APUTEX25_002142_ partial [Auxenochlorella protothecoides]
OG0004644	XP_005849885.1 hypothetical protein CHLNCDRAFT_143127 [Chlorella variabilis]	RMZ54572.1 hypothetical protein APUTEX25_002147_ partial [Auxenochlorella protothecoides]
OG0004645	XP_005843284.1 hypothetical protein CHLNCDRAFT_59311 [Chlorella variabilis]	RMZ54584.1 hypothetical protein APUTEX25_002170 [Auxenochlorella protothecoides]
OG0004646	XP_005844929.1 hypothetical protein CHLNCDRAFT_26443 [Chlorella variabilis]	RMZ54585.1 hypothetical protein APUTEX25_002171 [Auxenochlorella protothecoides]
OG0004647	XP_005843249.1 hypothetical protein CHLNCDRAFT_141361 [Chlorella variabilis]	RMZ54599.1 hypothetical protein APUTEX25_002185_ partial [Auxenochlorella protothecoides]
OG0004648	XP_005851151.1 hypothetical protein CHLNCDRAFT_29488 [Chlorella variabilis]	RMZ54627.1 hypothetical protein APUTEX25_003005 [Auxenochlorella protothecoides]
OG0004649	XP_005851160.1 hypothetical protein CHLNCDRAFT_137775 [Chlorella variabilis]	RMZ54634.1 hypothetical protein APUTEX25_003012 [Auxenochlorella protothecoides]
OG0004650	XP_005851125.1 hypothetical protein CHLNCDRAFT_19165 [Chlorella variabilis]	RMZ54639.1 hypothetical protein APUTEX25_003017_ partial [Auxenochlorella protothecoides]
OG0004651	XP_005851443.1 hypothetical protein CHLNCDRAFT_19023 [Chlorella variabilis]	RMZ54647.1 hypothetical protein APUTEX25_003025 [Auxenochlorella protothecoides]
OG0004652	XP_005844111.1 hypothetical protein CHLNCDRAFT_139551 [Chlorella variabilis]	RMZ54673.1 hypothetical protein APUTEX25_003051_ partial [Auxenochlorella protothecoides]
OG0004653	XP_005850137.1 hypothetical protein CHLNCDRAFT_20737_ partial [Chlorella variabilis]	RMZ54691.1 hypothetical protein APUTEX25_003069 [Auxenochlorella protothecoides]
OG0004654	XP_005844109.1 hypothetical protein CHLNCDRAFT_10529_ partial [Chlorella variabilis]	RMZ54702.1 hypothetical protein APUTEX25_003080 [Auxenochlorella protothecoides]
OG0004655	XP_005851430.1 hypothetical protein CHLNCDRAFT_137735 [Chlorella variabilis]	RMZ54713.1 hypothetical protein APUTEX25_003091 [Auxenochlorella protothecoides]
OG0004656	XP_005844490.1 hypothetical protein CHLNCDRAFT_26858_ partial [Chlorella variabilis]	RMZ54718.1 hypothetical protein APUTEX25_003096 [Auxenochlorella protothecoides]
OG0004657	XP_005844542.1 hypothetical protein CHLNCDRAFT_138968 [Chlorella variabilis]	RMZ54731.1 hypothetical protein APUTEX25_003109_ partial [Auxenochlorella protothecoides]
OG0004658	XP_005844536.1 hypothetical protein CHLNCDRAFT_54482 [Chlorella variabilis]	RMZ54741.1 hypothetical protein APUTEX25_003119 [Auxenochlorella protothecoides]
OG0004659	XP_005849085.1 hypothetical protein CHLNCDRAFT_143586 [Chlorella variabilis]	RMZ54769.1 hypothetical protein APUTEX25_000286 [Auxenochlorella protothecoides]
OG0004660	XP_005847811.1 hypothetical protein CHLNCDRAFT_134005 [Chlorella variabilis]	RMZ54787.1 hypothetical protein APUTEX25_000304 [Auxenochlorella protothecoides]
OG0004661	XP_005847601.1 hypothetical protein CHLNCDRAFT_48812 [Chlorella variabilis]	RMZ54793.1 hypothetical protein APUTEX25_000310 [Auxenochlorella protothecoides]
OG0004662	XP_005849281.1 hypothetical protein CHLNCDRAFT_143577 [Chlorella variabilis]	RMZ54794.1 hypothetical protein APUTEX25_000311 [Auxenochlorella protothecoides]
OG0004663	XP_005850852.1 hypothetical protein CHLNCDRAFT_140454 [Chlorella variabilis]	RMZ54807.1 hypothetical protein APUTEX25_000324 [Auxenochlorella protothecoides]
OG0004664	XP_005847429.1 hypothetical protein CHLNCDRAFT_134322 [Chlorella variabilis], XP_005850591.1 hypothetical protein CHLNCDRAFT_140518 [Chlorella variabilis]	RMZ54821.1 hypothetical protein APUTEX25_000338_ partial [Auxenochlorella protothecoides]
OG0004665	XP_005846684.1 hypothetical protein CHLNCDRAFT_24455_ partial [Chlorella variabilis]	RMZ54831.1 hypothetical protein APUTEX25_000348_ partial [Auxenochlorella protothecoides]
OG0004666	XP_005847730.1 hypothetical protein CHLNCDRAFT_57818 [Chlorella variabilis]	RMZ54851.1 hypothetical protein APUTEX25_000368 [Auxenochlorella protothecoides]
OG0004667	XP_005846835.1 hypothetical protein CHLNCDRAFT_13697_ partial [Chlorella variabilis]	RMZ54853.1 hypothetical protein APUTEX25_000370 [Auxenochlorella protothecoides]
OG0004668	XP_005849270.1 hypothetical protein CHLNCDRAFT_143545 [Chlorella variabilis]	RMZ54854.1 hypothetical protein APUTEX25_000371 [Auxenochlorella protothecoides]
OG0004669	XP_005849366.1 hypothetical protein CHLNCDRAFT_21497 [Chlorella variabilis]	RMZ54884.1 hypothetical protein APUTEX25_000401 [Auxenochlorella protothecoides]
OG0004670	XP_005842822.1 hypothetical protein CHLNCDRAFT_142589 [Chlorella variabilis]	RMZ54926.1 hypothetical protein APUTEX25_000443_ partial [Auxenochlorella protothecoides]
OG0004671	XP_005842824.1 hypothetical protein CHLNCDRAFT_142596 [Chlorella variabilis]	RMZ54933.1 hypothetical protein APUTEX25_000450_ partial [Auxenochlorella protothecoides]
OG0004672	XP_005850598.1 hypothetical protein CHLNCDRAFT_140536 [Chlorella variabilis]	RMZ54939.1 hypothetical protein APUTEX25_000456 [Auxenochlorella protothecoides]
OG0004673	XP_005846084.1 hypothetical protein CHLNCDRAFT_135940 [Chlorella variabilis]	RMZ54947.1 hypothetical protein APUTEX25_000464 [Auxenochlorella protothecoides]
OG0004674	XP_005847648.1 hypothetical protein CHLNCDRAFT_134004 [Chlorella variabilis]	RMZ54954.1 hypothetical protein APUTEX25_000471 [Auxenochlorella protothecoides]
OG0004675	XP_005849533.1 hypothetical protein CHLNCDRAFT_142894 [Chlorella variabilis]	RMZ54965.1 hypothetical protein APUTEX25_000482 [Auxenochlorella protothecoides]
