Orthogroup	Chlorella_VariabilisNC64A	Chlorella_A99
OG0004219	XP_005851659.1 hypothetical protein CHLNCDRAFT_132869 [Chlorella variabilis]	PCFQ01000013.1 g3342 [Chlorella sp. A99]
OG0004220	XP_005852074.1 hypothetical protein CHLNCDRAFT_133084 [Chlorella variabilis]	PCFQ01000013.1 g3353 [Chlorella sp. A99]
OG0004432	XP_005845663.1 hypothetical protein CHLNCDRAFT_25675 [Chlorella variabilis]	PCFQ01000079.1 g1320 [Chlorella sp. A99]
OG0004433	XP_005845564.1 hypothetical protein CHLNCDRAFT_136730 [Chlorella variabilis]	PCFQ01000013.1 g3337 [Chlorella sp. A99]
OG0004437	XP_005845513.1 hypothetical protein CHLNCDRAFT_58502 [Chlorella variabilis]	PCFQ01000079.1 g1369 [Chlorella sp. A99]
OG0004439	XP_005844259.1 hypothetical protein CHLNCDRAFT_27099_ partial [Chlorella variabilis]	PCFQ01000079.1 g1280 [Chlorella sp. A99]
OG0004445	XP_005850706.1 hypothetical protein CHLNCDRAFT_19726 [Chlorella variabilis]	PCFQ01000011.1 g2823 [Chlorella sp. A99]
OG0004447	XP_005849506.1 hypothetical protein CHLNCDRAFT_48633 [Chlorella variabilis]	PCFQ01000037.1 g2396 [Chlorella sp. A99]
OG0004461	XP_005848909.1 hypothetical protein CHLNCDRAFT_144334 [Chlorella variabilis]	PCFQ01000005.1 g829 [Chlorella sp. A99]
OG0004468	XP_005843867.1 hypothetical protein CHLNCDRAFT_56362 [Chlorella variabilis]	PCFQ01000006.1 g3254 [Chlorella sp. A99]
OG0004471	XP_005846404.1 hypothetical protein CHLNCDRAFT_56212 [Chlorella variabilis]	PCFQ01000006.1 g3235 [Chlorella sp. A99]
OG0004472	XP_005847292.1 hypothetical protein CHLNCDRAFT_35609 [Chlorella variabilis]	PCFQ01000037.1 g2502 [Chlorella sp. A99]
OG0004474	XP_005848600.1 hypothetical protein CHLNCDRAFT_14348_ partial [Chlorella variabilis]	PCFQ01000005.1 g863 [Chlorella sp. A99]
OG0004479	XP_005846626.1 hypothetical protein CHLNCDRAFT_135265 [Chlorella variabilis]	PCFQ01000006.1 g3240 [Chlorella sp. A99]
OG0004488	XP_005845887.1 hypothetical protein CHLNCDRAFT_36346 [Chlorella variabilis]	PCFQ01000001.1 g1009 [Chlorella sp. A99]
OG0004492	XP_005846311.1 expressed protein [Chlorella variabilis]	PCFQ01000078.1 g2046 [Chlorella sp. A99]
OG0004494	XP_005850961.1 hypothetical protein CHLNCDRAFT_140729 [Chlorella variabilis]	PCFQ01000011.1 g2865 [Chlorella sp. A99]
OG0004504	XP_005849713.1 hypothetical protein CHLNCDRAFT_142690 [Chlorella variabilis]	PCFQ01000037.1 g2434 [Chlorella sp. A99]
OG0004508	XP_005847177.1 hypothetical protein CHLNCDRAFT_134959 [Chlorella variabilis]	PCFQ01000081.1 g1555 [Chlorella sp. A99]
OG0004523	XP_005847538.1 hypothetical protein CHLNCDRAFT_12869_ partial [Chlorella variabilis]	PCFQ01000082.1 g490 [Chlorella sp. A99]
OG0004530	XP_005851933.1 hypothetical protein CHLNCDRAFT_18068 [Chlorella variabilis]	PCFQ01000009.1 g1680 [Chlorella sp. A99]
OG0004543	XP_005844873.1 hypothetical protein CHLNCDRAFT_36706 [Chlorella variabilis]	PCFQ01000003.1 g1052 [Chlorella sp. A99]
OG0004554	XP_005846542.1 hypothetical protein CHLNCDRAFT_53284 [Chlorella variabilis]	PCFQ01000078.1 g2017 [Chlorella sp. A99]
OG0004573	XP_005844517.1 hypothetical protein CHLNCDRAFT_138900 [Chlorella variabilis]	PCFQ01000002.1 g724 [Chlorella sp. A99]
OG0004574	XP_005844608.1 hypothetical protein CHLNCDRAFT_10071_ partial [Chlorella variabilis]	PCFQ01000002.1 g721 [Chlorella sp. A99]
OG0004579	XP_005848238.1 hypothetical protein CHLNCDRAFT_144778 [Chlorella variabilis]	PCFQ01000019.1 g1800 [Chlorella sp. A99]
OG0004584	XP_005845013.1 hypothetical protein CHLNCDRAFT_138484 [Chlorella variabilis]	PCFQ01000010.1 g383 [Chlorella sp. A99]
OG0004588	XP_005848950.1 hypothetical protein CHLNCDRAFT_144441 [Chlorella variabilis]	PCFQ01000005.1 g774 [Chlorella sp. A99]
OG0004591	XP_005849540.1 hypothetical protein CHLNCDRAFT_57236 [Chlorella variabilis]	PCFQ01000037.1 g2337 [Chlorella sp. A99]
OG0004594	XP_005848358.1 hypothetical protein CHLNCDRAFT_57668 [Chlorella variabilis]	PCFQ01000020.1 g927 [Chlorella sp. A99]
OG0004595	XP_005844425.1 hypothetical protein CHLNCDRAFT_139117 [Chlorella variabilis]	PCFQ01000007.1 g1182 [Chlorella sp. A99]
OG0004596	XP_005851834.1 hypothetical protein CHLNCDRAFT_133326 [Chlorella variabilis]	PCFQ01000018.1 g429 [Chlorella sp. A99]
OG0004603	XP_005849007.1 hypothetical protein CHLNCDRAFT_51699 [Chlorella variabilis]	PCFQ01000005.1 g760 [Chlorella sp. A99]
OG0004606	XP_005845821.1 hypothetical protein CHLNCDRAFT_56257 [Chlorella variabilis]	PCFQ01000001.1 g979 [Chlorella sp. A99]
OG0004631	XP_005851576.1 hypothetical protein CHLNCDRAFT_10018_ partial [Chlorella variabilis]	PCFQ01000058.1 g233 [Chlorella sp. A99]
OG0004635	XP_005851733.1 hypothetical protein CHLNCDRAFT_18280 [Chlorella variabilis]	PCFQ01000013.1 g3376 [Chlorella sp. A99]
OG0004657	XP_005844542.1 hypothetical protein CHLNCDRAFT_138968 [Chlorella variabilis]	PCFQ01000002.1 g742 [Chlorella sp. A99]
OG0004658	XP_005844536.1 hypothetical protein CHLNCDRAFT_54482 [Chlorella variabilis]	PCFQ01000002.1 g738 [Chlorella sp. A99]
OG0004666	XP_005847730.1 hypothetical protein CHLNCDRAFT_57818 [Chlorella variabilis]	PCFQ01000082.1 g512 [Chlorella sp. A99]
OG0004670	XP_005842822.1 hypothetical protein CHLNCDRAFT_142589 [Chlorella variabilis]	PCFQ01000078.1 g2136 [Chlorella sp. A99]
OG0004677	XP_005849871.1 hypothetical protein CHLNCDRAFT_143096 [Chlorella variabilis]	PCFQ01000004.1 g2662 [Chlorella sp. A99]
OG0004679	XP_005845924.1 hypothetical protein CHLNCDRAFT_25519_ partial [Chlorella variabilis]	PCFQ01000001.1 g978 [Chlorella sp. A99]
OG0004682	XP_005845483.1 hypothetical protein CHLNCDRAFT_137153 [Chlorella variabilis]	PCFQ01000078.1 g2140 [Chlorella sp. A99]
OG0004691	XP_005844171.1 hypothetical protein CHLNCDRAFT_139316 [Chlorella variabilis]	PCFQ01000005.1 g789 [Chlorella sp. A99]
OG0004701	XP_005847100.1 hypothetical protein CHLNCDRAFT_24102 [Chlorella variabilis]	PCFQ01000081.1 g1585 [Chlorella sp. A99]
OG0004702	XP_005846929.1 hypothetical protein CHLNCDRAFT_134842 [Chlorella variabilis]	PCFQ01000009.1 g1702 [Chlorella sp. A99]
OG0004709	XP_005849458.1 hypothetical protein CHLNCDRAFT_142728 [Chlorella variabilis]	PCFQ01000037.1 g2389 [Chlorella sp. A99]
OG0004715	XP_005849413.1 hypothetical protein CHLNCDRAFT_143932 [Chlorella variabilis]	PCFQ01000058.1 g284 [Chlorella sp. A99]
OG0004754	XP_005850317.1 hypothetical protein CHLNCDRAFT_142087 [Chlorella variabilis]	PCFQ01000011.1 g2757 [Chlorella sp. A99]
OG0004755	XP_005844411.1 hypothetical protein CHLNCDRAFT_16563_ partial [Chlorella variabilis]	PCFQ01000018.1 g410 [Chlorella sp. A99]
OG0004757	XP_005851527.1 hypothetical protein CHLNCDRAFT_19374 [Chlorella variabilis]	PCFQ01000058.1 g177 [Chlorella sp. A99]
OG0004760	XP_005851686.1 hypothetical protein CHLNCDRAFT_49352 [Chlorella variabilis]	PCFQ01000004.1 g2603 [Chlorella sp. A99]
OG0004764	XP_005845786.1 hypothetical protein CHLNCDRAFT_25506_ partial [Chlorella variabilis]	PCFQ01000016.1 g2272 [Chlorella sp. A99]
OG0004775	XP_005845325.1 hypothetical protein CHLNCDRAFT_137103 [Chlorella variabilis]	PCFQ01000078.1 g2111 [Chlorella sp. A99]
OG0004777	XP_005850373.1 expressed protein [Chlorella variabilis]	PCFQ01000008.1 g1151 [Chlorella sp. A99]
OG0004797	XP_005846470.1 hypothetical protein CHLNCDRAFT_135651 [Chlorella variabilis]	PCFQ01000078.1 g2052 [Chlorella sp. A99]
OG0004798	XP_005850193.1 hypothetical protein CHLNCDRAFT_15082_ partial [Chlorella variabilis]	PCFQ01000077.1 g1736 [Chlorella sp. A99]
OG0004806	XP_005851888.1 hypothetical protein CHLNCDRAFT_133479 [Chlorella variabilis]	PCFQ01000018.1 g450 [Chlorella sp. A99]
OG0004810	XP_005845687.1 hypothetical protein CHLNCDRAFT_136791 [Chlorella variabilis]	PCFQ01000081.1 g1551 [Chlorella sp. A99]
OG0004816	XP_005849470.1 hypothetical protein CHLNCDRAFT_56064 [Chlorella variabilis]	PCFQ01000037.1 g2397 [Chlorella sp. A99]
OG0004823	XP_005845178.1 hypothetical protein CHLNCDRAFT_36644 [Chlorella variabilis]	PCFQ01000079.1 g1295 [Chlorella sp. A99]
OG0004828	XP_005849352.1 hypothetical protein CHLNCDRAFT_143782 [Chlorella variabilis]	PCFQ01000037.1 g2374 [Chlorella sp. A99]
OG0004832	XP_005845196.1 hypothetical protein CHLNCDRAFT_26223_ partial [Chlorella variabilis]	PCFQ01000015.1 g2960 [Chlorella sp. A99]
OG0004835	XP_005843608.1 hypothetical protein CHLNCDRAFT_55083 [Chlorella variabilis]	PCFQ01000011.1 g2896 [Chlorella sp. A99]
OG0004844	XP_005845766.1 hypothetical protein CHLNCDRAFT_25497 [Chlorella variabilis]	PCFQ01000012.1 g1843 [Chlorella sp. A99]
OG0004857	XP_005847590.1 hypothetical protein CHLNCDRAFT_133862 [Chlorella variabilis]	PCFQ01000082.1 g504 [Chlorella sp. A99]
OG0004858	XP_005846481.1 hypothetical protein CHLNCDRAFT_135678 [Chlorella variabilis]	PCFQ01000078.1 g2093 [Chlorella sp. A99]
OG0004862	XP_005852060.1 expressed protein [Chlorella variabilis]	PCFQ01000013.1 g3305 [Chlorella sp. A99]
OG0004863	XP_005851415.1 hypothetical protein CHLNCDRAFT_137684 [Chlorella variabilis]	PCFQ01000058.1 g40 [Chlorella sp. A99]
OG0004864	XP_005849823.1 hypothetical protein CHLNCDRAFT_59632 [Chlorella variabilis]	PCFQ01000004.1 g2613 [Chlorella sp. A99]
OG0004881	XP_005846748.1 hypothetical protein CHLNCDRAFT_135206 [Chlorella variabilis]	PCFQ01000058.1 g210 [Chlorella sp. A99]
OG0004882	XP_005851642.1 hypothetical protein CHLNCDRAFT_56806 [Chlorella variabilis]	PCFQ01000058.1 g230 [Chlorella sp. A99]
OG0004883	XP_005846704.1 hypothetical protein CHLNCDRAFT_135084 [Chlorella variabilis]	PCFQ01000058.1 g252 [Chlorella sp. A99]
OG0004884	XP_005845661.1 hypothetical protein CHLNCDRAFT_17567_ partial [Chlorella variabilis]	PCFQ01000010.1 g339 [Chlorella sp. A99]
OG0004885	XP_005851323.1 hypothetical protein CHLNCDRAFT_138182 [Chlorella variabilis], XP_005845881.1 hypothetical protein CHLNCDRAFT_136426 [Chlorella variabilis]	PCFQ01000018.1 g430 [Chlorella sp. A99]
OG0004886	XP_005843898.1 hypothetical protein CHLNCDRAFT_27599 [Chlorella variabilis]	PCFQ01000018.1 g472 [Chlorella sp. A99]
OG0004887	XP_005843892.1 hypothetical protein CHLNCDRAFT_56367 [Chlorella variabilis]	PCFQ01000018.1 g475 [Chlorella sp. A99]
OG0004888	XP_005843344.1 hypothetical protein CHLNCDRAFT_141261 [Chlorella variabilis], XP_005852273.1 hypothetical protein CHLNCDRAFT_9042_ partial [Chlorella variabilis], XP_005849610.1 hypothetical protein CHLNCDRAFT_143086 [Chlorella variabilis]	PCFQ01000082.1 g553 [Chlorella sp. A99]
OG0004889	XP_005843346.1 hypothetical protein CHLNCDRAFT_141269 [Chlorella variabilis]	PCFQ01000082.1 g554 [Chlorella sp. A99]
OG0004890	XP_005847856.1 hypothetical protein CHLNCDRAFT_10695_ partial [Chlorella variabilis]	PCFQ01000082.1 g571 [Chlorella sp. A99]
OG0004891	XP_005843143.1 hypothetical protein CHLNCDRAFT_141543 [Chlorella variabilis]	PCFQ01000082.1 g591 [Chlorella sp. A99]
OG0004892	XP_005849135.1 hypothetical protein CHLNCDRAFT_143734 [Chlorella variabilis]	PCFQ01000005.1 g780 [Chlorella sp. A99]
OG0004893	XP_005848695.1 hypothetical protein CHLNCDRAFT_144327 [Chlorella variabilis]	PCFQ01000005.1 g812 [Chlorella sp. A99]
OG0004894	XP_005842663.1 hypothetical protein CHLNCDRAFT_138755 [Chlorella variabilis]	PCFQ01000005.1 g845 [Chlorella sp. A99]
OG0004895	XP_005848621.1 hypothetical protein CHLNCDRAFT_51491 [Chlorella variabilis]	PCFQ01000001.1 g948 [Chlorella sp. A99]
OG0004896	XP_005843451.1 hypothetical protein CHLNCDRAFT_37444 [Chlorella variabilis]	PCFQ01000003.1 g1028 [Chlorella sp. A99]
OG0004897	XP_005848103.1 hypothetical protein CHLNCDRAFT_145389 [Chlorella variabilis]	PCFQ01000007.1 g1197 [Chlorella sp. A99]
OG0004898	XP_005849976.1 hypothetical protein CHLNCDRAFT_57000 [Chlorella variabilis], XP_005845794.1 hypothetical protein CHLNCDRAFT_136504 [Chlorella variabilis]	PCFQ01000007.1 g1210 [Chlorella sp. A99]
OG0004900	XP_005844181.1 hypothetical protein CHLNCDRAFT_36997 [Chlorella variabilis]	PCFQ01000079.1 g1277 [Chlorella sp. A99]
OG0004901	XP_005843191.1 hypothetical protein CHLNCDRAFT_28362 [Chlorella variabilis]	PCFQ01000079.1 g1373 [Chlorella sp. A99]
OG0004902	XP_005843166.1 hypothetical protein CHLNCDRAFT_141417 [Chlorella variabilis]	PCFQ01000079.1 g1390 [Chlorella sp. A99]
OG0004903	XP_005843402.1 hypothetical protein CHLNCDRAFT_56404 [Chlorella variabilis]	PCFQ01000079.1 g1412 [Chlorella sp. A99]
OG0004904	XP_005848374.1 hypothetical protein CHLNCDRAFT_51958 [Chlorella variabilis]	PCFQ01000079.1 g1501 [Chlorella sp. A99]
OG0004905	XP_005847809.1 hypothetical protein CHLNCDRAFT_35448 [Chlorella variabilis]	PCFQ01000079.1 g1520 [Chlorella sp. A99]
OG0004906	XP_005846969.1 hypothetical protein CHLNCDRAFT_134945 [Chlorella variabilis]	PCFQ01000081.1 g1562 [Chlorella sp. A99]
OG0004907	XP_005847097.1 hypothetical protein CHLNCDRAFT_134806 [Chlorella variabilis]	PCFQ01000081.1 g1581 [Chlorella sp. A99]
OG0004910	XP_005849814.1 hypothetical protein CHLNCDRAFT_142935 [Chlorella variabilis], XP_005844296.1 hypothetical protein CHLNCDRAFT_139420 [Chlorella variabilis]	PCFQ01000081.1 g1607 [Chlorella sp. A99]
OG0004912	XP_005846694.1 expressed protein [Chlorella variabilis]	PCFQ01000009.1 g1718 [Chlorella sp. A99]
OG0004913	XP_005850049.1 hypothetical protein CHLNCDRAFT_11056_ partial [Chlorella variabilis]	PCFQ01000077.1 g1739 [Chlorella sp. A99]
OG0004914	XP_005843920.1 hypothetical protein CHLNCDRAFT_59780 [Chlorella variabilis]	PCFQ01000046.1 g1873 [Chlorella sp. A99]
OG0004915	XP_005851881.1 hypothetical protein CHLNCDRAFT_133463 [Chlorella variabilis]	PCFQ01000014.1 g1890 [Chlorella sp. A99]
OG0004916	XP_005843479.1 hypothetical protein CHLNCDRAFT_140967 [Chlorella variabilis]	PCFQ01000014.1 g1898 [Chlorella sp. A99]
OG0004918	XP_005846361.1 hypothetical protein CHLNCDRAFT_135809 [Chlorella variabilis]	PCFQ01000078.1 g2006 [Chlorella sp. A99]
OG0004919	XP_005845323.1 hypothetical protein CHLNCDRAFT_137098 [Chlorella variabilis]	PCFQ01000078.1 g2112 [Chlorella sp. A99]
OG0004920	XP_005849773.1 hypothetical protein CHLNCDRAFT_142831 [Chlorella variabilis]	PCFQ01000037.1 g2419 [Chlorella sp. A99]
OG0004923	XP_005851803.1 hypothetical protein CHLNCDRAFT_133255 [Chlorella variabilis], XP_005852133.1 hypothetical protein CHLNCDRAFT_133241 [Chlorella variabilis]	PCFQ01000037.1 g2463 [Chlorella sp. A99]
OG0004925	XP_005848845.1 hypothetical protein CHLNCDRAFT_51513 [Chlorella variabilis]	PCFQ01000037.1 g2472 [Chlorella sp. A99]
OG0004926	XP_005847517.1 hypothetical protein CHLNCDRAFT_58003 [Chlorella variabilis]	PCFQ01000037.1 g2512 [Chlorella sp. A99]
OG0004927	XP_005847435.1 expressed protein [Chlorella variabilis]	PCFQ01000037.1 g2538 [Chlorella sp. A99]
OG0004928	XP_005844395.1 hypothetical protein CHLNCDRAFT_58899 [Chlorella variabilis]	PCFQ01000004.1 g2573 [Chlorella sp. A99]
OG0004929	XP_005851698.1 hypothetical protein CHLNCDRAFT_132985 [Chlorella variabilis]	PCFQ01000004.1 g2630 [Chlorella sp. A99]
OG0004930	XP_005849812.1 hypothetical protein CHLNCDRAFT_57242 [Chlorella variabilis]	PCFQ01000004.1 g2695 [Chlorella sp. A99]
OG0004931	XP_005843807.1 hypothetical protein CHLNCDRAFT_13084_ partial [Chlorella variabilis]	PCFQ01000004.1 g2707 [Chlorella sp. A99]
OG0004932	XP_005850464.1 hypothetical protein CHLNCDRAFT_20462 [Chlorella variabilis]	PCFQ01000011.1 g2845 [Chlorella sp. A99]
OG0004934	XP_005849363.1 hypothetical protein CHLNCDRAFT_143813 [Chlorella variabilis], XP_005850910.1 hypothetical protein CHLNCDRAFT_56904 [Chlorella variabilis]	PCFQ01000015.1 g3053 [Chlorella sp. A99]
OG0004935	XP_005850557.1 hypothetical protein CHLNCDRAFT_140447 [Chlorella variabilis]	PCFQ01000006.1 g3110 [Chlorella sp. A99]
OG0004936	XP_005849169.1 hypothetical protein CHLNCDRAFT_143820 [Chlorella variabilis]	PCFQ01000006.1 g3195 [Chlorella sp. A99]
OG0004938	XP_005851740.1 hypothetical protein CHLNCDRAFT_133106 [Chlorella variabilis]	PCFQ01000013.1 g3292 [Chlorella sp. A99]
OG0005282	XP_005842845.1 hypothetical protein CHLNCDRAFT_55609 [Chlorella variabilis]	PCFQ01000004.1 g2678 [Chlorella sp. A99]
OG0005296	XP_005850726.1 hypothetical protein CHLNCDRAFT_34232 [Chlorella variabilis]	PCFQ01000011.1 g2905 [Chlorella sp. A99]
OG0005391	XP_005844055.1 hypothetical protein CHLNCDRAFT_139623 [Chlorella variabilis]	PCFQ01000079.1 g1467 [Chlorella sp. A99]
OG0005403	XP_005847502.1 hypothetical protein CHLNCDRAFT_134510 [Chlorella variabilis]	PCFQ01000037.1 g2497 [Chlorella sp. A99]
OG0005407	XP_005851568.1 hypothetical protein CHLNCDRAFT_138057 [Chlorella variabilis]	PCFQ01000058.1 g161 [Chlorella sp. A99]
OG0005408	XP_005850243.1 hypothetical protein CHLNCDRAFT_141906 [Chlorella variabilis]	PCFQ01000077.1 g1745 [Chlorella sp. A99]
OG0005409	XP_005847841.1 hypothetical protein CHLNCDRAFT_134074 [Chlorella variabilis]	PCFQ01000079.1 g1526 [Chlorella sp. A99]
OG0005430	XP_005851296.1 hypothetical protein CHLNCDRAFT_138112 [Chlorella variabilis]	PCFQ01000058.1 g238 [Chlorella sp. A99]
OG0005438	XP_005850079.1 hypothetical protein CHLNCDRAFT_20239 [Chlorella variabilis]	PCFQ01000008.1 g1110 [Chlorella sp. A99]
OG0005439	XP_005843907.1 hypothetical protein CHLNCDRAFT_32970 [Chlorella variabilis]	PCFQ01000058.1 g278 [Chlorella sp. A99]
OG0005444	XP_005849813.1 hypothetical protein CHLNCDRAFT_57244 [Chlorella variabilis]	PCFQ01000004.1 g2692 [Chlorella sp. A99]
OG0005446	XP_005850949.1 hypothetical protein CHLNCDRAFT_34176 [Chlorella variabilis]	PCFQ01000011.1 g2857 [Chlorella sp. A99]
OG0005467	XP_005844832.1 hypothetical protein CHLNCDRAFT_138272 [Chlorella variabilis]	PCFQ01000003.1 g1019 [Chlorella sp. A99]
OG0005472	XP_005847037.1 expressed protein [Chlorella variabilis]	PCFQ01000009.1 g1719 [Chlorella sp. A99]
OG0005487	XP_005850222.1 hypothetical protein CHLNCDRAFT_50830 [Chlorella variabilis]	PCFQ01000008.1 g1090 [Chlorella sp. A99]
OG0005495	XP_005850118.1 hypothetical protein CHLNCDRAFT_142206 [Chlorella variabilis]	PCFQ01000008.1 g1158 [Chlorella sp. A99]
OG0005519	XP_005843158.1 hypothetical protein CHLNCDRAFT_55421 [Chlorella variabilis]	PCFQ01000082.1 g576 [Chlorella sp. A99]
OG0005544	XP_005846651.1 hypothetical protein CHLNCDRAFT_135337 [Chlorella variabilis]	PCFQ01000073.1 g1965 [Chlorella sp. A99]
OG0005546	XP_005844461.1 hypothetical protein CHLNCDRAFT_138774 [Chlorella variabilis]	PCFQ01000006.1 g3201 [Chlorella sp. A99]
OG0005553	XP_005849433.1 hypothetical protein CHLNCDRAFT_143982 [Chlorella variabilis]	PCFQ01000015.1 g3083 [Chlorella sp. A99]
OG0005562	XP_005846739.1 hypothetical protein CHLNCDRAFT_9749_ partial [Chlorella variabilis]	PCFQ01000058.1 g53 [Chlorella sp. A99]
OG0005563	XP_005851145.1 hypothetical protein CHLNCDRAFT_137750 [Chlorella variabilis]	PCFQ01000058.1 g73 [Chlorella sp. A99]
OG0005564	XP_005847193.1 hypothetical protein CHLNCDRAFT_134989 [Chlorella variabilis]	PCFQ01000058.1 g154 [Chlorella sp. A99]
OG0005567	XP_005843976.1 hypothetical protein CHLNCDRAFT_139790 [Chlorella variabilis]	PCFQ01000018.1 g404 [Chlorella sp. A99]
OG0005569	XP_005848491.1 hypothetical protein CHLNCDRAFT_144939 [Chlorella variabilis]	PCFQ01000082.1 g531 [Chlorella sp. A99]
OG0005570	XP_005844101.1 hypothetical protein CHLNCDRAFT_139524 [Chlorella variabilis], XP_005844100.1 hypothetical protein CHLNCDRAFT_139523 [Chlorella variabilis]	PCFQ01000002.1 g688 [Chlorella sp. A99]
OG0005571	XP_005848672.1 hypothetical protein CHLNCDRAFT_144241 [Chlorella variabilis]	PCFQ01000005.1 g806 [Chlorella sp. A99]
OG0005572	XP_005848619.1 expressed protein [Chlorella variabilis]	PCFQ01000005.1 g855 [Chlorella sp. A99]
OG0005573	XP_005845912.1 hypothetical protein CHLNCDRAFT_136516 [Chlorella variabilis], XP_005845800.1 hypothetical protein CHLNCDRAFT_136519 [Chlorella variabilis]	PCFQ01000001.1 g981 [Chlorella sp. A99]
OG0005574	XP_005845907.1 hypothetical protein CHLNCDRAFT_136510 [Chlorella variabilis]	PCFQ01000001.1 g995 [Chlorella sp. A99]
OG0005575	XP_005845076.1 hypothetical protein CHLNCDRAFT_26251_ partial [Chlorella variabilis]	PCFQ01000001.1 g1015 [Chlorella sp. A99]
OG0005579	XP_005850294.1 hypothetical protein CHLNCDRAFT_20212_ partial [Chlorella variabilis]	PCFQ01000077.1 g1761 [Chlorella sp. A99]
OG0005580	XP_005850087.1 hypothetical protein CHLNCDRAFT_142144 [Chlorella variabilis]	PCFQ01000077.1 g1767 [Chlorella sp. A99]
OG0005581	XP_005845928.1 hypothetical protein CHLNCDRAFT_36392_ partial [Chlorella variabilis], XP_005845929.1 hypothetical protein CHLNCDRAFT_15071_ partial [Chlorella variabilis]	PCFQ01000012.1 g1827 [Chlorella sp. A99]
OG0005582	XP_005850786.1 hypothetical protein CHLNCDRAFT_29685 [Chlorella variabilis]	PCFQ01000078.1 g1986 [Chlorella sp. A99]
OG0005583	XP_005844696.1 hypothetical protein CHLNCDRAFT_138621 [Chlorella variabilis]	PCFQ01000078.1 g2065 [Chlorella sp. A99]
OG0005584	XP_005846270.1 hypothetical protein CHLNCDRAFT_135592 [Chlorella variabilis]	PCFQ01000078.1 g2071 [Chlorella sp. A99]
OG0005585	XP_005845311.1 hypothetical protein CHLNCDRAFT_137064 [Chlorella variabilis]	PCFQ01000078.1 g2166 [Chlorella sp. A99]
OG0005586	XP_005845411.1 hypothetical protein CHLNCDRAFT_26066_ partial [Chlorella variabilis]	PCFQ01000078.1 g2189 [Chlorella sp. A99]
OG0005587	XP_005844686.1 hypothetical protein CHLNCDRAFT_138597 [Chlorella variabilis]	PCFQ01000026.1 g2292 [Chlorella sp. A99]
OG0005588	XP_005843428.1 hypothetical protein CHLNCDRAFT_28112_ partial [Chlorella variabilis]	PCFQ01000040.1 g2303 [Chlorella sp. A99]
OG0005589	XP_005848152.1 hypothetical protein CHLNCDRAFT_22876 [Chlorella variabilis]	PCFQ01000021.1 g2314 [Chlorella sp. A99], PCFQ01000025.1 g2561 [Chlorella sp. A99]
OG0005590	XP_005849486.1 hypothetical protein CHLNCDRAFT_142788 [Chlorella variabilis]	PCFQ01000037.1 g2376 [Chlorella sp. A99]
OG0005591	XP_005849755.1 hypothetical protein CHLNCDRAFT_30311 [Chlorella variabilis]	PCFQ01000037.1 g2377 [Chlorella sp. A99]
