Orthogroup	Chlorella_Sorokiniana1602	Chlorella_Vulgaris2111P
OG0006139	PRW33916.1 chloroplastic isoform X2 [Chlorella sorokiniana]	KAI3425936.1 hypothetical protein D9Q98_007908 [Chlorella vulgaris]
OG0006140	PRW58488.1 putative prefoldin subunit 4 [Chlorella sorokiniana]	KAI3433398.1 hypothetical protein D9Q98_003214 [Chlorella vulgaris]
OG0006142	PRW20533.1 zinc finger 665-like protein [Chlorella sorokiniana]	KAI3430354.1 hypothetical protein D9Q98_004949 [Chlorella vulgaris]
OG0006146	PRW60886.1 hypothetical protein C2E21_0664 [Chlorella sorokiniana]	KAI3432735.1 hypothetical protein D9Q98_004276 [Chlorella vulgaris]
OG0006147	PRW56429.1 hypothetical protein C2E21_4679 [Chlorella sorokiniana]	KAI3428187.1 hypothetical protein D9Q98_006567 [Chlorella vulgaris]
OG0006148	PRW60032.1 Cytoplasmic tRNA 2-thiolation 2 [Chlorella sorokiniana]	KAI3436064.1 hypothetical protein D9Q98_002122 [Chlorella vulgaris]
OG0006149	PRW56759.1 RNA polymerase-associated RTF1-like protein [Chlorella sorokiniana]	KAI3428188.1 hypothetical protein D9Q98_006568 [Chlorella vulgaris]
OG0006150	PRW60254.1 serine threonine kinase [Chlorella sorokiniana]	KAI3429782.1 hypothetical protein D9Q98_010095 [Chlorella vulgaris]
OG0006153	PRW05861.1 hypothetical protein C2E21_9496 [Chlorella sorokiniana]	KAI3428821.1 hypothetical protein D9Q98_007638 [Chlorella vulgaris]
OG0006155	PRW60124.1 hypothetical protein C2E21_1573 [Chlorella sorokiniana]	KAI3435901.1 hypothetical protein D9Q98_001959 [Chlorella vulgaris]
OG0006156	PRW59478.1 pp1a replicase poly [Chlorella sorokiniana]	KAI3435912.1 hypothetical protein D9Q98_001970 [Chlorella vulgaris]
OG0006157	PRW59244.1 NADH-ubiquinone oxidoreductase 11 kDa subunit [Chlorella sorokiniana]	KAI3438719.1 hypothetical protein D9Q98_001139 [Chlorella vulgaris]
OG0006159	PRW59029.1 mitochondrial zinc maintenance mitochondrial [Chlorella sorokiniana]	KAI3439066.1 hypothetical protein D9Q98_001476 [Chlorella vulgaris]
OG0006160	PRW44408.1 Leucine-rich repeat-containing 40 [Chlorella sorokiniana]	KAI3428648.1 hypothetical protein D9Q98_007471 [Chlorella vulgaris]
OG0006161	PRW56926.1 HSP20-like chaperone [Chlorella sorokiniana]	KAI3438268.1 hypothetical protein D9Q98_000703 [Chlorella vulgaris], KAI3438267.1 hypothetical protein D9Q98_000703 [Chlorella vulgaris]
OG0006163	PRW57578.1 Serine threonine- phosphatase 6 regulatory ankyrin repeat subunit C [Chlorella sorokiniana]	KAI3425894.1 hypothetical protein D9Q98_007867 [Chlorella vulgaris]
OG0006164	PRW20448.1 RWD domain-containing 2B isoform X2 [Chlorella sorokiniana]	KAI3430370.1 hypothetical protein D9Q98_004965 [Chlorella vulgaris]
OG0006167	PRW55888.1 hypothetical protein C2E21_5030 [Chlorella sorokiniana]	KAI3436701.1 hypothetical protein D9Q98_006116 [Chlorella vulgaris]
OG0006168	PRW45676.1 plant Late Embryo Abundant _LEA_ related [Chlorella sorokiniana]	KAI3424793.1 hypothetical protein D9Q98_008180 [Chlorella vulgaris]
OG0006169	PRW57900.1 kinetochore Nnf1 [Chlorella sorokiniana]	KAI3425880.1 hypothetical protein D9Q98_007853 [Chlorella vulgaris]
OG0006170	PRW56014.1 SAP domain-containing [Chlorella sorokiniana]	KAI3436742.1 hypothetical protein D9Q98_006157 [Chlorella vulgaris]
OG0006171	PRW45709.1 ankyrin-1 isoform X2 [Chlorella sorokiniana]	KAI3424808.1 hypothetical protein D9Q98_008194 [Chlorella vulgaris]
OG0006172	PRW58623.1 serine threonine- kinase SMG1-like [Chlorella sorokiniana]	KAI3433696.1 hypothetical protein D9Q98_003505 [Chlorella vulgaris]
OG0006173	PRW44467.1 U-box domain-containing 4 [Chlorella sorokiniana]	KAI3428444.1 hypothetical protein D9Q98_007271 [Chlorella vulgaris]
OG0006174	PRW20970.1 hypothetical protein C2E21_8460 [Chlorella sorokiniana]	KAI3430818.1 hypothetical protein D9Q98_009229 [Chlorella vulgaris]
OG0006175	PRW33554.1 hypothetical protein C2E21_7717 [Chlorella sorokiniana]	KAI3425131.1 hypothetical protein D9Q98_008903 [Chlorella vulgaris]
OG0006176	PRW20219.1 chaperone -domain-containing [Chlorella sorokiniana]	KAI3430649.1 hypothetical protein D9Q98_005242 [Chlorella vulgaris]
OG0006177	PRW60602.1 hypothetical protein C2E21_0843 [Chlorella sorokiniana]	KAI3429365.1 hypothetical protein D9Q98_005460 [Chlorella vulgaris]
OG0006178	PRW60397.1 hypothetical protein C2E21_0857 [Chlorella sorokiniana]	KAI3429379.1 hypothetical protein D9Q98_005474 [Chlorella vulgaris]
OG0006179	PRW56481.1 outer envelope pore chloroplastic-like [Chlorella sorokiniana]	KAI3428050.1 hypothetical protein D9Q98_006435 [Chlorella vulgaris]
OG0006181	PRW59787.1 putative prolyl 4-hydroxylase 3 [Chlorella sorokiniana]	KAI3435821.1 hypothetical protein D9Q98_001879 [Chlorella vulgaris]
OG0006182	PRW44327.1 flagellar attachment zone 1-like [Chlorella sorokiniana]	KAI3428481.1 hypothetical protein D9Q98_007306 [Chlorella vulgaris]
OG0006184	PRW60327.1 hypothetical protein C2E21_0871 [Chlorella sorokiniana]	KAI3429394.1 hypothetical protein D9Q98_005489 [Chlorella vulgaris]
OG0006185	PRW60913.1 hypothetical protein C2E21_0557 [Chlorella sorokiniana]	KAI3432616.1 hypothetical protein D9Q98_004162 [Chlorella vulgaris]
OG0006186	PRW59634.1 zinc finger CCCH domain-containing 18 [Chlorella sorokiniana]	KAI3435825.1 hypothetical protein D9Q98_001883 [Chlorella vulgaris]
OG0006187	PRW58212.1 hypothetical protein C2E21_2780 [Chlorella sorokiniana]	KAI3433829.1 hypothetical protein D9Q98_003633 [Chlorella vulgaris]
OG0006188	PRW58315.1 phosphatidylinositol 3-kinase-related kinase [Chlorella sorokiniana]	KAI3433698.1 hypothetical protein D9Q98_003507 [Chlorella vulgaris]
OG0006189	PRW58997.1 nucleolar transcription factor 1-like [Chlorella sorokiniana]	KAI3438623.1 hypothetical protein D9Q98_001045 [Chlorella vulgaris], KAI3438622.1 hypothetical protein D9Q98_001045 [Chlorella vulgaris]
OG0006191	PRW39344.1 putative phosphatase 2C 22 isoform X1 [Chlorella sorokiniana]	KAI3431346.1 hypothetical protein D9Q98_004404 [Chlorella vulgaris]
OG0006194	PRW44965.1 putative chromatin remodeling Snf Swi complex subunit [Chlorella sorokiniana]	KAI3426489.1 hypothetical protein D9Q98_008855 [Chlorella vulgaris]
OG0006196	PRW34005.1 hypothetical protein C2E21_7257 [Chlorella sorokiniana]	KAI3434950.1 hypothetical protein D9Q98_003004 [Chlorella vulgaris]
OG0006197	PRW57896.1 general transcription factor 3C polypeptide 6-like [Chlorella sorokiniana]	KAI3434600.1 hypothetical protein D9Q98_002668 [Chlorella vulgaris]
OG0006200	PRW45038.1 G-patch domain-containing [Chlorella sorokiniana]	KAI3426512.1 hypothetical protein D9Q98_008877 [Chlorella vulgaris]
OG0006203	PRW21011.1 hypothetical protein C2E21_8440 [Chlorella sorokiniana]	KAI3430840.1 hypothetical protein D9Q98_009251 [Chlorella vulgaris]
OG0006204	PRW58535.1 hypothetical protein C2E21_2841 [Chlorella sorokiniana]	KAI3433758.1 hypothetical protein D9Q98_003565 [Chlorella vulgaris]
OG0006206	PRW58518.1 hypothetical protein C2E21_3168 [Chlorella sorokiniana]	KAI3433382.1 hypothetical protein D9Q98_003198 [Chlorella vulgaris]
OG0006210	PRW60448.1 chloride channel [Chlorella sorokiniana]	KAI3437816.1 hypothetical protein D9Q98_000263 [Chlorella vulgaris]
OG0006211	PRW32839.1 family ABC-F type ribosomal protection [Chlorella sorokiniana]	KAI3430467.1 hypothetical protein D9Q98_005062 [Chlorella vulgaris]
OG0006212	PRW20566.1 ATPase family AAA domain-containing 1 [Chlorella sorokiniana]	KAI3430352.1 hypothetical protein D9Q98_004947 [Chlorella vulgaris]
OG0006214	PRW50908.1 hypothetical protein C2E21_5522 [Chlorella sorokiniana]	KAI3427039.1 hypothetical protein D9Q98_006980 [Chlorella vulgaris]
OG0006216	PRW50915.1 hypothetical protein C2E21_5562 [Chlorella sorokiniana]	KAI3426996.1 hypothetical protein D9Q98_006940 [Chlorella vulgaris]
OG0006217	PRW56803.1 tRNA uridine 5-carboxymethylaminomethyl modification enzyme [Chlorella sorokiniana]	KAI3428125.1 hypothetical protein D9Q98_006508 [Chlorella vulgaris]
OG0006218	PRW58745.1 mitogen-activated kinase [Chlorella sorokiniana]	KAI3438973.1 hypothetical protein D9Q98_001387 [Chlorella vulgaris], KAI3438972.1 hypothetical protein D9Q98_001386 [Chlorella vulgaris]
OG0006219	PRW61415.1 chitin synthase 1 [Chlorella sorokiniana]	KAI3424262.1 hypothetical protein D9Q98_009616 [Chlorella vulgaris]
OG0006220	PRW61540.1 glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 isoform B [Chlorella sorokiniana]	KAI3424139.1 hypothetical protein D9Q98_009499 [Chlorella vulgaris]
OG0006222	PRW57677.1 hypothetical protein C2E21_3342 [Chlorella sorokiniana]	KAI3433602.1 hypothetical protein D9Q98_003412 [Chlorella vulgaris]
OG0006223	PRW33818.1 phosphatidylinositol kinase [Chlorella sorokiniana]	KAI3425989.1 hypothetical protein D9Q98_007957 [Chlorella vulgaris]
OG0006224	PRW58211.1 8-amino-7-oxononanoate synthase [Chlorella sorokiniana]	KAI3433697.1 hypothetical protein D9Q98_003506 [Chlorella vulgaris]
OG0006225	PRW56901.1 fumarate reductase flavo [Chlorella sorokiniana]	KAI3438218.1 hypothetical protein D9Q98_000655 [Chlorella vulgaris]
OG0006226	PRW21114.1 auxin-binding 1 [Chlorella sorokiniana]	KAI3430856.1 hypothetical protein D9Q98_009265 [Chlorella vulgaris]
OG0006228	PRW45488.1 CLR family protein [Chlorella sorokiniana]	KAI3424985.1 hypothetical protein D9Q98_008366 [Chlorella vulgaris]
OG0006229	PRW59203.1 hypothetical protein C2E21_2029 [Chlorella sorokiniana], PRW56602.1 hypothetical protein C2E21_4689 [Chlorella sorokiniana]	KAI3438438.1 hypothetical protein D9Q98_000869 [Chlorella vulgaris]
OG0006230	PRW60036.1 ABC transporter B family member 28 isoform X2 [Chlorella sorokiniana]	KAI3435797.1 hypothetical protein D9Q98_001855 [Chlorella vulgaris]
OG0006233	PRW55954.1 hypothetical protein C2E21_5211 [Chlorella sorokiniana], PRW61027.1 TBC1 domain family member 2A [Chlorella sorokiniana]	KAI3436766.1 hypothetical protein D9Q98_006178 [Chlorella vulgaris]
OG0006235	PRW57153.1 Mannan endo-1_4-beta-mannosidase 4 [Chlorella sorokiniana]	KAI3438259.1 hypothetical protein D9Q98_000695 [Chlorella vulgaris]
OG0006236	PRW44461.1 hypothetical protein C2E21_6555 [Chlorella sorokiniana]	KAI3428461.1 hypothetical protein D9Q98_007287 [Chlorella vulgaris]
OG0006237	PRW44388.1 NEDD8-conjugating enzyme Ubc12-like [Chlorella sorokiniana]	KAI3428491.1 hypothetical protein D9Q98_007316 [Chlorella vulgaris]
OG0006238	PRW44537.1 GNAT family acetyltransferase [Chlorella sorokiniana]	KAI3428581.1 hypothetical protein D9Q98_007403 [Chlorella vulgaris]
OG0006239	PRW59264.1 AAA-type ATPase family expressed [Chlorella sorokiniana]	KAI3438669.1 hypothetical protein D9Q98_001090 [Chlorella vulgaris]
OG0006241	PRW45509.1 flavincontaining amine [Chlorella sorokiniana]	KAI3424686.1 hypothetical protein D9Q98_008076 [Chlorella vulgaris]
OG0006242	PRW57841.1 RAP domain [Chlorella sorokiniana]	KAI3434708.1 hypothetical protein D9Q98_002769 [Chlorella vulgaris]
OG0006243	PRW45506.1 transcriptional regulator [Chlorella sorokiniana]	KAI3425076.1 hypothetical protein D9Q98_008454 [Chlorella vulgaris]
OG0006244	PRW57969.1 transcription factor GTE9-like [Chlorella sorokiniana]	KAI3434626.1 hypothetical protein D9Q98_002693 [Chlorella vulgaris]
OG0006245	PRW18396.1 Ynk1p [Chlorella sorokiniana]	KAI3435546.1 hypothetical protein D9Q98_001611 [Chlorella vulgaris]
OG0006246	PRW44520.1 RCC1 repeat [Chlorella sorokiniana], PRW50925.1 RCC1 repeat-containing isoform A [Chlorella sorokiniana], PRW50924.1 RCC1 repeat-containing isoform B [Chlorella sorokiniana], PRW05781.1 regulator of chromosome condensation RCC1 [Chlorella sorokiniana]	KAI3432288.1 hypothetical protein D9Q98_003848 [Chlorella vulgaris]
OG0006248	PRW05862.1 TSL-kinase interacting 1-like isoform X1 [Chlorella sorokiniana]	KAI3428816.1 hypothetical protein D9Q98_007633 [Chlorella vulgaris]
OG0006249	PRW05878.1 hypothetical protein C2E21_9485 [Chlorella sorokiniana]	KAI3428805.1 hypothetical protein D9Q98_007622 [Chlorella vulgaris]
OG0006250	PRW05922.1 melanotransferrin isoform X1 [Chlorella sorokiniana]	KAI3436329.1 hypothetical protein D9Q98_002382 [Chlorella vulgaris]
OG0006251	PRW05924.1 Zinc ion binding_nucleic acid binding_zinc ion binding [Chlorella sorokiniana]	KAI3427421.1 hypothetical protein D9Q98_010336 [Chlorella vulgaris], KAI3427417.1 hypothetical protein D9Q98_010332 [Chlorella vulgaris]
OG0006253	PRW18330.1 serine threonine- kinase EDR1 [Chlorella sorokiniana]	KAI3435572.1 hypothetical protein D9Q98_001637 [Chlorella vulgaris]
OG0006254	PRW18350.1 nuclear pore complex NUP58 [Chlorella sorokiniana]	KAI3435545.1 hypothetical protein D9Q98_001610 [Chlorella vulgaris]
OG0006255	PRW18371.1 flagellar inner arm dynein 1 heavy chain beta [Chlorella sorokiniana]	KAI3435554.1 hypothetical protein D9Q98_001619 [Chlorella vulgaris]
OG0006256	PRW18388.1 carbamate kinase [Chlorella sorokiniana]	KAI3435537.1 hypothetical protein D9Q98_001602 [Chlorella vulgaris]
OG0006257	PRW18398.1 hypothetical protein C2E21_9262 [Chlorella sorokiniana]	KAI3435491.1 hypothetical protein D9Q98_001557 [Chlorella vulgaris]
OG0006258	PRW18399.1 single-stranded DNA-binding [Chlorella sorokiniana]	KAI3435573.1 hypothetical protein D9Q98_001638 [Chlorella vulgaris]
OG0006259	PRW18408.1 seed maturation family [Chlorella sorokiniana]	KAI3429640.1 hypothetical protein D9Q98_005726 [Chlorella vulgaris], KAI3429641.1 hypothetical protein D9Q98_005727 [Chlorella vulgaris]
OG0006260	PRW18413.1 tankyrase isoform X2 [Chlorella sorokiniana]	KAI3432550.1 hypothetical protein D9Q98_004099 [Chlorella vulgaris], KAI3435555.1 hypothetical protein D9Q98_001620 [Chlorella vulgaris]
OG0006261	PRW20273.1 ATPase AAA [Chlorella sorokiniana], PRW20173.1 phage tail [Chlorella sorokiniana]	KAI3430992.1 hypothetical protein D9Q98_009395 [Chlorella vulgaris]
OG0006262	PRW20196.1 magnesium-dependent phosphatase 1-like [Chlorella sorokiniana]	KAI3430643.1 hypothetical protein D9Q98_005236 [Chlorella vulgaris]
OG0006263	PRW20240.1 phragmoplast orienting kinesin-1 isoform X1 [Chlorella sorokiniana]	KAI3430991.1 hypothetical protein D9Q98_009394 [Chlorella vulgaris]
OG0006264	PRW20270.1 elicitor-responsive 3-like isoform B [Chlorella sorokiniana], PRW20271.1 elicitor-responsive 3-like isoform A [Chlorella sorokiniana]	KAI3430678.1 hypothetical protein D9Q98_005267 [Chlorella vulgaris]
OG0006265	PRW20292.1 TOR kinase binding [Chlorella sorokiniana]	KAI3430692.1 hypothetical protein D9Q98_005281 [Chlorella vulgaris]
OG0006266	PRW20320.1 serine threonine- kinase isoform B [Chlorella sorokiniana], PRW20321.1 serine threonine- kinase isoform C [Chlorella sorokiniana], PRW20319.1 serine threonine- kinase isoform A [Chlorella sorokiniana]	KAI3424290.1 hypothetical protein D9Q98_009845 [Chlorella vulgaris]
OG0006267	PRW20334.1 hypothetical protein C2E21_9026 [Chlorella sorokiniana]	KAI3424287.1 hypothetical protein D9Q98_009842 [Chlorella vulgaris]
OG0006268	PRW20384.1 bifunctional sensory photoreceptor isoform B [Chlorella sorokiniana], PRW20385.1 bifunctional sensory photoreceptor isoform A [Chlorella sorokiniana]	KAI3424341.1 hypothetical protein D9Q98_009894 [Chlorella vulgaris]
OG0006269	PRW20407.1 leucine-rich repeat receptor-like serine threonine- kinase BAM1 [Chlorella sorokiniana], PRW20405.1 F-box LRR-repeat 13-like isoform X2 [Chlorella sorokiniana]	KAI3436506.1 hypothetical protein D9Q98_005923 [Chlorella vulgaris], KAI3436505.1 hypothetical protein D9Q98_005922 [Chlorella vulgaris], KAI3436531.1 hypothetical protein D9Q98_005948 [Chlorella vulgaris]
OG0006270	PRW20446.1 ferredoxin component [Chlorella sorokiniana]	KAI3430278.1 hypothetical protein D9Q98_004874 [Chlorella vulgaris]
OG0006271	PRW20473.1 FATTY ACID EXPORT chloroplastic-like [Chlorella sorokiniana]	KAI3430369.1 hypothetical protein D9Q98_004964 [Chlorella vulgaris]
OG0006272	PRW20504.1 homeobox HMX2 isoform A [Chlorella sorokiniana], PRW20505.1 homeobox HMX2 isoform B [Chlorella sorokiniana]	KAI3430382.1 hypothetical protein D9Q98_004977 [Chlorella vulgaris]
OG0006273	PRW20557.1 F-box LRR-repeat 14 [Chlorella sorokiniana]	KAI3430362.1 hypothetical protein D9Q98_004957 [Chlorella vulgaris]
OG0006275	PRW20608.1 hypothetical protein C2E21_8880 [Chlorella sorokiniana]	KAI3434376.1 hypothetical protein D9Q98_002454 [Chlorella vulgaris]
OG0006277	PRW20671.1 deleted in malignant brain tumors 1 -like [Chlorella sorokiniana]	KAI3424823.1 hypothetical protein D9Q98_008209 [Chlorella vulgaris]
OG0006279	PRW20745.1 hypothetical protein C2E21_8719 [Chlorella sorokiniana]	KAI3434538.1 hypothetical protein D9Q98_002611 [Chlorella vulgaris]
OG0006280	PRW20756.1 maltose excess chloroplastic-like [Chlorella sorokiniana]	KAI3439073.1 hypothetical protein D9Q98_001483 [Chlorella vulgaris]
OG0006281	PRW20799.1 Vacuole membrane 1 [Chlorella sorokiniana]	KAI3437616.1 hypothetical protein D9Q98_000068 [Chlorella vulgaris]
OG0006283	PRW20911.1 progestin and adipoQ receptor family member 4 [Chlorella sorokiniana]	KAI3437658.1 hypothetical protein D9Q98_000108 [Chlorella vulgaris]
OG0006285	PRW20965.1 sodium- and chloride-dependent GABA transporter 3 isoform X1 [Chlorella sorokiniana]	KAI3430863.1 hypothetical protein D9Q98_009272 [Chlorella vulgaris]
OG0006286	PRW20967.1 expressed protein isoform B [Chlorella sorokiniana], PRW20968.1 expressed protein isoform A [Chlorella sorokiniana]	KAI3430796.1 hypothetical protein D9Q98_009208 [Chlorella vulgaris]
OG0006287	PRW20989.1 kinase [Chlorella sorokiniana]	KAI3430837.1 hypothetical protein D9Q98_009248 [Chlorella vulgaris]
OG0006288	PRW20997.1 hypothetical protein C2E21_8454 [Chlorella sorokiniana]	KAI3424078.1 hypothetical protein D9Q98_009441 [Chlorella vulgaris]
OG0006289	PRW21016.1 auxin efflux carrier family [Chlorella sorokiniana]	KAI3430906.1 hypothetical protein D9Q98_009315 [Chlorella vulgaris]
OG0006290	PRW21018.1 ribonuclease P complex subunit [Chlorella sorokiniana]	KAI3430972.1 hypothetical protein D9Q98_009376 [Chlorella vulgaris]
OG0006291	PRW60526.1 ANTAR domain [Chlorella sorokiniana], PRW21037.1 chaperone dnaJ-related-like [Chlorella sorokiniana]	KAI3430738.1 hypothetical protein D9Q98_009151 [Chlorella vulgaris]
OG0006292	PRW21043.1 ATP-dependent zinc metalloprotease FTSH mitochondrial [Chlorella sorokiniana]	KAI3430975.1 hypothetical protein D9Q98_009379 [Chlorella vulgaris]
OG0006293	PRW21075.1 ABC transporter permease [Chlorella sorokiniana], PRW45065.1 hypothetical protein C2E21_6427 [Chlorella sorokiniana]	KAI3426195.1 hypothetical protein D9Q98_008572 [Chlorella vulgaris]
OG0006294	PRW32543.1 squamosa promoter-binding 8 [Chlorella sorokiniana]	KAI3423867.1 hypothetical protein D9Q98_009701 [Chlorella vulgaris]
OG0006295	PRW32577.1 hypothetical protein C2E21_8252 [Chlorella sorokiniana]	KAI3427305.1 hypothetical protein D9Q98_010222 [Chlorella vulgaris], KAI3427304.1 hypothetical protein D9Q98_010222 [Chlorella vulgaris]
OG0006296	PRW32586.1 phosphomethylpyrimidine chloroplastic isoform X1 [Chlorella sorokiniana]	KAI3425322.1 hypothetical protein D9Q98_009086 [Chlorella vulgaris]
OG0006297	PRW32587.1 hypothetical protein C2E21_8192 [Chlorella sorokiniana]	KAI3423813.1 hypothetical protein D9Q98_009649 [Chlorella vulgaris]
OG0006298	PRW32607.1 squamosa promoter-binding 14 [Chlorella sorokiniana], PRW57999.1 hypothetical protein C2E21_3424 [Chlorella sorokiniana]	KAI3423834.1 hypothetical protein D9Q98_009670 [Chlorella vulgaris]
OG0006299	PRW32611.1 AAA+-type ATPase _ISS_ [Chlorella sorokiniana]	KAI3423940.1 hypothetical protein D9Q98_009774 [Chlorella vulgaris]
OG0006300	PRW32677.1 camp-dependent kinase regulatorysubunit [Chlorella sorokiniana]	KAI3423908.1 hypothetical protein D9Q98_009742 [Chlorella vulgaris]
OG0006302	PRW32884.1 Histone H2A [Chlorella sorokiniana]	KAI3430465.1 hypothetical protein D9Q98_005060 [Chlorella vulgaris]
OG0006304	PRW32962.1 endoribonuclease Dicer-like protein 3a-like isoform X3 [Chlorella sorokiniana]	KAI3430597.1 hypothetical protein D9Q98_005190 [Chlorella vulgaris]
OG0006305	PRW33061.1 28 kDa heat- and acid-stable phospho -like isoform X1 [Chlorella sorokiniana]	KAI3430481.1 hypothetical protein D9Q98_005076 [Chlorella vulgaris]
OG0006306	PRW33068.1 SAP domain-containing ribonucleo [Chlorella sorokiniana]	KAI3430414.1 hypothetical protein D9Q98_005009 [Chlorella vulgaris]
