Orthogroup	Chlorella_Sorokiniana1602	Auxenochlorella_protothecoides
OG0005454	PRW61476.1 NAD_H_ kinase 1 [Chlorella sorokiniana]	RMZ55707.1 hypothetical protein APUTEX25_005748 [Auxenochlorella protothecoides]
OG0005455	PRW20850.1 ring u-box domain-containing [Chlorella sorokiniana]	RMZ55714.1 hypothetical protein APUTEX25_005755 [Auxenochlorella protothecoides]
OG0005456	PRW45344.1 pentatrichopeptide repeat _PPR_ [Chlorella sorokiniana]	RMZ55721.1 hypothetical protein APUTEX25_005762_ partial [Auxenochlorella protothecoides]
OG0005457	PRW33954.1 MICAL 2 isoform X2 [Chlorella sorokiniana]	RMZ55742.1 hypothetical protein APUTEX25_005783_ partial [Auxenochlorella protothecoides]
OG0005458	PRW60919.1 Zinc finger CCCH domain-containing 3 [Chlorella sorokiniana]	RMZ55775.1 hypothetical protein APUTEX25_005816_ partial [Auxenochlorella protothecoides]
OG0005460	PRW05773.1 ankyrin repeat family [Chlorella sorokiniana]	RMZ55859.1 hypothetical protein APUTEX25_003825 [Auxenochlorella protothecoides]
OG0005461	PRW39361.1 Trafficking particle complex subunit 2 [Chlorella sorokiniana]	RMZ55882.1 hypothetical protein APUTEX25_003848 [Auxenochlorella protothecoides]
OG0005462	PRW39354.1 importin subunit alpha-2 [Chlorella sorokiniana]	RMZ55888.1 hypothetical protein APUTEX25_003854 [Auxenochlorella protothecoides]
OG0005464	PRW33261.1 Testis-expressed sequence 10 [Chlorella sorokiniana]	RMZ55918.1 hypothetical protein APUTEX25_004342 [Auxenochlorella protothecoides]
OG0005465	PRW57052.1 NAD_P_-binding Rossmann-fold superfamily [Chlorella sorokiniana]	RMZ55944.1 hypothetical protein APUTEX25_004368 [Auxenochlorella protothecoides]
OG0005466	PRW58377.1 cyclin-U4-1 [Chlorella sorokiniana]	RMZ55959.1 hypothetical protein APUTEX25_004383 [Auxenochlorella protothecoides]
OG0005469	PRW58112.1 hypothetical protein C2E21_2975 [Chlorella sorokiniana]	RMZ56082.1 hypothetical protein APUTEX25_004506 [Auxenochlorella protothecoides]
OG0005470	PRW58157.1 zinc finger CCCH domain-containing ZFN-like isoform X1 [Chlorella sorokiniana]	RMZ56085.1 hypothetical protein APUTEX25_004509 [Auxenochlorella protothecoides]
OG0005471	PRW59418.1 TSC22 domain family 1-like isoform X2 [Chlorella sorokiniana]	RMZ56096.1 hypothetical protein APUTEX25_004520 [Auxenochlorella protothecoides]
OG0005472	PRW57202.1 hypothetical protein C2E21_3858 [Chlorella sorokiniana]	RMZ56100.1 hypothetical protein APUTEX25_004524 [Auxenochlorella protothecoides]
OG0005473	PRW58134.1 transcription factor jumonji domain-containing [Chlorella sorokiniana]	RMZ56124.1 hypothetical protein APUTEX25_004548 [Auxenochlorella protothecoides]
OG0005474	PRW57666.1 F-box LRR-repeat 14 [Chlorella sorokiniana]	RMZ56161.1 hypothetical protein APUTEX25_004585 [Auxenochlorella protothecoides]
OG0005475	PRW61032.1 DNA _cytosine-5_-methyltransferase CMT2-like [Chlorella sorokiniana]	RMZ56186.1 hypothetical protein APUTEX25_002376 [Auxenochlorella protothecoides]
OG0005476	PRW20449.1 E3 ubiquitin- ligase Topors-like [Chlorella sorokiniana]	RMZ56202.1 hypothetical protein APUTEX25_002392_ partial [Auxenochlorella protothecoides]
OG0005477	PRW44333.1 Glucose-6-phosphate 1-epimerase [Chlorella sorokiniana]	RMZ56237.1 hypothetical protein APUTEX25_002427 [Auxenochlorella protothecoides]
OG0005478	PRW44549.1 hypothetical protein C2E21_6614 [Chlorella sorokiniana]	RMZ56246.1 hypothetical protein APUTEX25_002436 [Auxenochlorella protothecoides]
OG0005479	PRW61497.1 mTERF domain-containing mitochondrial [Chlorella sorokiniana]	RMZ56259.1 hypothetical protein APUTEX25_002449_ partial [Auxenochlorella protothecoides]
OG0005481	PRW33876.1 glyoxysomal processing glyoxysomal [Chlorella sorokiniana]	RMZ56270.1 hypothetical protein APUTEX25_002460_ partial [Auxenochlorella protothecoides]
OG0005482	PRW39209.1 Lysoplasmalogenase TMEM86A [Chlorella sorokiniana]	RMZ56274.1 hypothetical protein APUTEX25_002464_ partial [Auxenochlorella protothecoides]
OG0005483	PRW58509.1 hypothetical protein C2E21_3151 [Chlorella sorokiniana]	RMZ56305.1 hypothetical protein APUTEX25_000544 [Auxenochlorella protothecoides]
OG0005484	PRW57682.1 Expansin 1 [Chlorella sorokiniana], PRW58855.1 Endoglucanase 1 [Chlorella sorokiniana]	RMZ56313.1 hypothetical protein APUTEX25_000552_ partial [Auxenochlorella protothecoides]
OG0005486	PRW05819.1 60S ribosomal L31 [Chlorella sorokiniana]	RMZ56345.1 hypothetical protein APUTEX25_004702 [Auxenochlorella protothecoides]
OG0005487	PRW05827.1 TVP38 TMEM64 family membrane [Chlorella sorokiniana]	RMZ56354.1 hypothetical protein APUTEX25_004711 [Auxenochlorella protothecoides]
OG0005488	PRW58368.1 Myb O [Chlorella sorokiniana]	RMZ56373.1 hypothetical protein APUTEX25_004730 [Auxenochlorella protothecoides]
OG0005489	PRW05811.1 hypothetical protein C2E21_9469 [Chlorella sorokiniana]	RMZ56383.1 hypothetical protein APUTEX25_004740 [Auxenochlorella protothecoides]
OG0005492	PRW59688.1 hypothetical protein C2E21_1721 [Chlorella sorokiniana]	RMZ56423.1 hypothetical protein APUTEX25_004646 [Auxenochlorella protothecoides]
OG0005493	PRW60127.1 hypothetical protein C2E21_1719 [Chlorella sorokiniana]	RMZ56445.1 hypothetical protein APUTEX25_004668 [Auxenochlorella protothecoides]
OG0005494	PRW59584.1 adenylate guanylate cyclase [Chlorella sorokiniana]	RMZ56447.1 hypothetical protein APUTEX25_004670_ partial [Auxenochlorella protothecoides]
OG0005495	PRW56519.1 nucleolar 58-like [Chlorella sorokiniana]	RMZ56453.1 hypothetical protein APUTEX25_004676_ partial [Auxenochlorella protothecoides]
OG0005496	PRW59971.1 hypothetical protein C2E21_1683 [Chlorella sorokiniana]	RMZ56457.1 hypothetical protein APUTEX25_004680_ partial [Auxenochlorella protothecoides]
OG0005497	PRW59474.1 hypothetical protein C2E21_1705 [Chlorella sorokiniana]	RMZ56463.1 hypothetical protein APUTEX25_004686 [Auxenochlorella protothecoides]
OG0005498	PRW39205.1 hypothetical protein C2E21_6904 [Chlorella sorokiniana]	RMZ56468.1 hypothetical protein APUTEX25_001315 [Auxenochlorella protothecoides]
OG0005501	PRW60598.1 Negative elongation factor B [Chlorella sorokiniana]	RMZ56508.1 hypothetical protein APUTEX25_001355 [Auxenochlorella protothecoides]
OG0005503	PRW60848.1 PXMP2 4 family 2 [Chlorella sorokiniana]	RMZ56539.1 hypothetical protein APUTEX25_001386 [Auxenochlorella protothecoides]
OG0005504	PRW60737.1 S-phase kinase-associated [Chlorella sorokiniana], PRW39369.1 ribonuclease III [Chlorella sorokiniana], PRW39140.1 kinase domain [Chlorella sorokiniana]	RMZ56559.1 hypothetical protein APUTEX25_001406 [Auxenochlorella protothecoides]
OG0005505	PRW20225.1 lysine-specific demethylase JMJ706 [Chlorella sorokiniana]	RMZ56570.1 hypothetical protein APUTEX25_001417_ partial [Auxenochlorella protothecoides]
OG0005506	PRW18328.1 hypothetical protein C2E21_9293 [Chlorella sorokiniana]	RMZ56608.1 hypothetical protein APUTEX25_001693_ partial [Auxenochlorella protothecoides]
OG0005507	PRW45144.1 Permeases of the drug metabolite transporter family permease component [Chlorella sorokiniana]	RMZ56609.1 hypothetical protein APUTEX25_001694 [Auxenochlorella protothecoides]
OG0005509	PRW56640.1 ABC transporter D family member 1 [Chlorella sorokiniana]	RMZ56621.1 hypothetical protein APUTEX25_002710 [Auxenochlorella protothecoides]
OG0005510	PRW55901.1 histone deacetylase [Chlorella sorokiniana]	RMZ56624.1 hypothetical protein APUTEX25_002713 [Auxenochlorella protothecoides]
OG0005511	PRW58812.1 metallophosphoesterase [Chlorella sorokiniana]	RMZ56666.1 hypothetical protein APUTEX25_002755 [Auxenochlorella protothecoides]
OG0005512	PRW56685.1 DDRGK domain-containing 1 [Chlorella sorokiniana]	RMZ56676.1 hypothetical protein APUTEX25_002765 [Auxenochlorella protothecoides]
OG0005513	PRW59769.1 DHHA1 domain [Chlorella sorokiniana]	RMZ56685.1 hypothetical protein APUTEX25_002774 [Auxenochlorella protothecoides]
OG0005514	PRW57917.1 E3 ubiquitin- ligase RNF25 [Chlorella sorokiniana]	RMZ56731.1 hypothetical protein APUTEX25_002820_ partial [Auxenochlorella protothecoides]
OG0005515	PRW05877.1 BUD22 family [Chlorella sorokiniana]	RMZ56754.1 hypothetical protein APUTEX25_002843 [Auxenochlorella protothecoides]
OG0005516	PRW59028.1 molecular chaperone [Chlorella sorokiniana]	RMZ56767.1 hypothetical protein APUTEX25_002856 [Auxenochlorella protothecoides]
OG0005517	PRW56716.1 ribonuclease M5 [Chlorella sorokiniana]	RMZ56790.1 hypothetical protein APUTEX25_002879_ partial [Auxenochlorella protothecoides]
OG0005518	PRW59359.1 DNA repair XRCC2-like protein isoform X1 isoform A [Chlorella sorokiniana], PRW59360.1 DNA repair XRCC2-like protein isoform X1 isoform B [Chlorella sorokiniana]	RMZ56796.1 hypothetical protein APUTEX25_002885 [Auxenochlorella protothecoides]
OG0005519	PRW55898.1 Calmodulin [Chlorella sorokiniana]	RMZ56825.1 hypothetical protein APUTEX25_002914 [Auxenochlorella protothecoides]
OG0005520	PRW56884.1 cysteine dioxygenase [Chlorella sorokiniana]	RMZ56830.1 hypothetical protein APUTEX25_002919 [Auxenochlorella protothecoides]
OG0005521	PRW57739.1 alcohol dehydrogenase [Chlorella sorokiniana]	RMZ56865.1 hypothetical protein APUTEX25_002954 [Auxenochlorella protothecoides]
OG0005522	PRW60168.1 1 domain containing expressed [Chlorella sorokiniana]	RMZ56867.1 hypothetical protein APUTEX25_002956 [Auxenochlorella protothecoides]
OG0005524	PRW44992.1 hypothetical protein C2E21_6122 [Chlorella sorokiniana]	RMZ56898.1 hypothetical protein APUTEX25_002987 [Auxenochlorella protothecoides]
OG0005525	PRW33955.1 hypothetical protein C2E21_7483 [Chlorella sorokiniana]	RMZ56946.1 hypothetical protein APUTEX25_005008 [Auxenochlorella protothecoides]
OG0005526	PRW57006.1 hsp70-Hsp90 organizing 2 [Chlorella sorokiniana]	RMZ56956.1 hypothetical protein APUTEX25_005018 [Auxenochlorella protothecoides]
OG0005527	PRW44582.1 small EDRK-rich factor 2 [Chlorella sorokiniana]	RMZ56969.1 hypothetical protein APUTEX25_005031 [Auxenochlorella protothecoides]
OG0005528	PRW58868.1 Transcription factor ABORTED MICROSPORES [Chlorella sorokiniana]	RMZ57043.1 hypothetical protein APUTEX25_002275 [Auxenochlorella protothecoides]
OG0005530	PRW58840.1 major facilitator superfamily MFS_1 [Chlorella sorokiniana]	RMZ57051.1 hypothetical protein APUTEX25_002283 [Auxenochlorella protothecoides]
OG0005531	PRW61004.1 pyrroline-5-carboxylate reductase [Chlorella sorokiniana]	RMZ57086.1 hypothetical protein APUTEX25_002318 [Auxenochlorella protothecoides]
OG0005532	PRW59233.1 hypothetical protein C2E21_2304 [Chlorella sorokiniana]	RMZ57091.1 hypothetical protein APUTEX25_002323 [Auxenochlorella protothecoides]
OG0005533	PRW45526.1 hydrogen-transporting ATP rotational mechanism [Chlorella sorokiniana]	RMZ57095.1 hypothetical protein APUTEX25_002327 [Auxenochlorella protothecoides]
OG0005535	PRW59275.1 polyadenylate-binding RBP47-like [Chlorella sorokiniana]	RMZ57132.1 hypothetical protein APUTEX25_002364 [Auxenochlorella protothecoides]
OG0005536	PRW57445.1 universal stress [Chlorella sorokiniana]	RMZ57143.1 hypothetical protein APUTEX25_003600_ partial [Auxenochlorella protothecoides]
OG0005537	PRW56978.1 metallophosphoesterase [Chlorella sorokiniana]	RMZ57146.1 hypothetical protein APUTEX25_003603 [Auxenochlorella protothecoides]
OG0005538	PRW44305.1 Mitochondrial fission process 1 [Chlorella sorokiniana]	RMZ57152.1 hypothetical protein APUTEX25_003986 [Auxenochlorella protothecoides]
OG0005539	PRW60841.1 Epidermal growth factor-like domain [Chlorella sorokiniana]	RMZ57175.1 hypothetical protein APUTEX25_004009 [Auxenochlorella protothecoides]
OG0005540	PRW45535.1 transcription initiation factor TFIID subunit 4b-like isoform X3 [Chlorella sorokiniana]	RMZ57281.1 hypothetical protein APUTEX25_004115 [Auxenochlorella protothecoides]
OG0005542	PRW56861.1 NRDE2-like protein isoform X2 [Chlorella sorokiniana]	RMZ57286.1 hypothetical protein APUTEX25_004120_ partial [Auxenochlorella protothecoides]
OG0005545	PRW45626.1 anaphase-promoting complex subunit 1 isoform X2 [Chlorella sorokiniana]	RMZ57374.1 hypothetical protein APUTEX25_004208 [Auxenochlorella protothecoides]
OG0005546	PRW32967.1 hypothetical protein C2E21_8152 [Chlorella sorokiniana]	RMZ57392.1 hypothetical protein APUTEX25_004226_ partial [Auxenochlorella protothecoides]
OG0005547	PRW44877.1 histone-lysine N-methyltransferase ATXR4 [Chlorella sorokiniana]	RMZ57396.1 hypothetical protein APUTEX25_004230_ partial [Auxenochlorella protothecoides]
OG0005548	PRW20197.1 hypothetical protein C2E21_9216 [Chlorella sorokiniana]	RMZ57416.1 hypothetical protein APUTEX25_004250 [Auxenochlorella protothecoides]
OG0005549	PRW20712.1 WD repeat-containing 70 [Chlorella sorokiniana]	RMZ57458.1 hypothetical protein APUTEX25_004292 [Auxenochlorella protothecoides]
OG0005550	PRW58616.1 Sporulation RMD1 isoform A [Chlorella sorokiniana], PRW58617.1 Sporulation RMD1 isoform B [Chlorella sorokiniana]	RMZ57521.1 hypothetical protein APUTEX25_003764 [Auxenochlorella protothecoides]
OG0005551	PRW39298.1 Mitogen-activated kinase kinase kinase dlk-1 [Chlorella sorokiniana]	RMZ57547.1 hypothetical protein APUTEX25_001747_ partial [Auxenochlorella protothecoides]
OG0005552	PRW39074.1 EKC KEOPS complex subunit Tprkb [Chlorella sorokiniana]	RMZ57569.1 hypothetical protein APUTEX25_001769 [Auxenochlorella protothecoides]
OG0005553	PRW57603.1 serine threonine- kinase drkC [Chlorella sorokiniana]	RMZ57580.1 hypothetical protein APUTEX25_001780 [Auxenochlorella protothecoides]
OG0005554	PRW59368.1 rho GTPase-activating 27 isoform X6 [Chlorella sorokiniana]	RMZ57586.1 hypothetical protein APUTEX25_001786 [Auxenochlorella protothecoides]
OG0005555	PRW59341.1 Histone-lysine N-methyltransferase ATX2 isoform B [Chlorella sorokiniana], PRW59342.1 Histone-lysine N-methyltransferase ATX2 isoform A [Chlorella sorokiniana]	RMZ57604.1 hypothetical protein APUTEX25_001804 [Auxenochlorella protothecoides]
OG0005556	PRW59232.1 aminoacyl-histidine dipeptidase [Chlorella sorokiniana]	RMZ57627.1 hypothetical protein APUTEX25_001827 [Auxenochlorella protothecoides]
OG0005557	PRW57881.1 nucleotide-binding -like [Chlorella sorokiniana]	RMZ57653.1 hypothetical protein APUTEX25_001853_ partial [Auxenochlorella protothecoides]
OG0005561	PRW58743.1 hypothetical protein C2E21_2302 [Chlorella sorokiniana]	RMZ57768.1 hypothetical protein APUTEX25_005730_ partial [Auxenochlorella protothecoides]
OG0005997	PRW57184.1 lactate utilization B C [Chlorella sorokiniana]	RMZ52014.1 hypothetical protein APUTEX25_001208 [Auxenochlorella protothecoides]
OG0005998	PRW58308.1 MFS general substrate transporter [Chlorella sorokiniana]	RMZ52076.1 hypothetical protein APUTEX25_001270_ partial [Auxenochlorella protothecoides]
OG0005999	PRW20741.1 serine threonine- kinase SAPK2-like isoform X1 [Chlorella sorokiniana]	RMZ52078.1 hypothetical protein APUTEX25_001272 [Auxenochlorella protothecoides]
OG0006000	PRW61554.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]	RMZ52143.1 hypothetical protein APUTEX25_001533_ partial [Auxenochlorella protothecoides]
OG0006001	PRW39143.1 hypothetical protein C2E21_6963 [Chlorella sorokiniana]	RMZ52153.1 hypothetical protein APUTEX25_001543 [Auxenochlorella protothecoides]
OG0006005	PRW61570.1 Vacuolar acid trehalase [Chlorella sorokiniana]	RMZ52259.1 hypothetical protein APUTEX25_001649_ partial [Auxenochlorella protothecoides]
OG0006006	PRW44624.1 hypothetical protein C2E21_6739 [Chlorella sorokiniana]	RMZ52349.1 hypothetical protein APUTEX25_001711_ partial [Auxenochlorella protothecoides]
OG0006007	PRW59382.1 50S ribosomal L18 [Chlorella sorokiniana]	RMZ52397.1 hypothetical protein APUTEX25_000672 [Auxenochlorella protothecoides]
OG0006008	PRW58785.1 bromodomain-containing 4 [Chlorella sorokiniana]	RMZ52413.1 hypothetical protein APUTEX25_000688_ partial [Auxenochlorella protothecoides]
OG0006009	PRW57152.1 actin-related 3 [Chlorella sorokiniana]	RMZ52466.1 hypothetical protein APUTEX25_000045 [Auxenochlorella protothecoides]
OG0006010	PRW59183.1 hypothetical protein C2E21_2182 [Chlorella sorokiniana]	RMZ52467.1 hypothetical protein APUTEX25_000046 [Auxenochlorella protothecoides]
OG0006011	PRW50782.1 hypothetical protein C2E21_5577 [Chlorella sorokiniana]	RMZ52508.1 hypothetical protein APUTEX25_003651 [Auxenochlorella protothecoides]
OG0006012	PRW59423.1 BREAST CANCER SUSCEPTIBILITY 1-like protein isoform B [Chlorella sorokiniana], PRW59424.1 BREAST CANCER SUSCEPTIBILITY 1-like protein isoform A [Chlorella sorokiniana]	RMZ52561.1 hypothetical protein APUTEX25_003704 [Auxenochlorella protothecoides]
OG0006014	PRW61431.1 glucose-6-phosphate 1-epimerase [Chlorella sorokiniana]	RMZ52609.1 hypothetical protein APUTEX25_000728 [Auxenochlorella protothecoides]
OG0006016	PRW58486.1 hypothetical protein C2E21_2966 [Chlorella sorokiniana]	RMZ52690.1 hypothetical protein APUTEX25_000809 [Auxenochlorella protothecoides]
OG0006018	PRW20951.1 hypothetical protein C2E21_8638 [Chlorella sorokiniana]	RMZ52763.1 hypothetical protein APUTEX25_000882 [Auxenochlorella protothecoides]
OG0006021	PRW20352.1 urease accessory [Chlorella sorokiniana]	RMZ52858.1 hypothetical protein APUTEX25_000977 [Auxenochlorella protothecoides]
OG0006022	PRW57988.1 ankyrin repeat [Chlorella sorokiniana]	RMZ52864.1 hypothetical protein APUTEX25_000983 [Auxenochlorella protothecoides]
OG0006023	PRW60208.1 hypothetical protein C2E21_0775 [Chlorella sorokiniana]	RMZ52887.1 hypothetical protein APUTEX25_001006 [Auxenochlorella protothecoides]
OG0006025	PRW32966.1 Major facilitator superfamily domain-containing 8 [Chlorella sorokiniana]	RMZ52993.1 hypothetical protein APUTEX25_001112_ partial [Auxenochlorella protothecoides]
OG0006026	PRW33858.1 far upstream element-binding 1-like isoform X1 [Chlorella sorokiniana]	RMZ53013.1 hypothetical protein APUTEX25_001132_ partial [Auxenochlorella protothecoides]
OG0006028	PRW59350.1 LOW PSII ACCUMULATION chloroplastic [Chlorella sorokiniana]	RMZ53038.1 hypothetical protein APUTEX25_001157_ partial [Auxenochlorella protothecoides]
OG0006029	PRW57194.1 cytochrome b-c1 complex subunit 9 [Chlorella sorokiniana]	RMZ53049.1 hypothetical protein APUTEX25_001168 [Auxenochlorella protothecoides]
OG0006030	PRW58962.1 Pyruvate phosphate dikinase_PEP pyruvate-binding [Chlorella sorokiniana]	RMZ53069.1 hypothetical protein APUTEX25_001188 [Auxenochlorella protothecoides]
OG0006031	PRW58487.1 hypothetical protein C2E21_2741 [Chlorella sorokiniana]	RMZ53108.1 hypothetical protein APUTEX25_002517_ partial [Auxenochlorella protothecoides]
OG0006032	PRW57481.1 myo-inositol proton symporter _MIT_ [Chlorella sorokiniana]	RMZ53118.1 hypothetical protein APUTEX25_005107 [Auxenochlorella protothecoides]
OG0006033	PRW59876.1 Elongation factor P [Chlorella sorokiniana]	RMZ53146.1 hypothetical protein APUTEX25_005135 [Auxenochlorella protothecoides]
OG0006036	PRW60213.1 Transcription factor MYB1R1 [Chlorella sorokiniana]	RMZ53186.1 hypothetical protein APUTEX25_005175_ partial [Auxenochlorella protothecoides]
